group,CD137L,CD19,CD7,CD49f,CD4,CD16,CD31,CD5,CD32,CD62L,CD223,KLRG1,CD27,CD107a,CD57,CD272,CD278,CD58,CD39,CD24,CD11a,CD79b,CD244,integrin,CD54,CD41,CD18,CD127,CD26,CD193,CD73,Mac-2
progressive,-0.0380426728431534,0.144520967552461,0.0420592971791985,-0.143852978274743,-0.217810106755453,0.0339895775880418,-0.0665813915698961,0.21320044037209,-0.0565995696911529,0.0350402485051949,0.0456555458728774,0.0548678983111495,0.0950600622483502,0.0229183736517673,-0.337480230418018,0.157937680320508,-0.0225951411956972,0.0081501273780377,0.178638424536983,-0.2183454971677,-0.219080424675882,0.0139904666117274,-0.0322653885613027,0.215084171467503,0.0366303253070583,-0.019922741210431,-0.0951512710903578,0.157250546845815,-0.0815918549641984,0.0673970979622835,0.188838366484346,0.010897904417353
progressive,0.215780631597554,0.0217561248322241,0.0534282712900827,-0.0010873571469124,-0.133656726863234,0.313248991369319,0.198088632938866,-0.0231587811724664,0.250375562266202,-0.126206726875492,0.405185714253704,0.0839682077813168,0.50943779081234,0.0543653168596428,0.356598734452291,0.2488778857312,0.0441683585904308,0.420381626266899,0.187261721854582,0.0184462047041063,-0.234998397342614,0.0388900544716613,-0.101270142696553,-0.0167759723200716,0.132678071626274,0.4232348182318,-0.379290584597118,0.16865152655829,0.282038066230822,0.38437089103029,0.373786543511093,0.416407547676039
progressive,-0.360160941105768,-0.361707618057155,0.278229527380053,-0.101338276181455,-0.394132382022856,-0.20780861573276,-0.0428475286355151,0.0101816368630786,-0.352254880571266,-0.0978226718014813,-0.0191168872267303,-0.0064866827902885,-0.155899250146781,-0.192613742766552,-0.0482963849038965,-0.411519691412053,-0.223483181703386,-0.142779996820101,-0.362390698932565,-0.362909503039831,0.0705114006698439,-0.418045548560719,0.0662862660798395,-0.182476826836143,-0.224442072754146,0.0380553676876578,-0.0451988529420506,-0.376053732124069,-0.137800851492241,-0.198667716623206,-0.232758954568644,-0.229711932978655
progressive,-0.0066143902763647,-0.0474906559242148,0.0197097724085568,0.0352303988768883,0.090518793499788,-0.404304275087477,-0.360664325754173,0.0273339587604912,-0.204051509005936,-0.0186635961346671,-0.103314458210431,-0.24029239222538,-0.0048598071106484,-0.356980791714866,-0.14944339107764,-0.0223179559547858,0.174667689358929,-0.280101957188675,-0.262437394170351,-0.266106061924166,-0.156837985844505,-0.256298587156844,-0.261226029792451,-0.451194187926607,-0.222642064406234,-0.108576792356019,-0.185317207112699,0.0109372025831017,0.17799788750324,-0.252384143862483,-0.11223235363914,-0.0800801440776662
stable,0.0904682857407698,-0.13923797982431,0.0895806739219242,0.0589100086320368,-0.0789759239972421,0.150030715467036,0.0692665848928641,0.0732894790745061,0.109148606162393,-0.175888288300245,0.207053784029733,0.148503591810429,0.001363728311881,0.182893126571165,-0.0565417442262836,0.109801895906197,0.0028541828795115,-0.0307732627700946,0.132316181264212,0.115790057224413,0.245617905654237,0.0337713675223828,0.0720196048453089,0.0572683543235173,0.169649879635993,-0.117249614617999,0.0455131716040281,0.129113381631707,0.0529793272951383,0.115582659834244,0.0918119241161251,0.188199946715192
stable,0.0107469042888724,0.219944589737264,0.411417769845823,0.179513676390708,0.163689555975528,0.285267440954481,0.237863584996038,0.346572897261725,0.120493083238343,0.384822953824419,0.0319370082446655,-0.246271263191803,0.229659005730799,0.235495449109764,0.156399153425036,0.317440993011462,-0.0130145002563308,-0.0766167856873198,0.0589963213610006,-0.0314102212795396,-0.426756416448346,0.0565382779170866,-0.148124301498567,-0.178426086095617,-0.0394456740979907,0.0789061468394134,-0.131280307468962,0.173234392123554,0.179390377863453,0.0027401481243731,0.274825255890327,0.300583185912417
stable,0.0074342546749563,-0.201231093814922,0.221386210721378,-0.143166772212436,-0.241288278716831,0.0763924352335971,0.175077651904131,0.298524204197147,-0.0644962846150037,0.355010164720471,0.0035175212855038,-0.272061121958074,0.189148122355776,-0.196796031575577,-0.0631611113105758,-0.0517934253724794,0.0514927995518319,-0.104082626260498,-0.0421852853963877,-0.0161457766664324,-0.335489402954033,-0.101610519761034,-0.0233466525093163,0.115298707777594,-0.15906769888663,-0.0265895810241772,-0.304161462843579,0.13048985972077,0.113019535393099,-0.0414910987304831,0.117321568154322,-0.0196122630167709
stable,-0.0255493076743601,-0.0158197413543921,0.304616529334162,-0.0302445414222448,-0.145505880195351,-0.0885369391146281,-0.180238285665944,0.270749955004526,-0.0353464207230996,0.164703481672548,-0.0678388749041989,-0.369052190351356,0.0248155744886545,-0.182747761664972,-0.0502885688794861,0.0055774918012773,-0.059991527748431,-0.0632270007568377,-0.136733016133449,0.0013696270400829,-0.394533610450509,-0.181810563656829,-0.230607000595092,-0.096153942255132,-0.292520653153718,0.0659651036875645,-0.397415923270278,0.0109155223166014,-0.0256449309384201,-0.047389365568778,0.152682365120613,-0.0732530520323454
stable,0.0198263932427477,0.0678647443153105,0.354952644480284,0.0715979895886575,-0.0680181288101337,-0.209431389109736,-0.0161914420335673,0.317008794928529,-0.0403350652287822,0.372032443329213,0.0096913715319561,-0.475608788736375,0.603543576259364,-0.0861363403546267,0.096693863537138,0.077704500179957,-0.0734920540909431,0.0079877192251309,0.0192261372675038,-0.0590165839501443,-0.453629596939439,0.0972918873017976,-0.172239794929681,0.0650898147926749,-0.122976994945771,0.10706781173713,-0.150347813578478,0.0720852057962028,0.241482926150737,0.0300077296506881,0.203330512637877,0.123383410758981
stable,0.0478975271853071,-0.0116367390062491,0.315959676728581,0.0922634474010794,0.0200817093049664,0.26657893014105,0.0037359534373175,0.261853316450467,0.0539965611111502,0.299642834018167,-0.0938703348644438,-0.44736578596779,0.318893635552775,0.011785326828077,-0.0632021570026122,0.0880038128726868,0.373819675424203,0.0789400885409613,-0.0183561068782494,0.066416501422296,-0.611548876064565,0.122752731365286,-0.20977152767755,0.142386985831063,-0.39149523418612,0.18072847247233,-0.201520878236626,-0.0038107457408021,0.0652494707442301,0.239591225283417,0.183392002869312,0.0819516061082846
