group,CD273,CD252,CD137L,CD7,CD279,TIGIT,CD294,Podoplanin,TCR,CD32,CD62L,CD152,KLRG1,CD27,CD95,HLA-DR,CD1d,CD314,CD58,CD178,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD357,CD226,CD81,CD204,CD144,CD1a,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD94,CD150,Ig-light-chain-2,Mac-2,CD85j,Ig-light-chain-1,HLA-A2,GARP,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD258,DR3
progressive,-0.132269450449714,-0.20432513523852,-0.284147084064977,-0.0132818833197469,-0.17942481895065,-0.0771977758265595,-0.0801417005286509,-0.191135143581221,-0.161606877458869,-0.123459316696532,-0.20542254876957,-0.0157606107045171,-0.1419047225096,0.120507665475557,-0.0594735911537918,-0.175041985120392,-0.0123507544648029,-0.0715021214309311,-0.177379468422308,-0.0075981448385612,-0.0837504281253785,-0.0236434993213262,0.0707616486356178,-0.346799828127536,0.120255286540134,-0.1009405472224,0.108540475784205,-0.139657091879985,-0.0667368020780599,-0.178231523555504,-0.124981559250043,-0.156354659841695,-0.201759301488056,-0.0679089051276517,0.0254178886558569,-0.120006193292604,-0.0249580132421815,-0.101430432728745,-0.434423937365914,-0.0680163518316876,0.0252347031175152,0.0042372570913586,0.0802108055002616,-0.0849241987474404,-0.0218661617195736,-0.0928052458303303,0.0052995157176233,-0.167216973723024,-0.35687809027578,-0.0565883387460023,-0.0315002100063564
progressive,-0.156474744251925,0.0348164899491064,0.0164580942915859,0.124040388340862,0.0911245010757551,0.135397063397694,-0.127954458650915,-0.0490897025051812,-0.0508505158119473,-0.045253542529782,-0.247020257157573,-0.146540093484875,-0.0817925609410446,0.219389194087981,0.055462295201015,0.0584624306535454,0.127939939645542,0.04924329806237,0.0893369537426173,0.134942836442389,-0.122446169099089,-0.143892675387772,-0.140345508730359,-0.0543811611466402,-0.0275518710843047,-0.0767677927065223,-0.0390768330861239,-0.0187535492839634,0.186239307901155,-0.0921083292359028,0.0111250839451064,0.0580874982990668,-0.103651585328649,-0.108325787966479,0.0406550022028289,-0.114415418860924,-0.0951399274409135,-0.0242530114491937,0.116716265219349,-0.0309984917607964,0.029608582001894,-0.135718243966839,-0.0517910749940258,-0.323106452739967,0.0690329005224548,-0.0059827938814155,0.0144811411139824,-0.184957156969456,0.0208062239189129,0.0842791353123511,-0.0652391215748928
progressive,0.0644821430860825,-0.0159017346160793,-0.0078629410890521,-0.311584083167296,0.0336875955857981,0.114137710839432,-0.0067028456391146,-0.102539305897786,-0.0259411579469552,-0.0565653627702477,-0.197301164964115,0.0016493079705415,0.19678496953068,-0.279898275438605,-0.451769565245682,0.0537597818106483,0.0264675311698438,0.0819928173096385,-0.0405754591411156,-0.17587712117303,-0.0758473376828124,0.0272908940979284,0.0851481260909181,0.0925018657945751,0.235192603051264,-0.0153420161552835,0.0300342925495238,-0.114152685115719,-0.0389214001159693,0.14065743066792,0.0338845197435536,0.0567258979126687,0.16009175746235,0.046615591465594,0.005004348589655,-0.102065112854286,-0.0001529213390115,0.245868847807545,-0.125083013370311,0.17508751053454,0.0195779663995189,0.016280655995379,0.012346385780469,0.103005567073775,0.0175834333895563,-0.0364748516961391,0.0364449065724247,0.17385659957716,0.0307445995260252,0.020968128799167,-0.0363859365643562
progressive,-0.0672872775780687,0.0412799596666495,0.0129396268794458,0.535340521646331,-0.180678054900658,-0.189513241160484,-0.194854403293968,0.104829772497942,0.0559046915322215,0.0268289278342612,0.092449906434514,0.077046537804887,-0.172639007017693,0.26348133327508,0.014996316690916,-0.0752139967983883,-0.120446531773801,-0.118358936674594,-0.0058136412411211,-0.04696073979643,0.103436511670376,-0.388938000322928,-0.15876637754992,-0.0575415809834572,-0.126134230164629,-0.198112074502878,-0.209956569652543,0.0541731712987954,-0.0546799995953305,-0.203779839323314,0.0576402287960535,-0.0652305068306437,-0.120840965074327,-0.107128101102576,-0.147444582338797,-0.0097384985338572,0.0524328433765148,-0.125893594186721,0.0747783068853219,0.0408399269795528,-0.0683143001241212,0.0370230191198921,0.0184110754998466,-0.225985567079701,-0.0694011315688084,0.0597150298491396,0.0737062987708221,-0.046902824537967,-0.0678297155328468,0.152628928057412,0.0141429256411691
stable,-0.342430537365133,-0.251425229554032,-0.261025932755463,-0.307402596249624,-0.325484337277034,-0.316529856323728,-0.240037569253409,-0.352349000339852,-0.387517702629885,-0.308458531043246,0.094784314051079,-0.317945878649926,-0.269857030835079,-0.261847524980981,-0.0355031241226828,-0.165442422708495,-0.279099311403148,-0.270697953370234,-0.26508623149958,-0.294200526727795,-0.335292671573253,-0.3311502737066,-0.349422653594454,-0.273527773503933,-0.254211799742608,-0.328134185773077,-0.296549265762508,-0.338463419946522,-0.193155177939401,-0.230033111256564,-0.222916361911296,-0.228523629878709,-0.333148278302615,-0.270144573420494,-0.264387215389243,-0.0916029631020221,-0.33511653203647,-0.206787512555915,-0.16980593840476,-0.377781973459113,-0.269205747992738,-0.404438944083202,-0.322412669635248,-0.132207214923918,-0.291244404623099,-0.324945936984683,-0.339861472746604,-0.264371391785698,-0.270713558837265,-0.380571264829071,-0.187635345878088
stable,-0.2407195126625,-0.182681205996657,-0.230837149039021,0.223438797073478,-0.455624391150281,-0.198379382513812,-0.193549305634722,-0.29825194390208,-0.303571157314097,-0.252975074408846,0.26991848651852,-0.24937532160885,-0.300458191697019,0.0867409257953987,-0.156730799584573,-0.187508868990384,-0.236265668793044,-0.157276332144843,-0.324899554024431,-0.109428607279001,-0.407948693557273,-0.465142810528687,-0.134499922166955,-0.236671069450634,-0.337801739598389,-0.187831824304396,-0.285352955061939,-0.233537266340718,-0.231469026165115,-0.291232723341578,-0.271392488619425,-0.381200342990002,-0.134078197846707,-0.325053620163125,-0.323731418041018,-0.208529966666598,-0.245403650091144,-0.32013811560452,-0.35612573201499,-0.127422254426063,-0.221652288962631,-0.258552282724985,-0.196149634213013,-0.218278753366129,-0.225292670431539,-0.25982251643851,-0.337900388982326,-0.285192281368494,-0.395366796939043,-0.212098696775906,-0.160289718903936
stable,-0.0567951682090226,-0.133778160543615,0.0408114321803026,0.156864102726678,-0.162490332455947,-0.121445548229975,0.0531405798527631,-0.0824920261797942,-0.0219120073480085,-0.0283433143748966,0.371186380525472,-0.0079094378173366,-0.237308772376525,0.0844307850029539,-0.219623208303227,-0.097620818249285,-0.120895863266468,-0.128821971634796,-0.0125016580381453,0.0015858689574946,-0.130088541248686,-0.152472638042184,-0.0546086013952886,-0.0679272996114496,0.0120880214562466,-0.157397785164374,-0.0104359375295798,-0.0672218512902139,-0.150754206268596,-0.103144959271324,0.048767681180947,-0.0135409780370485,-0.0513091699017468,-0.151122036136849,-0.0531387858947393,-0.0288023131368072,-0.0067487817342963,0.085631651112905,-0.12932694749649,-0.040254800122656,-0.0468810880045985,-0.007442190370653,0.0632898007749577,0.0403711525636206,-0.0523913494913339,0.0035804921172721,-0.0025078521358528,0.074146804017149,-0.131375563187999,-0.162722158893621,-0.114363630880616
stable,-0.069496917116321,-0.201714453784381,-0.314707213500927,-0.265890620988388,-0.179799746426209,-0.0203124520356548,-0.232076828804561,-0.223508763536778,-0.245360123736961,-0.262829930579936,-0.510777711935773,-0.247166001364626,0.0669589245598151,-0.135519772077761,-0.0685809465897471,-0.15155206148181,-0.309188624090837,-0.121252203853155,-0.27609592167033,-0.229853631100211,-0.256952932647046,0.0082821979115063,-0.257075291820927,-0.211055797021217,0.0276116241019901,-0.334416485771762,-0.250010165461407,-0.323699362185923,0.062225388723994,-0.244192390024728,-0.177202120351457,-0.165765079816083,-0.391355336799781,-0.276150933407541,-0.269066563691858,-0.352012091619048,-0.261378731077393,-0.185642351190569,-0.182764921011269,-0.227940772606806,-0.205665909133243,-0.26772467570214,-0.142465033586746,-0.188169932222405,-0.175090957534597,-0.288611856729115,-0.315114491134115,-0.333298800947561,-0.296968817829115,-0.300651525285955,-0.311593901421845
stable,-0.0079223256484606,-0.0283376003368364,0.0024617686838096,0.090708717624921,0.0369048314630923,0.0654588634257329,-0.0095438465198121,-0.040093948526411,-0.0002574305968015,-0.0384273598478701,0.352688930389418,0.0059249119032548,-0.268841457771755,0.482246730334883,-0.162182114027974,-0.08938351007917,-0.0535715969965227,0.179331405210154,0.0230240200168124,-0.0988124317332459,-0.0390926026563617,-0.396160677957608,-0.203460835545575,0.0854188760861288,-0.174686704211199,-0.0287380412335878,0.0864641986347347,0.139741457212157,-0.249287326766337,-0.0459356091867115,0.0523217134466974,-0.17376082402714,-0.0126355183147206,0.0137952420235447,0.0770339775015892,0.0124946095934875,-0.0879748990380327,-0.0637973840205911,0.0279071620463857,-0.129607187779153,-0.0374971365262091,0.0404201687231553,-0.221352324832988,-0.0678635499994579,-0.140945295369098,0.0323557839237256,-0.077509105575117,0.0938063475406124,0.0339536437350078,0.0181983488215739,-0.198152546700189
stable,-0.0216603054398563,0.0028575025036675,-0.0240431358044464,0.251841198928907,-0.0356689048828221,0.0150362840330535,0.0195425723778365,-0.0193857503592033,0.0477564453926109,0.0326414974739575,0.33985221832336,-0.0433256562274137,-0.445242271536689,0.351492534871042,-0.254619762788261,-0.096929235971188,-0.0331933931138882,0.001147197818496,-0.0311235403286612,0.157198068133436,-0.115568581188476,-0.579943573483997,0.0856678345483072,0.0751990214436074,-0.206996849902852,-0.0004865395908601,-0.0335649310219899,0.159286856925609,-0.17839372613112,0.11320916053025,0.0117723939795487,0.042196589071156,0.0780391273277092,-0.0949521967868881,-0.109823472043807,0.0370296736042035,0.0748480894592475,-0.0933969876753835,0.0289726195897613,0.0962426949993028,0.0725596455507278,-0.0561772475309243,-0.0217404928913993,0.0259969404085692,-0.173444640878258,0.0286572419884224,-0.0341611588621612,-0.0764450576097533,-0.0151532336957663,0.0319413650071777,-0.235796167106988
