group,CD80,CD274,CD112,CD47,CD30,CD52,CD269,CD45RA,CD7,CD49f,CD294,Podoplanin,CD324,CD5,TCR,CD103,CD62L,KLRG1,CD27,CD141,CD1d,CD66b,CD35,CD58,CD178,CD11a,IgA,CD244,CD54,CD41,CD124,CD2,CD226,CD29,CD98,IgG-Fc,CD28,CD127,CD26,CD193,CD144,CD36,CD158,CD73,TCR-Vd2,CD209,CD158f,CD337,CD307d,CLEC12A,CD94,Ig-light-chain-2,CD82,CD101,CD88,NLRP2,CD224
progressive,-0.0869275274671275,0.236987692253939,-0.104735926285791,-0.135481975137184,0.145064007237069,0.0681303408209386,0.121339464869514,0.132027295792913,0.189483389751824,0.0186208080530016,0.150154413989586,0.0622686405853507,0.222832688391592,0.226069100387768,0.30864678068896,0.20025621428257,0.180649795334315,-0.149446950077185,0.0800764348655353,-0.104094965045785,0.218132209481108,-0.298836434493404,-0.19675053608319,0.129800996206565,0.0831454135191126,-0.0258038190562697,-0.124938535872263,0.0475247339786406,0.254363710354606,0.0637819627029915,0.267970014704423,0.0153213735542407,0.0020201818009159,0.100473783776819,0.263603432705092,0.187555653203772,0.0929027589235236,0.322148461958877,0.0294455938804129,0.106445214019253,-0.0362530887390674,0.0731278431089712,0.0916494694578704,0.0122963376148502,0.11436021032101,0.0050287227614888,-0.0409425988406884,-0.0536787259954968,0.0984347896791057,-0.112425475321369,0.0584702423149767,-0.124780793922396,0.0660527034934592,0.121401475270814,-0.0120925313193042,0.121862232904998,-0.0604115751838132
progressive,0.0912101534198897,0.168784860844326,-0.0090240521527608,0.117864643560996,0.250136495847661,-0.0579768036882051,0.141593061633249,0.3704856132476,0.269457949991531,0.179120048930569,0.301259122041472,0.158099870739704,0.391349362870769,0.0734338567557319,0.289294644360198,0.369756639256775,0.267289193805339,0.0645049887507735,-0.010921453316196,0.476424683675508,0.213732195572111,-0.0432582793025584,-0.0281412610219228,0.173899506350793,0.426839628799066,0.0888551154131275,0.348243091034876,0.152763435593105,-0.139765897684963,0.0686359049767066,0.19844224758642,0.238869840643827,0.420812064479686,0.190543229077216,-0.0843989153930045,0.443381123252351,0.125304415187922,0.101496032212181,0.253935051012531,0.359853588990919,0.397097983138258,0.088162928469833,0.471646636675571,0.0962500349541065,-0.126627960042062,0.279256207048117,0.420219761641377,0.171735874481885,0.142210700184057,0.0354786975399215,-0.0194906019282612,0.236601330408421,0.144200363925575,0.383718884370222,0.18576314016054,0.0409093442163296,0.0823684364820571
progressive,0.109328005625905,0.197468154377096,0.0265536912506131,0.268109837861885,0.222593745077406,0.149581792553241,0.054588992484186,0.0803493518330296,-0.0236299175414269,0.421196003378687,0.161809464683659,0.124289778546804,-0.0288982307602178,0.217427520539544,0.155999758872335,0.0973373358836022,-0.125205937201808,0.234526970206822,-0.0101135166652464,0.125153086385324,0.0663289619853264,0.184053409858367,0.139017510801849,0.344349792137032,0.267572061971362,0.272565958892523,0.214288894356603,0.249357361105268,0.133096415654031,0.445823642900528,0.094603621738277,0.354410051912803,0.313840045349462,0.493592934383969,0.0301131356986904,0.104011775007073,0.135585635049179,0.228714591194495,0.130229112825653,0.132840560633415,0.256548761284091,0.295933462192223,0.109246011434785,0.0626789884356853,0.0342403863508554,-0.0281182685870263,0.183133362092887,0.136277771374205,0.186807751978119,0.246070829570266,0.376674015033934,0.262643196319849,0.229076909507849,0.0205496485258185,0.303228498179162,0.188002437236269,0.148566481781834
progressive,-0.100774638195362,0.472529552715086,0.0834328837817846,0.28260111703268,0.23880660498803,0.13175352102512,0.214189810933944,0.116716135600657,0.125189543430174,0.340054650082457,-0.0371409562329074,0.305602989432318,0.0071778383388354,0.192095984948234,0.234380780390257,-0.0641565226682651,0.215137732187985,-0.0462225852994829,0.450402570948826,0.189821599143719,0.0707998526607934,0.29713979384013,0.403859153155548,0.270171824633965,-0.068250574029507,-0.286796675748326,0.0384275308719552,-0.141973834703201,-0.121757946195746,0.248944578520802,0.0675700732945652,0.100475443760848,0.226263278791302,0.280592278970888,0.0109170955785236,-0.0278936083285447,0.180841623522164,0.283559822674644,0.150202748915777,0.193973366851836,0.0595241331941646,0.361935528845074,0.121378458033084,0.217571007298496,0.0883359200021004,-0.030276993746918,0.102252074922924,0.0590934190853188,0.176716762469674,0.476892606282864,0.10965042643102,0.175456414848494,0.0495894509842098,0.397969713583551,0.426348144678258,0.389000527027688,0.2592981571707
stable,-0.0592917249714696,0.0061630360686987,0.0350765499352339,0.125032223749792,-0.022375887697061,0.0191471029709607,0.0660247595148406,-0.20808603573483,-0.144506895567478,0.331041960590185,0.0857176283277844,0.063973996677499,0.0221620721211279,0.0264729347628531,0.034558681160542,0.150093400947042,-0.326434846473611,0.132888120963443,-0.185941433050029,0.0944561399267087,0.110619172178304,0.219343714000132,0.0928573896588968,0.0052379200475407,0.0689135726290368,0.279672878796005,0.0851210408188353,0.061455298710542,0.147719872735609,0.181015866680641,-0.0022398932512155,0.298621888241222,0.198527801769538,0.280314279922636,0.103954439741801,0.0621940401306594,0.206616887268979,-0.0128627582990845,0.180572966139406,0.0389747114242586,0.120759895280207,-0.0081569127651607,0.0205606227004945,-0.178282715503793,0.103096018008407,0.127503616127697,0.0712361592089364,0.0991041230360771,0.109752879553815,0.121046603090217,-0.0435225315965962,0.149070354535994,0.132177405777166,0.0047181131687705,0.0445957000191382,-0.000132648999149,0.0788440790349549
stable,0.0525990339174856,0.0413099774111095,-0.163484441450119,0.364095398944823,0.0336493142378504,0.0206171055881818,0.146757460875477,-0.0124607488011401,0.337610144495939,0.141762505910312,0.0470960915747409,-0.0083772276052356,-0.260200669941106,0.210346402000576,-0.178068673265137,0.10145360396915,0.0707296050845223,-0.0909157644270043,0.125769748074631,0.0072001693933725,0.056973311662281,-0.006187401439203,-0.0166960927917211,-0.0090803401982016,-0.0086683998498627,-0.216529077288138,0.0242685379353267,-0.110140145955087,0.0001836283926586,0.0461009076122925,-0.154507886800194,0.0285790139482451,0.0893112924408538,-0.213122605976587,0.129726222641369,-0.0832295427041224,-0.0254252535944707,0.144605634146206,0.227125107545566,-0.0085773544229328,0.0772672245126096,-0.0134369962779997,0.0238293182796023,0.301840280832491,-0.0512072784668146,-0.107525025964381,0.118315577283746,-0.062167419677103,-0.138062943583788,-0.128425771230439,-0.038986082013172,0.116659590402142,-0.158100372625557,-0.209166917730478,0.0265219757020111,-0.0009544283519901,-0.0411779380331732
stable,0.0382628692193543,-0.066318548055242,-0.207400785734317,0.026786532362627,0.0537514649395788,-0.0918025095225608,0.0905084313826842,-0.398063674008028,-0.113056916070975,0.0345293070087725,-0.0801517860020741,0.0269839218309199,0.0435233298042568,-0.268776012992785,0.0717095612406905,0.170045352991578,-0.281883198070742,0.083253874121017,-0.257033875703184,0.0950213590457911,0.0026134269192916,0.0438748355224165,-0.133128111269782,0.102854139632472,-0.0321206429705126,0.186177590559271,-0.106720422586229,0.0804371223058957,0.373589734029821,-0.105357616372994,-0.066757825098675,0.17814273358964,0.0429264823164512,0.144058746336034,-0.135981003629911,0.192006277999837,-0.137209166706144,-0.0639336000456512,-0.0800284803568055,-0.113299082862773,0.0264727214272617,-0.189137688686809,-0.0511189173007453,-0.161423520547437,0.113843864230839,-0.0212831686034096,0.0373978615912736,0.125426520921773,-0.0465167707457878,0.163042445990916,0.128365957221503,0.0426679190343644,-0.0231685404585541,0.0438112057064083,0.0038408546224773,-0.242548634005768,0.106716155056212
stable,0.120133496327545,0.0334083416123359,0.050152861312503,0.153739992667373,0.11978707507341,0.310830045233716,0.180775901703516,0.0339741268437096,0.0785411446698027,0.0172647958993739,0.178383091850419,0.16081324424358,0.0110994543528363,0.151990243067774,0.0523040739412712,0.185397813468388,0.0273272151038591,-0.0167245279299555,0.0819561876532612,0.0283889742840246,0.221430884092461,0.0663308680776421,0.262441024941435,0.11651176522509,0.0011721409050736,0.0146483723907749,0.227637416806978,-0.078677623329996,-0.0251176441707175,0.0471151932569579,0.0143657386430881,0.0416867971991415,0.0974740103988457,0.115887333058756,0.365102388673161,0.116421341320889,0.186885861348092,0.0486322810451196,0.164099568995315,0.0478897332221246,0.0467341972062304,-0.0614467909876846,0.0470091612092215,0.16376611339355,0.390717194314205,-0.0438213727901163,0.11594873853096,0.128717598422696,0.0497285059072682,0.0527259978285982,0.0959109019866693,0.148153428872614,0.246338531383631,0.0636919771483218,0.0805743031818623,0.201794566003323,0.168816951036735
stable,-0.0660523584047742,0.303315349491295,-0.376758127676764,0.18182139248886,0.0704782735637613,0.0013297758390868,0.162765896791318,0.318412088654214,0.29272799922912,-0.050042969968396,0.236861377962821,0.218989015745337,-0.0145830269978658,0.120267347847433,0.241303327060745,-0.0196935779869922,0.340076025287131,-0.151676164737788,0.22677746942066,-0.0103898656802274,0.251326915841396,0.313900690990375,0.272566588017083,0.14752034930509,0.0339212910373971,-0.283389387000975,0.215115290253457,-0.13897005360619,-0.144403988768842,-0.10749970464023,0.191868425773674,0.0615001360746845,0.118088599192542,-0.0649567501079523,0.0671727038257542,0.0308758814690926,0.192207248517268,0.0454210486170375,0.280764189473687,0.0296763241808617,0.153920121827436,0.0381493730900477,-0.214887651769124,0.170962091024845,-0.107108185009178,0.0413565751253585,0.140667065520256,0.149895070470098,0.122167941504015,0.238416914528137,0.148212616578504,0.229771497088897,0.0198971857772708,0.039989612036482,0.100628514313903,0.15347501529663,0.144336541138747
stable,0.403204742845201,0.0545001861790273,0.297852046709059,0.0045239666900857,0.141842257858445,0.0551609476599084,0.196159874805997,0.0960990108820101,0.0634877329366508,0.082123408866099,0.313413008178925,0.118038001813603,0.0383755501838764,0.239056350623195,0.163402451965413,-0.0769470367139225,0.0804987800480411,-0.0543996563817168,-0.032547377011826,-0.0506046801356688,0.254889515736653,0.374314129741903,0.24472872289134,0.173753762771447,0.23783537974425,-0.31507032778306,0.326538567122302,-0.0894741583740079,-0.263152696248732,0.133000146739264,0.211519330680842,0.0057945174214433,0.174319242078951,-0.108897397730061,0.162379736663031,0.243798000850622,0.177953985373494,-0.170265923602349,0.0433854302121691,0.0533176911530306,0.28895678309506,-0.0740961149659843,0.13326934376075,0.134749276715874,0.397151999995755,0.196946277940357,0.200485194770608,0.148171763127249,0.255144504041241,0.0616184643109618,0.0371569262894524,0.375222121080841,0.277442732332238,-0.06229318261713,0.253528532692036,-0.123436754304287,0.115506682553417
