group,CD3,CD7,CD49f,CD20,CD335,CD5,CD195,CD69,CD62L,KLRG1,CD27,CD95,CD141,CD366,CD278,CD21,CD11a,IgA,CD244,TCR-A-B,CD29,CD28,CD38,CD127,CD15,CD36,CD73,CD133,CD307e,Ig-light-chain-2,CD224
progressive,0.255399891691363,-0.134286577549832,-0.224631587302596,-0.104701605011528,0.0410516420650519,0.250456898020474,-0.172398791598832,0.236805094833726,-0.0501993332075114,-0.154025299079872,-0.112647401930474,0.0738499053958269,-0.0831978519878135,-0.0475454962625188,-0.233718491742993,-0.1094522665122,-0.16634461959065,0.0276893407704591,0.0127363375899879,0.0007981272070782,-0.15483397164937,-0.13850692719135,-0.291538932012831,0.162266826995392,-0.0559567836103044,0.0377147768783469,-0.242073408972589,-0.330431528313823,-0.205927854288472,-0.0301253053535187,-0.196560162983574
progressive,-0.0383359120612369,0.0803769986861233,0.0301521198035708,-0.0812515045092232,-0.187982738294084,0.150649337272537,-0.153972989990872,0.37949006002297,0.0879209576519336,-0.185753199146484,-0.0737498138769499,0.056577738009527,0.183891701164747,-0.0254753797419383,0.477848282199829,-0.172903446036499,0.023032181232087,0.0660587247435197,0.437929740392633,-0.0415081078159448,0.144721561888193,0.129415687012918,0.373753846707534,0.0883939803085753,-0.041125623293264,0.268209172247754,-0.0759630717458028,-0.0965568860684757,-0.0790044567581035,0.115212524618031,0.127168901401199
progressive,0.0388667407822425,0.11799227738257,-0.0051935330020991,0.0124108083491344,-0.0266869442076952,0.0347729592304111,0.0071419003374804,-0.103157439860009,-0.365649384162418,0.101616747681689,-0.240799176311565,-0.380154434546419,0.0884397635780333,-0.006981170633138,-0.0967516314096835,0.058027368036095,0.104519027300165,-0.0218485027579429,0.152268748274094,-0.083704225429194,0.0451094896298312,-0.370896423296538,-0.320666796174229,-0.198876764243129,-0.182593850357195,-0.0040333087612451,-0.187496209227749,-0.121607086778681,0.0357851549665904,-0.0448826088630747,-0.221791054156491
progressive,-0.0258293481576983,0.0392751508800545,-0.312340069632638,-0.0408357650542288,0.31603834502208,-0.134756055606543,-0.0913517955778401,0.045422782905621,0.040112263785554,0.0542094432753904,-0.180683276307839,0.127304498624345,-0.178038049864056,-0.0788423995841619,0.0360315737207949,0.369511006374749,0.301986183924203,0.0538491057613582,-0.148236850750636,0.17532917620621,-0.272106989361037,0.0198922162519871,0.199857696120896,-0.121997521430303,-0.0013015215002824,-0.369025613057732,-0.454035858986031,-0.381225361791125,0.179521489831821,-0.0014804924899749,-0.0954358765356022
stable,-0.381254690557533,-0.449474757299481,-0.119706697865709,-0.383984524746254,-0.144588064889713,-0.440013769825037,-0.200404634259596,-0.20264977893739,-0.276714953777785,-0.187169090885115,-0.475430756821188,-0.0182465777348451,-0.433456299492187,-0.119982582565741,-0.1087195741919,-0.284349079141007,-0.0703552973723359,-0.0657938455700447,-0.144832689398438,-0.354896576240784,-0.0653044077478009,-0.231494093530592,-0.100934916228942,-0.21461195957193,0.0500472104479304,-0.0963126726993739,-0.143258006141882,-0.147664593635942,-0.270299717722846,-0.0421824807826166,-0.214023838767479
stable,0.111218606432604,0.344394058503087,0.271822035570769,0.0957941265684344,0.284622335654809,0.365318207008975,-0.0485461385391961,0.0169358553272481,0.218632162242535,-0.246395882931205,0.359827823532607,0.182341339889926,-0.0024968329347985,0.35202094878531,0.0272755563368619,-0.390980394070337,-0.252984293555081,0.214358897720324,-0.232980302427457,0.116118643488306,-0.0753520857691346,0.177120129150699,0.049199233752523,0.188075035045635,0.179420764153495,0.0740043578794336,0.0676480413639993,-0.0081924553822417,0.359946132806622,0.287290775394828,0.125818963407954
stable,0.0940105088179472,0.148022368008814,0.0559785782951899,0.0371823860864934,0.0220066778842897,0.109476772818358,-0.156532777361488,0.116460708536768,0.319570531210184,-0.353914784437516,0.0656915120696008,-0.234811028878695,-0.0515525708759165,-0.0530991709123492,-0.016936623725271,0.097592985772192,-0.312619634503642,0.0795989783049969,-0.0083672203105027,0.129510560244655,-0.0701166497870916,0.0855941071910191,0.059008477749962,0.0351983728010481,0.102430842575154,0.136796096444041,0.117380722650928,0.324880388054899,-0.0402879111278199,0.005504080214346,-0.0528680566713793
stable,-0.0982777956386699,0.0337731502435453,-0.437967234259778,-0.0579961317564092,-0.0183060419877791,-0.274387905442719,-0.0215647120427762,-0.12582244054969,0.0067255634164495,-0.18332180155745,-0.208009761987874,-0.363159308971953,-0.0800123841012143,0.0423004636390214,-0.33315313139685,-0.0311573321697148,-0.298222826372493,-0.20127958898746,-0.383430453203047,-0.228853716457335,-0.413914198734614,-0.204979872869089,-0.197573086618229,-0.354141243698725,-0.0891108617150416,-0.260852498811808,0.147153016691894,-0.0126381915288167,-0.169235092565858,-0.185051499665481,-0.203588060904363
stable,0.0362866496113954,0.0563672575621795,-0.137354249113053,-0.112397887970697,-0.0848617072494526,0.22903858927412,-0.402625521165907,-0.0918112186460086,0.273694453045208,-0.380891972014798,0.499788544493581,-0.254741104730172,-0.0756502226048169,0.0763565731415608,-0.0488085604269373,-0.230947292165365,-0.437355301979653,-0.101604232685002,-0.270774158602221,0.073215018059414,-0.127915607164041,-0.0013872459707921,-0.0516499255280727,0.138024380850991,-0.0698322693418702,-0.0396667764223071,0.380529863185464,-0.164496519309885,-0.0241360179429929,-0.0797772853387213,-0.167906224691384
stable,0.01386721067439,-0.207667308694465,-0.0592556230373906,-0.162523314865914,-0.0753589549562173,-0.176205173844954,-0.131406409705973,-0.131505375820949,-0.268736597782138,0.161314621868406,-0.235773434604211,0.205522814577562,-0.0820132047157027,0.139180807889753,0.0380773504793187,-0.157047064179854,0.196127738441785,-0.0855449044236072,0.0107307166989639,-0.166675781179038,0.078799618124961,-0.123046603205576,0.0242836710784241,0.0277350133798026,-0.0707061220546693,-0.0512296312067425,-0.177315380962988,-0.191449038884752,-0.223087527950926,-0.0658468393423995,0.140101371496385
stable,-0.0313807992267288,-0.161056233964644,-0.413234216809899,-0.0173286400130258,-0.0639864976076617,-0.341273644232104,0.167486457487468,-0.043085374643835,-0.166214901551034,0.337485649023882,-0.147805808901842,-0.0782103938761126,-0.054173929359722,0.0339403675369458,0.26700370212705,0.0034644869298684,0.264796192140015,0.066918312020633,0.0265373993116569,-0.0309227964753039,-0.166466562526753,-0.166336108128321,-0.0142575614129391,-0.139173457830637,0.166852738737645,-0.124766043185283,-0.0991923715834711,-0.0533297007397043,0.0410150261357978,0.0102795495182772,-0.0166910957494402
stable,0.100057495406506,0.544025304329457,0.289285409408503,0.12165530897069,0.159289488826119,0.187699564811021,0.089374100393421,0.03680617226243,0.434610407418354,0.0065372855833504,-0.145652130090644,0.108328315168318,0.116411508924776,0.171856567348604,0.213512043669751,-0.0524303137241008,-0.0068879228027049,0.179847501390388,0.0467993489271283,0.10457911564255,0.371811181987402,0.160119992456222,0.164921556190742,0.149575757911072,0.237598618712896,-0.083927889333199,0.206511595710026,0.110352444005518,0.201701683949199,0.168560429651926,0.277770712070724
stable,-0.101192223062297,-0.0700327172933746,-0.315146090404296,-0.231507484576298,-0.367722686633798,-0.155855393632891,-0.184234442532224,-0.249221356160128,-0.0601987527587979,-0.419782017945104,-0.0223254760241391,-0.11489830971167,-0.174787890488938,-0.248944033910342,-0.160950990759652,-0.176090647111861,-0.47739988924324,-0.384832423251052,-0.379942094982052,-0.283026034215485,-0.360184524111781,-0.210916785974178,-0.157923556055896,-0.0807545790539717,-0.388500511781517,-0.174733086484094,-0.13913843720492,-0.216279645136616,-0.11747552724937,-0.357264761994797,-0.392160694927636
stable,0.125745708749937,0.476979981638733,0.11251463943246,0.0867349562229685,-0.0310442102584198,0.456730529543111,-0.0166588680917186,-0.277199153705251,0.582361886132827,-0.46334833689495,0.596843351725551,-0.204915345276152,0.0194159495073326,0.117215798769221,-0.0391719749463537,0.0640910772626853,-0.395926692308469,0.0695315337488806,-0.223452650055145,0.146210633714791,-0.156326291281372,0.114517542450832,-0.0444130511180819,0.187823384952663,0.149477177495089,-0.0368685661808436,0.425550701133707,-0.0372108123682177,0.163202014318064,0.0788783512857812,-0.0290510299694108
