group,CD274,CD47,CD30,CD19,CD269,CD90,CD10,CD7,CD49f,CD4,CD294,CD31,CD5,TCR,CD185,CD69,CD62L,CD152,KLRG1,CD27,CD107a,CD95,CD1d,CD366,CD96,CD11a,CD244,CD370,CD62P,TCR-A-B,CD137,CD226,B7-H4,CD26,CD144,CD304,CD73,TCR-Va24-Jz18,LOX-1,CD209,CD158e1,CD158f,CD337,CD336,Ig-light-chain-2,Mac-2,CD85j,CD23,TCR-Vb13,NLRP2,CD258,DR3
progressive,-0.207759946424547,-0.155544113996125,-0.310206745803573,-0.0330000699626568,-0.1434341136965,-0.31365541402355,-0.324905698578388,-0.256975568577711,-0.174533895170362,-0.407999366639743,-0.197527277496314,-0.0786483280224658,-0.212381087487197,-0.242494448877744,-0.155258853822157,-0.235325987433141,-0.132702530620918,-0.270806935157523,-0.168145891267106,-0.359656183834714,-0.288626760389205,-0.19561255305757,-0.260405144038721,-0.327045092148612,-0.134541629815505,-0.127938935413877,-0.0519642573671507,-0.199663535655144,-0.0105167031680023,-0.462067281552446,-0.417136818151629,-0.280252125310396,-0.184596992504556,-0.242769009644587,-0.30629521183998,-0.104749469970241,-0.128264791168078,-0.404919206146226,-0.490980309646349,-0.301772426399198,-0.282403116919244,-0.424412615362083,-0.416949745097876,-0.417964289184488,-0.145673763078188,-0.181559087593101,-0.233458420539231,-0.225958033175646,-0.290218537285798,-0.217707578333841,-0.3802360393508,-0.25289891466997
progressive,0.0334124526570239,0.194688213799983,0.0684760806365021,0.100572492913059,0.146891762484389,0.0224208794870654,0.0474155076750932,-0.125623882660107,0.0514878303078518,0.388957429165288,0.256407593550585,-0.0068220881725971,-0.187586127496978,0.214204504430638,-0.0057730425357319,-0.224435423647932,0.302167173972621,0.0620450755814959,0.177521021913022,0.271686153236689,0.173746036936214,-0.167347405799264,0.264802508713484,0.0952286895824958,0.0704797388005781,-0.0393125428390318,-0.198722679195603,-0.0227038925834973,-0.12879198853832,0.179040670180457,0.197728311538814,0.152958636347327,0.0294331676156048,-0.0210476168828971,0.221474296479758,0.431264100457509,0.272351727469575,0.119785614346349,0.088416963025602,-0.31488452889679,0.0639658049880818,-0.0473577749067179,0.181056920408705,0.0819016847241864,0.122852379527916,0.0662064408309283,0.0265401962084948,-0.0842296361105487,0.131504155707193,0.0012023534859279,0.280598220246896,0.202868066818814
progressive,0.0437144711741495,-0.145156845253942,0.0116011016570121,0.0703639678218915,-0.0494330468530203,-0.202556292609348,-0.128264603831628,-0.0255605442519934,-0.126738420138461,-0.197810018105225,-0.145828695857687,-0.0016022714245509,0.0025215757961463,-0.104718175546209,-0.0973712667842149,-0.0124077548297992,-0.296712659574563,-0.102983745801178,0.298788056407967,-0.316467776903349,0.0438585533395052,-0.42737309525172,-0.130497309181278,-0.0664026319356655,0.0042231058093602,0.24943848623666,0.290353532042586,0.0475623143899132,0.129653878726155,-0.0442920720066431,0.0128253944246136,-0.0635802190804866,-0.0072716359679109,-0.394755949950334,0.0502989015056924,-0.0720870021253852,-0.094471548557812,0.105151003304575,-0.0588733403155155,-0.0116839563155988,0.0900853408130693,0.114316463253409,-0.0406937582834358,-0.0124987447297434,0.0797292659516629,-0.0347510100581336,0.0961431648364677,0.065127938184371,-0.0186884102109225,0.0346976984554961,-0.102833209736512,-0.000937880532169
progressive,-0.467425460640392,-0.46281843169123,-0.306705797485006,-0.189851922867199,-0.318552611193024,-0.165798800133161,-0.186883598819562,-0.45624874262225,-0.448961749790089,-0.0709185547460032,-0.0060756384100569,-0.205990283588105,-0.484609062780122,-0.280679110199241,-0.220850603828929,-0.121581403514802,-0.0520844543293036,-0.294994740231317,0.0337182737172928,-0.531169663750423,-0.0032886466942754,-0.129895103210854,-0.0406068613575439,0.0232721013944975,-0.140854069815179,0.176248806268785,0.0342645238409111,-0.149804284381045,-0.217845117061482,-0.135433914554498,0.037528035896789,-0.255083405922261,-0.145125565385951,-0.354179099281808,-0.224872973059148,-0.278809193824648,-0.309487007028958,-0.205454974162011,-0.0311248462156666,-0.128896621929814,0.213133798793534,-0.0927528535507136,-0.0569622994483788,-0.190063633095727,-0.0833770038866379,0.100643219048785,-0.250889649567581,-0.198013220990633,-0.274804738089779,-0.146205180884349,-0.223776266917507,-0.221790085183051
stable,-0.0815068915728687,0.0116224843463366,-0.369573673733629,-0.155246817817208,-0.2050275676469,-0.21436047156721,-0.18150708145101,-0.271043636884253,0.0698728395178977,-0.0195954344907774,-0.156138129241483,-0.165260696231946,-0.130525779770824,-0.248255307371869,-0.10602514194481,-0.0016318324221161,-0.127371646968133,-0.325173460421009,-0.0531353326659959,-0.287531399551958,-0.267639110132067,-0.0971990775795244,-0.160526602075404,-0.20149717645052,-0.144901543327883,-0.0448318877627467,-0.212363128651115,-0.123951194438976,-0.049742696191667,-0.215733214820706,-0.299091474281394,-0.210571504254348,-0.304545488289474,-0.0299491310335396,-0.222138238661658,-0.0883808242164245,-0.107798874143813,-0.341919713647665,-0.0744669807778203,-0.242103317565371,-0.192788875765834,-0.183142583946328,-0.154106655158165,-0.15918548615154,-0.343842334608159,-0.277736806842834,-0.278982456408229,-0.257060024194144,-0.331109589365526,-0.275949616105579,-0.287304123010013,-0.147640497037431
stable,-0.352652035879313,-0.343547093604695,-0.459885302441804,-0.546027599174222,-0.432248445975054,-0.491854962262162,-0.415406953279274,-0.311018107619841,-0.450190362541676,-0.292927357114326,-0.401653319704638,-0.428124043132958,-0.3229769269511,-0.275516995189897,-0.363678501237023,-0.429041668290285,-0.26995245847101,-0.42276590548937,-0.182851144903657,-0.31001381463766,-0.322188204845205,-0.312593646781824,-0.456637349207183,-0.415664380526822,-0.445751722707455,-0.184455714773231,-0.321185119998222,-0.510780016815952,-0.418439736817357,-0.222645964300537,-0.203850284407576,-0.435324684925423,-0.410382837281929,-0.29545777819737,-0.547236819964764,-0.138355506926078,-0.38367615277309,-0.430686080146394,-0.412075823653105,-0.402745535305707,-0.187601805979414,-0.630722010322444,-0.346444035673642,-0.397196689818771,-0.288737856271994,-0.506239360749058,-0.413132793522553,-0.228061796827118,-0.402186968017661,-0.301985675466607,-0.347789308085067,-0.454898336851124
stable,0.159111383544651,0.202217854245197,0.0023718541160706,0.224892027797337,0.140699758974664,-0.0850515504346684,0.185973351108696,-0.242078576614665,0.169557189590102,0.137815031185879,0.0520778587000612,-0.0552487236932661,-0.240873265471509,0.0071519925075717,-0.0072020760439701,-0.105564480620835,-0.249156149855881,0.0986233509285434,0.318561698893614,-0.0929951122996312,0.260743981147529,0.236317297321486,0.0006963109784963,0.0351580460003795,0.218456192688081,0.445311185362888,0.081908030147994,-0.0667535270687174,0.0592014762349079,-0.175319042530868,-0.0368546557417442,0.0471915991063836,0.144194419125384,-0.17555468343275,0.0112537324735191,0.113213243285118,-0.214830930291349,0.141759971223026,-0.0466178145873273,0.0946106933203225,0.114505272876571,0.1576326864344,0.0534959074673198,0.103740067974787,0.0431333708094692,0.000700600441796,0.113741777224295,0.14922808704423,-0.0110488923416831,-0.0228436647607195,0.0463648309287145,0.0772092957707546
stable,-0.0596384822503489,-0.0407750380250053,0.163210589618533,0.13648440416461,0.266231400265805,0.139188709899044,0.12372383740233,0.299204739972358,0.16310303170707,0.0616173834831192,0.186199388806853,0.0013561540788192,0.155376235810686,0.115687551935675,0.0316802170293536,-0.0369822146958691,0.507098703054156,0.183342847060082,-0.235555046452663,0.0658420874874579,0.0687081973609195,0.0350181856412585,0.194726218992573,0.0909555779596727,0.0768077246767994,-0.138122894385258,0.0258123981586464,0.0751686699882001,0.151326210734839,-0.0339986913989033,0.100089840631853,0.159964934582823,0.145895447450239,0.173509874193299,0.085001858974313,-0.16128726588496,0.256242912676121,0.0917317298770984,0.0946578483394359,0.170142935716305,0.184715038338821,0.251788865162426,0.22587090320549,0.166863504402734,0.149447153775076,0.0973013626409225,0.0676999883895117,0.0828598299485851,0.0659667429696422,0.327331150041353,0.094187794515884,0.234545125653587
stable,0.13151469097284,-0.140801028209748,0.0174790170369055,-0.153130571574401,-0.0521092553504475,0.0150649654605771,0.0555791048217333,0.0874164617859403,-0.0986749921019834,-0.0993518582863228,0.232238656331073,-0.0428538392941535,-0.0443031769178971,-0.0957389437163716,-0.0903534443968936,-0.116756173228649,0.107801478888742,-0.0198070007141233,-0.179845316637659,0.0996605803818256,0.0654828783396161,-0.270769027853783,0.076449867822702,0.0274640807978766,-0.303668397377481,-0.254478580660649,-0.113262084453103,0.0318763574372479,-0.25086118619313,-0.18421107396393,-0.0824876671187638,-0.10667402423746,-0.0544691364000944,0.12863126774435,-0.0015781491294827,0.0497446172825622,-0.0214130356017654,0.11918339878486,-0.0417190629563108,-0.217303677217703,0.0572638489322845,0.0156924662374631,0.0055587880022486,-0.0697328819046584,0.144585924272587,0.0115625908052638,0.0312291758350815,-0.0842166531500855,0.0894301113612125,-0.0919348865629693,-0.0760851777488809,0.0407346611434006
stable,-0.356660932179828,-0.111487179121193,-0.274276314327488,-0.308806905901033,-0.382212913449924,-0.448716446104302,-0.240861755269091,-0.189738204714524,-0.152849269041984,-0.230432468887772,-0.309884186247889,-0.11879876326592,-0.113586027253249,-0.450447708830471,-0.418705386168092,-0.327755778580007,-0.0884417336770698,-0.39101912581131,-0.296197649435703,-0.182918908525079,-0.418517154930478,-0.0743396536189808,-0.203417598421727,-0.263300624229533,-0.457214950936324,-0.153206957159532,-0.307238524415807,-0.0677597331683711,-0.231307964493374,-0.0950166921608258,-0.17983112807165,-0.305140056859037,-0.354268622187349,-0.479324799220212,-0.340804640252061,-0.321935390420724,-0.307564833623384,-0.354566868700598,-0.409687759859094,-0.244372934581509,-0.493624018145778,-0.360492673334732,-0.218051515941177,-0.26447483576367,-0.416523746504722,-0.346991711384045,-0.44379301615828,-0.434102145882259,-0.303319312435821,-0.451419616947767,-0.42101954566354,-0.296288986806202
