group,CD274,CD252,CD8,CD7,CD16,CD294,CD31,Podoplanin,TCR,CD32,CD62L,CD152,KLRG1,CD1d,CD66b,CD58,CD96,CX3CR1,CD11a,IgA,XCR1,CD54,CD122,CD226,CD29,CD15,B7-H4,CD204,CD144,TCR-Vr9,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD101,CD88,Podocalyxin,CD224,CD258
progressive,-0.0662348329080855,-0.0761549037655798,0.0630670671179244,0.0186956944555133,0.174307996759086,-0.182610479439346,0.232407690845334,0.154264604370197,-0.278046519644019,0.0044316258822009,0.220436338730331,-0.0334308659575876,-0.0942176031605598,-0.327669624812784,0.257641748740336,0.0581087252882513,-0.244978688579057,-0.0523620568721852,0.0835803701897033,0.156305367213798,-0.018510637957886,-0.249681271966486,-0.0725788799794389,-0.131744713159731,0.0400067901901478,0.232073142743341,-0.1390990928883,-0.261687800935996,-0.0155232640611432,0.0177002945880145,-0.192877648357602,0.129739649679421,-0.0601545936927868,0.0531152943801893,-0.0961021049923931,0.156949715361349,-0.0734297393672944,0.0377278028880255,0.0882192908998329,0.080484503256157,-0.0129115473847551,-0.264592811305396,0.0325274590396318,-0.124142475673193
progressive,-0.0349865504266437,-0.352612691354275,0.0072658259492439,-0.0952735748745767,-0.134843056058765,0.0501316299482839,0.101183971396293,0.0009367146572246,0.0229808030583642,0.0272166477431223,-0.24983538724754,-0.26303946780535,-0.0798521191645856,0.018667079975812,-0.122287265560512,0.0255708723335426,-0.147737504105292,-0.121363092776673,-0.0725747538061828,0.0824855618805385,0.205053514770986,0.0098927955202131,-0.0228821374399364,-0.0748383826113166,-0.163067784958128,-0.0956758250472577,-0.0335121409940385,-0.0910777053473937,-0.0860946469947156,0.147462877870575,-0.0314352597341255,0.0723700075261605,-0.05564511188288,-0.0658506007832654,-0.0886515753161036,-0.0052981369298433,-0.205642579893635,0.01254475387518,0.0114963490270338,-0.167237260466178,-0.034766464293893,0.0652572142604443,-0.0272316551469296,-0.0810252278272481
progressive,0.0891371027519118,-0.085121612478856,0.0527362572365421,0.0728585151711054,-0.129603891446287,-0.16057208975812,0.161665818599065,-0.0337375694665556,-0.197374022548806,-0.0014742490802974,-0.271301065852834,-0.125519507462433,0.260092131792076,-0.111443746016568,-0.138204740277745,-0.0819048783603561,0.0497648113304362,-0.0847767267867822,0.324899308964061,0.0281713125914288,0.0147310631778529,0.118227529645446,-0.153716394814008,-0.0605296650500861,0.0039076464712087,-0.215063698330884,-0.0382584497773281,0.0813922235055249,0.0751258927798004,0.0697399689253623,0.0131013944910975,-0.0346054525088077,-0.0534842383192835,0.130528330893635,0.0397828632057653,0.0746754985103023,-0.0540510146743744,0.121911003555985,0.0206784681930356,-0.0962055936678163,0.0861633412820615,-0.125625094666369,-0.130736024203922,-0.060772682398315
progressive,0.503409309766986,0.265676371994919,0.0037233254949001,0.126922270674882,0.470237972176852,0.191527267974175,0.450349884083994,0.392515612668034,0.250812714916847,0.34364859515298,0.0268741316435226,0.0794021469099282,0.174735105491008,0.220788508859451,0.376288046954597,0.392547167280918,0.217742798750527,0.32583945820186,0.016813089809878,0.240749925556817,0.0452376356882316,0.0978347242091636,0.214322889001013,0.276752674441779,0.286261174582577,0.249494440929134,0.26815501304182,0.2320412768937,0.227988661102178,-0.0071059137020417,0.139743298437582,0.243164362642033,0.158672632231826,0.167170775499091,0.278078440394233,0.220160066131152,0.313991322155339,0.263470086327864,0.265484424900984,0.438189480333618,0.489003915558893,0.318669637990579,0.35191753791751,0.259331869476336
stable,-0.0727958098719272,-0.181469260087513,-0.240907797045396,0.129191412232978,-0.338370394835764,-0.190995755503174,-0.165803760739226,-0.227111933071592,-0.174570841741106,-0.171417660572324,0.221174030589065,-0.195313038595338,-0.3634309416702,-0.246559651632668,-0.340525424193232,-0.243340371464331,-0.264882911901074,-0.348751050879586,-0.371102303633284,-0.274849417047546,-0.309634596292501,-0.219960706277352,-0.202719218006702,-0.324730726286383,-0.414399595622536,-0.278862051071,-0.253769684807012,-0.118156860204409,-0.219417223819755,-0.317428286892647,-0.189730252329597,-0.232826975121158,-0.251017785329928,-0.230985865665195,-0.0965313833739283,-0.268800358061458,-0.212745044813267,-0.255492402586169,-0.138984128932518,-0.190497082897238,-0.28033265132588,-0.1541491783427,-0.240330300030972,-0.256123905510386
stable,0.0837348874345945,-0.028972168412535,-0.107893513044173,-0.168363381686569,-0.0901166472199265,-0.0469601721185367,0.171382952792789,0.0749648664890143,0.0590280393867783,0.119877683021293,-0.13432510014611,-0.0164236069888138,0.192900027526306,0.0527530663539639,-0.164652996463782,-0.0383593423834254,0.0124393718003608,0.243651269474628,0.28899906575932,-0.116742179690756,-0.139595690988479,0.199604062819975,0.0663717898222613,0.0844136493776712,0.222935900867452,-0.0076035364948034,-0.0160451286408236,-0.0148904528021844,-0.0089376689840857,0.323728620271883,-0.001438039842572,0.0825872093428156,0.0351791729092255,0.0323501531598661,0.260227852114083,-0.066407445878688,0.0880467376356881,0.0862333169474885,0.0121120099801722,0.207723838713107,0.0640513640352583,0.126321310400355,0.176657879210449,0.0278856665311482
stable,-0.146813206769437,-0.212349092250228,-0.154673223092282,-0.0495452920440315,-0.181200616709364,-0.346587284528603,-0.0523244056149835,-0.298051735174938,-0.192941252420173,-0.272940471351693,-0.236536535070506,-0.199851470897733,-0.223392475383966,-0.265701417794553,-0.155605137357113,-0.200925311106565,-0.251989349413583,-0.292330097048477,-0.101367362881157,-0.404460333211471,-0.163981387220722,0.149240807588936,-0.26911784116081,-0.31835824657297,-0.177964474946971,-0.247568387296158,-0.230062141410853,-0.234759158991274,-0.307133303814254,-0.310758327113873,-0.19912566579258,-0.277171545584861,-0.33983513069968,-0.147436979161235,-0.273786119893199,-0.291761440853071,-0.29795405246682,-0.151262805146336,-0.220385618970831,-0.119587009241736,-0.272153921243751,-0.399670838558632,-0.324167991090176,-0.300112494395946
stable,0.109023979522312,0.0697839075496519,0.221734974259431,-0.123779123379183,0.151234450733675,0.223061480545959,0.0305094604098332,0.249468961940699,0.127252221729781,0.219557185679113,0.145949314922436,0.222069892763165,0.167295125889713,0.328451300199467,0.0822422847454234,0.0006957771134382,0.273116542702472,0.129884131145711,0.0763025227612153,0.179681381023411,0.176230300401365,-0.0585612458951216,0.0843397264847615,0.0803863059756182,0.0733444975708534,0.0708909310255679,0.0984236407139213,0.232295342149963,0.0406311821575267,0.0384466659943284,0.249922677529074,0.214540975712636,0.0951889762659669,0.115468345514999,-0.0113570607508025,0.118148579516901,0.119048353471252,0.143029910804187,0.127345189006339,0.136568667911582,0.143331388863324,0.0972232748385163,0.147548846304638,0.140638892515426
stable,0.0081295480371075,0.0564827035673445,-0.342719724339319,-0.0842100469734361,-0.102846539262096,-0.019775537833845,-0.0027999449630586,-0.0216756804478342,0.0110897062975098,-0.0111628596028972,0.0768914798764907,0.0829234897176531,-0.136993265701254,-0.0381793798322723,0.0773330696513319,0.153821660046533,0.141074334667612,0.142286356441996,-0.0352844853261237,-0.0621739164537433,-0.0116837262563235,-0.0290223451519295,0.0732845393644527,0.161581108364606,0.0488323405277569,-0.0871442068466675,-0.0041522424298319,-0.0516731371306884,0.0796914728685921,0.1973675028261,-0.0027651033756044,0.0064793516204554,0.0450892253318091,0.0195193773532809,-0.0719827993344874,-0.064399990346473,-0.0126552902074247,0.0560593211197277,-0.028777567243908,0.0772609428497247,0.0100194204756992,0.0592093796265099,0.0943696198797729,0.0134098419213154
stable,0.224431575379059,-0.0049006531487835,-0.0256906743185164,0.0421004071215178,0.0466029867010113,0.0143254229110058,0.0748937169761439,-0.0315661134911346,-0.0059125649167696,-0.0016672317164135,0.218496688701826,0.0397708049964303,-0.381833985674227,0.0352275690981055,0.141529764248656,0.0804774115954059,0.195458865356864,-0.0347046269132218,-0.388881065291178,0.0128208888878322,0.0406500964399528,-0.239398485483764,0.121424305951833,0.222519811028282,0.0790166172569372,0.109551965198511,0.0550029936540925,-0.0006820703172569,0.118601610572767,0.0697733955429563,-0.0527013641007713,-0.0896703137758632,0.0748263460421489,-0.0519485344293029,0.0778521391327678,0.0487866862387509,0.0409312058685369,-0.113499866555032,0.0484450748217621,0.0352205567373608,0.0973187381919287,0.034857510318812,-0.0448150574732298,0.0701650879739776
