group,CD33,HLA,CD45RA,CD16,CD31,CD32,CD62L,KLRG1,CD27,CD107a,CD95,CD66b,CD35,CD39,CD24,CD11a,CD79b,TCR-A-B,CD184,CD2,CD29,CD18,CD305,CD158e1,CLEC12A,CD85j,CD101,CD88,HLA-F,CD224,CD258
progressive,0.118769708312449,-0.256847395431813,0.0538667456363532,0.0083829716517636,-0.185118345287967,0.0123555656389623,-0.0419659645193523,0.0172290501943223,0.15804042390333,-0.180476161356707,-0.264255093329332,-0.0946729655590427,-0.221165720174272,0.0959700746652778,-0.151842594259512,-0.131851514489385,-0.0179155028556372,-0.134375598864454,0.42523515310147,-0.133322407552835,-0.134301640626301,0.173844915421698,-0.304379085108997,0.133186921404937,-0.16218559004336,-0.0379186359027832,0.044483351200858,-0.0918743315773429,-0.0349197346817878,0.0876461044980611,0.127709372663998
progressive,0.0610560296938837,0.227952447303473,0.137429953113471,0.119132333319872,-0.134860279375568,0.171159866625929,0.114649877032468,0.274719514533832,0.191815524863849,-0.0339746556521675,0.295313483553561,-0.156858791007181,0.0897112851366933,-0.148464494848273,0.0672536267202344,0.144798763735735,0.177572342800044,0.282012706877704,-0.157943182606807,0.0674037202752812,0.055506834391812,-0.0234818212321395,0.0399733200578351,0.0553952232739924,-0.169591118531077,0.185927842533462,0.337319490112506,0.191743206531496,0.480694348796336,0.336881927382178,0.251107851508035
progressive,0.320212009115822,0.154722058351019,-0.228837752614222,0.167302334582979,0.0098301517127857,0.0784882576698165,0.107939453181469,-0.277215066510559,0.17373315736516,-0.101353477848324,0.423116710524632,0.0191461752928552,0.265709856564664,0.0750281836730303,0.117464179878332,-0.0950822562741579,-0.0305583961027124,0.111177067761576,0.0354628022955301,0.230397771694152,0.188529645968242,0.189020920388832,0.156465891960121,-0.133538156207937,0.0526165084455993,-0.0478688493740488,-0.0756941503914067,0.0580645236246897,0.0152780002923839,0.11009198813685,0.0432602082884113
progressive,0.450185372328026,0.592923212205662,0.641103502767265,0.604199645890752,0.667727658701441,0.549794421540325,0.304874906626181,0.341194235975307,0.448407874000426,0.431824608240629,0.487289073983414,0.494667559136745,0.639494921039154,0.568620612379686,0.482278764290103,0.399365002372402,0.310876342989143,0.46806337377041,0.163694273131452,0.468114369636873,0.537895146033886,0.482058163040453,0.497666065421078,0.241288375062366,0.543642400754631,0.455184475072079,0.478084019859292,0.486078775823256,0.119132818494435,0.495956021269957,0.302873029113926
stable,-0.0583462598127244,-0.278473701985451,0.0136617102089595,-0.208356340150887,-0.191356636666949,-0.168798891167385,0.162675718506394,-0.28031084994531,-0.131564714797074,-0.343999210780245,-0.369888711653584,-0.247156813914703,-0.232459315608667,0.0104668873018811,-0.224079282899625,-0.466845191437379,-0.0996917620374445,-0.0786614657530334,-0.179929723435934,-0.311087873820789,-0.329211843389585,-0.240451693164779,-0.119175020123805,-0.07114269537483,-0.234485878833939,-0.312155216227005,-0.141239749329362,-0.194162430913159,-0.127281966319913,-0.275518860664113,-0.322239071926974
stable,-0.0639204968717673,0.138562133613916,0.103541769283436,0.172009980477854,0.150961562253226,0.106623785754084,0.314614252011413,-0.131235914656999,0.377791648737057,0.212933758782806,0.109076646592996,0.102903865403552,-0.0026434526627056,0.156750315723735,0.0183321890448153,-0.277253890753861,-0.029556936378489,0.0861173498095892,0.084855857194254,-0.0150087964650911,-0.1032091809432,-0.0921312314544263,0.0898732336345453,-0.0210328846241817,-0.0251064750569353,0.147564428074025,-0.0303046593647971,0.0809701649314174,0.0560488224318676,0.0776837638664287,0.147118977487036
stable,-0.0239297231823842,-0.0827981388968932,0.366500954674857,-0.236031763478578,-0.0951402366089677,-0.118283087416003,0.349747478440161,-0.385966080594348,0.111892732541692,-0.245851186033245,-0.270692660522048,-0.192062024693636,-0.110676760399137,-0.201181586958723,-0.0025392737823757,-0.361862682856701,-0.100678769613215,0.108964475073259,0.082097069944179,-0.221925027691328,-0.132925252694232,-0.328549341058827,0.057728727349795,-0.016326351429792,-0.311108825106252,-0.0165823562142221,-0.119080782579288,-0.23285971912956,0.118009428826965,-0.0891657306392484,0.022411702422206
stable,0.0321908722793679,0.0427987691577295,-0.239742311006424,0.0812426601837776,0.101236801824769,-0.0232236313297743,-0.520160780683196,0.297815431424145,-0.0369383375339026,0.0400572771436729,0.0679022878205681,0.0043244928901824,-0.0159164169667982,0.0643416788504062,-0.0305568515494364,0.371284532356895,-0.07240706756761,-0.0016785530019442,0.0816454061547714,0.214612168309161,0.0339171752769888,0.312841109534195,0.0087851227028129,0.0598556138536066,0.163249580935306,0.0916171542046658,-0.0319217387895418,-0.109235396313732,-0.0933171510990142,-0.0533366212443064,-0.0303117999399255
stable,0.0233409023910938,-0.130955759498496,-0.0829923925046088,-0.183394738793371,-0.242064155738883,-0.0928855171671718,0.30688523916617,-0.540828529745629,0.580692249084063,-0.190772100673619,-0.2650443888665,-0.152224576683544,-0.154365182273233,0.0147604085623379,-0.0031904995215673,-0.422254973188793,0.0063059556584498,0.0264563580455641,0.0191385537734763,-0.241378679114372,-0.0394785685122118,-0.127179515184701,-0.145593267469791,-0.113492250434253,-0.124074264308389,-0.0242652312237333,0.141968184705718,-0.169264574639119,-0.0014112689635893,-0.104023697633124,-0.0240082690205148
stable,0.13720375062796,0.233196700558914,0.0448621295169241,0.141966438747884,0.140660165595264,0.266771572293267,0.153563770161222,0.467521054339433,0.0758408350813783,0.458363475722817,0.281584768806005,0.0506301828898131,0.200511775605135,0.215135211551197,0.0342313922383401,0.303104534213462,0.464846223955093,0.186977249331029,0.451210138595809,0.128281140399248,0.227241491005487,0.160312139708847,0.127026815243126,0.463780278009234,0.256122403477188,0.350101529361215,0.289287855296805,0.344769829771719,0.260215977826245,0.374113029071531,0.481913440251378
stable,-0.084791949190436,-0.186634798098753,-0.278527971925597,-0.0992032234316318,-0.139695485515419,0.0477913501682779,0.194633536307083,-0.401549937668629,0.385389845346099,-0.0408316181423925,-0.135028885541734,-0.0488955791475458,-0.137443938021812,-0.0268741941969047,-0.15176765802484,-0.349887731352965,0.0136203098315418,-0.0807629030537752,0.0914799607383713,-0.16637795693713,0.0852286532690005,0.0306007561364218,-0.0940474233512123,-0.0193616725520138,0.0244155281130361,-0.14069716352493,0.175292816275068,0.0102909630992799,0.109669653902533,-0.0439444710965503,-0.0778689587220473
stable,-0.0007758807637692,-0.0945048889471779,-0.162992035278449,-0.0674639723986741,-0.0932974588299265,-0.0809877756606612,0.203029489043376,-0.538369445080559,0.40135786685738,-0.0162777876456082,-0.124418897011101,-0.0332371454108413,-0.0841806268246358,-0.0635382136947562,-0.0524588274706047,-0.389858322066423,-0.01990741395203,-0.0310793977498712,0.0071110465175321,-0.0318596670691499,0.101596216526137,-0.16339528461988,0.0250878595063672,0.0562245307893155,-0.0618155705293127,-0.0794383152347282,0.0999703307106564,-0.0676803698152618,-0.0204089262736449,0.0053993289943807,-0.0438496743359553
stable,-0.0389692093039883,-0.156129888580057,0.154465816959117,0.106482241250626,-0.0516749318363775,0.0074943522999327,0.295070217231663,-0.395984527732653,0.167000992892582,-0.0109909340201241,-0.052250363408297,-0.0413252700377727,0.0067799432461782,0.0144021039691108,0.132875622784753,-0.402174660619117,0.0648524689257164,0.0441443561937227,-0.098943192295566,-0.122713765964999,-0.0931332191427179,-0.16488989955382,0.0492901384543925,0.1122266026952,0.0304097042913706,0.0539761795893565,0.124352253103681,0.018183705319264,-0.0281149234763649,-0.0217856500228049,0.0622929423147026
