group,CD137L,CD10,CD7,CD16,CD294,Podoplanin,TCR,CD32,CD62L,KLRG1,CD27,CD107a,CD1d,CD66b,CD58,CX3CR1,IgA,CD79b,CD226,CD29,CD15,B7-H4,CD204,CD144,TCR-Vr9,CD158f,CD337,CD307d,CD307e,CD94,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.103220678763241,0.05288824788749,0.250863977340002,-0.266424328932489,0.101506404842503,0.199769535999198,-0.0416817381397708,-0.0628857346653618,-0.171302500294229,0.0230363244556254,0.24047493783239,0.0075027517954733,0.0098129282049118,0.0451524645834741,-0.106023780935535,0.0898597356336629,0.0980183434565386,0.119725645427726,-0.0941789515760327,0.0540716773663716,-0.128792493305307,0.0862674915311414,0.0597564322712834,0.0661908122855579,-0.0208567257216797,0.300622595600518,0.006938722211267,0.0130812752804098,0.306683208280064,0.089442103343207,0.0220470111805081,0.341002894556839,0.0069030690006435,0.010844114035774,0.0263381922332274,0.0535732861636106,0.0617509256964189,-0.0258244892168298,0.158354833874894,0.170560337864335
progressive,-0.003856905817885,0.0307774560048497,0.123453908963363,-0.319129541221307,-0.230476428615369,-0.0293601500373863,0.0476595508012955,-0.196998085011371,-0.127451310704741,-0.211596355532961,0.232860986777465,-0.392820953822859,0.0779262536726113,-0.412869418955318,0.0700636043778166,-0.197646792674409,-0.105939922926442,-0.17913620690247,0.0348991831206257,0.0421348663807112,-0.331090642955984,0.0645299457494665,0.0662838392295452,-0.0067807239876506,-0.0050605776124778,-0.144180716434173,0.0004982949080375,-0.072000957433679,-0.183571832528155,-0.141960960349281,-0.160671124905582,-0.146146842035519,0.0732598976263531,-0.0398220054569099,-0.152601800456949,-0.0405999604106592,0.125074088231287,-0.10809872173905,-0.193930378535608,-0.006742330824988
progressive,-0.320420824258121,-0.387501028841998,-0.0039279911345845,-0.221914545581201,-0.223950528994396,-0.343593523946308,-0.252007312185667,-0.346691856533638,-0.0450948112316109,-0.224897108035062,-0.254017420743444,-0.218526678429587,-0.179369268487849,-0.206784421263148,-0.267212041106086,-0.342689156728903,-0.310294515161584,-0.244276029518477,-0.300179283082075,-0.430322419508069,-0.176210888789718,-0.192089598332892,-0.210362075192981,-0.260466046803577,-0.180396227480915,-0.144439654955547,-0.149433286989186,-0.226103757312239,-0.137379844578425,-0.120924973971194,-0.276138998325673,-0.278421637410573,-0.249444462031335,-0.226771150592909,-0.052369845627266,-0.312128446541667,-0.2082578999472,-0.214067679249844,-0.266908454302152,-0.299996711239689
progressive,-0.092565319659946,-0.0768625388978653,0.0719081806553939,-0.267309506874394,0.202955254507377,-0.209767914850292,-0.0952329919705867,-0.244240737376774,-0.214703695068574,0.268228325326632,-0.205888992292172,-0.0073723508311229,0.118204656970446,-0.356510006504653,-0.0532255104932456,0.0061758531758499,0.0262564050224731,-0.103914601336331,-0.0091010927781976,-0.12702659084025,-0.19237210841674,-0.156806491780085,0.045022392843196,-0.0559374690516069,0.257661881022505,0.0246690805977949,-0.0570706614638164,-0.0725381267677853,0.232382643100575,-0.0539027170512109,-0.19354731088453,0.0197937702221472,-0.103426576199689,0.118145962052891,-0.192462244124761,-0.213101846666644,-0.151050962293823,0.0374183095271722,-0.187296969954661,-0.0908763622311529
stable,-0.153269443197051,-0.191839012544256,-0.469297007538232,-0.173367538004313,-0.242976426244292,-0.26803823429992,-0.323699839860197,-0.315934648502192,-0.282146498086281,-0.0979621365764821,-0.516426378059635,-0.223303639868868,-0.166505781486824,-0.0138828442363632,-0.30701371641955,-0.211939797117867,-0.261264261696308,-0.341977394971143,-0.217231065349767,-0.0244598687418908,-0.0815316355688498,-0.243988770586005,-0.192163822574992,-0.189518925391726,-0.168180150195982,-0.259529821289165,-0.237679571100998,-0.214996862623323,-0.352616457605648,-0.21276562133863,-0.260128352135458,-0.278015275527197,-0.313369401606899,-0.233699969472681,-0.291203027844106,-0.192493542870799,-0.283842715675379,-0.278154125757157,-0.295553787416169,-0.238872436836146
stable,0.243377095437336,0.0996209845927001,0.163312253727992,0.377774059587605,0.297720242193859,0.153461753265641,0.187936857763847,0.127319467127472,0.198022511065168,0.202665683468496,-0.07395720619658,0.287885806013932,0.299762209090492,0.358040512271826,0.246595772464877,0.209829988442739,0.399215753516473,0.114801183215951,0.166508553194251,-0.0367772445621898,0.145284289860408,0.205248195458519,0.240905037325958,0.298998444657723,-0.0128862516991342,0.377377888765689,0.110952442458222,0.155856664504025,0.573297924897525,0.178011064068304,0.503425870782767,0.237606045450171,0.385491727969874,0.107707013325706,-0.0157147896143661,0.253623470462101,0.255843609544796,0.0618758206513432,0.16975718080379,0.209391680406717
stable,-0.0737947119044544,0.100568268624304,-0.168011003995986,-0.159892193617548,-0.150458704134225,-0.0210261392907486,-0.0501181293144229,-0.033637077633443,-0.44369500410453,0.0346349124761262,0.0067998858567913,-0.116224514837728,0.0239322987609177,-0.0402088050661338,-0.0397451556126007,-0.133921978877374,-0.198884571431373,-0.152503979291467,-0.0120957809492261,0.0799374016745328,-0.183091506515593,0.0268305520648507,-0.0842484839425312,-0.212853340159043,-0.079153787729084,0.0906976027581195,-0.212930347256478,-0.101190961561017,-0.128191334602615,-0.0625390030790198,-0.186745578701028,-0.0102014005141416,-0.0634090687334073,-0.0276627117794156,0.0282989744070796,-0.12609751658218,-0.0324947055230298,-0.0570397218226462,-0.10374441566703,-0.0301414343992072
stable,-0.0846905206179454,-0.119133797960882,0.126259485347951,-0.192618196918213,-0.227042011388378,-0.17399325202871,-0.198741730120105,-0.144043743302186,0.319677740562444,-0.33634086402579,-0.066247410866884,-0.192865852393465,-0.0790123292337196,-0.0932947655347462,-0.142681158576227,-0.153794986106242,-0.203701762023856,-0.24186684770157,0.0036181157576399,-0.0576952419394409,-0.0386455213554527,-0.0532641942139914,-0.17880719222332,-0.103200067296078,-0.0547020069290363,-0.181454614641347,-0.110583326315377,-0.129059643026936,-0.0689051593313416,-0.162296308640046,-0.170269347101218,-0.218981920554733,-0.165701356454054,0.0389460225360119,-0.24254720608295,-0.120910808564974,-0.0011955293942755,-0.0976696736735064,-0.0820500568788715,-0.0759819641623897
stable,0.133617072982807,0.232880621961344,-0.145232917853929,0.334687557457026,0.0202054408302329,0.142558505983566,0.131718655363459,0.228357900344309,-0.116767156498705,0.253593055058436,-0.231203765368154,0.26583413072081,0.260220084390422,0.297505166541816,0.179875156381347,0.137185562949139,0.329595449296106,0.0464393652664011,0.0483844698670995,0.271360292140297,0.198904301343286,0.063768745053769,-0.0249367624208262,0.128047580810435,0.0406703759880976,0.139087727278351,0.154143825631053,0.148463657569336,-0.0369991449741632,-0.0115719130263486,0.316904457000682,0.244995510424183,0.196159154280581,0.0733676985513608,0.154051121912184,0.300673516271261,0.152338952264131,0.133285467668066,0.296140854765573,0.218926288018578
stable,-0.200758732086946,-0.246337543190841,-0.2620708656154,-0.196924225301772,-0.340600153733854,-0.233353163830769,-0.242813192273508,-0.0665225454849007,-0.437946240888453,0.152501674604861,-0.150055037345115,-0.0888549702716114,-0.271780441319886,-0.259707914379701,-0.259807596201136,-0.116213406197929,-0.294482729310818,-0.194337322476019,-0.139979139902382,-0.0428717951740999,-0.247634980984519,-0.0972493563261409,-0.268554303319131,-0.0857361040285062,-0.157922812492381,-0.0421929350051492,-0.0250409699529361,-0.237887478670613,-0.150178617021992,0.0366704080050293,-0.235529913641215,-0.152424219943764,-0.116142197760557,-0.318832315035485,-0.274967249547099,-0.0393621156185293,-0.0424872359724232,-0.232661199331697,0.0278681870001597,-0.152474133481913
