group,CD274,CD47,CD154,CD3,CD8,CD33,HLA,CD45RA,CD7,CD49f,CD20,CD31,CD5,TCR,CD32,CD69,CD152,KLRG1,CD27,CD314,CD57,CD96,CD39,CD178,CD11a,CD244,CD268,CD54,CD124,CD2,CD226,CD29,CD49b,CD81,IgG-Fc,CD28,CD73,CD158e1,CD150,CD85j,CD23,Ig-light-chain-1,CD328,CD101,CD88
progressive,-0.0986283043562785,0.25823124618559,-0.107446105483692,0.120756564759776,-0.036648383684823,0.165062619673481,0.285243072711906,-0.226562945575769,0.0152549167114484,-0.0145927316995673,-0.25105789501005,0.0913424441243375,-0.16784684833182,-0.0822577323611856,0.0244461971219235,-0.138764925964922,-0.0820421974403849,0.0529160758415829,-0.340988057915142,-0.0095497748623006,0.14001656292964,0.0632895794487212,0.217234794670945,0.174081940634591,0.213847650206797,0.288132345821498,-0.260996146225621,0.0570916055551421,-0.0936939484472539,-0.0459641206627221,0.0548816055915492,0.146587379681088,-0.0235668431890803,-0.116016366983566,-0.23867551940342,-0.121151200732735,-0.220229615604891,0.168124395567214,-0.184057104018539,0.179505618597556,-0.100045844112793,0.0763245762840286,0.0177769053198146,-0.201138966670402,0.222796458510447
progressive,0.0904363718583447,0.0215782962827054,0.507043370462519,0.0746541445403035,0.179615924073212,0.190613946361393,-0.0557440885947423,0.157789946167318,0.194916421111515,0.245184342613246,0.4062877051258,0.0016124935680684,0.0624407644270295,0.40738962466267,0.126698187769707,0.428128757513239,0.422152701311227,0.161056667446097,0.226860188252082,0.513558325987784,0.159702438529016,0.422731722273076,-0.0196787973855282,0.53633761113194,0.192090729768117,0.194461165300716,0.329527634873067,0.142088291755257,0.420519785118241,0.323484899356926,0.453806590251159,0.406045514420229,0.448920474043238,0.137729913262357,0.476178934102985,0.131679865699148,0.40148894943744,0.529673894992347,0.304078129160661,0.193632115825773,0.425305120941818,0.469724826176716,0.439072590600036,0.251237175228565,0.0702657798587366
progressive,-0.0903929615275258,-0.0062601594077718,-0.239041919249163,-0.016216400154068,0.0898024213890447,0.237298069281877,0.0163561137013061,-0.186858846306753,-0.0013585891666949,-0.0391160309304104,-0.185828916763829,-0.119294640927605,0.0212784770396923,0.0589766814563199,-0.0618898351767588,-0.116730402314296,0.128684266524747,-0.250343029127849,-0.0038699432444364,-0.0891224190486849,0.0812357445247368,-0.21737529472569,0.193285198968098,-0.113740032570422,-0.185095999488411,-0.218766285321519,-0.215248979290533,-0.115132041291741,-0.107002799954557,0.005746829122158,0.0849436302746346,-0.0004479497174312,-0.153270999245865,-0.155147959021723,-0.0510022863264166,0.0490802965747221,-0.0219810038723622,-0.21333534711268,0.032176754097894,-0.144302995756288,-0.0237242872128995,-0.0549805964302851,-0.0132216893361925,-0.149296563377675,0.0424991632911243
progressive,0.494550064237338,0.451870820851225,0.151449327642292,0.465942603091606,0.41083101213146,0.448312659930903,0.325453461741713,0.428334417986852,0.591834649520674,0.556712569739711,0.325623070894717,0.53717043670898,0.487028316725899,0.402997708532339,0.424099269735395,0.131998459886189,0.217549560885577,0.147847221626415,0.533817170609209,0.174891284185529,0.0867113710586844,0.315156908715227,0.44125079680867,0.161918603214831,0.0524236469823019,0.208718651069184,0.295793489440086,0.24366110162965,0.173891438623406,0.337424008255856,0.311712427653269,0.530565300115588,0.17308336262877,0.200263685520564,0.0131048711044869,0.416214732398136,0.569879198328868,-0.006325638564296,0.414081711930949,0.438858226640673,0.266288616783908,0.334980295096424,0.284826510008391,0.448524478797697,0.414719811408192
stable,0.224371984159931,0.331322735271432,0.0621600486848725,0.217652663160429,-0.0349252204059001,0.265737625041183,0.350658353849929,0.116650443420958,0.205874938571462,0.357758671054494,0.0824899760000481,0.170133357442872,0.362887311941103,0.201818104820634,0.243764188529075,0.0763558694195305,0.0609221970890372,0.0496433142967963,0.185554718664446,0.124393244098587,0.159837447294621,0.284897220504865,-0.04774819682104,0.127119640154275,0.0585794856775317,0.24411511502374,0.0082239521258285,0.265192206996152,0.194915258938573,0.193759928707454,0.320934352286129,0.261833683024078,0.342113438799707,0.183685441348653,-0.101538599184332,0.249965756697083,-0.0644176858192503,0.206630411182661,0.179838257863565,0.073462310691291,-0.016568401450709,0.226151680542316,0.113772915185255,0.195149438391183,0.199744373972132
stable,-0.16422842438785,-0.0941738885810093,-0.194447697879657,0.0124719395228668,-0.18559091352939,-0.303175048754745,-0.102903097576506,-0.136762595804211,0.25884199437956,0.127020384665339,-0.187335628913981,-0.0184096613455162,0.283706976362092,-0.208974650175661,-0.0337102563339656,0.0706420356093082,-0.193335157789481,-0.413918799888477,0.262784115634656,-0.134734500696805,-0.124708539980625,-0.0279318375918686,0.14648067478564,0.145249661966573,-0.271516824501195,-0.40495188644844,-0.509333170679827,-0.0706165937518,-0.201428783412341,-0.0055390954501355,-0.0248388548885657,-0.132343813355362,-0.333908168909822,-0.195084493323441,-0.134743863188392,0.0782403356343774,-0.0442962677592356,-0.0487040933818038,-0.121096578130189,-0.122401740438697,-0.159023729259912,-0.0939274591560752,-0.120075110944266,-0.175180702447348,-0.203512564193357
stable,-0.0928065764690458,0.0056438177694431,-0.0490675033535906,-0.117411393047523,-0.261927290279889,-0.101982221517475,-0.166558626565206,0.126146395101155,-0.11947619591971,-0.306734967545686,0.0064266421249731,0.0733032092200537,-0.0400222138605627,0.0367623251241469,-0.0885079275181033,-0.0926621552116216,0.0045526832797384,-0.241265499466912,-0.280736205712319,-0.323297876485678,0.0084819359108974,-0.227555142294515,-0.0848397305932912,-0.025156412720029,-0.318062026167606,-0.0895741635431041,-0.113477094020142,-0.140126207119377,0.060450571594015,-0.21638513514554,-0.112472709423401,-0.171960147541282,-0.0897377724794633,-0.021542835409863,0.19252396331906,0.0321661687352295,0.035551852460525,-0.302559631878675,-0.0233787675407919,-0.0428422694456224,0.107658575417289,0.0347676927631553,-0.0610572482136064,-0.117873974375057,-0.0445991001457077
stable,0.032494899371234,0.146922951993365,0.16256004274673,0.0911040445084031,-0.0492473220442772,0.108421575906782,0.0049078317979799,0.264462156721152,0.264444821880138,0.159202728817268,0.0868107104846766,-0.0322812747122197,0.498540625023469,0.170819519455757,0.159213431649866,0.0922886919847481,0.202570010592139,-0.282352022225198,0.0954965841930537,-0.0209343569064241,0.107483217322516,0.0749155890850136,0.0034400797923274,0.155363676534693,-0.315572542968511,-0.144453578367879,0.176291194532682,-0.261567799842416,0.202234103909955,-0.136687802411719,0.122014057297829,0.116866096072415,0.0300023650046651,-0.24322010200293,0.0534429724746409,-0.0113090069799095,0.32740797176623,0.149744058656165,0.0563326166968691,0.113543965091029,0.150949806820731,0.0792077832774952,0.162859636383339,0.201139746243667,0.159223309945522
stable,0.0130083104954862,0.0711772188059425,0.0072901452933402,0.102183082887979,-0.0479652773112317,-0.046514261292615,-0.242936846933543,0.060406791496041,0.190062131563239,-0.0732018007965696,-0.0001133250932793,-0.204668636119905,0.279354881144634,-0.061303815650094,-0.134642506035308,-0.274786141940067,-0.0101259373227129,-0.548422436262461,0.595227040967013,0.0819316104564938,0.0736013987545958,-0.165315005996997,-0.0507682842271494,-0.138083844170621,-0.475068335346216,-0.215857495042447,-0.2738815573942,-0.250856863537989,-0.105933448118731,-0.248660392315124,0.0216579064826645,-0.108183890684646,-0.154095339327721,-0.333091193500458,-0.0098339682479059,0.0958927425451255,0.272427734300038,-0.0303731246225935,0.0231136965654771,-0.0644480501305483,0.161097733129381,-0.328743682319299,-0.0846713606338242,0.0716623971646172,-0.208923097318386
stable,0.0479295548494915,0.0082382250563301,0.0425709438434449,-0.0687270700460376,-0.0308698907859272,0.164469613274042,-0.0981405839680522,0.0792439878455351,0.141547847191409,0.0419266969675747,-0.0152984867360135,0.0344057012692799,0.18922061712102,0.0892601905550027,-0.0556347974933652,0.174771116455939,-0.0807749257260589,-0.465542489698851,0.264073901499388,0.0245807226842073,-0.174997411379345,0.0393283674204978,-0.103892287054663,0.128226187319494,-0.589221398932888,-0.246129374380486,-0.0493350607002125,-0.293292846762956,0.069230857493255,-0.245447011530948,0.166007302453739,-0.106004075970379,0.0336895338785583,-0.136474035926811,0.227342848974643,-0.184266690389207,0.175024561443835,-0.322476143111612,0.0782434651602433,-0.0400335282018056,0.165642516491732,-0.0586920839758143,-0.0601843612634575,-0.215390043882499,-0.0697203464903099
stable,0.0696038707500645,-0.0243306992500011,0.0067482874597724,-0.112497494044755,-0.388554505432117,-0.172550135951504,-0.0787015907165548,-0.120057187271402,-0.0541775685728314,0.0712610289595738,-0.152661819358388,-0.245126872021766,0.0033289366621275,-0.233084755652754,-0.0624624653518525,-0.077154943348672,-0.228211761344719,-0.250900165751015,0.188303824758299,-0.107831793369188,-0.021311120034931,-0.0718501185891685,-0.0087296191015865,-0.289840994358252,-0.30196579522861,-0.127105620171496,-0.315701008157148,-0.116502970132984,-0.166407202130909,-0.307405612510531,-0.160249066111865,-0.113203293285079,0.006472634805662,-0.369288224587947,-0.0749263924610806,-0.0338583943655109,-0.11433374134097,-0.0410390149803884,-0.0338605412192545,-0.24516529862611,-0.272234696822942,-0.0191151840462174,-0.0857814061590782,-0.115016089700855,-0.178892172763476
stable,-0.166198594666657,-0.153654314744933,-0.179732271230605,-0.276112144001551,-0.343173452974766,-0.144883402908488,-0.289636785255064,-0.250583325726487,0.0745242253241805,-0.0249424694232841,-0.144050536114984,-0.281258823916151,0.200383486233609,-0.315337179192653,-0.308894660873422,-0.181991795979061,-0.285254823930491,-0.674133219445499,0.178040199884848,-0.273027959075178,-0.259908511203248,-0.234612143406225,-0.115854940057464,-0.282062100340481,-0.624890111759267,-0.534891773205189,-0.130105703509283,-0.288157904576746,-0.190164344622354,-0.291924422715491,-0.274461859249418,-0.199092126278281,-0.271465364865226,-0.412749460394076,-0.0890267698759582,-0.124575723588572,0.128394012030671,-0.100416879902998,-0.268747972542929,-0.338786788726051,-0.258302499693958,-0.258975660781788,-0.220635287694436,-0.167000701425233,-0.336846326735478
