group,CD70,CD34,CD269,CD90,CD45RA,CD49f,CD16,CD326,Podoplanin,CD146,IgM,TCR,CD62L,CD152,KLRG1,CD27,CD1c,CD314,CD66b,CD278,CD11a,IgA,CD244,CD62P,CD106,FCERIA,CD254,CD163,CD357,CD184,CD2,CD29,CD81,CD18,TSLPR,CD38,CD158b,CD209,CD307d,Ig-light-chain-2,CD85j,HLA-F,Podocalyxin,CD258
progressive,-0.418273209394156,-0.103862539124661,-0.070461404674476,-0.035938921439038,0.0362451832026823,0.204635926841536,-0.143594523034952,-0.0957912597577769,-0.235028642641965,-0.123263309133426,-0.415235477426687,-0.202182871680284,0.126914956748947,-0.32217395624203,-0.200941328070565,-0.081206347750141,-0.410597968727007,-0.459431427702813,-0.366360002587771,-0.103358162042817,-0.0032404796024152,-0.257232052886679,-0.284711729440187,0.244812257272777,-0.139654270517259,-0.0634871928684182,-0.206049040349826,-0.0295796701796593,-0.151525603967375,-0.343724412056657,-0.0396383416285536,0.18452651124362,-0.0978773966996719,0.0075741027986118,-0.135830432032804,0.0028732808932445,-0.0773149425403175,-0.168106522363332,-0.419395803603414,-0.263890942985013,-0.382653205738943,-0.0594866247343516,-0.191134883412086,-0.20242140422814
progressive,-0.200381099189774,0.0009545713630843,-0.223310803648612,-0.239549396624962,-0.226369390225914,-0.0810815775224676,-0.348298238745843,-0.153883364045232,-0.221708650431868,-0.44235917582581,-0.283249472088842,-0.317457106197327,-0.0283587315378835,-0.285401486071142,-0.183518751040259,-0.0240331980941566,0.166223434813121,-0.178060697307611,-0.11722730456028,0.0490594855484315,-0.0546575874416278,-0.266460281545226,-0.0257466464482762,-0.109063561856234,-0.079936142057891,-0.257500638862173,-0.416770678815994,-0.115835451517615,-0.115279613491591,-0.106550395228126,0.10962298635779,0.0327130420928022,-0.0677233846913292,0.0925881359723485,0.0388871829017967,-0.0217260098458014,-0.368598507333121,-0.414578728488303,-0.150373940871888,-0.204753965879859,-0.359698751925063,-0.160586336530337,-0.288214485762832,-0.261485178082147
progressive,0.107991956644814,0.220915654289392,0.0816875723491911,0.0863967339895591,0.20180065336916,0.308459615282616,0.0982075906751372,-0.0253248214592378,0.0893353660513984,0.221502550261859,0.0996585456350007,0.032511074442251,0.155699849667883,0.008514253610245,-0.0048793209518126,0.0500753109487911,0.0130070567962788,0.222048497470556,0.133913438460673,-0.12142010959599,0.184195671510665,0.0889198776582539,0.0761919934918431,0.438081692546396,0.168517049771604,0.266582465849021,0.132133425328055,0.18527241999437,-0.0137115154043765,0.0928637582332013,0.193274686310851,0.0868688872239798,-0.0233778019936816,0.160346221990537,0.0979931289587345,-0.26380140011126,0.0089894283747408,0.176953158524293,0.138489387642319,0.0647970295739318,0.0536360082074544,0.0313017352673747,-0.0606260421551664,-0.04239987932013
progressive,-0.176424999405103,-0.076342887232958,-0.235105795174495,-0.0621427704332613,-0.106729534079132,-0.429052057706843,-0.0917872168681224,-0.608161209611118,-0.296933401079628,0.248030653222762,-0.0449700243087711,-0.275731472770356,0.0077403286294937,-0.111655871578954,-0.194575761729801,-0.219017724934372,-0.192219152231808,-0.0763313608149573,-0.0796535315201224,-0.196846559156795,-0.0576551878029721,-0.0829947988193167,-0.123294025212885,-0.216063078541279,-0.0076934201253029,-0.104840803986912,-0.26273614686916,-0.0397919035554893,-0.0904009893167166,-0.0715729029232502,-0.276777319539775,-0.248239855607368,-0.157005569129828,-0.132760211354108,0.0421683621225116,-0.433140814795222,0.183617826754072,-0.34547951318947,-0.135963786962549,-0.0813548678027696,-0.245110446583013,-0.266435509164822,-0.226062933716767,-0.376296793747605
stable,-0.0737640114928579,0.0312546329594512,-0.0867441465489039,-0.0082294401105488,0.0087585204378713,-0.0257241272204603,-0.284979100795253,-0.0864396291430898,-0.119894323969913,0.0689503756760247,0.0400522486066573,-0.0501368167682873,0.424188147022146,0.01126365072423,0.0132246177387267,0.0033839943967677,0.0678053317648654,-0.0401705337929138,-0.197407697713361,-0.245087824875649,-0.217243256566806,-0.10759261761354,-0.120588241799808,-0.0874816578519944,-0.139644389192811,-0.0428035907008965,-0.0792072608957869,-0.14148179265614,-0.114810025426111,-0.0555987723791272,-0.215218991146861,-0.19496841730879,-0.0392719583397467,-0.234405987856584,-0.0261490086943589,0.108517246058506,0.0593626408799003,-0.167468337719013,-0.116617688946124,-0.160892134856379,-0.0551302754691827,-0.0275042024467926,-0.0317637165204766,-0.122940634407585
stable,-0.199443226490136,-0.116545896513367,-0.0062534499220778,-0.127516679718719,-0.110500979934639,-0.224250344322568,-0.0855745688469765,-0.121622993381392,-0.33664002337418,0.0428308007714187,0.0526924392605398,-0.212935504045556,0.170675089310586,-0.287174605190297,-0.410078246101467,-0.0633213352635107,-0.103116901055677,-0.0228287692210533,0.0655296901047335,-0.112590294396816,-0.612985200909901,-0.130170695325208,-0.22683887398388,-0.146444718477119,-0.143721398620062,-0.01716597365373,-0.206765307331353,0.0595132777972348,-0.188429031843342,-0.124959678787896,-0.280828741103802,-0.448867796142828,-0.484874434188688,-0.25245369951271,-0.0087175939550519,-0.0188270164013594,-0.10432246046819,-0.334657443952314,-0.22200757216989,-0.0316775048267081,-0.296228306914097,-0.271837929389235,-0.255223610026561,-0.019707985281965
stable,0.0713124904891651,-0.324448019102814,-0.0606455884040686,0.031702069724669,0.440837791054824,-0.016440376391358,-0.262365885850155,0.0487114354751773,-0.110984590443176,0.0427294755944465,0.105621387256592,-0.176144906379664,0.190467719578975,-0.170188814066164,-0.208640568218209,0.0568828774966316,0.070668423419003,-0.104874820840371,-0.29981891004119,0.0506550740772486,-0.260914659184118,-0.066613915253087,-0.132986565088396,0.0351049887579973,-0.0868314732151807,0.0282197796344158,-0.157080111198473,-0.247807168572732,0.0601425253983338,0.0585536853462195,-0.290465408349437,-0.144406104119835,-0.242722031164516,-0.310907535053864,0.0139357121807772,-0.017552162119966,-0.135455176835347,-0.154964921979367,-0.0309085144663346,-0.234976324290286,-0.0824421282807296,0.0295068855808327,-0.131592272594956,-0.0924810447470577
stable,-0.041689489566388,0.156799486536795,0.0994602023962428,0.035675176571712,0.324982328804879,0.0528449676229494,-0.0394483055937865,0.0568956200242487,-0.016934899177732,-0.171679648251827,-0.0928306312858783,0.0447420991810207,0.441232672840879,-0.0801173437559586,-0.398429776727127,0.0372967392413261,-0.038679192291454,-0.165060007421079,0.0681569648674904,0.0062117990124418,-0.4750981655945,-0.0211715865403538,-0.369926693632748,0.0882426496094998,-0.0247234282841754,-0.0957382401637335,0.0313014348661403,0.0199214905019158,-0.0743975684903788,-0.0323751288249935,-0.188053154398812,-0.0744875493914846,-0.301845600306776,-0.40128362448296,0.208015394341655,0.02320760086609,-0.0987817660290987,0.0212552922495436,-0.0495677305859487,-0.0253871086214241,-0.0677548328389524,-0.003060136491022,-0.0007542944600167,-0.0329747541989279
stable,-0.13110128001872,-0.218637543103826,-0.102944085767351,-0.165648277061272,0.107995693350137,-0.185625921260052,0.0521643555590347,-0.115600399172837,-0.0603656589918366,-0.0186057543850295,0.0538577563360765,-0.0981315339689978,-0.0328555256550929,-0.219044801925025,-0.462127585013009,0.221401587491349,-0.054637270535247,0.0311242618376008,0.0666429846703208,-0.192334520368225,-0.417488569773327,-0.17498338493411,-0.217651552477846,-0.168917130859079,-0.216511684016026,-0.0408583265849493,-0.034825656430901,-0.0599124911563554,0.0600468476842614,-0.0895055809583788,-0.474808154651256,-0.236054091188417,-0.396496916517534,-0.306115808102686,-0.371115091744021,-0.0239470204389864,-0.0003733649078387,-0.185398425311416,-0.20655130467414,0.108892235929359,-0.0114281411569841,-0.215061145228409,-0.179087045070344,-0.0837407209875202
stable,0.194436214306287,0.45176160164359,0.49967761718967,0.415283276149692,0.139550334662046,0.295994630238663,0.445924772390149,0.23033526329754,0.406630053855056,0.273144558240463,0.328466243120174,0.508907561214395,0.247388091462359,0.401255646396856,0.0431877900850853,0.292786546846094,0.212953610789053,0.363953988162213,0.428987192146959,0.42643551726357,-0.170310238185642,0.408185863474537,0.191931159173923,0.284274437315358,0.287330196065669,0.445406333482336,0.291294142428263,0.439278394496253,0.423025841410274,0.402045302147488,0.0649641934305964,0.187306417417465,0.259054432985622,-0.0070555904675352,0.414188711542407,0.296867506256155,0.440395529467678,0.343390325849864,0.303545350502832,0.48155337630888,0.423240541191747,0.401752764156188,0.420529410871173,0.440381685841636
