group,CD80,CD274,CD275,CD30,HLA,CD10,CD16,CD31,Podoplanin,CD5,TCR,CD32,CD103,CD62L,CD161,KLRG1,CD27,CD107a,CD35,CD57,CD272,CD11a,CD66,CD244,CD54,CD28,B7-H4,CD158b,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD101,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,-0.190115412754532,-0.31608175170661,-0.170361135428766,-0.0776602853583242,0.167510226142906,-0.028804125851768,0.173151724807118,-0.0258899759231849,-0.267088935380579,-0.0725127303130576,-0.0100238089990106,-0.0886325176440181,0.0802257961898028,-0.021430974379473,0.250382427683927,-0.0103615266902917,-0.432953141392615,-0.120647143823672,-0.107349301479835,0.0932132736357437,-0.115271476580816,0.197357209563395,-0.403608577771136,0.235876972166576,0.217294406448661,-0.34830062484382,-0.135456366036733,0.0546843450965876,-0.0066816242249375,-0.142836743100762,-0.0918232871956921,-0.163776802684103,-0.116895306974736,-0.0746749942028744,-0.151986516258396,-0.137057345005521,-0.176495147570073,-0.152774054221
progressive,-0.494779360310701,-0.320878345339099,-0.318794233392612,-0.281797479367764,-0.319921307604576,-0.185017486241188,-0.116440738362743,-0.270898919435493,-0.405509629579174,-0.314607644991024,-0.245997054903738,-0.243776698319863,-0.482118418316292,0.0181946302656849,-0.51226949563145,-0.153735909834911,-0.329503847028748,-0.0802423861905683,-0.245222596044897,-0.180625859516747,-0.442347788115689,0.0986174866460172,-0.131507508672193,0.0770327824193826,-0.214836531983166,-0.22889059008293,-0.3882654443889,-0.480668601095988,-0.320051558360451,-0.247870848187369,-0.292469446959837,-0.314791253783722,-0.141104605419639,-0.177994916688464,-0.488501861290628,-0.422328303231718,-0.345754176317145,-0.375840971770314
progressive,0.0975261553239846,0.323718049222152,0.004402541324471,0.204254049718631,0.259931912576753,0.144215624271521,0.207308067360307,0.134316536986008,0.109210468855953,0.0333143539494644,0.126606772520014,0.206151548577904,0.0493288033990531,-0.190706593184728,0.116590902426915,0.53861407410009,-0.0941020078341745,0.149181326026088,0.0768885198488682,0.490807465255522,0.223173995213482,0.499239009120456,0.220152255964387,0.493202470601724,0.279887731795506,-0.151422619028739,0.206814303076843,0.0099541716510614,0.454632080945578,0.277274783642995,0.263734224633025,0.137009524866466,0.03511062420679,0.245412256375744,0.12846235978011,0.0903596512826314,0.0604776311856333,0.18967385987375
progressive,0.131581202172541,-0.603121394226191,-0.456727108875754,-0.416996695009443,-0.358349457541442,-0.462371114473297,-0.465002273338977,-0.505945501115784,-0.507821137758809,-0.498438529365681,-0.487865941801538,-0.509785737771333,-0.27568284569596,-0.126775008627923,-0.215891767464979,-0.200538800490094,-0.651975764389005,-0.473781957823638,-0.602803479295607,-0.0397351310096867,-0.610506419132699,-0.0509804633076343,-0.573989048800999,-0.169101433280756,-0.236073918935878,-0.554409473354563,-0.238826123550665,0.03710679340585,-0.132513860777574,-0.311517285634484,-0.438858226640673,-0.471164380080555,-0.523941058498856,-0.504749112160598,-0.24457394813252,-0.425254031247997,-0.477901561085394,-0.46630594616025
stable,-0.0952248813828691,-0.158654297952183,-0.0726158503659029,-0.315555527563112,-0.0899179371796017,-0.178438893466683,-0.104922910870878,-0.165134379029703,-0.184554252479323,-0.327614506994498,-0.241452417379636,-0.188822270976553,0.0298873353340024,-0.304227368694144,-0.0382220451997334,0.0725212552405224,-0.419461398718286,-0.0796475060632031,-0.0401920482629856,-0.0265910417132578,-0.0943155707411566,0.188076810570325,-0.102599141353953,-0.0575272788169887,-0.105373121959258,-0.115742676038392,-0.0931030024562857,0.0665262174612833,0.0054498874327504,-0.143979215825657,-0.151908209095922,-0.101654340772347,-0.12987430885538,-0.1198414121245,-0.156363498548949,-0.198727954766946,-0.240853571537315,-0.0755015117255079
stable,0.0652893359970912,0.181745509967853,0.115763283089865,0.0201532967309269,0.0633302649008433,0.159804383532208,-0.0223479317452131,0.0316964309061937,0.18094811627309,-0.30172695368865,0.261880341152116,0.134920799438072,-0.0641402498514638,-0.286802546906131,0.0194307213401289,0.517817675347674,-0.24222449471652,0.0816967095633921,0.330088277297598,0.130440932159878,-0.120157100498871,0.48139406709874,0.076298058484024,0.381278417938577,0.267305555838318,-0.0374411416364218,0.0610010127802579,0.0188747940325266,0.201611790486654,0.062100119205249,0.145580882877546,0.0367709741780027,0.227290626649432,0.340346480678157,0.102813204192278,0.256151860537613,0.10492455364222,0.16388209140503
stable,-0.176208038292378,-0.0532050731548927,-0.0837714642194407,-0.129075938881434,-0.0840767525227702,0.135104622949548,0.0109319119104231,0.0031014118749486,-0.13901191467499,-0.414159976104531,-0.0644762960909873,-0.0177828890348953,-0.0127733168608719,-0.452306672563219,-0.047259117981902,0.124551083923993,-0.243877476453983,-0.0244981269190548,0.0118635752932249,-0.0580820254978408,-0.157925485615858,0.065547678226208,0.0879379871074946,-0.0870080937874187,-0.0456728138014234,-0.356242014078335,-0.0675673760971979,0.0275385485577964,-0.223970154121938,-0.124831454713544,-0.159695496406192,-0.0030729364741779,-0.103134642712145,-0.0958135075470704,-0.222152976185465,-0.208140355822989,-0.160379084269379,-0.112745599397874
stable,0.0802119855936841,-0.0908683045354551,0.182779423489111,0.0411140722050386,0.277971366728791,0.149026617529397,0.130262526762929,0.31967576442289,0.128095038973208,-0.0692624733166946,0.0280049150924811,0.0818654689601068,0.0799268545585106,-0.209069056781295,0.214500665847917,0.499722035656263,0.217621716414264,0.153297676314069,0.0371733754780116,0.0725666341906287,0.0048578801007711,0.445403286073784,-0.0444260211018814,0.545454424372991,0.249905425964679,0.0985289365077089,0.0132528706766289,0.104556207027868,0.143640056123852,0.0457538071244346,0.107452242515887,0.0650208669668905,0.0644763905628586,0.0822393705140207,0.0954696539087553,0.0752859606618593,0.0992737351373239,0.0930657632269785
stable,0.0834397159077021,-0.133447590506138,0.0386193676675189,0.138444349952702,0.1767798468839,0.0649118349300522,-0.0497766930470231,0.256719298382607,0.0033584174039631,-0.141598507104199,-0.0600318056423687,0.0606113927123766,-0.0305607596223014,-0.256184713259632,-0.214425016191412,0.528473284235863,-0.499768123289671,-0.0008768218229685,0.0756578895414158,0.166878572958169,-0.083518362063925,0.556087116446325,-0.0279093443832334,0.347928909455787,0.168220877068111,-0.0088316245320029,0.172292803888938,0.0586556270214674,-0.002318432268621,-0.0203214383952678,0.0587870045110259,0.131857839816824,0.0599945420071373,0.16937567708391,0.167702410835155,0.0758277850941944,0.139691273600524,0.0214951877856379
stable,-0.0689753403222515,-0.0969848729614902,0.105453691141153,0.0195429048165958,0.076262017117862,-0.0634564344646999,-0.218708967725781,0.0594335519387892,0.042167808868749,-0.177568351190859,0.013685018675167,0.0542575191189366,0.200374957013239,-0.272817181102546,0.0954977200542155,0.559680131151305,-0.325120474302663,0.133910957732096,0.0132810942721073,0.155288893088041,-0.0019436692891891,0.676125142448319,-0.105584559353691,0.322157017384805,0.463478141080648,0.101682772805178,0.160060162799733,-0.0576961408064365,0.135978229762808,-0.0599166462330346,0.107967457432501,0.0451115227496535,0.138391371081213,0.0864966916821601,-0.0513423456473217,0.0725413052580683,0.159800297858244,0.0462761679265925
