group,CD33,CD10,CD7,CD49f,CD4,CD16,CD5,CD32,CD103,CD62L,KLRG1,CD27,CD107a,CD64,CD66b,CD35,CD39,CD24,CD11a,CD66,integrin,CD122,CD2,CD29,CD81,CD15,CD26,CD193,CD158,CD73,LOX-1,CD158e1,CD158f,CLEC12A,Ig-light-chain-2,CD101,CD88,NLRP2,CD224,CD258
progressive,-0.0560622777650205,0.519636112425005,0.166504769153349,0.302491649990536,0.105822369575141,0.336306515029519,0.147025645609825,0.153469131094479,0.0866872651728118,0.140257857181817,0.350870209621716,0.148165967824819,0.336296977584881,0.184850890602295,0.278323556408983,0.226615538051745,0.174898983831962,0.152160205478397,0.195772975091103,0.413681677725201,0.430864891258055,0.251375456821217,-0.183086806114412,0.260524987079592,-0.0331370987333964,0.34357561864097,0.247942537633428,0.453831950256526,-0.0985387240141336,0.321643721442338,0.165098442282958,0.404659878809725,0.469973885752367,0.311731772607555,0.336018569529751,0.14369134518457,0.172451059193025,0.149422290722651,0.374330425442035,0.437595599067787
progressive,0.125181576062273,0.151506216092641,-0.0505251983714668,-0.0258908553089141,-0.405281687907872,0.0085428883421912,0.0080616010410484,0.0509725579499424,0.414743198842987,-0.0601845180286745,-0.137477359798823,-0.0858414229055954,-0.22972500324393,0.0718814987250635,-0.1658087798284,-0.10483941606184,0.0104821734817386,-0.375837743373138,-0.216672029788656,-0.1370042270122,-0.0970392746702691,-0.169956186632895,0.0839677947034712,0.0267146756983259,0.177403244574528,-0.172051982591891,0.127145392691191,0.188321305519809,0.403296434759137,-0.0938083647908485,-0.2021385445614,-0.210591436403339,0.153107861889395,-0.0872982059799729,-0.0035125769700619,0.170287536700566,0.112595269268839,-0.168593419282924,-0.0565715674665248,-0.185003694941304
progressive,-0.127817589174188,-0.1695101382103,0.352117710130127,0.14063076323774,0.0319701683798401,-0.321785863703822,0.0586826457965169,-0.130387550535433,-0.209289538813473,0.0902661922371479,-0.411436934452845,-0.0174196185838991,-0.209300102852597,-0.183722719165659,-0.342406742983567,-0.119547392001852,-0.28500550258355,-0.218096426981636,-0.249552813598913,-0.277067231657055,-0.337911596974383,-0.400559926620427,0.037404465398411,-0.142505195213445,-0.313824190007584,-0.263591431627251,0.293294651818054,-0.324627070634584,-0.362982156072557,-0.0010376670711022,-0.243693922915566,-0.21914870753528,-0.257997792135391,-0.226351618982503,-0.235594325821613,-0.0543660699088816,-0.223453639144435,-0.220916966564747,-0.202663489207305,-0.314225596453986
progressive,-0.44155620736089,-0.232798184761851,0.204967193655284,-0.000867209818508,0.0632171573958197,-0.615898724673314,0.124429091002183,-0.493536723605226,-0.0294446982599506,-0.133068546859381,-0.125874327285456,-0.0349615974228737,-0.459940730527951,-0.687250982079882,-0.67761443329873,-0.519288836747179,-0.533586403084946,-0.53217591401544,-0.121949020509415,-0.43223026933311,-0.247399569721716,-0.101064296636811,0.0154688812696558,-0.33489813247394,0.0477180898325298,-0.458171721474412,-0.0075210375001368,-0.2902308270941,-0.199346355071804,-0.211042053349388,-0.500651877971395,0.0050093207127662,-0.240839574562367,-0.654422497965079,-0.436131421802864,-0.434214480924357,-0.404680442932794,-0.427513640468656,-0.433595915792475,-0.276676065846496
stable,-0.0288057704824113,-0.106207703295277,0.155336833930924,-0.168824119669809,0.152924721416231,-0.147223801424282,0.183066436548237,-0.0698748043403428,-0.180190809517643,0.548173293766619,-0.193898863827529,0.0766493238609266,-0.215663663246604,-0.1906207911929,-0.129862841952834,-0.146162236676393,-0.0638649707879233,-0.0258953558055053,-0.366137679218149,-0.194402773610935,-0.196215513221237,-0.203416558885544,-0.206323402830849,-0.253226308142221,-0.0390562914608684,-0.0778326669476086,-0.064111008385679,-0.0896520870723861,-0.0997062495242925,0.0809592388949137,-0.2046917770678,0.003123602044833,-0.0732159330112895,-0.0840985324275121,-0.236865734815504,-0.0781810402450494,-0.177803660212229,-0.149169124867835,-0.208657892213512,-0.226618578498852
stable,-0.153442815898449,0.123048462412724,0.395097869872034,0.273670470773024,0.157044039814128,0.148257515769434,0.361578211714784,-0.0065756652821832,0.170237856819201,0.417888987581512,-0.33535171872944,0.319765277296597,0.111684341246077,0.101385506089388,0.121783954565744,-0.0784910901017239,0.0137810404157576,0.000940700564252,-0.269811515437902,0.174904422561013,-0.0486916483217687,0.0071360184914193,-0.0789972426773926,-0.122213960564793,-0.185253319045514,-0.0273954285051573,0.290733375116233,0.0552865180388238,0.151117593423145,0.208642515061288,0.188857408692166,-0.0133227477400296,0.216725059738817,0.0240356907305505,0.127433559745415,-0.040428938140213,-0.103403996641786,0.0809218895580245,0.045431483280556,0.145510624665175
stable,-0.153518877963821,-0.114009395369963,-0.130077255402863,-0.0879018146507169,-0.0652694985861094,-0.127529941382107,-0.193604639495944,-0.127818184889374,-0.0841207612909174,-0.405903861544465,-0.267553343834551,-0.0472372642919216,-0.279777942898398,-0.143093133054776,-0.173365721404875,-0.102145701089543,-0.137532240688733,-0.02110145614494,-0.15019558104939,0.140449983971892,0.0452959209126262,-0.0622347175282464,-0.164915563439599,-0.127584062875798,-0.326296365738669,-0.0688082628356713,-0.0961067440499126,0.038643580331889,-0.0501994454960989,0.0265876710516892,0.114893412214485,0.0187598932461797,-0.215316506269014,0.0569290403856953,-0.104866736826039,-0.048905111497301,-0.171952802122063,-0.0713253125131982,-0.117315961053797,-0.0145373204900796
stable,-0.126564692296373,-0.240202720510711,0.0246542602756702,-0.475414328373488,-0.240923627513614,-0.281846791939114,-0.184522662165625,-0.268924725510555,0.0111055150988913,-0.11358640653376,-0.163925496395003,-0.116411669904817,-0.162485574834426,-0.0179812844405512,-0.272838639788702,-0.280594858281344,-0.0462123086831961,-0.139875799231478,-0.320227733406213,-0.133851295788001,-0.0028122072298165,-0.227103516793271,-0.476390237474559,-0.533860958860194,-0.134948787512312,-0.0831994531237281,-0.347454577658015,-0.269231155344063,-0.0649576101531944,-0.15799526931943,-0.325258546340197,-0.195616329868543,-0.185511804199815,-0.151695899072544,-0.243977778524074,-0.151843300157803,-0.261223141211666,-0.070178375129186,-0.311411872993236,-0.304803539735478
stable,-0.0172674508940842,-0.0229857916571845,0.173439269259674,-0.0711107558039754,-0.0042598569688796,-0.0438125953740108,0.185235243070168,-0.0759135175714705,0.0709427984220536,0.332867925270962,-0.567700052672877,0.536112760948511,-0.128923217981797,-0.0862510972465048,-0.0244562343012876,-0.177651998261574,-0.0515204069564405,0.107052744746862,-0.566814043371831,-0.0851798750821984,-0.0286250645793516,0.0213583960773085,-0.371984296162304,-0.189128830391985,-0.416608411288995,-0.0744016856122204,0.272030501057894,-0.0071407522326658,-0.20038632120156,0.255763933713096,0.0601995820096129,-0.0234598387943166,-0.0302243963866251,0.0073406791060682,-0.0748180068028355,0.0117690946816229,-0.184627012687041,-0.0278893331058514,-0.18356885502135,-0.0254139764315728
stable,0.155868466113639,0.1338250486229,0.190999694440569,0.0441218881056135,0.112948589011755,0.0947987428713751,0.0900422142630605,-0.0428551039453779,0.186290508000074,0.3272395062421,-0.167083623531055,0.200068476240492,-0.0119015815933355,-0.0036653118162594,0.202238164711413,0.165369636295543,0.210537990141064,0.0330255468670066,-0.22454649816958,0.102235809015386,0.167013594482734,-0.0472742199477562,-0.0537833258526165,0.0333889331067395,0.26268080704032,0.109486543681241,0.091640876788265,0.214543386103496,-0.0785345218031132,0.257248619184851,0.0269702013516866,0.0454515884135902,0.0529836152954884,0.0207647177220527,0.0882441662444765,0.181084495423264,-0.0414555369313292,0.0405110854620779,-0.105193715222796,0.102418394542661
