group,CD273,CD252,CD137L,CD8,HLA,CD90,CD7,CD49f,CD194,CD25,CD45RO,CD279,CD294,Podoplanin,CD5,TCR,CD185,CD62L,CD161,CD152,KLRG1,CD27,CD107a,CD366,CD272,CD58,CD178,CX3CR1,CD11a,IgA,CD244,FCERIA,CD41,CD254,CD163,CD184,CD2,CD226,CD29,CD49b,CD81,CD28,CD127,B7-H4,CD26,CD193,CD204,TCR-Vr9,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD307e,CD94,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,HLA-A2,TCR-Vb13,CD82,CD101,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.157208488796337,-0.135860930578926,-0.0499415889517557,0.087989898155727,0.153603625218553,-0.116953778242293,0.0071462306992116,-0.0914638654624122,-0.319189034902676,-0.135699883702132,-0.107720291138563,-0.222232244858274,-0.0556733398448808,-0.136442641189917,-0.158737572140947,-0.269873629812692,-0.0496857516225982,-0.148200636386864,-0.421267819085513,0.0918079746253924,-0.0755427585443363,-0.124437797248099,-0.0770298600737822,-0.14147210928725,-0.155755885811092,-0.20779218562944,-0.0773081085955196,-0.263061008732701,0.169153035246077,-0.121765798908981,0.106572821014889,-0.255400460334993,-0.0437862444185296,-0.241436091948638,-0.430819196263743,-0.238271572157098,0.0111122049953834,-0.107526581332084,0.0245474355673924,-0.0807382590737009,0.0215719834517187,-0.17200807840296,-0.341623431951353,-0.133405824431547,-0.142683000888503,-0.277184528857038,-0.439702116135102,-0.174356399775764,-0.124701978801235,-0.0219868010225553,-0.0980576368050591,-0.21195038658756,0.129849295298495,-0.0584702423149767,-0.265504059817208,-0.0753252846548876,0.226909932307131,-0.0171621675325567,-0.0924735523992294,-0.130265256631025,-0.296622665925206,-0.141884058434806,-0.114797406185338,-0.22044591912467,-0.0125346199405682,-0.139494593126857
progressive,0.0324038954090002,-0.115642588443479,-0.184925385054474,-0.18991162885959,0.117915630550302,0.0267575495983794,0.0295292366570325,-0.110322668365112,-0.103044044211732,-0.495172234174974,-0.227231674576495,-0.125450214616848,-0.0993539090900161,0.0174170381577715,0.0625873389914123,-0.0607161599274489,-0.317725645123762,-0.037722743205565,0.0923473910322056,-0.360957558271943,-0.0439833469330707,0.113775140041251,0.0385515522685217,-0.064830244605212,-0.0774529729875891,-0.0018160298793581,-0.23807226820806,-0.216644536816247,-0.163505103822709,-0.0936417560858936,-0.3649217210962,-0.297000565276514,-0.178226160919479,-0.221097877452561,-0.129531488012704,-0.415624228161309,-0.152254147719153,-0.208926259991655,-0.15311927484046,-0.149551543629485,-0.0882123771701858,-0.222187429498698,0.182890286161296,-0.0891798568133827,-0.111522724948534,-0.182576913496092,-0.244552325544812,-0.0245673389908082,-0.0458159403253088,-0.248584414266227,-0.0891654770735441,0.0431653374500441,-0.188864860464747,0.0725826488097689,-0.125572625042526,-0.178438910079145,-0.154202641105427,-0.347237614858078,-0.0398322170242031,-0.0400905844896816,-0.133524301901308,-0.170786139546572,-0.077273205741956,-0.180759557168953,0.0918555937590519,0.0850413118403932
progressive,-0.248858746458143,-0.21093942611588,0.0255151243363892,-0.0502788583515602,-0.0774851199126654,-0.0079258651775143,0.280803696327475,0.286736435462082,0.362039911083182,0.12115765041331,-0.0056198149289197,-0.141644499126907,-0.0310490333632259,-0.0470703515159977,0.243501281607446,-0.0017020756087232,-0.0455890121522491,0.29054400716264,0.120620067557451,-0.0134334939049907,-0.259109590134136,0.223530651229653,-0.0573081904935085,-0.0701952871353992,-0.0627053004119996,-0.0996515715916637,0.0287630031005525,-0.0191037411118586,-0.14230898416504,-0.15600078922498,-0.438680156126057,0.132874563122332,-0.0448254545183209,-0.156275258340685,-0.0183297254975177,-0.169957650055208,0.13387488820589,0.0379507987344504,-0.0084014399130987,0.126695920771956,-0.0067733220971426,0.317275553369368,0.217405836276719,-0.203739494433813,0.379310561518427,-0.152158089524713,-0.112265795476833,-0.0801633097655035,-0.168119281117339,-0.0827338515606363,-0.0289134835022534,-0.182277457309903,-0.125287098486713,-0.325530889077694,-0.0519249444746397,-0.131746324602116,-0.202728273995785,-0.0631509987850072,-0.154424652907929,-0.0127230085858834,0.101778012560066,0.0906371785664673,-0.0669429417845567,-0.0172679067603129,0.081593776185632,-0.170636691647837
progressive,0.0399949190350764,0.0438871150140169,0.22163629057196,-0.165597612545026,-0.0058562102412704,0.0983896932225044,-0.175474732010979,0.103450904599519,0.112458408115174,-0.0529815666562827,0.404068750236633,0.117077354766526,0.193552480777527,0.232272721282483,0.244308540255592,0.0345251195767466,0.0844342887035229,-0.142798212286174,0.19163218474246,0.0213092023656037,-0.0193708410637395,0.157399722837419,0.116114525590187,0.205316483330893,0.233343815015111,0.134038734702122,-0.116080286651777,0.23146808774282,-0.182923530764123,-0.0005417415066535,0.128646719160403,0.290322806893958,0.0084387992718915,0.21057342711245,-0.0460070899703485,0.160226947390652,-0.120209110053446,0.0475640444003424,0.153349042438472,-0.100892631826216,-0.0071432094962069,0.100801722428102,0.165966543895255,0.0657097314493577,0.121499272465979,0.248081727078927,-0.0111014119339387,-0.001957751734236,-0.0685453093293725,0.0746212599048965,-0.0351454136736034,-0.0089678242464659,0.0817983954695712,0.0255766583591987,0.166579611616457,-0.0242295234334924,-0.0439941827200279,0.117664496269157,0.0291851253110461,0.18770677259294,0.0320340614022085,0.117117937140133,0.127617631298755,-0.0075125563529457,0.145121750963521,0.239783514817467
stable,-0.410066325259385,-0.256067986484239,-0.217956445710828,-0.134339035018829,-0.249347989260529,-0.256826056058213,-0.330482413234021,0.0201403636998567,-0.188836981952688,-0.311801113781486,-0.198793598148496,-0.23160934197965,-0.249274390979193,-0.362320577575626,-0.192189512138366,-0.288893166823342,-0.180771319861182,-0.0215638107849018,-0.260585158873621,-0.174384879519733,-0.170637110233589,-0.477442256081212,-0.280250827904365,-0.181197309842573,-0.0706976397526237,-0.296023541139255,-0.301506208613425,-0.282819951395029,-0.133070043549319,-0.2557652098851,-0.195016835286602,-0.153171846439928,-0.0231898643201782,-0.222721175726419,-0.325992797874106,-0.129362141833966,-0.138097831114197,-0.23674122711136,-0.0882371615912976,-0.18691365015539,-0.204527684584252,-0.124563774202136,-0.180000293549166,-0.292494713077026,-0.208891606526997,-0.127853060484707,-0.204820758291149,-0.193129738451042,-0.174583849672476,-0.286481566498099,-0.276083711675311,-0.213000424531472,-0.411775406272748,-0.257780741703932,-0.228060981483549,-0.268787820686342,-0.247497919504547,-0.141145037626708,-0.227372780486279,-0.265123047839807,-0.161450771160553,-0.231528904964077,-0.282021454599472,-0.249829043028412,-0.252214935165794,-0.341827462240111
stable,-0.0778316103301601,-0.0476327858904598,-0.124355414147269,-0.398268681879609,-0.0397101588734959,0.012137350694061,0.0462189533608832,0.211787581823934,-0.284581600619347,-0.127323121680038,-0.0530366464803028,-0.300493837694946,-0.106345647858404,-0.0409918123764302,0.0951772135776315,-0.0710690351512591,0.156138995663487,0.0067604185455427,-0.0535816861197493,-0.0650697402758745,-0.194916601491166,0.150280491672007,-0.0762805413268754,-0.191764251519122,0.175569576567161,-0.0894447475882705,0.0895810390775463,-0.0497531524580848,-0.151015846320189,-0.126610104058497,-0.14357037436965,0.0483757951734031,0.168191940799366,-0.0614513473385918,0.0466596130163779,-0.0019377170053873,-0.0559913063599586,0.0347585615084528,-0.082734668215833,-0.180068888792006,-0.0748248836690345,0.190757933639378,-0.314881253488604,-0.0390851612043276,0.0863858244546017,0.0729017559812229,-0.183739782594154,0.0982704870955193,0.0648099453674792,-0.0927705545684496,-0.116605057941004,-0.0480169626362542,-0.0097427280133058,-0.026714158791305,0.0299482504371393,-0.0513713711393868,-0.152971005552426,-0.131548301766543,-0.128786735857019,-0.0865354778771175,0.0198533045418144,0.0180214434767785,0.0040790449805294,-0.187857527206191,0.151306297031234,-0.116435683160115
stable,-0.0848073060269977,-0.0724886641506446,-0.103762636200153,0.139291230883653,0.0499201482413933,0.0021861922542638,-0.0207058991607124,0.308631934052381,0.033937542568159,0.0849735644218753,0.0564183659420786,0.177882536047697,-0.0295119925214137,-0.0711772079363301,-0.0417729037115096,-0.0591980894992251,-0.092524956618217,-0.272653186541382,-0.01256231778409,-0.0354384490521334,0.196639399406384,0.0507932924246149,0.122667336453947,-0.0475924890086753,0.022494026191026,-0.0046068248550969,-0.0597917907517117,0.134811480894867,0.262736304778353,-0.0310585009506565,0.077229535111289,0.0871868219803289,0.0841416987419143,-0.0235940849849848,-0.0350008299926548,0.0654054198165231,0.116283607703772,0.033127997077358,0.200637464835018,-0.0265731444592717,-0.111552635646708,-0.103722896597663,0.0573701092512093,0.0750522357894332,-0.130880241295343,0.0321172518731756,-0.148337104917465,0.0445237205107814,0.0330035428102017,-0.0516066108883565,-0.0018760183876067,-0.0072288964080114,-0.0511588846179318,-0.0558589372131675,0.008147077762233,-0.023010489697414,0.0597678334681999,-0.175574355658859,0.0261534660668921,-0.0462118565943882,0.0598150644650548,-0.0173201836652179,0.135196090491078,-0.154622161863384,-0.0240945739229292,0.0092847189945968
stable,-0.0622637413285498,0.0623265507902496,0.0765989741618023,0.0376365130524267,0.0354340264454232,-0.0383839719560162,-0.171394903927751,0.0431535173296862,0.128348881097105,-0.150895068647582,0.0860635272327528,0.0012251636292636,-0.0599315991822425,-0.0122158601545818,-0.256635344667677,-0.047332840303257,-0.100772991856736,-0.125781602731638,0.0770647749877006,0.0589601713942698,0.194589124796861,-0.0705941546945222,0.052884927755863,-0.0227830379427113,-0.0351477196727755,-0.118292077437985,-0.149832011563736,-0.0472861690003985,0.183778000262302,-0.0301744947151408,0.039512491841398,-0.0101117761167586,-0.056576966673723,0.0939804248163216,-0.0802869058230587,0.127178265723716,0.10556087711004,0.0293532463090225,0.068219682483058,-0.0548311815723118,0.110972234502394,0.209492885019301,-0.0979089579094455,0.0559081758752091,-0.0340096466699617,-0.125868241332162,-0.0698792598216032,-0.0269393110117104,-0.101950792884737,0.0187814398765046,-0.0255963933245316,0.0517846325320938,-0.0748451702954344,-0.0188051188807264,-0.0571352886814517,-0.107024339427242,0.017101496507396,0.0251425349809082,0.0800215271559065,-0.0035838588869724,0.0996628656831776,-0.167525588168377,-0.003597583854513,0.0191792070890395,0.0665477502821083,0.0058196022851232
stable,-0.200772035123287,-0.150173071502595,-0.24041917798825,-0.446478349855387,-0.290694010829432,-0.415521550721921,-0.202862543452527,-0.270607613871698,-0.138491156423395,-0.0700773726078766,-0.128675608939756,-0.222163337696099,-0.24694133880754,-0.296818445237782,-0.114895429871292,-0.210280416316778,-0.0690953283592627,-0.133398107487383,-0.126892583767003,-0.241672707794453,-0.501677498408186,0.106231102739871,-0.091746986354778,-0.130698004421179,-0.0303601493835882,-0.133786723330149,-0.304084672518379,-0.249175531479642,-0.527337541511175,-0.264569749858407,-0.439739413169872,-0.296184782052418,-0.288811467478905,-0.179340146391199,0.0649169894555174,-0.127772385111644,-0.544692374397362,-0.160813741981071,-0.281551564778593,-0.112885448264594,-0.477618568117972,-0.325413350635753,-0.0050851087681944,-0.376616470609463,0.0208225772707132,-0.185830438994692,-0.252264191179098,-0.169926820339819,-0.0757472207033693,-0.329314729578145,-0.391659355212118,-0.249411650200759,-0.0872903622485312,-0.119292958171011,-0.278187683204469,-0.0469491821515298,-0.214892483717695,-0.080809238082121,-0.236440306705702,-0.278316426364711,-0.0570050817636205,-0.264417389156668,-0.198242999171035,-0.300877947352651,-0.201715693643495,-0.161787821310108
stable,0.0834904989634152,0.233166387500281,0.107177794993009,0.310195451994331,0.0544780681549148,0.0711014527662573,-0.0543455573933008,-0.0567478715717503,0.126089282684151,0.164919229530837,0.075801065451237,0.0222004426317524,0.171361621862609,0.208326210808204,-0.162029579636201,0.228722905990827,0.178251239637107,-0.0409222134770289,-0.098006338969239,0.248150380317931,0.374267606609144,-0.0422703722702209,0.181371965648864,0.242846613871273,0.0853540165383615,0.214340541713553,-0.0106964154898728,0.237940428487916,0.406620209743692,0.116393134539508,0.20629766054318,0.263188034482519,-0.211424834657661,0.172075320066525,0.0423889733393111,0.176159206407791,0.217771813230042,-0.015943877227124,0.0286945185516542,0.0537647041745909,0.289027981499454,0.164364134298001,0.168717573261905,0.15538708523862,0.0278130425574567,-0.159349865584568,0.183505939610949,0.261513343972868,0.0869989601452003,0.159131776139489,0.156924862094291,0.141368450169713,0.0706314408517809,0.148373553815201,0.213700244893064,0.120498631205169,0.119354932995148,0.0789252360267432,0.141847807548436,0.131556868855391,0.11918801718627,0.23361032776993,0.0821264903269959,0.175302115303963,0.112392514047682,0.133750385336665
