group,CD112,CD30,CD8,HLA,CD10,CD45RA,CD7,TIGIT,CD31,CD5,TCR,CD62L,CD152,CD223,KLRG1,CD27,CD107a,HLA-DR,CD1c,CD314,CD11a,IgA,CD244,CD41,CD137,CD163,CD309,CD124,CD2,CD29,CD18,CD22,CD71,CD193,CD158,CD49d,CD73,CD158b,CD209,CD94,CD85j,CD23,HLA-F
progressive,0.0736679541849279,0.0692378367597987,-0.0081789348710697,0.223112360030677,0.209858631205738,0.0776473007652877,-0.0769483022763596,0.0389263054356355,0.447605572113823,-0.058993407712318,0.115285822444257,0.0665692074227925,0.0257681150475693,-0.0058982029533068,0.250435690446982,-0.321337399052433,0.454990028497192,0.248265950198348,0.395842638481933,0.0904320051046793,0.225081312828503,0.365537755587797,0.301014241555372,0.284805194251192,0.0470082140293876,-0.0241111597262769,-0.146201829548897,0.0811143323376303,0.0193140705872139,0.126343559164199,0.145217374335419,-0.365930316661317,-0.0302155922536031,0.176200589810788,0.13467622174067,0.0773683189622496,0.14610797968304,0.160544415531045,0.20029034803686,0.28940840234946,0.188630166538607,0.195573016067171,0.170520280070154
progressive,0.0434527728660113,0.112094607700012,0.24895014173462,-0.0200524697017219,0.402487991994654,-0.0052405899280613,0.122779457679241,0.162588789729473,0.0383587412250121,0.0258850680699845,0.135864849673718,-0.301278185523158,0.230155870827344,0.0907346095068164,0.0841446115791767,0.11659551534818,-0.0370552591439443,0.146833816505351,0.0264559821174037,0.169474837669415,-0.112881070962335,0.141341074617451,0.193839694524378,0.152906208168926,0.0560973259554647,0.0928151044622539,-0.112661958615023,0.123827727024039,0.0817023706697756,0.154962675244616,0.13768319849773,0.173202238118707,-0.209945887819457,0.392128781289125,0.429547751247396,0.0282139301798274,0.106227724139766,0.20876897765801,0.407979795122643,-0.0128761442602992,0.0363829179811816,0.43910262521194,0.152778824036045
progressive,-0.383539506899338,-0.223512644218556,-0.241683987425883,-0.0567333304836374,-0.137794967200492,-0.405245001357437,-0.0906202809083167,-0.318235610602138,-0.295934239326078,-0.194413970551274,-0.0925509571891739,0.159992542618616,0.0383069703418828,-0.176210150612478,-0.495916438556956,0.0542133233096557,-0.151450862519857,-0.070216272266163,0.111390989174799,-0.35041489112186,-0.548661775094624,-0.238378513722192,-0.467124910943657,-0.105420608460191,0.0083181291140027,-0.0419831758747752,-0.168475218425628,-0.217833630587169,-0.293011978785283,-0.180914500771911,-0.211786124745514,-0.111818801065398,0.0478285753179276,-0.0693425026102989,-0.0338592166778928,-0.176131025138264,-0.0714431342615673,-0.207558331648598,-0.132573317882415,-0.424418736353604,-0.295861449399764,-0.273617875437033,-0.113490301921616
progressive,-0.0652719293276732,-0.106812603778594,-0.450847724003834,-0.454253937603728,-0.15774758690354,-0.313688232519748,-0.0555555672834594,-0.0384050075728603,-0.272066744274289,-0.33169054844633,-0.165438883662214,-0.0983094075465606,-0.0076829096964421,-0.162746063450596,-0.334002449834105,-0.0944398337024513,-0.161143688019497,-0.0349984204755506,-0.0831249289205106,-0.300212511252746,-0.294842424734598,-0.0812973420984691,-0.34453870837694,-0.212206702380239,-0.298183927941088,-0.0105180077789925,-0.406611299723478,-0.195641462216077,-0.324123661743628,-0.41271004357705,-0.379606670267461,-0.355134318030326,-0.378556025189651,-0.0983357463156769,0.123721958755145,-0.368908679267002,-0.169461005852273,-0.13833058832727,-0.207880083878295,-0.180049545479112,-0.196420661438023,-0.193932727752188,0.0129066595812596
stable,0.283078609734359,0.403999234166372,0.0439043012005418,0.0578726788196893,0.205364502622772,0.262494636906388,0.381246242073102,0.240735088506331,0.15596593831888,0.255128699870772,0.351386154705181,0.276616374147987,0.334125948937888,-0.0023943460465898,0.055179110858822,0.439423458929271,0.220613152976818,0.1845917279142,0.105429129922672,0.047709429976277,-0.0386603028524309,0.198013112886943,0.0875013193430579,-0.0065611924003341,0.397338558161296,0.145455166355214,0.22909872960004,0.228749945624359,0.0368786613270251,0.0152923589130847,-0.213237215355489,0.082862484718342,0.114378993848108,0.107107025229591,0.0900095932730257,0.0189336653592672,0.191187333493979,0.0973427662265146,0.22365161593447,0.160242004095946,0.287648474322303,0.277687339613456,0.199665280372714
stable,-0.136930046566392,-0.13468798648086,-0.124427047804938,-0.162491223586388,-0.230954078713821,-0.336122821199056,0.256565589178497,-0.367455711583774,-0.113194855464997,0.180471772923339,-0.28933471683316,0.116704980787878,-0.167563951525568,-0.238234378565504,-0.520140134127429,0.132822042624204,-0.209709038071757,-0.213102604617999,-0.263162672009951,-0.0627819847356266,-0.571368883703059,-0.121964380215265,-0.353329124719885,-0.16172346505758,-0.120202362140415,-0.0924515168891336,-0.104386479448143,-0.215984536011,-0.202749017304653,-0.454328419912744,-0.413677266054688,-0.117311813995936,-0.0376143471116748,-0.0367271954485314,-0.0368069519112877,-0.380282057342805,0.104931799420211,-0.0387598887531923,-0.25000056191569,-0.256312751958939,-0.302246949767412,-0.234565134872616,-0.19649024502112
stable,-0.0616022682151534,-0.0964357861505453,0.0105556494815889,0.0804035621417173,-0.115948978056121,-0.0238855466686548,0.0189149967714308,-0.148100893127571,0.0311548856135036,0.0059198584650573,-0.0417199562941682,-0.0254513618650673,0.017268486231207,0.0761531863143989,-0.0163689257711895,-0.075156156921502,-0.0195368824255529,0.0384489808806951,-0.0490808045468912,0.0987326647169285,0.0794580164891131,-0.215752511473771,-0.0169039845155776,-0.0438483621770071,0.0278680529980298,0.242019847790718,-0.232910724129464,0.0146275569391216,0.124733297230044,0.0143048250964979,-0.0990542142320865,0.0254311681432332,-0.128134918626891,-0.14557248897071,0.0360730150428951,0.0262936018574971,-0.0333813374696546,-0.0332855600597656,0.0266108322034452,-0.0314212182896835,-0.0932351106750627,0.156438382068163,-0.090368233371869
stable,-0.190626849636537,-0.123509176299442,-0.17384736002863,-0.140660895275911,-0.26932169046347,-0.159378506539767,-0.25714911246819,-0.25992864517666,-0.217472427379464,-0.134163987156563,-0.133855622274804,-0.253599229630137,-0.158214771438669,-0.357034155261378,-0.0229194621548448,-0.263823590001601,-0.112786305339758,-0.185687292440998,-0.0512227663627455,-0.17779630149419,-0.0769216222806189,-0.24066830903118,-0.190284001263827,-0.169881198980561,-0.161539723749998,-0.225396565300708,-0.142940197569069,-0.156396550469188,-0.0921778029465168,-0.0968437711063223,-0.0717662191490881,-0.200922722936856,-0.0747997730624133,-0.0642896621269657,-0.249304868690779,-0.0221424445832817,-0.240451502402799,-0.138010372408675,-0.0772137799523743,-0.289967699634229,-0.172780956345948,-0.162115835834724,-0.294792815068902
stable,-0.298958586333508,0.0186945963150444,-0.331334359432655,-0.183189521629195,-0.0510857565743802,0.139231967193062,0.0542111329559759,-0.0302563362933287,-0.151548331961204,-0.0045742083518649,0.057220259712595,0.318802224816579,0.0768165839334109,0.0562829227940167,-0.409111615314382,0.382943521021482,0.0601661957252,-0.112680653811918,0.0163003728550494,0.0871773866807134,-0.438302536485053,0.035619526580132,-0.191121092809963,-0.175317297484808,-0.0364606430436933,-0.027904663291139,0.129842322810488,0.0932126929545986,-0.502503948540505,-0.147218482963111,-0.210294365714791,-0.11178316773312,-0.181684196562839,0.0598497565664629,-0.0254035990196268,-0.433104089892174,0.249039307278352,0.106483671715611,0.0220547932182993,0.065012283025982,0.163003773868817,0.151152486562881,-0.0516433063546551
stable,-0.112274656297317,-0.0981940154279217,-0.168918751244477,-0.200407963479703,-0.117076866390864,-0.222466896171862,-0.500354674959799,-0.0212751322593472,0.156021616415779,-0.333876936540255,-0.0461787964919306,-0.271857043850685,-0.211912662157193,-0.125896250133178,0.13821687274923,-0.170001530267333,-0.13378017112118,0.134559215801349,-0.0611730098764359,-0.0631835639269741,0.279664296085578,-0.0904621094116083,0.131638956706219,-0.0687102711820519,-0.0198440430682301,-0.320173646362322,-0.0633634441280929,-0.0101707375762474,-0.0876320540352363,-0.0336203988475141,0.245695009859455,-0.116805553029831,-0.0795921868461451,-0.16892027344744,0.0075243551365649,0.126465072174636,-0.203273043696244,0.0124748412554457,-0.147554468705788,0.0073558660018009,-0.143628426677002,-0.177859779942339,-0.144597552050351
stable,0.0324190490775041,-0.100774970108303,-0.288203315654438,-0.270304060379665,-0.154063020379974,-0.135325605315566,0.0257946933865029,-0.141295879971026,-0.357342957428209,-0.111915846503571,-0.176622437492698,-0.0699761830147906,-0.0872517780434978,-0.15572478252971,-0.344675933963445,-0.161736271314288,-0.210454587883957,-0.109063696352005,0.0502528279718962,-0.19753463008263,-0.425572427792551,-0.202788250017157,-0.219219489941659,-0.430135882188443,-0.0995779747483247,-0.114636290935247,0.0140687227769099,-0.358531710364705,-0.198626299488269,-0.154316886774983,-0.119334442215259,0.0227917949037586,-0.0323242500170082,0.017876235738631,0.007264903670787,-0.234430802313423,-0.054816648606117,0.0293791566080151,-0.360431260469987,-0.194835409602405,-0.0851474591914708,-0.202435724797098,0.0311218038998999
stable,-0.0894067225647797,0.0043091238274489,0.0490323316169497,-0.0768392299605284,-0.0857879541078821,-0.25607944588355,0.359400315008778,-0.214541335530414,-0.0726078404337647,0.394385553666069,-0.121748769505298,0.127674493095644,-0.158062535203766,0.0417645318637498,-0.508805721428202,0.37594379053906,-0.0757855609056576,-0.207228590415962,0.0174586866833825,-0.0581447372992488,-0.262359122223762,-0.122396304829898,-0.360755542056408,-0.0421990997890212,-0.0563660742526973,-0.0179626442164478,-0.141566260705379,-0.0608397861506195,0.0545740105955907,0.108026538002316,-0.0902869393292191,-0.0843138147064384,-0.0378941737532007,-0.15891742663944,-0.163337565652157,-0.054981003028863,0.285282285698842,-0.0721106578588573,-0.0462096816041406,-0.129461798938049,-0.187524289208516,-0.170308829628932,-0.104563552563094
stable,0.0499278304314756,0.0917799085511148,0.166719539867504,0.0255235051504879,0.0820816958083347,0.222655777988128,0.476151211524443,0.0302117897512975,0.129216990877554,0.29798289672116,0.121451712716582,0.383790729422978,0.140702909792387,0.0908940951817268,-0.380323891249602,0.216497776303717,0.105413435936208,-0.0220386715947226,0.183190922052834,0.0999947915504604,-0.326102549728579,0.131354318479876,-0.029803569671969,0.127347234997995,0.0471375408463119,0.0205537404532309,-0.0378756489583171,0.0659059434485368,-0.027640094948017,0.0466986089086153,-0.0897327362917982,0.0766761897077175,-0.0452927386930152,0.170094532494153,0.0497986527193369,-0.0434064747184101,0.433841898702874,0.122524856631637,0.0313777868890991,0.104266914125029,0.146240841942164,0.0783962209594925,0.0531349511214692
stable,-0.157859792698182,-0.302586419628487,-0.0163729282126588,-0.297756578435146,-0.179546276426637,-0.214234741591344,-0.0186025725685233,-0.325647424886916,0.0140397793103443,0.112263670641531,-0.307446762989649,0.152892793124465,-0.371783251461502,-0.211679969459663,-0.505673290022011,0.0869220442214375,-0.23610781208619,-0.370650690380429,-0.289081189532871,-0.269504936954343,-0.424035202141459,-0.377166484576062,-0.261492537193343,-0.13753956337988,-0.207500854102617,-0.409811239716443,-0.0177255263368746,-0.305520372664813,0.0070343689821591,-0.205427969854588,-0.200448409179601,-0.0114897707946658,-0.161772221579802,-0.129998148018173,-0.225174244767334,-0.117814096848824,-0.0310169851896104,-0.394227306533402,-0.178910517944805,-0.443711919923301,-0.359981101149702,-0.107639818459763,-0.396861805192376
