group,CD274,CD52,CD7,CD49f,TIGIT,CD294,CD5,CD195,CD69,CD62L,KLRG1,CD27,CD57,CD96,CD21,CD11a,IgA,CD244,CD62P,CD41,CD226,CD29,CD28,B7-H4,CD26,CD36,CD49d,CD73,CD337,CD94,CD150,CD85j,TCR-Vb13,CD101,CD88,NLRP2,Podocalyxin,CD224
progressive,-0.0430195117035472,-0.0478005385866692,-0.0748068392048787,0.0474444681868578,0.0102348292173447,-0.0039938523829949,-0.0695245021446232,-0.0653332230657026,0.0907678908159255,0.186001484981619,-0.248387481682622,0.361326489838044,-0.108281769611142,-0.267780309844418,0.413486340157199,-0.378968088614312,-0.182913093110412,-0.485072514498683,0.0324041341232182,-0.103432839593104,-0.136362271561825,-0.055706570234719,0.258036323638552,-0.20519890463196,-0.0754271370335701,-0.0412089400303114,-0.169945794643574,-0.212596559720224,0.0181418674482087,-0.173336287654877,-0.0369512232137794,-0.300050767781833,0.123579417074458,-0.0951596716642407,-0.09842646010095,-0.153449000832491,0.0011301219675893,-0.198701393645206
progressive,-0.0227501677646936,-0.151365660220414,-0.183919932783424,-0.0354713534141422,-0.486554563993199,0.0477555842924553,-0.102924659109531,-0.327120886560329,-0.247281783408504,-0.112368140012178,-0.0716787431970765,-0.319212477557718,-0.38664800907025,-0.260704612507551,-0.130991946911592,0.0888258867567416,-0.0178616232684162,0.0151224555575507,-0.147857781041771,-0.351639438258275,-0.0811677054946543,-0.203476292230185,-0.132752371392625,-0.207294013994648,-0.294696280891381,-0.0677861308327868,0.0717042380855635,-0.19349482441917,0.11167668233077,0.0161392767098271,-0.261497220341944,-0.0610483100424979,-0.0995372668310018,-0.0753183593260513,-0.109341409625819,-0.230470635266046,-0.161416499489063,-0.101313469686426
progressive,-0.130513078274918,-0.0217974619323057,0.0743744146623649,0.12372435874514,-0.224741820842042,-0.063531319535956,-0.0320464160255043,0.0138802760132789,-0.0659049232963559,0.247272513672645,-0.297128228752805,0.158838262459622,-0.476804767848783,-0.0933143956722099,-0.080628757894821,-0.478131319864404,-0.139521429658972,-0.368000414243027,-0.179105567568586,-0.140071754016283,-0.0466877761371441,-0.136419750647916,0.201034004794317,-0.108057560883625,0.177801675954273,-0.0011339018465646,-0.112036347256683,0.105710505989891,-0.148339779520644,-0.42508696198439,-0.180789526214966,-0.166045518471476,-0.0843841852271532,0.0366245072146182,-0.185762548815244,-0.0804912026584718,0.0501918582304041,0.0041774487398371
progressive,0.507930077033144,0.120206989924292,0.206591625447198,0.41008184292698,-0.0196211365703997,0.134929803023347,0.149199362745508,0.287822230475912,0.219052658890884,0.243350144949691,0.0868796677560256,0.439268535255027,-0.0349683707878287,0.163768648636307,-0.100515886134601,-0.184980067500524,0.145439536486244,0.0789431325048833,0.403468068227059,0.427978069970156,0.348622415031515,0.285177946121745,0.129788558496572,0.214343191139429,0.24779456884509,0.530239720395806,-0.243391542974564,0.371639730656224,0.212208946898685,0.227006409057952,0.308582495982058,0.190785938528069,0.367249239834454,0.417121983464535,0.315734527267662,0.315771367668102,0.152562682859822,0.2617535637558
stable,-0.154785883472582,-0.102998342636608,-0.120543474455451,-0.161356572191277,-0.2378156700681,-0.165481221272658,-0.113018659460071,-0.246877111024218,-0.0487694695249231,0.225274749895283,-0.182959719905188,-0.262978445388191,0.0086319115182717,-0.219830401394019,-0.0118802420921345,-0.361870452567189,-0.262070365030373,-0.186560271154867,-0.147901012863671,-0.0860778311144867,-0.290957651032213,-0.252876344311339,-0.324868360549933,-0.313049242873353,-0.0633209369087823,-0.0681010349141599,-0.109028491834292,-0.071743765513373,-0.212771833927187,-0.0361681396635158,-0.175599385637948,-0.276909098591407,-0.236112623152168,-0.0793637113672889,-0.228777620603785,-0.167670271406076,-0.279195843708088,-0.259239517232484
stable,-0.182584582964795,-0.171016833714829,0.159846681630852,0.0726106171781242,-0.298788126580003,-0.120220759012578,0.0974665440304395,-0.466215559205111,-0.0728978120607636,0.223184403876217,-0.476477909068031,0.13291392919814,-0.175951948611354,-0.0410635466913371,-0.300200595880187,-0.525833743681895,0.0570259775890652,-0.366284062455581,-0.0840256581426092,-0.0908942342606822,-0.240391704438382,-0.41965402425574,-0.0320842485834987,-0.110056183147107,-0.0150975489766761,-0.168762755055117,-0.449733153032846,0.0139552431900978,-0.199566838189305,-0.177113395610409,-0.24614922719246,-0.145501541069687,-0.250360364040855,-0.252936526981771,-0.358284486447578,-0.146891068268203,-0.280954261387795,-0.0680227860971073
stable,0.0006687276756727,-0.108731465620303,0.0156625015002165,-0.125719196937761,-0.0168179829878682,0.172644704028503,0.107834373061284,0.0430730564895325,0.0907491480892599,0.254450430307685,-0.143079045710257,0.0151741963830194,-0.0088987049000397,-0.0177185310924502,0.085367026456977,-0.119245642042395,0.0933380418887805,-0.0085138528679705,-0.11564398673864,0.0309305506019343,0.0653849173923277,-0.1038644884963,0.132313037297816,0.0489864608031724,0.129306430998726,0.0430626409037892,-0.115255892080013,0.219044550588091,0.008679410371578,0.0684989804888242,0.0430095176204899,0.137825030407968,0.206655878364574,-0.158625220702198,0.0603194921828826,0.304684851396147,0.0856905113340055,0.116715290326196
stable,0.114137841449543,-0.160990870195747,-0.206590951503038,-0.247559092058657,-0.0462320706849404,-0.196129250798001,-0.237689719390867,0.0213275582264754,-0.0936920303835313,-0.362018264687004,0.0563914474462286,-0.144523741435011,-0.141741072900286,-0.165005206976555,0.125173359892725,-0.0120823939968483,-0.196842925536842,-0.0543976380900787,-0.0523311060469619,-0.0833443034953946,-0.215449680854607,-0.26191021176492,-0.0541771272626198,-0.254290704682459,-0.322501375123781,-0.0590280445650359,-0.0897081096457296,-0.247261479191776,-0.250247565105806,-0.127690373953418,-0.0554940488222927,-0.141353092472852,-0.187742138481727,-0.108947747271629,-0.207467389586926,-0.258902086316835,-0.169256901131162,-0.269882785490829
stable,-0.0133494104131271,-0.029193929340872,0.271828234018168,-0.175338182910566,-0.164310921998177,0.0214749190901549,0.311853975141273,-0.273037035270428,-0.244321652713539,0.378498906557249,-0.523646306423303,0.50175408536992,-0.182494761535856,-0.13360944193192,-0.190245839456408,-0.582146142307629,-0.17052148023001,-0.283872320050345,-0.0955203402940554,-0.235516923942178,-0.0472586626070449,-0.299593144459062,0.0117534795986898,-0.0989516751313594,0.249454069012182,-0.0606208422853392,-0.29364078768339,0.295028078655509,-0.0213044723070712,-0.0359863209555171,-0.000525311285579,-0.123078504762711,-0.0648279737648993,-0.0101340763667135,-0.254853858017219,-0.0028503010011799,-0.0135895344832948,-0.147032815992455
stable,-0.201129011638141,0.138682673406726,0.0951844747887735,0.190291088750717,0.0144204635265803,0.0349186712231346,0.293605197289406,-0.030847908878405,0.143911967421216,0.247009855575262,-0.148000983609251,0.10846181538812,-0.327151026830221,0.176915964681579,-0.176850438522463,-0.115149085945116,0.092783319413297,-0.204016095264251,0.187910347097813,0.195385966748615,0.25462458740486,0.0652516389852463,-0.0834899076557283,0.105666701001437,0.145940101157318,-0.008199643521759,-0.177395314137379,0.244485481863858,-0.0203779685976689,0.0838045898586224,0.0432777599274774,0.0077605682156122,0.109191477116574,-0.0958289622074665,0.0258961286964008,-0.0216432072438182,-0.164265111516946,-0.027484347626197
