group,CD70,CD8,HLA,CD45RA,CD123,CD7,CD49f,CD194,Podoplanin,CD5,CD103,CD161,KLRG1,CD27,CD278,CD178,CD11a,CD244,CD206,CD2,CD226,CD29,CD81,CD28,CD127,CD26,CD49d,CD73,TCR-Vd2,CD158f,CD319,CD101,HLA-F
progressive,0.127011962831607,-0.107532485900761,-0.0326671637769272,-0.286637564801792,0.179968988212438,-0.0907354746354447,0.0465520201325041,0.177476735761719,0.146255543993634,-0.0579812659133322,-0.165679956594865,0.0213206669001259,0.0946513414871301,0.002554585652152,0.252564008214404,0.327082044479016,0.0274120570811721,0.27852550832505,0.268093138147318,-0.051472118376884,0.224697125785208,-0.0433006184690241,0.089550513696864,0.199264072813561,-0.0874652377061083,0.0516144030662411,0.212903702671363,-0.218487020853086,-0.0918446026261143,0.31291499748512,0.296876829084311,0.0133257276349266,0.206887965049735
progressive,0.0498866686561097,0.315754557648518,0.212757592123291,0.172337100967626,0.0345722968890256,0.20289254064549,0.0555727666165227,0.194465678785628,0.193343759717783,0.0383732209553905,0.560463782220253,0.376303594056364,0.0917005742541761,0.177443612395558,0.163660072334073,0.49786217429506,0.0137959258141435,0.0369035265758625,0.335274381762464,0.103679925905758,0.362881178644693,0.153148535164335,0.346118681918514,0.367958828337143,0.273288461624076,0.184270403583223,-0.0286284055444838,0.262464470512185,0.464034589900231,0.196748431967217,0.287951360930374,0.17650540748605,0.213937671908004
progressive,-0.0032096352857183,0.135762938010685,-0.0210190617859796,0.292084054605772,-0.0645443049680254,-0.111318506037402,-0.400064190034058,-0.451280614093736,-0.228103190674798,-0.152915220303165,-0.0364404444717515,-0.201963127583292,0.153262189779663,-0.233610050007354,-0.250745061891013,-0.28934422363246,0.180127522870478,0.364471228761775,-0.216571205862301,-0.0427459165326989,-0.350918576290845,-0.165493593478214,0.033088950542597,-0.489989585905371,-0.406090639776005,-0.41481626517713,0.122752325912968,-0.0197887494967941,-0.131554904640829,-0.0679393391065466,-0.199745336779823,-0.302714518035337,-0.210110746824514
progressive,0.470223051438455,0.487972532579198,0.587500795315597,0.343212258108838,0.50538773830838,0.391307569429955,0.371888477170189,0.239143262004918,0.243507062856177,0.568488568989661,0.219244125925645,0.489302820377395,0.459515380831059,0.410000890939406,0.465683548149285,0.306457749912863,0.350152439066235,0.531992235192041,0.528314772427191,0.474728400647029,0.380042854384816,0.29647962972976,0.598651719707498,0.413968252602829,0.274898145461181,0.290341114316878,0.587057168192121,0.116499882198055,0.259670015052983,0.453614909557403,0.461845151748005,0.249340872035458,0.455902371444773
stable,-0.113468748104096,-0.278335988347826,-0.196388361356791,-0.0397445049892343,-0.156364802427167,-0.103821555730026,-0.0095656830708317,-0.206425168678623,-0.228122983085436,-0.0282761314927548,-0.138299850178379,-0.18667153049654,-0.147577414180945,-0.19223503920936,-0.138678733199413,-0.182753502887199,-0.357971189929924,-0.0531523112964497,-0.131878136244601,-0.264579081783168,-0.237667665764037,-0.182216429454587,-0.0952375134086701,-0.200798964124206,-0.130322921104875,-0.0466848975508915,-0.263700047397046,-0.0307257969260966,-0.0959613632809991,-0.120554910295039,-0.201217167618587,-0.0618876422576307,-0.0329520120210585
stable,0.262890842078401,0.511756589321213,0.254968973977374,0.481807783361819,-0.191328524148297,0.211184715344373,0.22353591844685,0.0790792846181696,0.235286889928673,0.256507010586155,0.398508465749788,0.222876261868654,0.25464344386614,0.147397550414771,0.124484038040563,0.13863759288057,-0.0021683400010077,0.207661394598749,0.0304014761455061,0.15512865478447,0.211198132276548,0.218119698536221,0.273033301529387,-0.0364931200513629,0.4589138446851,0.0865455868776353,0.112797763016585,0.479583561597037,0.12581342128462,0.370719877526064,0.191701828898179,0.233631084064339,0.131020110556545
stable,0.0656640216747654,-0.0460737395036847,-0.0058012010446148,-0.0131783892897998,0.137380364505992,-0.0627221834271341,-0.253186313013834,0.0051646071911447,-0.046356878096875,-0.0263235169856283,-0.105716365460356,-0.0040511752415237,-0.101158515886192,-0.16028819429159,0.000109268540163,-0.149484007933443,-0.110457554757338,0.0559219916042584,-0.0601990387485659,0.0207836196730012,-0.148426064289645,-0.0479308630243742,-0.0200184059550125,-0.067768217757005,-0.151046950068616,-0.0299840342101922,0.065579603527481,-0.0317705150235999,0.25593806868693,-0.117011104792883,-0.2002418815519,-0.145607963667796,-0.0821084790287998
stable,0.0152038430008192,-0.192858366343787,-0.0096928679671657,0.273095008812988,0.044033320741188,0.232338522674617,0.149051774401286,0.089241178908608,0.0082605616536655,0.208337145830698,0.0164950158978875,-0.187220164300381,-0.217886424105107,-0.0058322639965691,0.0205029508276575,0.0552176378071836,-0.241552327599567,-0.330246059243763,0.0749725194920832,-0.127950315045787,0.190810043651258,0.0300021232223528,-0.124605115734375,-0.0652673275874714,0.0305359173297815,0.106017374016679,-0.193579341484027,0.113730420191077,0.0399552272356917,-0.0067234565669312,0.0122650909372638,0.022684199366509,0.0451975555112821
stable,-0.0623597688754425,-0.027896674102418,-0.120491711124631,0.238842220602349,0.160561422628202,0.263122944039023,-0.11739796534878,-0.264848181751481,0.0579415381589008,0.158890630288677,0.080891626679731,0.144542899217469,-0.446343973462732,0.513251223171255,-0.0514316299072135,-0.109730736353296,-0.541535982129341,-0.247764986450808,0.0235989692776715,-0.313912633386307,0.0469355609718723,-0.276233940342571,-0.356171552351189,0.0330652363807499,0.216213807655674,0.259102812093191,-0.347364785724211,0.295935410672533,-0.145166363305917,-0.0242249293910162,-0.0703404177996316,-0.0139761163079401,-0.0862244724696566
stable,-0.0294748925122488,0.0687529982047789,0.0234361228401904,0.0705253576831778,-0.143003187436191,0.32425360918028,-0.0498570066748604,-0.0204270516236561,0.0522046598205069,0.144047240179575,-0.257754958256032,-0.0738599569051627,-0.283181158247112,0.267835029869592,0.135526320064707,0.18351764483474,-0.451867673108922,-0.211479021692748,0.0678131370314061,-0.181802073010139,0.0818751372307574,-0.131378507802797,0.0507990834658135,-0.022408641531471,0.10481429853153,0.137519638731666,-0.297094309207175,0.345259227529442,0.0777479449661337,0.101002504448004,-0.0221337057740122,-0.0563819386616225,-0.0075683066863299
stable,0.206919436140732,0.371159036968973,0.152958237191084,0.0082851401204147,0.0536003658521825,0.296109837136067,0.0146528216553252,0.0727362122502234,0.279575266097711,0.162025716455064,0.312112658374844,0.0849459894492815,0.314449783814371,0.0474704524742721,0.162388161009345,0.160562956926875,0.305950115230436,0.223446665486497,-0.0049420907349197,0.463050823269076,0.188697643750604,0.0872246051560562,0.285104356182917,0.134186846832466,0.0897074769955895,0.264915500795883,0.0016863480627112,0.157030137920643,0.0218440087103496,0.217359511777887,0.235967650438681,0.058020117132254,-0.0028901162828983
stable,0.227302763187239,0.405425822064361,0.300007054332131,0.116739881387273,0.135424323304701,0.537249487316442,0.458291568108124,0.335195016934805,0.450389240696466,0.524187257531644,0.22089055719035,0.203494620670559,0.0113306550534089,0.507361354025705,0.264929439060159,0.379534246068488,0.226305520266153,0.15001036971694,0.312949436763092,0.400683774851507,0.531646656436834,0.512804486096781,0.181821435842038,0.414430204176297,0.447344261773388,0.511648405189858,0.245524490767539,0.441125498403248,0.205055836518752,0.467477928291368,0.243537852710856,0.467476342612676,0.32986501870907
stable,0.247978523428972,0.2917576753313,0.258899071355406,0.0384330795959484,0.158172873334904,0.201789581336203,0.287693070437322,0.171738246790684,0.277736725531084,0.102861381784293,0.0541711164206835,0.223371100341457,0.473532328599456,-0.0256721858364399,0.109259524584702,0.236940985785557,0.546508216112001,0.221713123508594,0.218537947304559,0.35708713328652,0.248088486442566,0.395918176025178,0.302731230237767,0.216393029870392,0.137152877052359,0.196123297196435,0.239002431077019,0.102428624700448,0.0149848971121753,0.346174561471758,0.251554627885995,0.234984747213394,0.231991026257751
stable,-0.266052600961487,0.0641947468983533,-0.270959321040958,0.258418683840739,0.0216026440915424,0.372929787424566,0.0709787156890289,-0.0147682989824781,-0.0840270690870677,0.313175907382037,-0.0477616374933583,-0.158223903884425,-0.621674304429835,0.395664529666449,-0.157002766381933,-0.12819870088689,-0.562844731904973,-0.274303757914055,-0.0301751586635281,-0.036262427297808,-0.147593748829743,-0.212607762421904,-0.154841259661365,-0.0039121623826811,0.0751359776809476,0.199224552750225,-0.264202840233026,0.294837861466327,-0.154898514937865,-0.0803812728057359,-0.117122397290569,0.0027659765822405,-0.188461381051885
