group,CD274,CD275,CD30,CD16,CD279,CD294,Podoplanin,TCR,CD32,CD62L,CD107a,CD64,CD141,CD314,CD66b,CD35,CD58,CD24,CD11a,IgA,CD66,CD370,CD267,CD83,CD226,CD28,CD15,CD193,LOX-1,CD158f,CD337,CD307d,CLEC12A,GARP,CD101,CD88,Podocalyxin,CD224,CD258
progressive,0.0459398322356191,-0.0293432201531823,0.115790568411821,0.386459810946105,-0.167758831259608,0.13093099197746,-0.0669586308959507,-0.0398067810608192,0.132178058921297,-0.0938604030450141,0.122866607377317,0.150547857923244,0.13636831021242,0.165182019509083,0.16106229215933,0.132273135239481,0.14908241849915,0.282307510324804,0.38384080979424,0.114242566564229,-0.156181947831477,0.470935943480581,0.104780173213472,0.106324008907171,0.250911389630426,-0.212117476927263,0.168257260311365,0.0718902378264357,-0.0797052325307241,0.0804659184031155,-0.0444752819513855,0.147242641830322,0.0377007182934945,-0.0396354483497814,0.0957861977374922,0.0341096102552485,-0.0242375094325553,0.190136470998676,0.138675170845186
progressive,-0.187495834332259,-0.0131137320762712,-0.0767815665459617,-0.0711224710954343,-0.119611909493192,-0.07474276951915,0.0138750858601407,-0.0376475321440209,-0.0433178757721893,-0.0587917694578484,-0.117297645334513,-0.234962648957551,0.0329069359979021,0.135810006579442,-0.135683000462859,-0.0986119136227503,0.0612763630260837,-0.186021295604568,-0.155671823911289,-0.0633941219280674,-0.138009003482954,-0.12774683623828,-0.101149791797931,0.0155418516369153,-0.100302186248448,-0.182177008767034,-0.204276845986684,0.081665119594911,0.173820050497513,-0.0715049716298589,0.0337081849554818,-0.16775753255245,-0.281268047799893,-0.0916222774296747,-0.179438365403731,-0.172747701588458,0.0153339821849654,-0.111356972606208,0.0428870869432938
progressive,-0.0451772338859757,-0.117309382374968,-0.0678693162533368,-0.0652095351121403,-0.165487448723772,-0.0273512411147051,-0.111143101901774,-0.0865770055428709,0.0138359946047333,0.0824417184640731,-0.0856965488723214,0.111880494407585,0.0200904406566321,-0.0748871886766413,-0.0565984044994724,0.0938763542436477,-0.064640146951141,0.185203965125512,-0.117366564633402,-0.130461596564234,-0.098925134981052,-0.185137420031765,-0.0954017943395856,-0.0032070205518463,0.0926510456920682,0.0805102505812877,0.094304190055029,-0.176857136699257,-0.18314264390572,-0.239535652319213,-0.0336599744355713,-0.0281088536270573,0.0368890602927344,0.0496777459400093,0.0083096417464383,-0.0751911946420207,-0.0614128978898949,0.0392327292039272,-0.0250642506092618
progressive,0.606293222872608,0.549280861196341,0.536273184710641,0.615826508137619,0.446181148183734,0.50937718455745,0.600621856417393,0.467750364809647,0.508955232602843,-0.130211135823259,0.550107472310558,0.560334075789895,0.561131882519993,0.29455565030874,0.562158317606446,0.61282668379557,0.553740300823556,0.59615868873581,0.225208812431885,0.433537669724577,0.547477187132503,0.544626511070457,0.560971251963472,0.688554976258873,0.372097455927659,0.403351823892752,0.515980968111955,0.515086795773662,0.540576038187285,0.43013774647019,0.467473734597919,0.319587220525268,0.591429185433282,0.570430188455898,0.64929808532364,0.545989971149465,0.534836223434716,0.626742530846935,0.527913977016757
stable,0.191318389116286,0.0274371273455267,0.248975224585746,-0.0974726032119431,0.284042803749533,0.149806351227595,0.194188169882229,0.305815476297638,0.244543918170885,0.226659697047253,0.133231827346897,0.117820655929685,0.300691583172621,0.072832284246387,-0.142773267841166,-0.0274508276983868,0.305051908855686,0.0432475008923649,0.0767243498816239,0.142902064970129,0.0866198205994836,0.0428137710464599,0.15063427985678,0.213484130358609,0.262386514352288,0.219954403232922,-0.0197129500649199,0.13322684346698,0.0217452629239907,0.265979522979579,0.267932897073317,0.234470347825155,-0.0282648123883236,0.173747541252466,0.166518740176837,0.130445463040267,0.25381554329804,0.202061967985965,0.261524533350815
stable,-0.233630105970565,0.0130618375583108,-0.214983620051463,-0.0087896578987761,-0.322195099030233,-0.210539237660241,-0.318674266334303,-0.367544605675572,-0.183127149773662,0.229571130944368,-0.216941950370837,-0.0031956361578989,-0.160261834884744,-0.0624720919407707,0.0337525586766065,-0.255934280525595,-0.176953412665453,-0.192430625180057,-0.507504494610876,-0.145577317218944,-0.0591044514098148,-0.230147299791199,-0.375313883903394,0.0079518604859813,-0.25930361945372,-0.119713424494001,-0.265079709620325,-0.031730454751145,-0.203836477865604,-0.201019852954191,-0.220588211430495,-0.214295825690756,-0.194586573013869,-0.274095447462607,-0.369723661946669,-0.424045849770199,-0.353108758429811,-0.114347966384427,-0.150935983831877
stable,0.178188443607506,0.25157044865943,0.0775695877616473,0.189468411301675,0.0175207202951303,-0.142110690313427,0.07711692290246,0.0201420698082559,0.19102716359253,-0.186455259799219,0.241356615679314,-0.0919095637733572,0.227776265448894,0.146522631305159,0.169582160995616,0.135970284302143,0.0822634391281715,0.0541484206747123,0.263345022984347,0.0606812404094815,-0.0133149557870824,-0.126761222593537,0.0863216769835913,-0.0657946253293556,-0.0155304411366742,-0.109975294540154,0.113771270696421,0.0648499351421764,0.0737716797534264,0.0231168720689751,0.200114655379695,0.0046833827605788,0.195451981070461,-0.0296553096280729,0.0226400835018466,0.0813131516840941,-0.0590081656025001,0.0695603800489138,0.0458540357746788
stable,-0.0059242387827216,-0.145996215499976,-0.0189264298442171,-0.124926610736727,-0.207019729567252,-0.121341795349091,-0.0524139367014537,-0.042968437951182,-0.0362686659890611,0.548037652482763,-0.138824685720822,0.0469165626385564,-0.0425221581835705,-0.181222761231852,0.0027151701722143,0.0076030073619178,-0.138427747483045,-0.0276055715665138,-0.518497838174167,-0.0972338005573651,-0.073468456956683,-0.0175905795695305,-0.008106060668897,-0.0194505793131471,-0.0307076744484088,-0.180373615787968,0.0147380460686561,-0.14314255007568,-0.120805387953961,-0.0638658628458393,0.0199958098374022,-0.107673529477997,-0.181586171463928,0.0192157252658429,-0.0975264088762323,-0.0397113573488225,-0.0378492405069184,-0.037433856656803,-0.131977808326222
stable,-0.0156492507669178,0.198776611882184,0.0994343849517615,-0.063161767213936,-0.0742907880790588,-0.0921408563317105,-0.2011919286302,-0.14244997788895,-0.0776188138933999,-0.0281872776530783,-0.166885041415522,-0.0339639692322857,-0.204476135669278,0.125619328614249,-0.0571000787993326,-0.0280116031761493,-0.0217364925816617,-0.0656426133565354,-0.0414012017599255,0.0103320349878887,-0.0795218102459738,0.101460739895766,-0.102845276722713,-0.159025774329043,-0.0962792388183906,0.170082453803608,0.0933807738808384,-0.0515542633998706,0.0883868841528364,-0.119681545558324,-0.064176435097844,-0.0848747298544503,-0.182611474615754,0.051601396059862,0.0187242499902465,-0.0307147758735901,-0.0638082154044749,0.0373085672173163,-0.120491373734172
stable,-0.0539336255828635,0.186802217425453,0.111757808473492,0.0098100119589669,0.0620755177645041,0.129051988894797,0.153398711191261,0.247632982034302,0.0441816404849591,0.0768691702853256,0.164602215760331,0.122651761223068,0.280543815047457,-0.0259690512543617,0.0364945951940453,0.0492674017655705,0.153057913727179,-0.031651613959063,0.325497042831931,0.124897006695228,-0.0541882029579115,0.0949878612406119,-0.0185105510390825,0.0399140370774258,0.0224038964484587,0.192778613240255,0.0528969312420919,-0.0395174719749007,0.053874478800015,0.065214500399897,0.113108603636242,0.0362825153319447,0.257451984772896,0.156602041230141,0.202427426609058,-0.0411440590197361,0.089383062842459,0.0359215716010375,0.199918268650421
