group,CD274,CD16,CD279,TIGIT,CD294,Podoplanin,TCR,CD62L,CD152,KLRG1,CD107a,CD35,CD366,CD58,CD96,CX3CR1,CD24,CD11a,CD244,FCERIA,CD124,CD2,CD81,CD98,CD15,CD204,TCR-Vr9,LOX-1,CD158f,CD336,CLEC12A,CD94,CD150,Mac-2,CD85j,GARP,TCR-Vb13,CD101,CD88,NLRP2,Podocalyxin,CD258
progressive,0.0789958974179797,0.406694570105534,-0.0301532037220934,0.0389020522858314,-0.187590765242237,0.196354261003787,-0.0194947460388432,0.215738475420029,-0.144552840510755,0.0952055626821923,0.339746795934568,0.462532098614378,0.232075389154856,0.140956332794794,-0.0591153143916763,0.0580624737204663,0.363469392566172,0.0849245691358903,-0.0704986610219141,0.0172025130066484,-0.124852689888014,-0.0714356035417502,-0.0047721317793869,-0.0569660446730319,0.331871606857311,-0.0415350645956699,-0.0860734489910994,0.0139502544786164,-0.0056049503700824,0.279635246290734,0.244547159238379,0.0562028319281748,0.0037360988898472,-0.0305625674993322,-0.102681258492299,0.0720225792337619,-0.0120200292388828,0.091328223754741,0.0929342347208676,0.275672914286278,-0.0275076495940906,0.0204132550757513
progressive,-0.202672512828028,-0.34987808795981,-0.135102487911736,-0.0566001694840831,-0.29436565624987,-0.268310204628796,-0.0248543971930589,-0.194421773897653,-0.134142801576054,-0.101696789466238,-0.514695495773726,-0.431283918918445,0.112162847711305,-0.173372271869689,-0.0380567115838259,-0.304402991264985,-0.44332672836711,0.125507850521043,-0.0486818774797866,-0.0529611243049859,-0.0306110853589257,0.19520894108533,0.0415413581228337,-0.0532768153418341,-0.362727997446588,-0.0281507553547069,-0.0591969892808455,-0.267757478646212,-0.221978593876729,-0.276807704006798,-0.504298034409773,-0.243823608435894,-0.116041774239438,-0.181544253788505,-0.133345444968067,-0.141360085177212,-0.0940823665273582,0.0329077878363822,-0.0996384587984337,-0.1760714714515,0.0062916148278006,-0.0739897521837823
progressive,-0.0411931301840279,-0.0635744104287962,-0.0406962960279681,-0.0983879471095982,-0.0401215236473874,-0.121445706212707,-0.1143680383811,-0.148454434810124,-0.239584690584525,0.1019553906803,-0.0945448683670163,-0.0411925033730677,0.0986569827935774,-0.132052767354121,-0.0721893120873785,-0.110563199808182,-0.174198286336944,-0.0938246552893695,0.21177513693961,-0.210418250100189,0.092097914548511,-0.12179939332016,0.0091495052566647,0.0119315213691797,0.0112969807052577,-0.0080818365290444,-0.0729441988752999,-0.144040852887269,0.014293731084754,-0.0185425141782498,-0.0490512368350778,0.0569566889440796,-0.192945931606454,-0.168133985836514,0.0025568214513692,-0.0585508231050168,-0.0484915567296179,-0.0771459498689453,-0.130920914216676,-0.0068506202654623,-0.0642598850028213,-0.0307280829837804
progressive,-0.141857301875966,-0.221704764583112,0.157573536773478,0.115178619867801,0.225341088887289,-0.0908500612792292,0.0092091061632535,-0.132200472620559,-0.0823375982562104,0.150051738986281,0.0612194230780505,-0.0569187750124251,0.0724262594800715,-0.0827992507198183,0.0178103835386965,-0.0144103240769832,0.0253106731915896,0.221564773653349,0.200926293893887,-0.0086582419325749,-0.0518013061898786,0.483763962136314,0.241019865590293,-0.174749342420118,-0.121909180526451,-0.177550032695086,0.12895783182736,-0.0291613629263606,0.185686300663636,0.106471837130387,-0.261797895200954,-0.0977484170955516,0.0258417058593549,0.278651387416725,0.116739900288284,0.190336680417432,-0.132977026542458,-0.0662379447015934,-0.033657163377955,-0.0233610058994038,0.0604977494768469,-0.0196928896286196
stable,0.0010679308899841,0.159428658042001,0.0749020428431011,0.150153212945224,0.0742433336266923,0.128747764787705,0.175230866812693,-0.129263022806519,0.102200966542973,0.121067271406355,0.157577782988187,0.0685952895323562,0.209715856524791,0.119698245861652,0.176559907343276,0.0412997078276021,0.0669037441801874,0.141740316029068,0.148788274343876,0.162150336023546,0.119967442991933,0.113731486555885,0.117862929610995,0.0129186551851096,0.0358560217281276,0.166296917208703,0.156414051491654,0.0775374901647907,0.0563878556912885,0.0008824072072779,0.0550318744967254,0.0422654617050298,0.126119483968362,0.0989810262879063,0.26997956611144,0.184581335981045,0.244974987102176,0.110500937422063,0.156365832901181,0.0823701872671809,0.133512552824021,0.181811150449826
stable,-0.530972288955538,-0.489434430162522,-0.548396432551213,-0.42238749028574,-0.525600537141481,-0.562949695071837,-0.507011928797247,-0.124643093686413,-0.562196195527184,-0.525260872510109,-0.511299907107651,-0.51464933593014,-0.485065537918617,-0.461750017834485,-0.453628478208779,-0.53100203287537,-0.50520209083578,-0.346787585473679,-0.492820663594934,-0.478988990365873,-0.464790867097407,0.0224169118523889,-0.462398256546278,-0.505329346750398,-0.456302978183664,-0.505321315918522,-0.529669380185102,-0.501286314165829,-0.503302621751863,-0.530637232490335,-0.392636108104557,-0.507648557277899,-0.505810306966703,-0.554592807015781,-0.493494710339884,-0.478011977406104,-0.520679955795515,-0.478352287191311,-0.457407822621662,-0.458898241430707,-0.474369971532114,-0.527222585577532
stable,0.0838886806845609,0.138398636949388,0.254811920000238,0.171622452375254,-0.0003617774136857,0.0987528428171078,-0.0067501444436993,-0.526047468830549,0.0506276500839374,0.351326651306475,0.290941875712999,0.0581192603630204,-0.0207012979753497,0.168799482484698,0.14605803948261,0.215331732051988,0.0817300307015575,0.381021524762401,0.167110710571591,0.0140350182359299,-0.0121373732787803,0.30844299124436,0.038704077177042,-0.168689332141226,0.114577741413794,-0.114239223483052,0.0677822443182268,0.0898459952607971,0.05487548107936,0.0251623107517269,0.237409496912052,-0.0514297138797414,0.114022919624593,-0.0498609145589907,0.0578305157078782,-0.145309202287127,-0.0168039005049248,0.0640828716089402,0.0640112312729579,0.0349855888732272,-0.0732071465374552,0.0794354269192065
stable,-0.0721053521294585,0.085883930436677,0.066623759637598,0.101629393874327,-0.0155996474574379,-0.0035136052223919,0.0455472218067003,-0.195493234690749,0.0415621207851204,0.0730651318542224,0.0738822664928384,0.110035195370466,-0.0637331132303791,0.0096830642979066,0.0898789368309253,-0.0176519074408321,0.0240986028431907,0.151936179160631,0.264333173747964,0.0783061473298685,0.0137838175560328,-0.025049322680949,-0.0276977092265139,0.0305380042059255,-0.0454943604216018,-0.0217593510915446,0.0627485409275888,0.0346042618193699,0.0462661093191243,-0.083964196374727,0.0673522105524603,0.0235178882867611,-0.059463535990769,0.0251994743281852,-0.013351133337465,-0.0964530496515767,0.0175552230477917,-0.0083574415259096,-0.051829458160231,-0.0735170608958083,-0.0140286812451469,-0.0504983895287678
stable,0.186669514019255,-0.148105896242962,0.0503864646941548,-0.0005535633270675,-0.0094882120143972,0.0848442291527528,0.121280097046094,0.224837859700947,0.158946378114536,-0.318535093369269,-0.0179368348640791,0.0010317913642564,0.175345630477693,0.0625940298571105,0.0835501544672315,0.0837763625011285,0.126328466656364,-0.40456486495232,-0.0975730778833725,0.215458356782602,0.12721263384475,-0.308962079758851,-0.316260805409706,0.0159528942149862,-0.0608255889958629,0.127241687998098,0.14776886327567,0.0728653101306627,0.0496911278156067,0.0015947333962514,0.0368509213058618,0.0820866761309137,0.172387969860832,0.0640159080567349,0.0937329774700758,0.0261028615045459,0.12815785398351,0.10579024075322,0.0278210621978968,0.0473951296370579,0.090452183830489,0.114423571959821
stable,0.0502325868832481,0.189973958526415,-0.102684311714601,-0.0816988538587752,0.0206222324758334,-0.0479755682217864,-0.0400057023989018,0.212546747247114,-0.0764945946520177,-0.506766210122407,-0.141380326399952,0.0002838151652669,-0.18526992662128,-0.0426099540939453,0.0078888974692897,-0.125364125152292,0.105617438221283,-0.633377778464176,-0.304176811009243,0.0132693120986125,-0.0425890541998229,-0.239404678270097,-0.178565344656343,0.188806290539256,0.0726324222854174,-0.0004353640322916,-0.0771106627314748,0.0820899094373579,-0.0763019063051952,-0.0791085179274421,-0.0244701082182902,-0.074568003921514,0.0145587775777465,-0.0210023795529513,-0.0895071505763336,-0.192073906983226,-0.0245302516060574,-0.182987131684127,-0.0267798567246416,-0.144956452141209,-0.0549821061931033,-0.0710791492937378
stable,-0.0544827066099265,-0.043797298891431,-0.0067866704118817,0.160189583685701,0.051288438317052,0.174034685492553,-0.0749877097383648,0.248614827127637,0.0197610832305068,0.0240861184952377,0.0940102008318691,-0.115940287716823,0.0336319685532918,0.262681147922849,-0.0463416288021242,0.0525951940571604,-0.0499918503297125,-0.023501461697802,0.0586479463591528,0.105138631556634,0.0098726871020663,-0.009423050520706,-0.20007397910886,0.0061482735946438,-0.0682046258328804,0.059702349768204,0.111506618497159,-0.092038440439334,0.0039337408301705,-0.10168592151502,0.0188791618528925,0.164769229797216,-0.0286216746046199,0.020856043840035,-0.107494293076569,0.0951154646970367,-0.0323441635594622,0.0652868883316321,0.0432001691569272,-0.0018823331976075,0.0132430154969266,0.116112899836889
stable,-0.245986498601864,-0.136336277652493,-0.511141014715202,-0.463796976597144,-0.389794324335225,-0.461032601525183,-0.447509529747385,-0.247829765382878,-0.375054275666071,-0.609497097348132,-0.354635574828142,-0.186584727189121,-0.31497905045421,-0.459256964237896,-0.295846738100186,-0.463519103774056,-0.206625868019053,-0.498374422086925,-0.50206044729934,-0.361320446018227,-0.316280472053153,-0.142686595258033,-0.501260392914783,-0.238717088028053,-0.188885329244235,-0.394649338688106,-0.329741383297673,-0.1710604867196,-0.486967467059617,-0.390490247240651,-0.159369303821974,-0.374809783604353,-0.41015850377824,-0.393968128796467,-0.434760468503499,-0.363299161005177,-0.418263066287364,-0.197030280539013,-0.395572508828342,-0.398511807425072,-0.457145121584997,-0.372019706479362
