group,CD137L,CD30,CD33,CD10,CD7,CD4,CD16,Podoplanin,TCR,CD32,CD62L,KLRG1,CD27,CD107a,CD141,CD66b,CD35,CD58,CX3CR1,CD11a,IgA,CD79b,CD66,CD244,integrin,CD106,CD83,CD226,CD29,CD15,CD193,CD49d,CD73,LOX-1,CD158f,CLEC12A,CD94,CD85j,Ig-light-chain-1,CD82,CD101,HLA-F,NLRP2,Podocalyxin,CD224
progressive,0.124019597164457,-0.188817300386429,0.199379378818456,-0.38965446887543,-0.199541047772936,0.0414312703067437,-0.443213492588505,0.0047861952400482,0.0665850142140514,-0.10949006119829,0.0069741475946759,-0.138916747371004,-0.110534956102733,-0.377332928723466,-0.425217190705322,-0.302480486953107,-0.271594701600493,-0.116938700786948,0.0538292527698441,-0.136316175274935,-0.339122316779868,0.0403339614021402,-0.120999445807448,-0.0842781653097486,-0.390067060907985,0.165903068672446,0.0106941453790488,-0.0016113354840638,0.0453201920122768,-0.408769866097055,-0.215248705867757,-0.121746727939646,-0.459136901718567,-0.229823700320827,-0.177121242810804,-0.146017782005957,0.0727742248615036,0.0116765323256189,-0.177921711508404,0.068896271173951,-0.163185944925358,-0.029489921065062,-0.0017842907073545,0.0698511556563226,-0.254349332076174
progressive,-0.0854407685763545,-0.176447397459477,-0.109925166452353,-0.165821995533293,-0.0937487284930815,0.270822128647461,0.150758574066134,0.0523096591393911,-0.0213999580072156,0.1010359390895,0.196644245021312,0.200659320065647,0.111734868542621,0.243162302284252,-0.426792071568379,0.244691524438948,0.0961737876678238,-0.0234326436046209,0.101252999979381,0.171893728205462,0.0044214837926735,-0.086248580592311,0.0626507681764158,-0.143618937026993,-0.182377916472372,0.0396726676953983,-0.123052088296114,-0.093884956102842,0.225743398699436,0.244080574245522,-0.320738424746946,0.167951338835426,0.0579067701681298,0.0765405029229393,-0.0613777836708204,0.238222524311623,0.123881442723518,0.134019202708459,-0.111759688145003,-0.121495350474516,0.187122715148056,-0.104543775255017,0.138153348102601,0.0472602695204563,0.205174416789824
progressive,-0.0165814848862746,0.0083418812657475,-0.0045455505315316,-0.033583869709585,-0.0822971346449858,0.456618656786276,-0.122667721142305,-0.0391298542610687,0.105500081428088,0.0317416800363072,0.243946514117729,-0.289396675221145,0.241900696680889,0.0201816378085169,-0.099280139328126,-0.0101053236337508,0.100839209920831,0.004833933918611,0.0664838810529551,-0.424283132243007,-0.0692838815087103,0.125764883037887,0.120967739711717,-0.491867622215618,-0.0814903565279584,-0.0497413060418264,0.0641936998980597,0.0893955325627502,0.098730023890856,0.0467669163122357,0.0429219482429952,-0.022016378142283,0.01997874487601,-0.084328543224588,-0.0719646674467309,-0.0242716407356066,-0.312887105535176,-0.0504972236645421,-0.0367715886093225,0.10467572614468,-0.0287924310857912,-0.0235241049558263,-0.0018070721984262,0.150690026434445,0.128160884569776
progressive,-0.344924188018299,-0.404134254595128,-0.412033447218008,-0.402613298988818,0.130893103944005,-0.0633631554498516,-0.539638062979579,-0.493191207413645,-0.177753806021702,-0.40402271001016,-0.0468398391364224,-0.282250501320533,-0.253616650184809,-0.583825135670547,-0.180534253449779,-0.598213540981436,-0.475432793953117,-0.332316399639986,-0.38405861211689,-0.122814930714216,-0.419958015957796,-0.335382116799937,-0.596987726614517,-0.320833920895077,-0.425696997316517,-0.0918855648927687,-0.410822202275101,-0.300950024288575,-0.204008026790055,-0.483479083979903,-0.407635759662317,-0.0839597940363645,-0.136779761503665,-0.42200346399419,-0.311162707686681,-0.53804379786333,-0.426337933186927,-0.193278219815164,-0.411409769617398,-0.377314187634601,-0.411629257008102,-0.405037081016382,-0.458034830838774,-0.219200502432826,-0.340109920956806
stable,0.181170849974309,0.370850524406215,0.0992948564715999,0.177774135601216,0.485213457435521,0.224498729258012,0.10046316521204,0.213355671480561,0.291039213254935,0.246552254072124,0.276696590905568,0.0966782494241296,0.496950389582671,0.165382226626506,0.269620380295175,-0.0959375363621333,0.03110793935699,0.231280031605421,0.118011022217268,-0.0161326212077367,0.177982987816941,0.288863628976021,0.1082688738765,0.151052546462967,0.180045648570236,0.132410965946871,0.130081913662237,0.193840658450788,-0.0438081445599904,-0.018914143668887,0.173198050598333,-0.0285296045492543,0.236584006429833,0.0250704191028999,0.178756593836437,-0.0457489329499808,0.147078146526745,0.265053893420917,0.159467167310826,0.155772872887731,0.26295720543242,0.158484735152657,0.231243030428887,0.245694966049068,0.268543516322189
stable,0.0319456553043039,0.0344772211941574,0.0707652617068053,0.20192363371911,0.110932283305526,0.0019353608470041,0.0952930308020666,0.110239787053763,0.140304760797024,0.25794386134651,-0.110137069973113,-0.0341911248648846,0.141252635782814,0.20306656759301,0.0577407132642715,0.104198110842211,0.0745888504567774,0.195555655739824,0.0952744015685863,0.307689704830507,0.151681187961876,0.225256759279133,0.0032651870008126,0.112214326504899,0.191267580571961,0.170653489416193,0.080243593587189,0.227157888309228,0.432214589490475,0.136182743190509,0.102191406520741,0.22745520826487,0.031527220240296,0.241144377214377,0.368534509891289,0.105244429696472,0.128491581289697,0.220672236744234,0.237169950553342,0.155717976080539,0.0676997227204578,0.0819289156548851,0.100021818840114,0.269045486538689,0.174621607549468
stable,-0.174175260259179,-0.0493517660830507,-0.0472326491917723,0.06055304638419,-0.117202606992259,-0.0989440077649101,-0.106704671770016,-0.149572411702223,-0.0497162812505505,-0.112650559443812,-0.321344318266927,-0.146760247284076,-0.127234324651059,-0.0422317442227687,-0.139002304681631,-0.0104059212211624,-0.0757443653336669,-0.0343614936250757,-0.115188253646011,-0.0769194361189297,-0.211038879406249,-0.191248502428481,0.130532165877062,-0.173008088742247,-0.092954140594599,0.0378126008208581,-0.234400256200994,-0.0336064122940065,0.183702645089747,-0.129719455669198,0.0211037855508711,-0.0255306786947925,-0.0072714527367104,0.0907750401055722,-0.0817443298454676,0.0285848919769553,-0.105581271546179,-0.0264179694589323,0.0180161098596718,-0.0826121109232958,-0.0676445377697418,-0.156536835598255,-0.091533169801527,-0.161168591865191,-0.117853403283756
stable,-0.230833839179416,-0.215601938705024,-0.0364363351451976,-0.19979635803836,-0.263488921643279,-0.149754557370273,-0.120986962613534,-0.137524143566897,-0.10713013472115,-0.150652004516016,-0.431008659275885,0.107526073494349,-0.251951408651515,-0.0382339003743923,-0.198012512996949,-0.117515521971651,-0.125694104048912,-0.16799727798882,-0.134487589041015,0.0172949730693827,-0.158271564295527,-0.147833925673153,-0.184129526889901,0.0593664013975219,0.0618157857698041,-0.113128993293002,-0.147503181959794,-0.282636287889471,-0.28106130820919,-0.213456317055671,0.0165839024662736,0.0203909348044,-0.0542293001568386,-0.0565533783255969,-0.205346399617406,0.0200499238804407,-0.208700652043203,-0.0857797104405669,-0.071270508535431,-0.284749761992623,-0.0338593495619173,-0.26051988678865,-0.312713903943953,-0.189741426242159,-0.232556514562882
stable,-0.109233355895652,-0.131449704189745,-0.0986464652199639,-0.0299624399551699,0.0685364854332583,-0.0725209630575781,-0.214044838709216,-0.293404475064731,-0.176577198770818,-0.0741677394377445,-0.0825553498680535,-0.0059024446264472,0.0497971057345591,-0.135674239185231,-0.174880282214405,-0.248541937801629,-0.034396450727241,-0.0919749010145297,-0.123293610007243,0.142861101947296,-0.159573662013727,-0.0634998600694785,-0.305633320293424,0.0068266712728053,-0.0909602536916864,0.0472475675551862,-0.0777697715943045,-0.0783874857707069,0.0834927578669128,-0.149215076138677,-0.147812017753044,0.137868965678757,-0.15005197659823,-0.0944800427361008,-0.0940488354341077,-0.179538868808363,-0.309622073603067,-0.189501103365368,-0.215354645569095,0.0133612801888718,0.0788200315215268,0.150538740454236,0.0297303638236954,-0.0107222032847393,-0.0786161038805813
stable,0.282615736715852,0.210053534186705,-0.003897277021848,0.0945758257430337,-0.111301093530143,0.0451103404116321,0.0678447395331951,0.28219772347695,0.283137319221171,0.185874589879462,-0.176737992012949,0.489995519359378,-0.125169763334037,0.381700723957688,0.0868492732256678,0.0384942990402944,0.22331887119351,0.192172633329415,0.285889326381799,0.475741454482081,0.190635698674519,0.191484970827786,-0.0124936965575712,0.38112444001313,-0.118213766721921,0.457613762478613,0.251404485713192,0.188266517620645,0.222973841409955,-0.0042015152202733,-0.113991575897815,0.323479055297229,-0.0238974127111611,0.250613381055569,0.247056641898933,0.291694152241068,0.193881167076095,0.223847509137076,0.153161772419908,0.0409017040893987,0.175296704965598,0.215983914541296,0.278608160921766,0.26759117848693,0.389886654665696
