group,CD252,CD294,Podoplanin,TCR,CD32,KLRG1,CD1d,CD66b,CD58,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD226,CD29,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CLEC12A,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD258
progressive,-0.415491838766907,-0.458980252472252,-0.192602268755307,-0.1628087730223,-0.218691103317306,-0.148724052866234,-0.467660955263153,0.0225159002973711,-0.108403906630006,-0.261136817391509,-0.0355972685213469,-0.0734055961050193,-0.150090496369875,-0.279787012238725,-0.193832838829551,-0.32063171154537,-0.0905201713136457,-0.370364381920483,-0.219519201560297,-0.244429401515512,-0.285395412835445,-0.0955038015467456,-0.240955645220366,-0.121077306827184,-0.309839217217771,-0.261502818425501,-0.0757099653297929,-0.411375067727528,-0.196954695962418,-0.184229448452205,-0.299494904169141,0.0242567088053875,-0.316482241221521,-0.208711675272734
progressive,0.327840552566459,-0.0484889317170938,0.136233437960115,0.267865411444627,-0.0903017870701224,0.0409256811034989,0.266416800220826,-0.230067359698394,0.0483005366300249,0.0705463226222342,0.221582444061487,0.0625156814394568,-0.144583662299803,-0.0983699457403104,0.156884913820704,0.274270658277965,0.0991632376140489,0.186542923820155,0.378076731432641,-0.191433633918577,-0.0228886155606016,0.130436020045125,0.0656582956042848,-0.155134653392404,0.168183610304045,0.219150917081456,0.0566110321674979,0.125143176824161,0.149716484140325,-0.0407043246324692,-0.0469317953916718,0.131115181355706,0.166362001376962,0.283822813250151
progressive,-0.128112712198575,-0.141122849133148,-0.0337137097993232,-0.0352572804664095,-0.0348094540124601,0.0848229167224201,-0.258059623936281,-0.194473779009278,-0.0371635511926388,-0.061461099681972,0.0812629363617665,-0.0481363237323077,-0.102942850233109,0.0691864402712356,-0.0660170156392252,-0.0824269231995542,0.078505570691088,-0.0763040139984815,0.0484740197149075,0.0650277198932999,-0.0424137973095485,-0.162216341545012,-0.0757008416025527,0.016666686372841,-0.0225907993607918,-0.0267001645519251,-0.044562870979627,-0.106971494490587,0.0008876517618058,-0.116815570700976,-0.0175468402533291,-0.106975805778264,-0.142654560294946,-0.231677031947395
progressive,-0.28251425028,-0.0063649545248215,-0.344254904171393,-0.258685597832883,-0.466382815487642,0.109828332075941,-0.011028577661666,-0.571650333369832,-0.237059346260623,-0.152012666766973,0.330813777825689,-0.07371296100532,-0.24816614009574,0.29417968980948,-0.0459547643139096,-0.154068499173774,-0.137172830756711,0.0210781710248968,-0.0815150941490385,-0.191919627969199,-0.165784890108168,-0.147661306369672,-0.144642326555903,-0.579762419408184,-0.0462333371754682,-0.0783563892350788,-0.391499989666058,-0.0775858000678325,-0.21837710552816,-0.0154559821680712,-0.369650991777626,-0.237587939255546,-0.142774688765359,-0.273893767678783
stable,-0.0817419506227473,-0.145408692771809,-0.286167673097778,-0.256562552753873,-0.174027723318731,-0.0784553661901754,-0.11682084168269,-0.157763991687972,-0.136968521302115,-0.19175464091909,-0.197899137920175,-0.115794429766115,-0.233017601755068,-0.0473006445678079,-0.20795846286203,-0.20433515498882,-0.109898283773821,-0.16156518980859,-0.178473441697792,-0.276998138905667,-0.143746821923189,-0.13648747847997,-0.185150789581254,-0.0575715380148537,0.013377084536159,-0.0617890458910348,-0.242071638728821,-0.21695836272315,-0.212886118068187,-0.188807301321401,-0.152460499749425,-0.126551986392495,-0.179147515504073,-0.249122805282028
stable,0.0729408938498825,-0.129214096364753,-0.0033395704642493,-0.104181773503581,-0.0333341784235461,-0.307176328557482,-0.037176730847729,-0.0174723134218962,-0.166333264154339,-0.0583640573979535,-0.286469335758144,-0.0584276071670719,0.0699722175225111,-0.250454404489558,-0.0692239246014751,0.0686914233780781,-0.085187991938549,-0.121395239931157,-0.0130156928551515,0.204129206536394,0.123399670900398,-0.0464013897462109,-0.0987670589511427,-0.0174628975781678,-0.0819150875059624,0.0303903328622144,-0.0066136118214219,-0.0417564600218685,-0.054521104079761,-0.113833175870037,-0.0854320173765892,-0.0647761432701906,-0.116223756060618,-0.196536184260147
stable,0.191047559081038,0.256653941704001,0.0557746010659858,0.130975377941692,-0.0052260103158175,0.0069649237139001,0.0879793442830033,0.030639154664222,0.0235806201651578,0.0932667699154092,-0.123953062835417,0.162575156597069,0.137880929641459,0.209588329563026,0.0320183269576428,0.0359804349728471,-0.113261193219102,0.223257350379931,0.218382996573312,0.16137378976597,-0.0286613093542683,0.12537227460695,0.0959549939872945,0.0799450339733694,-0.0088765620997087,0.168457334861711,0.182579107471449,0.0856935706756752,0.13755057217187,0.0599011423431762,0.112753935758444,0.0844273589352365,0.168703758536237,0.146684095119117
stable,0.126949979456535,0.276525590689527,0.304420391630515,0.204859864924155,0.213719622401054,0.0327551913249056,0.298640396237304,0.180430949718609,0.129081606773021,0.184227073990818,-0.0510866590561197,0.213391450948469,0.1540812172093,0.267082858163897,0.253205888843929,-0.0049177692296245,0.0724105405954595,0.297850769573347,0.0063546445958688,0.142736106646792,0.294722140720972,0.165826579510648,0.206980750620496,0.0799491846558773,0.223949962928153,0.0570575142531319,0.210456549002039,0.172040057692595,0.160355990527172,0.0586934139904554,0.185704859850986,0.303355587732241,0.104227152988395,0.19403561353358
stable,-0.0793949249337212,-0.0593468442307767,-0.116913327671799,-0.110457916662907,-0.098694657159976,-0.248846863485416,-0.0115757976503257,0.0208624165583836,-0.247124481513787,-0.132929003859955,-0.295476703907639,-0.0812531017269329,-0.239266986889674,-0.139972463921097,-0.0613078212983207,-0.0313560040008927,-0.112184721972849,0.0712110626844069,-0.180359177916559,0.0862945586949191,-0.0674019176848978,-0.142120860133923,-0.026381831875976,-0.162146088584075,0.0800820927720186,-0.0791098591801798,-0.157687904290588,-0.0652307995248623,-0.165104079956167,-0.268479969496421,-0.161315699725434,-0.128856935119179,-0.151892831748833,-0.107551786450369
stable,-0.0878409357425128,-0.143732467811185,-0.163942473807249,-0.20568054773502,-0.0598681162863457,-0.319143201274833,0.0085290093052538,-0.121800802026424,-0.139889146430616,-0.175964775332238,-0.218267346833843,-0.115764021548396,-0.159209124060127,-0.109713850364509,-0.0314435287824553,0.088197709234617,0.0288391846396383,-0.19422315087253,-0.11535930613108,-0.125575614731367,-0.0991208298165563,-0.0153668738286336,-0.142955719617914,-0.17860708739021,-0.0530377544690562,-0.133797267505193,-0.0633228912995112,-0.07752604945988,-0.16334917546761,-0.0078424666733634,-0.0114232713158669,-0.211920346456842,-0.136734200560363,-0.129433984660019
