group,CD274,CD252,CD30,CD52,CD269,CD7,CD49f,CD4,CD294,Podoplanin,CD5,TCR,CD32,CD62L,CD161,CD223,KLRG1,CD27,CD1d,CD35,CD272,CD58,CD96,CX3CR1,CD21,CD11a,IgA,CD79b,CD244,XCR1,CD54,CD122,CD137,CD124,CD226,CD29,CD18,CD28,CD127,B7-H4,CD26,CD204,CD73,TCR-Va24-Jz18,CD158f,CD337,CD307d,CLEC12A,Ig-light-chain-2,CD85j,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.249159784555684,-0.0474542821807818,-0.0043198232066936,0.247503804978739,-0.0155507692290482,0.225840139201348,0.0983381275027042,0.125576207382107,-0.0030555376665081,0.185170437955433,-0.0237612336619059,0.0471383439977454,0.14785734397191,0.317372147138275,-0.138608954558555,0.173737861051382,0.0288917918643251,0.204808991996575,-0.106927079750074,0.127889059524713,0.0317087468701803,0.0098811278831076,-0.240177077328468,0.0592410409169464,0.45156536183995,0.11070438463955,-0.0553306097687474,0.16540536171421,-0.243518774720569,0.178110232949107,-0.0529456965656615,0.0493497829342267,-0.0450047454480935,0.0749696736994681,0.0210195106428633,0.130262493539796,-0.0024647927751414,0.181109547229235,0.156094835242726,-0.0187926107110624,0.163377112843868,0.0080608434485495,-0.0466819044779342,0.146387179607492,-0.0200864101245445,-0.0699895417490655,-0.0823180803557279,0.0895150388199382,0.0095929743304501,0.125769494575327,0.0462923179171598,0.11781099892795,0.0379638035044291,0.167988558893772,0.209986279637406,0.0774933029339157,-0.0316682611210592
progressive,0.204603010092656,0.412054042214932,0.242714572268995,0.304579424208781,0.151336783753957,0.213067957845083,0.201278624302784,0.232910598780804,0.237751235067783,0.410134658199221,0.123884821816257,0.351328175163604,0.269585588421099,0.346586963497477,0.440664194381869,0.550199863110106,0.238791941036364,0.531310701437359,0.372930688950734,0.146610682422147,0.364717509581391,0.494077290403432,0.462372907585142,0.182425179494508,0.101779780118701,-0.10978283338543,0.330000810221395,0.198846795967015,-0.19164974988395,0.363224192328786,0.285443343912492,0.176654843448213,0.406764662993914,0.459254581591651,0.425412544538408,0.365929610386927,-0.404204983782412,0.135582594750412,0.380797079298871,0.332979215288402,0.414134095569117,0.205094153813319,0.466268568953999,0.201308012333781,0.294595800022321,0.246773225339306,0.354983513220125,0.123218547057736,0.240845694247245,0.358175473555481,0.234138098554254,0.267691069146756,0.33063317940204,0.225954478270122,0.28680984617337,0.262653706094579,0.409552625895255
progressive,0.0353950082506377,0.175602769306667,0.113321322209048,0.156889086597287,0.0916697506842283,0.361151136343765,0.221609817760828,0.439280287174093,0.148360775821144,0.124361357548501,0.441723832614525,0.168734335765612,0.121508658825293,0.340969988903857,0.127149079666786,0.173764741688044,0.165281631420492,0.158955238074063,0.0425765396658477,0.152243582150112,-0.0003159680735373,0.211571696100158,0.0831579217460789,0.192411163288428,0.0683026151140686,0.0047398218934262,0.0888674259929686,0.0572127719371034,-0.0486355370606805,0.0457392789544415,0.0512384782757977,0.0758452707720244,0.217214400671765,0.0864540845876233,0.203500552771744,0.208220371845113,-0.0032034138492909,0.171575300757412,0.0781318915336734,0.076182681223892,0.266875034559256,0.149131403643936,0.114689005576939,0.0707855568005985,0.195557509398788,0.106805596283221,0.0185560487306807,0.0801371466972457,0.0258653631087576,0.191809310745441,0.0734023790395674,0.0132285676078357,-0.0100028926069998,0.0470651476018682,0.0166050404140871,0.0609402025643595,0.100715844553464
progressive,0.572059348171623,0.298374445309818,0.294930323866267,0.162013395634186,0.35025226896936,0.278572003071122,0.332032959261258,0.003394454756242,0.0267617406157269,0.356572944289174,0.303598316061044,0.38057082646418,0.422943784283583,0.2956516178387,0.131038784232475,0.121184469705459,-0.0350554399847524,0.515357157032194,0.125617307529927,0.438307133964085,0.497867659257167,0.249264381909684,0.132419477610878,0.282102860564701,-0.0753869146009507,-0.257031012458306,0.114704735008768,0.0845774494354836,-0.132433659096061,0.242380783189915,0.0429456321853212,0.163302245156436,0.0254680554289859,0.137895149577535,0.25706975553655,0.299007162805035,0.0304910815088007,0.347479697370777,0.236654638442416,0.227398344168168,0.291394786237187,0.075823369091281,0.25032520085324,0.294592828902372,0.19406584195015,0.111034945151754,0.301036842144473,0.460746957944726,0.282701846439362,0.276932183016793,0.094871497101908,0.404257439921836,0.427720432455471,0.2781261553751,0.250695450220176,0.332707592281135,0.348076340903656
stable,0.146652648033442,0.184924222448628,0.332635100672139,0.245565105501346,0.124280475514009,0.474752973636357,-0.114821025478669,0.115917095198249,0.152833122743846,0.191421288737473,0.311482215651167,0.184779036525195,0.107389861139055,0.516397793094963,0.0269516957779061,-0.0092315342018519,-0.0470600714721836,0.402922296570123,0.0746096343057744,-0.0566343831665718,0.070421219468786,0.161590991444534,-0.0175734684738915,0.0320781363487916,0.216684573077849,-0.205125488785977,0.143433360349399,0.224739604368104,0.039208332907405,0.033630290877789,-0.0343738139046922,0.0420677413665343,0.431112335605006,0.167508765681914,0.0866928706756983,-0.093937812092689,-0.246406251982119,0.118266042370633,0.162578959432354,0.121775236309814,0.0752543081744093,0.233535981785908,0.263160623892215,0.120545853346824,0.128774058941358,0.0843984372509573,0.206115322205993,-0.0590197196612415,0.101303919759656,0.200122465590462,0.0997712733331058,0.134658179698976,0.0699822959717669,0.208753699748348,0.229237751531672,0.114481571864496,0.155179135279665
stable,0.159757199787705,0.139971646845054,0.30783395226086,0.244068130233486,0.240048492380885,0.507196669275617,0.365978829953085,0.22134232337574,0.209383922282506,0.14781278492103,0.474152070069941,0.0479376485510723,0.133519054499236,0.499976548781913,0.0543824673628577,0.0800965387538845,-0.158119791166068,0.358047521162601,0.165190838533348,-0.0069462154383651,0.289296599231038,-0.0297884975828784,0.26482469180458,0.109112951820175,-0.0829935416546942,-0.197736797279403,0.148572735268716,0.0453508924010827,-0.0380884439510122,0.175392087869433,0.037884832760392,0.0903933552535677,0.0971081124429908,0.0870833575078972,0.18868933390303,-0.0048162023312305,-0.0777988947610798,0.147194628513901,0.305162912851686,0.1828213525246,0.251762755497678,0.173608368483134,0.286617436385959,0.302472881731682,0.303732131788611,0.0438361465753098,0.076266904517905,0.0204702067501419,0.147692692025737,0.219538782346246,0.0727765420775653,0.134615410384234,0.0008833108901609,0.0921932339053371,0.0800106660014075,0.141882884289027,0.121090845200855
stable,-0.0602450350556391,0.158923034165459,0.129886171489786,0.140382825845784,0.0047399899477438,0.402420729069646,-0.0317470894656196,-0.0727374882709846,0.150282337645053,0.125854203879297,0.428896453045749,0.115759333275962,-0.0214370310794038,0.361319972113159,0.117888280894499,0.0539399244447659,-0.221947095624921,0.271868756424687,0.0979266439758087,-0.0214025617804295,0.122006726972382,-0.0113951167739309,-0.0650945728802268,-0.0274074987115866,-0.0647682059101777,-0.284271402199304,0.103465126876762,0.0820121052440274,0.0574112285160401,0.1553271168679,-0.0894129149099486,-0.0408967120204168,0.182461353219003,0.0251199548802311,0.146873471511088,-0.0595019372509643,-0.259043658374517,0.34765231336197,0.23485346838486,0.0153407946533722,0.230819462868719,0.0901216515680869,0.230142844220655,-0.0808272199175643,0.0308285161107348,0.070927056630239,0.161902820867399,-0.168338804491652,0.045270833815533,0.068149329419615,-0.0173786705512346,0.101389968679062,0.0010076595068381,0.16777684471166,0.251996922055788,0.0109475627346167,0.08457050032615
stable,-0.0157791084480609,0.0941310129379754,0.0784330608070636,-0.0416681312805439,0.216264753398727,0.319032699781301,0.126258974457231,-0.0807530232373424,-0.0517728587648228,0.0447745373785345,0.0870817580663763,0.0653922988030303,0.068090614263324,0.568769984800187,-0.178514140117601,0.030649910637603,-0.234712639078986,-0.0316721286017043,0.0287222221744207,0.0735431647799218,0.0394222933533591,-0.0138816505469063,-0.0352895768973548,0.067359479337634,0.0842527511975574,-0.305584337699678,0.0540812429064707,0.0681370198360617,-0.209006220858945,-0.0082630221721307,-0.134139421703412,-0.0023253805801163,0.136011642230179,0.06270024435585,0.135579252655608,-0.0196718421778848,-0.277563784486939,-0.0990145074408511,-0.015504706270855,0.0893849591678846,0.262264026330948,-0.0652510168052609,0.188451778225283,0.0864333265848529,0.0689014807310305,0.13884276664466,0.121157685774753,-0.0682134045331747,0.0326491114252283,-0.10389533067671,0.146820338889666,-0.0910896339955734,0.0582354806806605,0.165756751854142,0.10234390790328,0.0674203900828257,-0.0236065409574262
stable,0.219399601571069,0.031012296972133,-0.011345406595963,-0.0414574176346729,0.115647715981403,0.35641699140253,0.0184032260755988,0.0461243250926513,0.193420944598397,0.219458689156719,0.188128202656944,0.136135356779171,0.097429600541334,0.51358347578203,0.0137419196465539,0.0427016423279721,-0.334041002221125,0.488219932478561,0.0997381253605895,0.0514261161155127,-0.0016160909782358,0.0757268096956476,0.0282765686214462,0.153837707414424,-0.224432798191112,-0.468860926247003,0.0126033665680303,0.138589317617167,-0.141375838361968,0.0833164587303625,-0.179344656293157,0.0650939441909998,0.043715958213936,0.255650078714093,0.155659261207458,-0.0925387736295193,-0.227853155485091,0.138877041691393,0.125497139620403,0.166695863971354,0.277886850915282,0.198589238131392,0.241412533580968,0.165447743420548,0.0539699739150821,0.254287996383119,0.0821392864571717,0.219828666812563,0.093913499435926,0.102949220338611,0.150813355290355,0.0562183077566037,0.0107466364779677,0.130718252676889,0.157592157317792,0.0253672001217752,0.0867088873554735
stable,0.208339782862044,0.122945317645075,0.114990742541665,0.201128891652601,0.300602029217493,0.313197449224999,0.0891959948836875,0.0786656123652089,0.145572962206428,0.121702248986467,0.259649029678365,0.113778880809612,0.0022471384003834,0.389575689942444,0.027802009627562,0.009553143005473,-0.401336979988536,0.288863491227074,0.0960276362835139,0.101562165293989,0.0509721811344655,0.0984829452943961,0.156522402686451,0.005825160759547,0.0250946312620238,-0.528821599145286,0.0775255215828819,0.183864183981363,-0.205046479583767,0.0905544061299827,-0.301661398039017,0.0505492849548895,0.0248491517087726,0.0369871458066108,0.142113188805286,-0.0227993754663004,-0.248180591339657,-0.0534168823725413,0.0554249291768738,-0.0462591140560475,0.0294971350425871,0.162412552246416,0.266568089501404,0.108868503456613,0.0301646917841272,-0.0636358272044641,0.154081101366723,0.0321787735447766,0.145788735233765,-0.0097224282775813,0.202265735177359,0.0196145822160024,-0.0579928409352126,-0.043686003745243,0.124110129255712,-0.0065397538620437,0.0807203198807329
