group,CD274,CD273,CD40,CD33,CD34,CD269,HLA,CD90,CD7,CD194,CD4,CD20,CD31,CD5,CD195,CD196,CD62L,KLRG1,CD27,CD1c,CD141,CD35,CD21,CD11a,CD244,CD54,CD41,CD2,CD81,CD18,CD28,CD26,CD49d,CD73,CD209,CD319,CD23,CD88
progressive,-0.0711183941339873,0.0976860183674837,-0.193302532958428,-0.0564837986504718,-0.102690330829815,-0.0474008695599713,0.0792409284782075,0.0364993249597824,-0.231735177993627,-0.11739639626747,0.167500707097264,-0.439314475449497,0.0556182913000978,-0.0042654547242975,0.0633352651737851,-0.0652174200934319,-0.278893256416261,0.1272781022747,-0.23438323358495,0.245685454223238,-0.223081564396901,0.0680379485236588,-0.377999084348144,0.0811800149286549,0.363313127138398,0.160349127093148,-0.130215425762438,-0.0806717219794714,0.126071930375846,0.0088578490356647,-0.159227292391594,-0.0407113137065808,-0.138915196313352,-0.0393433716499098,0.0640978174427821,0.0531810262876073,-0.022275832478239,0.015513127827952
progressive,0.166884063537615,0.0531817381873564,0.0343047868006879,-0.0288413002386738,0.0321869531489999,-0.287866642351671,0.0012144036303849,-0.154497560360213,0.182131170682055,-0.184161274364455,-0.0451667559744723,-0.0020222328388253,-0.0396301303844506,0.0335362603307614,-0.208145875663283,0.260131241204566,0.213683190302694,-0.0940232242593316,0.0079510580461317,-0.160632736705292,-0.0833561724358622,-0.328853253800027,-0.0083674901079761,0.139186861709643,-0.0092924677985732,-0.0992597257836024,-0.110845790789908,0.0494568545537964,0.102919381901753,-0.367736531974938,-0.10731015299736,-0.0094269608010722,-0.0638292061570912,0.0586603720703699,-0.423604175468241,-0.441438503307338,-0.384885509073578,-0.173099470198515
progressive,-0.0815586446232068,-0.188729160027495,-0.124713133978948,-0.383748058877647,-0.342105658436073,-0.326224660092383,0.0828735215376361,-0.262091548979113,-0.177002717012452,-0.483285070962207,-0.252824429739342,-0.0521302241746716,-0.164475808124403,-0.058935280044524,-0.0934232517937539,-0.10507555094539,-0.459720137041519,0.179227999419612,-0.334218826394832,-0.378469222058389,0.0699688137804325,-0.322534042813831,-0.0546784370783927,0.213282457923992,0.254869612714081,0.0938661321373423,-0.0870953450984382,0.0225962459591574,-0.0274629168800518,-0.0769404422249794,-0.362934870021013,-0.426772903134812,0.0552565104158474,-0.263684356293323,-0.150663057229358,-0.155210026863001,-0.171381489623837,-0.18598695738447
progressive,-0.368296700989723,-0.115738472597875,-0.390924966001323,-0.351408973342513,-0.222350483704786,-0.136858568162219,0.0970251128862332,-0.183450107222912,-0.492996999603772,-0.0460073747671184,0.184687538350374,-0.187866513377848,-0.0911724600247351,-0.217335664173575,-0.190905115087318,-0.0092475529492197,-0.155566137548844,0.0251531816797811,-0.19442855164318,-0.0922064530006222,-0.176239314927285,-0.0172963601118495,0.264588618122873,0.347193912533167,-0.0005826061439474,-0.138820031679348,-0.26989608016136,0.136147840520545,0.0135612200587889,0.169779885674004,-0.160623305364406,-0.30131383569389,0.163730784344,-0.32261786413331,0.0139318050936905,0.107476148790187,-0.153856454874599,-0.141887333596551
stable,-0.0387334490845577,-0.0087364796228034,-0.121282615648004,-0.0132618748564886,-0.0778939252558297,-0.0324683820103135,-0.174793022807855,0.0740532852700253,0.245488570782497,-0.204391568358973,0.128167295753927,0.187626259861142,0.0012263709477592,0.142848106487948,-0.0519317202687048,0.0784459851408395,0.502236152747564,-0.202875439286559,0.109767465914958,-0.0311231441254463,-0.0598929785829348,-0.0394264016242994,0.0932825940719946,-0.459519625143801,-0.128617547627332,-0.201132051704175,-0.163133900286476,-0.288652960709997,-0.0126027881584529,-0.315198030199422,-0.0710291685437762,-0.0143742661103042,-0.251048587462026,0.230393730135915,-0.189222989425358,-0.146577039315298,0.0906202988884059,-0.0704687734577988
stable,0.234170331050789,0.370236266319319,0.160235509343158,0.34693351026155,0.359897417324165,0.109021125138801,0.103257856920909,-0.0845030091287178,-0.23557962481248,0.0408605143862227,-0.0195168316740052,0.218320689328157,-0.0321876671047399,-0.285372974265868,0.159798678036278,0.173123485514066,-0.194025144655492,0.580172861317298,-0.136164416751119,0.450472716474008,0.352703781687287,0.384399213822278,0.276764861629317,0.430076687074889,0.36027009762121,0.387100128499019,-0.212175261540913,0.288463404362271,0.369966842307077,0.303170931736829,0.0043403397870165,0.0051694555453017,0.185543480931921,0.135586816961126,0.143072196003614,0.274625557055601,0.12035739130168,0.480657018230641
stable,0.0799266982225273,-0.0635507415860656,0.0443002768335404,0.0777135635674712,0.106888683562964,-0.0396917513884209,-0.301603719418428,0.0155771903210906,-0.0297686772465232,-0.0251791724597455,-0.25084949929257,0.114108601285634,-0.13227090264331,-0.0685250689853851,0.0529884916346955,0.0754615987975404,0.0261464336379385,-0.215555807002891,-0.0668587579452177,-0.257240589444024,0.13266723980983,-0.0778873456392169,0.0746212895727169,-0.273923192697402,0.0121842490720848,-0.131669454866883,-0.107550948370177,-0.292919562701969,-0.194930711338949,-0.213498480121016,-0.104572824879072,-0.064970698844502,-0.259021496156808,0.0543220292683666,0.050894533616849,-0.0991323569309224,-0.209935586788324,-0.0623935536790204
stable,0.0357434799078961,0.112540357490151,-0.163433396809047,0.0550409148897699,-0.181390067695796,-0.152750490945954,0.1544679159769,-0.088173398161734,-0.382043452790376,-0.0789505228717786,0.351039283846945,0.0992989878331682,-0.0168197159864197,-0.08642049360129,0.11076609962558,-0.0125519291817016,-0.476956367813658,0.205350006680263,0.058435451645187,-0.0759999415052143,0.0404864852229892,-0.0153573133679645,-0.0108288117807692,0.310704350445356,0.0785729118033548,0.0681059305689857,-0.104723069571612,0.0931328121081225,0.173061324479968,0.194097212009806,0.0528832705580538,-0.0534919972445011,0.092556938800644,-0.226478824894632,-0.0939763780286744,-0.0383334424565828,-0.0239993790825191,-0.0605237019544948
stable,-0.141959583905449,0.0880332090891725,0.013262795404226,-0.113610193132424,0.103084095049587,0.0513730337752926,0.138896634321833,0.152966556475386,-0.202180864712861,0.305425208474259,0.0030966678693676,0.232285534379039,0.182851087447084,-0.0886013050407039,0.351820826595613,0.0015277939400221,-0.25132851620857,0.553840163451664,-0.420084585632813,0.114756881006518,0.133457666761827,0.0857459486721406,0.20194931320186,0.627381628421857,0.38180523753394,0.217906065234199,0.231531020764173,0.486595427894974,0.424696006539418,0.21096512663023,0.0596566582311363,-0.216496850153287,0.283668469839129,-0.150306029562997,0.0094513232190716,0.217510372310333,-0.0873655573059238,0.251192527450242
stable,-0.240751463720504,-0.127834546482203,-0.172059934181307,-0.163474563821655,-0.122009091898751,-0.382481944340569,-0.134051711326282,-0.438719524594274,-0.204093087804003,-0.075984223323823,-0.0950867465479669,-0.0547980112134345,0.0360458759490779,-0.0822329482974206,-0.0899792979524003,-0.528238781350038,-0.250304872053238,0.117742714838445,-0.35443666666768,-0.160464934754389,-0.323609264336043,-0.0592809829811429,-0.13404517529183,0.401143113411714,-0.005703913197323,0.104098243424221,0.0924325632430581,0.121721309356105,-0.147181539565683,0.204100848886962,-0.0869312086538772,-0.157393388144937,0.0916596624388215,-0.329855697580853,-0.155327414279753,-0.122329821467841,-0.392545986521678,0.012379436067734
