group,CD273,CD252,CD137L,HLA,CD45RA,CD16,CD335,CD31,CD5,TCR,CD62L,KLRG1,CD27,CD1c,CD35,CD58,CX3CR1,CD21,CD11a,CD54,CD28,TSLPR,CD127,B7-H4,CD26,CD36,CD49d,CD73,CD158f,CLEC12A,CD257,CD328
progressive,0.170311225740168,0.250930286603183,0.225426416764801,-0.135401267987724,0.135497839295799,-0.234843651244379,0.276216367141475,0.0676350533807234,0.287930243197212,0.0496142488584123,-0.0078701318342697,0.0605305931302625,0.385791560122116,-0.278168222231556,-0.0698545544828167,0.10263390494644,0.0630172664240355,0.0691802121670917,-0.0314446539197333,0.0485802982767378,0.418522329803992,0.169523962929874,0.406958021938738,-0.0449430471819117,0.17964713310784,0.164031547967222,0.250816383188477,0.0636169802349135,0.0157564055467984,-0.137390117627254,0.158073883131167,-0.0828214620288769
progressive,0.0518104601847676,0.214583865718477,0.141439508008548,-0.0904878802640477,0.0174686330935378,0.169716764633737,0.0397737660447527,0.068251891217665,0.20552685417742,0.0911327897078825,-0.160106819748364,-0.0928177983072889,0.37417979205022,0.285957552622452,0.242901970135991,0.249030419908109,0.190533615746109,-0.0699018642648629,-0.129044517943736,-0.160305512774186,0.0339924721182642,0.400752105144271,0.366887366661481,0.161280846675338,0.184033247336656,-0.0145402274596008,0.1709118771544,0.310604560027283,0.162181353991424,0.273789550559112,0.457691782785334,0.291574637648415
progressive,-0.0951995798572379,-0.0765253049503802,-0.160193682467169,0.0132299816691043,0.167388492844738,-0.0695237853699433,0.115707386971307,-0.008117212892545,0.277749905606144,-0.113900801939489,0.1807094520765,0.0084374572470738,0.0376710218340672,0.0757402981859503,-0.172379796572358,-0.0426416915071162,-0.0067495115289088,-0.183578530033305,0.076308750664115,0.0151899351102851,0.0476736279070512,-0.174886588801705,0.0192768385674404,-0.0615152710509291,0.0630371205191771,-0.212188842918971,0.0208331654788487,-0.10439515336455,-0.123921926851906,-0.0726519931278444,-0.0378342181309136,-0.0604761888638441
progressive,-0.158056145551504,0.165156049157534,0.164817593771712,0.128149785835207,0.230890227177652,0.407265153050965,0.211507505342197,0.532891061099228,0.225712782314175,0.17417850598185,0.210435663394367,-0.0278636538435507,0.375365698471725,0.102988347546797,0.447136238288962,0.261613855850451,0.0854506936494793,-0.262484612607418,-0.026843216348818,0.101210838996344,0.179464748808911,-0.0407562123211995,0.21312864228212,0.0978232380685264,0.128220972647261,0.435149179190752,-0.19738818974326,0.352271716427305,0.0173731006845379,0.451427993132109,0.0828730553219896,0.215285111212494
stable,-0.0049981061660497,-0.123884940656034,0.0032653775045865,-0.275839911480626,0.102554761375404,0.0272001956188498,-0.0059676285708777,0.0399440853706498,-0.0446457617315145,0.0208235980187775,0.193920628817666,-0.0407827527370749,-0.15961076162256,0.179874690730366,-0.0439645447279297,-0.128612745750963,-0.0587816069136485,-0.0523837259873845,-0.218160276831301,-0.053058723258894,0.0783166272007426,0.0248288732850447,-0.101098662866698,0.0368915301545915,0.041275425318757,-0.287087864495547,-0.155350342821734,0.143098422316355,0.0151637937873211,0.0132532918994251,0.0348592626434615,0.0045001299808788
stable,0.122968669157257,0.132961153470369,-0.0045620438480746,0.0887928307491223,0.441604235343046,0.25821885453402,-0.0180991459973541,0.230097374619022,-0.194876421465512,0.12962177207365,0.21346842546403,0.390864148099199,0.0498484663601735,0.496563764888502,0.125180643624837,0.196665223494716,0.0863919306384984,0.245016945772228,0.138333316001794,0.168559387686118,-0.16365365386414,0.0885840677958285,0.0212844524177998,0.223155603715121,-0.0140020352187313,0.016006031602422,-0.0181261619991031,0.200920613829434,0.0299723737266796,0.049164948432728,-0.164651010731988,0.200901671382097
stable,0.0449854589091142,0.0770662276614706,0.05698387901279,-0.104701739102729,0.44458552327271,-0.0763563116089447,-0.122885735858627,0.0051220975035755,0.262057515085414,0.0288111516356155,0.363328458729572,-0.309622928446267,0.106680843980798,-0.0364965045729034,0.0503373361178664,-0.135345804345773,-0.139949822498456,0.0696608495178376,-0.350599141533934,-0.34886371483664,0.250150168441001,0.112722931922891,0.0843173668005927,-0.0426103016094847,0.246426037020477,0.133327109041116,-0.155795267517297,0.1560677634316,-0.0832026793920065,-0.177187266206431,0.171229850766216,-0.0603712117168243
stable,-0.0900419570906673,-0.122692059634118,-0.14640304721315,-0.27109580985477,0.118296033355027,-0.168347452991037,0.150274500983045,-0.0395257816930911,-0.121912668708534,-0.125706745006477,0.0822160723959538,-0.2699561721846,-0.129103483014777,-0.0144469170544494,-0.130843267838171,-0.227618797629174,-0.104635919807884,0.136996746335698,-0.28770908324796,-0.207728618762767,-0.158393038567541,-0.0399960516216637,-0.125476231161043,-0.140150006379093,-0.0234537912534847,-0.193983463096427,-0.180267467048072,0.0791253968787547,-0.228233850832429,-0.153540021229845,-0.140530638470851,-0.181890456862368
stable,-0.0928641443042995,-0.321601876114479,-0.137935340777341,-0.161803590971086,0.291195113274422,-0.157342912655956,-0.13604004064886,-0.105747734110423,0.26648045366422,-0.095375512285593,0.353069908191541,-0.473680017267339,0.40921539985171,-0.199563941992166,-0.253825783485118,-0.225352645041748,-0.243776475532791,-0.405965423431232,-0.548610010031365,-0.215280258427734,0.0113571236070349,-0.0483815128599074,0.0342055877572789,-0.080993984330809,0.119719652032543,-0.096140821814907,-0.256569891849747,0.233873900708095,-0.223594937742991,-0.243254742546065,-0.181734905711522,-0.182254035452258
stable,0.0262584600539872,0.162252336817662,0.0819949332461418,0.0444631287051936,0.19166803654011,0.306448845903434,0.238667881282316,-0.0323706697221232,0.29417077086909,0.122065155998965,0.337291852318398,-0.41784676112863,0.314263988302563,0.105211641651391,0.132563514115455,0.0983451663414034,-0.007216243926006,-0.0519347376045452,-0.572204826555833,-0.353988976426241,-0.0693813042004722,0.107574681367783,-0.0601601753636694,-0.0086422909554121,0.052695326764167,0.0250433802694433,-0.106454916195366,0.168598366429069,-0.0473964890821136,0.11252035806908,0.215703284612027,-0.0252661795858973
