group,CD252,CD137L,CD294,Podoplanin,CD5,TCR,CD62L,CD152,KLRG1,CD1d,CD58,CX3CR1,CD11a,IgA,CD79b,CD122,CD226,CD29,B7-H4,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.0754513382322247,-0.149002484034754,-0.143345617457131,-0.111669871857004,-0.048847891108198,0.0195668597726491,0.1305715410781,-0.315453941248386,0.144772214779704,0.0156861832635168,0.0754187303389508,0.0043534829094467,0.266343419765924,-0.0217284410212631,-0.037829643798664,-0.006626557767047,0.093697955909148,0.197894164696578,0.0237380345823946,-0.129721657293275,-0.125560065985241,-0.172129299940977,-0.0389940967807026,-0.0218762491938559,0.010141709356515,-0.030474794161544,0.106713016502251,0.0197410644566767,-0.0359916856458241,-0.043768939727784,-0.226111714678422,0.0599318035710445,0.0039746367882175,0.122706154185504,-0.128016369264806,-0.120414151252483,0.0205337583524676
progressive,0.0578802053722454,0.0655085148457577,0.0494569503176165,-0.0522511144733145,0.127813020141713,0.0921281365919391,0.0426418126259294,0.267171898441623,0.0127598747118668,0.0427346988125507,-0.202897402811511,-0.0326386513376727,0.316955549848669,-0.023630049143626,0.0636463182817704,0.169956186632895,-0.0719374429564535,0.0677961704195194,-0.163100244872913,0.069346264498258,0.0018786421437646,-0.135566986992078,-0.016654248406627,-0.0189058950402485,0.214778789876133,-0.0390837171061284,-0.0076727708948358,-0.10143757823963,0.0841262184329829,0.121920857196198,0.0355741616576326,-0.128406850683064,0.0366718775983644,-0.0681235889709919,0.121442797838943,0.0397640727844414,0.0157418767522548
progressive,0.0289157218755404,0.169906446171092,0.0848915639069335,0.176294309246454,0.111759671297631,0.233160519801121,0.223138678053308,0.140908267918008,-0.315290940565613,0.135081445426876,0.0489787736827485,0.129271033176649,-0.268631192174966,0.0216100860975551,0.128206687636556,-0.0348886334368982,0.154806084061477,-0.0164025843340248,0.0784171694924294,-0.135320549267676,0.0013471640445061,-0.0949971415385918,-0.0104830233314278,0.123747799332931,0.141641283523026,-0.0969138985985588,-0.366975197307095,0.109374225570627,0.0220953194084036,0.0119779452693808,0.115809920987859,0.211523544020824,-0.0101843293225445,0.144336306388584,0.193008558494931,0.247757045467465,0.0601991297527942
progressive,0.0110441997353755,0.0579753114933828,0.205269783425494,0.0074052733845892,0.15573495922589,0.13763099446337,-0.0054978035125376,0.180439657446158,0.172530588131142,0.288370186399299,0.219690641683112,0.242375150076777,0.270921655326982,0.21384343072636,0.0879388608874067,0.219642062508214,0.0211275368065302,0.283589211045857,0.0870825720033315,0.23367383747222,0.230597144114947,0.106943711229301,0.0425478432565189,0.15232087303349,0.244077907491693,0.170822587662521,0.0856655261592399,0.271247555908333,0.0877823717836365,0.246230167161273,0.111482505816361,0.0929530730857305,0.110721955919324,0.114852251914097,0.299635420692491,0.090525063365401,0.130768013882522
stable,0.0990816216264737,0.211936843776788,0.135189353768007,0.214383122114858,-0.19760392628936,0.226336492311789,-0.148057905754439,0.272601050276988,0.225821055004882,0.162342314703657,0.104978416752369,0.270365280548975,0.280510912020911,0.36809802365924,0.14976581490659,0.267995547069094,0.140858200685426,0.0685099993116646,0.257871108823517,0.119052156398219,0.20606636875888,0.186097687714672,0.214303760490382,0.168169516973844,0.0677547472632195,0.250555879517776,0.167046851982366,0.15372139773635,0.433742065080122,0.334553851301195,0.283645890940727,0.185739396866743,0.196364127630696,0.156934416642834,0.199923036749542,0.214379122742265,0.342904108520397
stable,0.0442750091284745,0.174549244843871,0.290709063577994,0.149759924310355,-0.227369047248683,0.311142046568267,-0.109853970369028,0.304586354508313,0.360422944483578,0.131621736739503,0.43162185665317,0.10015127414294,0.450382287709327,0.280924999211306,0.247813070035538,0.297462885459195,0.114625207395594,0.475243852571844,0.109488414971565,0.323694137612092,0.171843394789076,0.0259784307529367,0.123886566280167,0.300485320633914,0.129883794834026,0.264875809950957,0.285560835637722,0.202881826769084,0.166877818967537,0.24229854665784,0.121381673726176,0.227609628012812,0.39264301517512,0.105112103384061,0.313533590300082,0.141600068780557,0.211000033228578
stable,-0.121772253870171,-0.124512446903761,-0.171894015895105,-0.121658009808168,-0.122164762150478,0.0550893059247994,-0.126656520066948,0.0412278313720396,-0.199390137760318,-0.183080050846083,-0.0516912847711608,-0.0976330057068597,-0.111431503886928,-0.179221862950474,-0.230291547457515,-0.0408695471502604,-0.0400379376121584,0.0656686656984297,-0.155028006854049,-0.0272466072497829,-0.0860103466628179,-0.104682475796012,-0.198836704891718,-0.123098449910646,-0.154827183743445,-0.119580259441046,0.0923434189862563,-0.154143434642382,-0.0736227215534701,-0.0566789631930016,0.0911036327617013,-0.133778613844475,-0.0423849604221619,-0.115826075784179,-0.128847286773508,-0.0532564602997527,-0.0868351761860784
stable,-0.0603125347240124,-0.240522716843383,-0.216430257607571,-0.176463942647634,-0.535759656429598,-0.184012370401298,-0.224435502771652,-0.205040461852843,0.0486722044942946,-0.205225506105189,-0.162469936879916,-0.237605644265569,0.0679367165544841,-0.195686661865147,-0.133773525284893,-0.248340461807902,-0.225187620815577,-0.245593844008226,-0.161586534687137,-0.247768213436964,-0.0358562119410834,-0.251352374816191,-0.108387340800308,-0.206208473315459,-0.225911313254546,-0.17120874092914,-0.188732577133513,-0.224429081105411,-0.164633969136257,-0.189861512245376,-0.143802213157788,-0.156586278034578,-0.180065565940395,-0.170309959538862,-0.131313000157002,-0.139665203173499,-0.157391567679645
stable,-0.0911017884264685,-0.0350852900432206,0.0491758451044693,0.0207767356389539,0.126255218824599,0.0015748695333741,0.115024818016995,-0.0080228969201923,-0.420431787130032,0.0347780085943979,-0.0854413304220395,-0.0407102973220847,-0.508473467105776,-0.0942451183653429,-0.0509132535505662,-0.0535176326958473,-0.0966730189362572,-0.238637225639312,-0.110372867508306,0.0724343946336953,-0.061967644183632,0.144347999038605,-0.0662413815965967,-0.0958448351725288,-0.149459426425826,-0.101606525301138,0.0023285564269992,-0.0497277846781299,0.0857707979538102,-0.0680789973209467,0.032457006460637,-0.0671415755899177,-0.146528974345975,-0.131118917764244,-0.122073596907517,-0.161609867495553,-0.0011933343489556
stable,0.11125355167587,0.155743187061773,0.129711378619077,0.115083430970661,-0.240912592115492,0.181342780519479,-0.249075605420175,0.182429161335322,0.358794216471259,0.0371818310258,0.0416817590422052,0.210770835393014,0.379364791057385,-0.0482609207204695,0.214064273569902,0.151248456693067,-0.0277643379299918,0.0969262789493738,0.149879529541594,0.0088886823259554,0.192449264981754,0.0725354374770949,0.270534151531301,0.129614033005742,0.0932026059776981,0.0974757388532411,0.134576766644992,0.0502346670825976,0.0188030513223766,0.197670070081429,-0.0051189161409334,-0.0079152843769229,0.0164721109526197,0.296124700923392,0.0878032422084671,0.125747227360648,0.15066051975223
