group,CD273,CD252,CD137L,CD4,CD279,TIGIT,CD294,Podoplanin,TCR,CD32,CD152,KLRG1,CD27,CD1d,CD58,CD178,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD226,CD81,B7-H4,CD204,CD144,CD1a,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD94,CD150,Ig-light-chain-2,Mac-2,CD85j,Ig-light-chain-1,HLA-A2,GARP,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258,DR3
progressive,-0.073258425143204,-0.0163760943108526,0.0648877884540245,0.0062393520164322,-0.0732498689939583,-0.124830962041879,0.222549003269295,-0.0679928338875189,-0.265522767873073,-0.106864804561551,0.0646861874927725,-0.094916403797812,0.288962938576122,-0.010417172552505,-0.22558302415377,-0.27563174942933,-0.105397580713788,-0.13653220724843,-0.280258431756557,-0.118497566602944,-0.317729168411565,-0.0242652497142414,-0.0184461838250299,-0.122833698096976,-0.090392698760399,-0.0428383147340582,-0.114592542463781,-0.175823414856786,0.0105528204368977,-0.0136395144199003,-0.178961210365597,0.0363552445190585,-0.0818844469210182,-0.0888631900529597,-0.175934101916097,-0.147789506790167,0.0211419345696649,0.142911125535823,-0.0522347827573175,-0.115893432258293,-0.183050318342018,0.0261399431038356,-0.24731809410922,-0.0285932961673587,-0.207893979443391,0.0500379535011385,0.0235775960494372,-0.0966918292372066,0.027596026933975
progressive,0.252106479736812,0.196350864636839,-0.0250551668016808,0.317089062351397,0.0374062262947803,-0.0925109819765953,0.119036953967312,0.0507289531553244,0.0476302758929409,0.0970766207216971,-0.0445481884194019,0.320025889950852,0.150920082913368,0.115612622680383,0.147859981145158,-0.0268535657557168,0.112435031200001,0.0861368503692391,0.0615201155523647,0.0773670127653231,-0.130745613802855,0.0484022415018343,0.0168488919348109,0.0475605556238582,0.0556090255549063,0.257655972127286,0.189478672468765,0.037136938545761,-0.0010579691159147,-0.108472134613286,0.055662472374313,0.105654937149579,0.196270146609588,0.215660717565194,0.129296988279425,0.0080496555563918,-0.205608599319925,0.0855965268446156,-0.149042227699276,0.147455803406906,0.0405902866301609,0.107719617286467,-0.0131759663550189,0.146892708749324,0.125103413926066,0.141458911988784,0.189069674498629,0.317270637038461,0.204927939850047
progressive,0.0879629145469891,0.0254685929945443,-0.115893537778211,0.0010893467760768,-0.0227782764370525,0.145295897265882,-0.15209201063522,-0.0594582907430385,-0.146297451130734,-0.0334401676498537,-0.169262023202883,0.118172097656021,0.0469754571660938,-0.111993459956343,0.0224088387776877,-0.162766899350271,-0.0403825898259663,0.205913106698735,-0.0335166141173245,-0.0090934523508149,0.3171753417001,-0.0552809488996045,-0.0813782952516041,0.0440673967765908,0.0762877212707036,0.053789643360173,-0.0425550968385134,-0.121380964832556,0.0174837553890502,0.0324172473083326,-0.186889499143054,-0.0339866402215058,-0.0489204921081581,0.0189967000752063,0.0121420812688744,-0.0188311296729073,-0.129753702476636,0.129009768940822,-0.0544502369791891,-0.0237510166730914,-0.0340804652060507,-0.13117202325266,-0.100751639544099,-0.128337828345369,-0.117335396926384,-0.0132430204566111,-0.158447387933595,-0.004029207334784,-0.106999727448128
progressive,-0.188868928002303,-0.106024317459605,0.0150721352199131,0.504131280572206,0.0836318473054277,-0.118127250780978,0.0482434621369995,-0.0891161436086912,0.0099313889995871,-0.127031181858588,0.0812866341939612,0.129271452397381,0.200412642488382,-0.127714545249194,-0.0574864400985394,-0.0412400020263175,-0.0783719379625402,0.263453179810577,-0.117774603546472,-0.12328789744634,-0.0155118885826016,0.173108340533656,0.128679339558405,0.0103340848041573,-0.155251445851454,0.0467275116696507,-0.127815667625692,0.0206086387488264,-0.0650348051028946,-0.0211655654909339,-0.208199552327492,0.0077111531141694,-0.183081024838134,-0.003509103056354,-0.066501732561137,-0.104753871058959,-0.0182099061804096,-0.0872298450483312,-0.0595737551046118,0.0072419665784233,0.0238102054520664,-0.121019570474663,-0.0951972672178626,0.0163230019815833,0.0548947476088157,-0.148950876920905,-0.130208766851071,-0.0680037032680039,0.0886290006846594
stable,0.236287364431164,0.193275570246147,0.272127054559523,-0.0806109128707682,0.238548353453496,0.256238408717364,0.216539272544252,0.335742889759417,0.294020905464296,0.244832205308924,0.218577512752882,0.247957473775525,0.131823823176332,0.185524815042547,0.260493884132917,0.316118541565088,0.338190879752308,0.460109138170977,0.291593417521266,0.214325879787985,0.258704903199795,0.354506437844379,0.332453619154855,0.143181240887315,0.323837371626367,0.182822189935047,0.222530683431041,0.196930934795926,0.241991663306634,0.226374398912039,0.256009237429628,0.135223099204779,0.20667482736339,0.191188990709448,0.193352439109516,0.373366888591539,0.11027854826244,0.2966117893535,0.300135866281505,0.0897744319154116,0.237112326857574,0.276608756548239,0.245752797008337,0.269538449487994,0.255464544025321,0.21888230345649,0.317626769795325,0.424620981312798,0.164175222832777
stable,0.0209057058541155,0.24933761225823,0.191106513436759,0.429521861231796,0.21168088683558,0.195906937379487,0.195316258565376,0.155793792301694,0.190200202832359,0.203788642246103,0.105469996195107,0.151435641507261,-0.0859713757386863,0.190319449710559,0.234956633158454,0.125958779994008,0.217988283398909,0.355472238915215,0.234083442991467,0.15008796714574,0.210048440371158,0.196706395071591,0.0909626917185089,0.23046982971397,0.0878110260293623,0.214429335203996,0.241226439817625,0.0074481261474064,0.152592083868014,0.209761323493291,0.183732704457416,0.0823279171979458,0.12204972883594,0.154001273542559,0.156077766945106,0.213987084710896,0.0180612329967491,0.247501102344604,0.174019060231614,0.130558405239179,0.0357788278957633,0.0748556335112613,0.325730331431185,0.190093033362066,0.289475846710164,0.247537242989923,0.154270203559995,0.302313698368349,0.115653082319234
stable,0.04809183667398,-0.0328496834915514,0.0763120356555359,0.164423743514731,0.0409479614635481,-0.114878223520156,-0.0471260303502378,-0.0563888985833954,-0.184186382803897,-0.0806576198872555,0.0558960785957144,0.0982000041918962,0.0325154887909243,0.0279428691370624,-0.0699559903731332,0.13096558956407,0.0146384037599611,0.0660977791234768,-0.0985257461470018,-0.0111357711841383,-0.140153231334632,0.059527285469328,-0.0356464469914133,-0.0279509161122884,-0.0259164398170687,-0.132148535710556,0.093023018043464,-0.140808056564519,-0.0738879206269266,0.0518639666906869,-0.0932584562321115,-0.0541507087984945,0.102187425978161,0.0873526172342772,-0.138459631780459,-0.176523715445814,0.0766293106598212,0.0780888081852748,-0.113689584835222,-0.0649731033842201,0.16602163932081,-0.0127125553456681,-0.153576525812383,-0.0605318688502431,0.140694149376787,-0.0709271829851015,-0.115419106124532,-0.0090180206398348,-0.028270885652317
stable,-0.0593412562365826,-0.0322062658492779,-0.0692106929778968,-0.0776798972144875,-0.126286634388085,-0.28887328813019,-0.185771084886262,-0.0579864507729488,-0.104311209092378,-0.0187011399498809,-0.01066399806228,-0.373928183800653,-0.18438719596822,-0.044572030697072,-0.202613684605395,-0.0707735078050633,-0.0353855920799776,-0.404582531267066,-0.161555951190559,-0.0787142755826845,-0.437697201884824,-0.0956541158080241,0.0024041099474106,-0.326817334604892,-0.0611372064745573,-0.145824702289897,-0.120784179699165,-0.0650169849049439,-0.0038104133823711,-0.0679360051214637,-0.0322310535346456,-0.0135635778622078,-0.0540205079633636,-0.187593599579372,-0.184293487660169,-0.0530437177073366,-0.16535215567257,-0.187049487746783,-0.159126412044549,-0.207045073508528,0.0729404663654673,-0.102748925078186,0.0318690092181881,0.0082934311789777,-0.0125660535246132,-0.147748050122018,-0.0827832336977391,-0.142724374671072,0.0303077878688114
stable,0.0009641465212872,0.0841820240253033,0.0088959368346756,-0.0232534425315787,-0.065427956315588,-0.0021322439264822,-0.107334133992291,0.0055956789226934,-0.103577957771917,0.0556169491819779,-0.11021246109459,0.447934452553691,-0.513894491094421,-0.000612449285391,-0.0304815808862931,0.125725317296927,-0.0530098320774097,0.576568543384879,0.0363110208611974,-0.130203307564157,0.283075532364136,-0.0626864363275158,-0.142240446421695,0.327568082566784,-0.0941377006354594,-0.0774136589727413,-0.0685230328753296,0.0032409710970159,-0.164875014351328,-0.0145218385310028,-0.039321217406261,0.0380002186421058,0.0372121614748309,-0.0420051331113913,-0.0477831227074767,0.0382817960633793,-0.0984598296998317,-0.0686092469106433,0.154861596993527,-0.0188075207439731,0.0893286641760626,-0.0968345399362806,-0.153377949169253,0.090967651728211,0.0057158171322594,-0.0231052374925856,0.0867150268493965,-0.0656182196881257,0.112962049827469
stable,-0.0122373780986566,0.0617380502764404,0.148432970348283,-0.13596316874596,0.0183284413481386,0.115363708212642,0.263495032238653,0.0282929124592482,0.199521927485116,0.0183467977140987,0.072207008779546,-0.212532630348234,0.0261586110131229,0.152337986475186,0.0599918567425476,0.238002511236279,0.0136934749198307,-0.305814179496433,0.19825736640592,0.0419288434397954,-0.12895259758748,0.244395372095504,0.276587205944582,0.0319732774164234,0.163136847405186,0.0715157983711156,0.136430658263297,0.117966070702796,0.133489891693332,0.112857054626123,0.156351958350797,0.136015214678811,0.33060140917925,0.217960191421576,0.260753576307852,0.271147232011486,0.104982707522153,0.0565609323400917,0.0571267684876335,0.117801365468394,0.080138527174352,0.0861889359853918,0.169577868049478,0.141193661692376,0.110141329914832,0.138625637190968,0.0984729050522796,0.0652030408095647,0.0325411657249349
