group,CD274,CD273,CD137L,CD30,CD8,CD34,CD269,CD7,CD194,CD14,CD20,CD5,TCR,CD195,CD62L,CD152,KLRG1,CD27,CD95,CD64,CD141,CD66b,CD57,CD21,CD11a,IgA,CD244,CD54,CD137,CD254,CD124,CD81,IgD,CD18,CD127,B7-H4,CD26,CD144,CD73,TCR-Vr9,TCR-Va24-Jz18,CD337,CD307d,CD257,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD88,NLRP2
progressive,-0.200864063487469,-0.0480514869705922,-0.075045399766246,0.0819318423839374,-0.146014495102402,-0.032577622194286,0.0024388628759842,-0.312003951099924,0.0049169984683812,-0.0597257019474413,-0.249510580650274,-0.119288140594761,0.122545271647377,-0.0116880536677174,-0.262910834845129,0.0860065228323186,-0.0376147515431289,-0.224901790683694,0.0091440334953672,-0.0737371947717483,-0.0624716265366241,-0.0025339437633697,0.177528022731366,-0.368628853881708,-0.124698455811461,0.0476871979935685,0.310742377505058,0.143521614135844,-0.0054728897830472,0.0833448628004878,-0.0978065152523231,-0.0082051449472113,0.395526729948381,-0.16419114371906,-0.197970938648265,0.160062865298972,-0.183539366781687,0.0523066506408087,-0.207049708820112,-0.00089836886112,-0.0977765902723086,0.0258274660086053,-0.0588536933886577,-0.094239214919742,-0.0154859305141151,-0.0803982610552008,0.0018297246530866,0.113979964963056,0.07655391341185,-0.092132091794618
progressive,-0.020017771636297,-0.253328705782598,0.0312968769802429,-0.125907632138084,-0.0412710680436809,-0.155088016146108,0.125373149583369,-0.144185954957924,0.0208484461544666,-0.226898437137394,-0.28338424065271,-0.0477833079887597,-0.202494541088796,-0.0016608186800349,-0.0712376077503365,0.106505339944807,0.128010355980341,-0.354767208820608,0.11371319742331,-0.0592701464933894,-0.0813902249727522,-0.0326996323598785,0.140159903287966,0.0431703250703549,0.28196884815475,-0.130097036363235,0.298601911107019,0.0297085475225914,-0.359347660107348,-0.0371347689051194,-0.145432089190819,0.0899024966655474,0.006004139305035,0.46001323795747,-0.356028816796164,-0.17824233309789,-0.294725925422202,0.0030234397001212,-0.312413204592659,0.144402993732798,-0.0186613996834965,-0.0951743274351734,-0.123535084797507,-0.403170125617826,-0.106801443145359,-0.0341305395591016,-0.0763396813679221,-0.0223636616980428,-0.0318350592100909,-0.0616426104248924
progressive,-0.397881081055632,-0.345953871937097,-0.0816646495479972,-0.171939429921541,-0.0747001544551272,-0.0855674877762929,-0.108150618600716,0.259981529730551,0.116168060838056,-0.246414853379449,-0.374009609273195,0.153430022167028,-0.119555316426732,-0.162980207633327,0.250330519018819,-0.156980654575865,-0.463463946126718,0.241783721066447,0.165377066862075,-0.0620202649460555,-0.302426543750344,-0.358316541600143,-0.471995228924049,-0.292509648626475,-0.316167556671951,-0.293943900592185,-0.418926320656846,-0.165944051357818,-0.0582607566490649,-0.366361896059125,-0.151597680494407,-0.0216736706368527,-0.149809125398164,-0.256307238684442,0.104551357187437,-0.206160190058062,0.218784909547097,-0.396969115625275,0.0150096349580558,-0.394532804464616,-0.275936569064463,-0.209700351445328,-0.289499209916208,-0.166129383224788,-0.443038366251438,-0.362453910234916,-0.225863691979256,-0.273875709340744,-0.376920452592735,-0.179253913101031
progressive,-0.115024360683288,0.26533834216465,0.0662161911819684,-0.0193117767347322,0.075081039348618,0.133636545433601,0.0407463637627337,0.0323442419012213,0.0276848829083535,-0.0538011662517554,-0.128592337352096,-0.0448825769343336,0.015601309264806,-0.102995030445076,-0.255105316933735,0.0851280890421823,-0.0551852132543474,-0.103434103578875,0.237569386799401,-0.195919196343396,0.0696367382664154,-0.19247498124006,0.136926097059937,0.310916437680172,-0.0225497449166818,0.057785760709707,0.298221519933115,-0.152614909304387,0.187020784716716,0.147528359701349,0.0645250699915912,0.210815330004809,0.232417154936903,-0.319281013789523,-0.0145707027701053,0.0756909564796399,0.0285944759063175,0.0134409333019081,-0.118250663145301,0.098177624005761,-0.0197239670456748,0.0970201244884879,0.0910523445669409,-0.161806853305804,0.0111061302917596,0.0451008565848465,0.0346029778701041,0.0504224739622519,-0.162688327272197,-0.0478430507815963
stable,-0.218215850691629,-0.264341689628466,-0.184643399369195,-0.356927233157042,-0.193508452407778,-0.233549149393895,-0.286407305423355,-0.362757115092414,-0.0871461593984671,-0.151978792932552,-0.216731308067446,-0.269880373493135,-0.350694286318737,-0.266982860041373,-0.0357621768767355,-0.258457395412414,-0.0777090101046212,-0.451271335684563,-0.0378261976773273,-0.127605460274919,-0.40465333501745,-0.122849818881663,-0.0648061928445808,-0.132078205433322,-0.106832860813689,-0.221480747987974,-0.0609925996253365,-0.16430964629543,-0.320835753657135,-0.331390160282347,-0.186566741982789,-0.129823618652788,-0.219084026845251,0.177319283425115,-0.249242462684849,-0.294762638978108,-0.0844263021702945,-0.241585520226221,-0.241298624880293,-0.164426111578719,-0.308753750821055,-0.181537355580458,-0.296780282288203,-0.218819202157516,-0.0715056633693815,-0.292571221280323,-0.232535573359965,-0.236850459321635,-0.162670735557451,-0.168879604252332
stable,-0.0352065834196518,0.0924644576531723,0.122539675302264,0.0121350745650488,0.353445440764287,-0.0312057113611952,0.0750527483388393,0.0248819016255477,0.0618098916096503,0.152671526865745,-0.0052259769060558,-0.0344759566209996,-0.0454592857010522,0.143655512313489,-0.182565272682144,-0.0261460188715418,0.0994012357735247,-0.139070329651839,0.003733384241356,0.321714291074871,0.273211588949166,0.148361398178908,0.0306926666277802,0.216001274794961,-0.0127389975059208,0.165200131311038,0.054311085122724,0.0830459405798838,0.0776108837797879,-0.0301782229134955,-0.02752464275715,0.0658321156087346,0.010752655985456,-0.063880576289971,0.274429099140709,0.105945541556181,-0.170500740181797,-0.030698457473856,0.199583236357049,-0.0175120856424131,0.148303941149843,0.0701582656607948,0.023010490597298,-0.0562337834136136,-0.0573485152784841,0.17282441694714,0.0644595516135631,0.0884996327673962,0.240838111551952,0.051277799434901
stable,0.189373601032114,0.116719521655487,0.0723141995544479,0.101690982006954,0.148004833749122,0.396593874185342,0.231076775722086,-0.161727056821504,0.11489081956605,0.132090682190892,0.0379010643456301,-0.261777765676242,0.107921038457057,0.168571629716509,-0.486834588553247,0.114822749344807,0.470064598512058,-0.110064952178323,0.370597652992227,0.0924426763707271,0.225063215088647,0.143273533060271,0.144696697175428,0.0010395455240293,0.387627244553376,0.0646047521591719,0.252730377330487,0.414884454524562,0.0908518609529611,0.123692684209888,0.161875570314485,0.0417848852070542,-0.0097835285538176,0.368993606401281,0.0367765297259104,0.17636936012405,-0.16484642374885,0.0794407712172481,-0.196834312285285,0.12003751961497,0.139012316513687,0.215154446164195,0.0681808130512506,0.0191547612790566,0.0652834911567869,0.147728970679136,0.0742638474789986,0.100636403351988,0.19429302006739,-0.0412127972487208
stable,-0.0866224148262625,0.0525956650005219,0.0910049237227949,0.158555713629168,0.244626875549901,-0.0350760592039194,0.0573630748667986,0.0515877451786025,0.0521031530144623,0.0279232622662801,0.171422616393586,0.137456367158935,0.0332461836705438,-0.0848756205472727,0.0487079627610473,0.237453022145933,0.319070017467698,0.115100858089087,0.100824823730472,-0.176923563965997,0.0140278031191076,0.0312314496924609,0.0667205528592061,-0.0044705173661195,0.147338718260109,0.130436509957515,0.304319887984054,-0.0027491748734033,0.220438815152301,0.108957077688246,-0.0542168164602245,0.120656460874858,-0.0800757416133735,0.050163618740383,0.0891457779468544,0.097953177788937,-0.122920737188329,-0.123378360506844,-0.0079072287877898,-0.0761210330078421,0.169768756110868,0.0988990578604963,0.178795139165566,0.0462209687657472,0.112421081006115,0.0374442658980668,0.138123252986703,0.0419568801896291,0.0445849196958823,0.0567046788871797
stable,0.0484620292078562,0.189248188606949,0.184195229577441,0.206719386074837,0.0606865250336113,0.123028894540341,0.125975127594266,-0.0829325305205802,0.425781839304664,0.0427940312315421,0.167391465054802,-0.27197859151762,0.126953665493249,0.350484542448489,-0.324811514682067,0.201098183105439,0.542636121855354,-0.547558845740072,0.222456059715302,0.160423627950204,0.123273071984096,0.0653638292025075,0.261063062235148,0.158320421542081,0.549249897170651,0.341961587899099,0.341415812691748,0.187545174034442,0.217639003197006,-0.0731904848581478,0.0780575623515446,0.406007519033537,0.23097996899751,0.113791343687014,-0.0353030932468172,0.235536204401706,-0.176280197617005,0.0774405870909645,-0.205746608180352,0.0063606251232791,-0.068631188728292,0.254444795680725,0.230663731657559,0.32492674786063,0.138250444734298,0.251344106467786,0.235536867743214,0.373106263541257,0.344225674629341,0.0773435769893133
stable,-0.0443609588866417,0.0162945733464191,0.136912301108653,0.0703762524008788,0.157063774174596,0.064943770329918,-0.0693881564709626,-0.0781326136643013,0.15701642667119,0.168287698201702,0.132732303237399,-0.110518878224961,0.1038136398177,0.464475603264883,-0.0530039405629417,0.234228422129651,0.504707923097039,-0.134429057834462,0.410658680560047,0.369667318912469,0.201233772668871,0.0497462558273407,0.0407586092831435,0.268291400069372,0.599142313528937,0.0445874793470804,0.252238081417619,0.447936545853678,-0.00329264122021,0.140389133183619,0.111725334018907,0.145413122588392,-0.0578907310921626,0.19127965327706,0.116750125427771,0.183882699497145,0.153689842766382,0.239872500864865,0.203637492256109,0.27247178979373,0.0684548653187237,0.0517788952979913,0.115327084291231,-0.0215099574786742,0.23887321618484,0.0484612488120174,0.16930635154713,0.0626778410059042,0.0511185958630771,0.295652459073494
