group,CD252,CD8,CD294,Podoplanin,TCR,CD32,CD62L,CD152,KLRG1,CD1d,CD58,CD96,CX3CR1,CD11a,IgA,CD122,CD2,CD226,CD29,IgG-Fc,CD204,CD144,CD158f,CD337,CD307d,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD258
progressive,0.15742885330833,0.0899200302786933,0.312121969666223,0.0861755655532297,0.211221126317282,-0.110549797822294,-0.146941415293381,0.175711471182722,0.173278461464856,0.213684971082823,-0.0086790441990313,0.161831189234683,0.226645687600644,0.109768246087741,-0.049201458816953,0.154507230553839,-0.0197229612472172,0.122341247872134,0.126728239839104,0.0789694914564183,0.0793051843471071,0.0625992496378711,0.208249164608601,-0.0113477019496764,0.0223321218875504,0.19019713723333,0.043709341686111,0.377115881130918,0.0557106647892277,0.0616690255127423,0.137281545794252,-0.112265642343821,0.284622419794799,0.119442847881255
progressive,0.205275903938513,0.0859544268165614,-0.0367847068198642,0.0577543130845096,0.0512310896205572,-0.0420860878355394,0.092247368105989,-0.0009671646170001,0.184253766864675,0.22468002706736,0.100350296236789,0.217806453420771,-0.0092207849070555,0.0346067291609023,0.123596576747516,0.0192364082882367,0.0420721606257757,0.139801849427796,0.187383114098663,0.079268823500034,0.0953179864886884,0.20389138016546,-0.18050395417165,0.116249270898644,0.189017195350975,0.231065054534137,-0.0048590648085856,0.0953513671729034,-0.0513514224049424,0.0803864609262745,0.0684483087067792,0.0456894324652628,0.304016681144285,0.185502041132716
progressive,0.0060480139174204,-0.349995632649577,0.0473690053541137,0.0685488239585673,-0.0062600147738195,0.157315258655818,-0.0818195890509234,-0.0089062630409244,-0.0636887318372961,0.043456081969487,0.0850018409597427,0.116627468465963,0.0847194871130388,-0.176454756358084,0.0108050430487775,0.0873219206645784,0.0682418073933269,0.10874271820243,0.175577227542943,0.0900242347457176,0.014002140447954,-0.0010605333967388,0.0353790114069753,-0.0233122421895956,0.125773022545141,0.023497677002573,0.0300839942873815,0.0306675468486058,0.0536045286652793,0.109572497048718,0.0970829667676027,0.0960807858306092,-0.0407925088173754,0.0990429826706948
progressive,-0.123731247527142,0.100891276274431,0.191888913117631,-0.189141519227851,-0.191910549613841,-0.166787103184997,-0.177955218958454,-0.118940139734543,0.182216008663012,0.100414295627693,0.0257822350693198,0.0421367610549649,-0.0653701418028561,0.32229899414515,0.0973328906954128,0.0725868167037029,0.0238900245776693,0.0162519513896386,-0.183029502265273,0.146679381328712,0.108402022413755,-0.0920939419230471,-0.0115218692689555,0.0227199025700889,-0.180007375398821,0.0378404308963534,-0.0307653561331379,-0.129598626928949,-0.145082168624528,-0.195076322556173,-0.032429326945712,0.0280621371175501,-0.0030339169886896,-0.148329012707309
stable,0.127971070139437,0.201712688666841,0.113165316022718,0.19528411722548,0.25933774589113,0.183573123288634,0.0006784598050825,0.216502400599358,0.0812077959512804,0.0683209034606619,0.173428420557132,0.185094624594951,0.115550006281007,0.144291019453841,0.135675097878247,0.186313814418722,0.11490810571357,0.145822022353103,0.0423523721505365,0.0819775069523756,0.1094504431145,0.0899297821780768,0.138315951195389,0.128578327024382,0.187619763116917,0.08372550700305,0.217974803756954,0.234383062587804,0.151781979339119,0.261052273818723,0.184153928824538,0.190020175401378,0.235691580059154,0.18474921570303
stable,-0.0173220443092956,0.0842563456408268,-0.0459747560610566,-0.0734592296356409,-0.0995984997398458,-0.106418652348401,0.130554213419702,-0.0691472471285606,-0.441255839086279,0.0283051399039011,-0.107095932587019,0.0750675228901337,-0.151918541028485,-0.500129879919948,0.102092889907718,-0.0829846226796738,-0.259714479510648,-0.121604065986781,-0.379824257089249,-0.0238093322878808,-0.135342971465163,0.0646366783563921,0.12563033112864,-0.162484318546235,-0.105106568189137,-0.106288490571615,0.0774301322477245,-0.0636094608150723,0.060805253448124,-0.0778239289148528,-0.0689095739311434,-0.091602397306486,-0.0976813860959458,-0.0137729368407296
stable,-0.173281173969713,-0.182001429384864,-0.245660430545626,-0.18568045842408,-0.288161182970791,-0.154160529022346,-0.116898434528328,-0.236703290281487,-0.0951511562626598,-0.358753884920887,-0.237517953239893,-0.231037344678688,-0.313655569274972,-0.0885436993415454,-0.217960333390455,-0.23543340216691,-0.259743365811313,-0.280428043924726,-0.111722894462273,-0.525601781450342,-0.362397536679429,-0.0572543247537856,-0.333537634834257,-0.227201648580995,-0.159620011475395,-0.173215240116103,-0.288846718572075,-0.192069927696976,-0.173688896111281,-0.252393048504021,-0.190804620339681,-0.143665093881749,-0.335642238361642,-0.275160377136854
stable,-0.207078833053609,0.124920789571121,-0.21639032251008,-0.195260334717025,-0.0117400430393031,-0.0755503321875661,0.176116589214464,-0.177631739151693,-0.189908529980985,-0.179216998075078,-0.119189211251873,-0.157844047892498,-0.0657757940824905,-0.192410556744274,-0.131340588535298,-0.100238979536618,-0.100334716442567,-0.159853393441932,-0.334967950690877,-0.190140380640117,-0.100338345946896,-0.125457299860804,-0.112030043409777,-0.191997903522862,-0.135839168843323,-0.236696520503347,-0.144951011221142,-0.168699532135757,-0.121152666074895,-0.107742189088256,-0.0297438854209263,-0.0807752038154023,-0.0593869878692204,-0.242342800625259
stable,0.183662502290372,-0.0420246469110432,0.186102478295182,0.207863311172509,0.319138225152507,0.287147611525841,0.262580060631271,0.165447603974251,-0.0357782058366167,0.091148650672088,0.194507526997295,0.24807618806127,0.173088273936528,-0.0915492072505593,0.259158933294159,0.128403798344218,-0.0985610222193452,0.339024487630969,0.0644421412915631,0.0521339258605628,0.207076735415918,0.175518508952088,0.21597576603284,0.20711163997095,0.105821134387315,0.197542578276565,0.0676288186913021,0.294056222461346,0.0730097243727042,0.244391693118858,0.168365654858537,0.207209782391828,0.328319518471221,0.281753318890503
stable,-0.0307490536590586,0.158883102338786,-0.0219627500471718,0.0426964453185891,-0.062729636105948,0.0695743044092924,-0.248937403846043,0.0562899810228571,0.425666802327121,-0.0260955719118158,0.10516159875262,-0.0043399822324151,0.0263291470151666,0.619844003490832,-0.101627057207893,0.0188080229899675,0.246183170348011,-0.0881904751705393,0.216434934233072,-0.169654233416589,-0.0520114897244477,-0.0733906853266012,0.0665099610115474,0.0966394339973435,-0.0929820993195204,0.208752651352194,-0.0669677904789258,0.0283347611902111,-0.0039350292133432,-0.0551423837756001,0.0214267828486584,-0.012387266985804,0.0974995725216834,-0.0791315942535305
