group,CD252,CD294,Podoplanin,TCR,CD32,CD62L,KLRG1,CD27,CD1d,CD58,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD226,CD29,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD258
progressive,-0.23499088814062,0.061688177771078,0.0042811193604451,-0.238600307252229,-0.248797257408344,-0.0841498711510382,0.0164820564096734,0.19134829067562,-0.268888734678928,-0.0797702732753073,-0.12750172874573,0.142605106058882,0.109195030486281,-0.111562533239472,-0.0915075531227323,0.112675578613498,-0.133356048643795,0.0160363756351133,-0.264221898427306,0.0154268462719436,0.08601635330945,0.094418155375853,0.0399458382856973,-0.0372202031459174,-0.0413681788655879,-0.259960171141951,0.153487589287202,0.180589008194779,-0.0456423198608985,-0.253872758593065,-0.106014403060274,-0.173871895820725,-0.181420643520466,-0.0650476687714907
progressive,0.0655681105132918,0.052214336634257,0.104268050282323,0.093240583109414,-0.0690387810208081,-0.0304923038165958,-0.127863352815458,0.328273683331045,0.204457357093563,0.131574293839947,-0.0013465273197604,-0.198637948798557,0.123128075153591,-0.083651976044886,-0.191738531423427,0.0190882079162164,0.146189777152646,0.171962923416278,0.0946701657587684,0.0990983730835867,-0.0367350387470404,-0.110755142303474,0.186860590514084,0.185464130159509,0.123910840313153,0.0661001160312595,0.0583673206525288,-0.0519379336398027,0.155230039285944,0.201109950749151,-0.0260895052458388,0.0133725168191013,0.0075499377933608,0.0591859388506563
progressive,-0.0139176035680718,0.0958750579371007,0.0985404256696425,-0.0652605348240991,0.0108922674767607,-0.248416274670666,0.351020161728886,-0.078232316141624,0.0317925862038344,0.0700133054825882,0.0834602142906841,0.388679686181231,0.109561992114634,0.0464707430959935,0.3584163948953,-0.0457393711163279,-0.0430795426980611,0.1502537722405,0.14694596027484,0.0651559234149623,0.0431766093729045,0.10225478627198,0.119177988645622,0.142704282048825,0.197622957264784,0.08501844241981,0.110237986681236,0.178672209482249,0.093198662668311,-0.0500106219314846,0.0881543705026434,0.135697736381821,-0.035646949194515,0.0690127220722981
progressive,-0.0821253934420712,0.0467245525344853,0.0216378475969218,-0.0126399496358382,0.102296571405736,-0.125002690390329,0.190636542185123,0.0373915009781979,0.0613261236530673,0.113925702582218,0.0769272939447975,0.27813757370032,0.011593268242385,-0.0129034826702853,0.292759587333608,0.100774817806487,-0.0497670866998267,0.0264668820596656,-0.128355540595671,-0.158863861263793,0.184898619516243,0.0396944649736114,0.026187487064093,0.0039053428170093,0.0279281191701576,0.121835511121518,0.0046581349074821,0.0930451680515533,0.102667946056415,0.168097379832606,-0.0491856829622046,0.0213720657686496,0.0825297657042359,0.0684011744348201
stable,-0.316772323761018,-0.315711687628128,-0.427885434437122,-0.363282045176705,-0.337832862115117,0.0595391969973053,-0.146875530090126,-0.550422176691528,-0.241610698086506,-0.350195677401016,-0.368968055519892,-0.225334611841763,-0.274338370675472,-0.379839419693274,-0.261727214245712,-0.235159593065327,-0.391291631942448,-0.263812955048323,-0.246845536217856,-0.30360145991603,-0.375334107032317,-0.298171108110823,-0.290870596277623,-0.31845893289449,-0.1559202811611,-0.263403906329617,-0.360856517053275,-0.328408102130009,-0.31599178012416,-0.397912725931164,-0.283229315880605,-0.294435270789906,-0.297297622212834,-0.386875541028627
stable,-0.0964226435029551,-0.0831260740901932,0.125182949809049,0.0921634111897858,0.0070657061957601,0.0394301128569175,0.0450557003272518,-0.0079711602889309,-0.0152813721244708,-0.124067790388895,0.175612673675114,0.0029024134388489,-0.156372125662463,0.0100527622385187,-0.0710899311346089,0.0524292823557462,-0.0154733850125491,-0.0126170934311109,0.0667060482892668,-0.168558320004051,-0.150459356801834,-0.051927958409729,-0.0351188600476459,0.0587680444924586,-0.0483718306995259,0.139550685515375,-0.110306000925836,-0.0344910173307671,-0.0467989869186934,0.122171563777599,-0.086790957207606,0.115985769251378,0.0327264905786742,-0.004281389906082
stable,-0.0929018780642687,-0.205774470686774,-0.112818449208384,-0.11216979158182,-0.160448002107582,-0.187096170135243,-0.161137259074831,-0.130138866713641,-0.0354440374054097,-0.0183911674607398,-0.11631706331288,-0.147747181154169,-0.130378882388735,-0.189556878373701,-0.0845611629846758,-0.110610823798384,-0.349748603476652,-0.243249693741205,-0.0932823848006527,-0.136939250874035,-0.141592486504335,-0.158454418996227,-0.124992550403194,-0.129753255263348,-0.0018070144274407,-0.139567308834702,-0.16134456483827,-0.134758739593846,-0.0147785716305082,-0.160970162501542,-0.0103522328707007,-0.218110803900922,-0.110738506954715,-0.140482228293126
stable,-0.0759438981284211,0.0237913343302877,-0.0063272811411178,-0.042095557480767,-0.0100848766110276,-0.232353152851207,0.111751070476178,0.0169806535976797,-0.0776489800224638,0.0845349256520459,-0.0399890499752817,0.11574473603357,0.0277004891693236,-0.0343201591295253,0.249270823377275,0.0050002172371072,-0.121440417144677,-0.100673193843385,-0.050410999171727,-0.0304661472760142,-0.0827728114472643,-0.0336192755603724,-0.104597459416016,-0.054485857651158,0.143787923385267,0.033636443140261,0.0642088227592463,-0.0021299589819124,-0.0835578744282134,-0.121713055211432,-0.0067649591908348,-0.0711120076160199,-0.014975285917559,-0.0364834707094787
stable,0.135826971367821,0.127210825472345,0.118256694633385,0.102760237052665,0.101376577191497,-0.285301576749891,0.378806677206652,-0.445728512442808,0.0330520151537503,0.148999743573714,0.190129676180753,0.333033544350439,0.132580148034622,0.0346372074850969,0.306876351636041,0.0478460510132397,0.10006053764252,0.132885113871329,0.246182917067553,0.0184016235033918,-0.0925185524736904,0.203961694614384,0.0727599321313435,0.0947476542642577,0.162270010486715,0.0328875171192792,0.0462933263939864,0.188097204451695,-0.0250120888708043,-0.0211871003223006,0.247167588882131,0.0380073944890435,0.0157551772371334,0.0536241981808256
stable,-0.0009016038433963,0.170571803401658,0.0079729963188206,0.0898608550447112,-0.139706769001906,0.256393015082082,-0.38986420406897,0.211315059703646,0.0724166650381348,0.0439732405761886,-0.0548173710282748,-0.540093723522443,0.0666208964036089,0.0621856206668109,-0.335721290962439,0.151183100628623,0.0447571544483739,-0.16409474360041,0.0868986608454221,0.0447321957312858,0.132299119746761,0.0007888559031837,-0.0442223674407775,0.198669602030351,-0.0189306442909131,0.124550378411513,0.115725548946411,-0.0224347023322596,0.0072475743381533,0.162252407071387,-0.0977533585336865,-0.0904088858482959,0.0836797654160754,-0.0664217892359117
