group,CD80,CD112,CD30,CD33,CD34,CD10,CD45RA,CD7,CD49f,CD16,CD294,CD5,TCR,CD62L,CD223,KLRG1,CD27,CD107a,HLA-DR,CD66b,CD96,CD24,CD11a,IgA,CD66,CD244,XCR1,integrin,CD62P,CD124,CD226,CD81,IgG-Fc,CD15,B7-H4,CD26,CD1a,CD207,CD158b,CD158f,CD85j,HLA-A2,CD328,TCR-Vb13,CD82,CD360,CD88,HLA-F,Podocalyxin,CD224
progressive,0.141704453659868,0.260497047428762,-0.098583674856667,-0.170691163261566,-0.23060756100498,-0.0302806398660183,-0.149599977332177,-0.0593834928136509,-0.17788660542861,0.18762921320571,-0.419474796972989,-0.0130855475440313,-0.0902142809910957,0.0172174268743563,-0.103773821835378,-0.0077831933045679,-0.198127767983254,-0.0218810156864768,-0.0785370496152751,0.337569574876342,-0.0591153143916763,0.148764208599544,-0.0616411231037214,0.0625654114804732,-0.0760616843618855,-0.120376584993372,-0.144489861645021,-0.0907005423514359,-0.405881300456032,-0.147544382024219,-0.277558549575841,-0.236877908579878,-0.0324041216124351,0.125842308516864,-0.0483204098257484,-0.0139975360071914,-0.0042081532579203,-0.0046835691107948,-0.145457350568558,-0.200407045206683,-0.289337248431523,-0.0959467374658671,0.0804932452339217,-0.260120190978796,-0.192880641649634,0.0525624760896461,-0.196491589584789,-0.236281356094944,-0.309052290413327,-0.202887619882555
progressive,0.338793327699662,-0.203204652642784,0.44596336042921,0.429063726838352,0.174835711219915,0.0509724056470004,0.187667332423852,-0.0144567166553297,0.343575470393319,0.0421585688393751,0.387764784251822,0.155486297897167,0.40337896221809,0.348987232311029,0.448179408788029,0.16120367061098,0.0982330718605101,0.185657703771085,0.439941577448303,0.0719216421940441,0.266396981086781,0.271485768755172,0.0098500572020473,0.484664898916107,0.293276520463561,-0.18096637130024,0.436699493112013,-0.0179612312339897,-0.0600888721080328,0.415427748803728,0.292145134939243,0.0452774117441593,0.289043740857133,0.269666587022974,0.305306755605934,0.622209057401589,0.457686875288673,0.263368967423713,0.0935625360231419,0.345963473051548,0.218736915109085,0.359786267973053,0.244473211760845,0.144760149993466,0.433336357756359,0.575240774659876,0.308061360256764,0.330784194123724,0.345804708930794,0.0496611689561212
progressive,0.0699933434265164,-0.146855844628659,-0.24952897615235,-0.0512596747373684,-0.142693015249262,-0.247501955482794,-0.134274994832796,0.0642779520130322,-0.289244973900194,-0.133365154930714,-0.159430265019882,-0.158425506920074,-0.0904436254831356,0.172928048801259,-0.12785995233472,-0.4131253798262,0.0883360848390003,-0.102449941681811,-0.0555675566993971,-0.0415335006789162,-0.244901918790773,-0.116424461856077,-0.419662401351928,-0.153874112614321,-0.0465685449692304,-0.282858214306213,-0.157672311810408,-0.0110421326864842,-0.202507285225675,-0.191094908166359,-0.198543402472343,-0.132034177379099,-0.0628375252681654,-0.204565784028751,-0.178749512387821,-0.015502895307856,-0.189241236626056,-0.1992655482816,-0.122106814373681,-0.151331360466881,-0.225501157594361,-0.179294827434726,-0.191697746944579,-0.144649058603948,-0.130626255050708,-0.0250912980217175,-0.157152843564101,-0.0787801767266853,0.0224325416737122,-0.0831770101829219
progressive,-0.0491727233853189,-0.0200423218288502,-0.280038878766877,-0.346084594958535,-0.184142547312383,-0.408230316211435,-0.0932203858391056,-0.0190599996917911,0.123468997910079,-0.47222392690846,-0.222520256768334,0.0518514726288842,-0.22379933683797,-0.0070892729503774,-0.165583158059085,-0.180445166849349,0.015631170632011,-0.43366769594841,-0.119016367766236,-0.466588516308175,-0.109830698488628,-0.210849856930796,-0.0707881592424476,-0.395976925263267,-0.453997521877873,-0.0705317563016416,-0.418793039858548,-0.423282629195619,-0.0421506662227475,-0.264625287044166,-0.15244330403481,-0.196782730639164,-0.332746587541301,-0.46710160510135,-0.334660349384896,-0.247867235874076,-0.134082918538058,-0.247951069768084,0.29633846332656,-0.302783166400168,-0.199274142911654,-0.0790098553705987,-0.154793868428556,-0.197027085781735,-0.365477873421581,-0.247692573375307,-0.306345189844627,-0.316176905079114,-0.279048126840668,-0.280746855869961
stable,-0.0782967569348626,0.0516133319040843,0.099075086937829,-0.105491051972859,0.183794610944426,0.0433122792871408,-0.189449960419396,-0.0349708520076619,0.146350992237326,0.105681666905163,0.0952346172223249,0.0222326727896493,0.0038366369658322,-0.291980299392142,0.0860250106763676,0.0399948250042682,-0.0090639228157523,0.20910529911816,0.141103772319257,0.211974621324906,0.0339947210957376,0.0752720852912131,0.265048717393099,0.113782064146268,0.183038717428947,0.0151007261020585,0.0764389275887407,0.0634041059703696,0.132791251723099,-0.0220706472496561,0.132817175917492,-0.0063435471510072,0.132981972593004,0.107946600414581,0.0965619764735079,0.0129645307299591,-0.0065078294821988,-0.0533924732732222,0.134403070780792,0.164190012516785,0.105066538642127,0.0301824074680176,0.119682490535469,0.0539007970548636,0.151914999977724,0.0527321637637772,0.0369452624114223,0.0638478620045486,0.13443852433596,0.0289855727581423
stable,-0.041944298165956,-0.0842569829222056,-0.218499389317973,-0.481619268840122,-0.545171962206739,-0.201501414196781,-0.293497655960439,0.295536287172812,0.0482294166575921,-0.288019872487216,-0.275712616910135,0.289452969132259,-0.357269019064531,0.146079395707707,-0.0798656131700474,-0.587559413143642,0.106599911587274,-0.159464710091491,-0.222526477887828,-0.204138835373045,-0.166887338460315,-0.266952465001785,-0.416185758943433,-0.207328142901612,-0.181274962233927,-0.37653908919627,-0.10358276066571,-0.267244459359061,-0.137829647580748,-0.296572032163103,-0.247936110727395,-0.286826806561852,-0.221124304053808,-0.22167146022835,-0.133652628522643,0.0420403404611298,-0.247635936885669,-0.162699436892148,0.0991402122325597,-0.168046844910333,-0.213395459509153,-0.407813306692213,-0.136585864819729,-0.263780243643299,-0.260679561006749,-0.318567105728773,-0.402959633392255,-0.208329617769243,-0.249959750421205,-0.358711878322497
stable,0.175830610736022,0.183853841380253,0.0961279882881545,0.0718541707354632,0.0634967771964526,-0.0314185204745988,0.472663987319677,0.421313170395368,-0.182646258486299,0.130623026742966,0.154664366568322,0.338686292762295,0.108304825933789,0.456526751184223,0.375652881023654,0.138241540329202,0.265865131320254,0.0689680946850107,0.0189656817594076,0.0686872167487243,0.0313352991167911,0.0738573718422204,0.0053026119277719,0.168679400423975,-0.0464655477638253,0.197674434268773,0.173953105553764,0.260089094505049,0.0210639053095856,0.123391326848371,0.0925823711236846,0.184501605637352,0.302451921148892,0.125469626832702,0.100212949144227,0.178126298528375,0.103554516319449,0.247915393413228,0.180159389256402,0.157063794660827,0.109451679619853,0.193966625352305,0.0626655721861948,0.0865285595007425,0.0658903504945662,0.328814316299068,0.14435287267019,0.212856224175421,0.326350822538387,0.124772407454314
stable,-0.0216598249746039,-0.211268175684962,-0.111964963874785,-0.248167892872813,0.0557120709555141,-0.150216924376917,0.270225409888231,0.347496620792622,0.013188067348572,-0.0936366556454604,-0.191924085032194,0.068212815566392,-0.087634807776322,0.458725921145664,-0.100151463257463,-0.445407197156035,-0.160148658211852,-0.179507092036629,-0.0701423519832863,0.0204097283990106,-0.124585396479941,-0.139156317969042,-0.50177319311864,-0.152138382940405,-0.137309832012836,-0.283735011424647,-0.176894714427595,-0.0817945340650654,0.0363650333549662,-0.0828922049669255,-0.0321507379586813,-0.474842784200193,-0.15281248231073,-0.0836961513603946,-0.0686955779254204,0.197724366769884,-0.106206221939067,-0.132341330198788,-0.0723931253068702,-0.119085288808479,-0.238766806397488,-0.131819262961418,-0.0821844610308944,-0.116796095883984,-0.159324093422158,-0.122235144552652,-0.114912577983978,-0.124224729798068,-0.0754782708742546,-0.095567008312587
stable,0.119359489758307,0.403160407886147,-0.0213587408996321,-0.0165868054676952,-0.0320647845496646,0.0065033964440739,-0.0982483845137837,-0.0059735255483345,0.202415185423892,0.0253335039410052,-0.0340280865846826,-0.0356444933379321,-0.0114329470932452,-0.194989518830612,-0.140247403617009,0.304705498987884,-0.328577170912059,-0.0461218415549928,0.135348693489164,0.090561161512925,0.191821444227189,-0.0902732696630354,0.326513749403701,0.0396776390033184,-0.0823225265980267,0.0908337962277642,-0.081059028592065,0.105843611455045,0.130625177738274,0.0082484161531712,-0.0623838579035631,0.255030543140371,0.139121575919486,-0.0506244561208987,0.107498626702254,-0.0928068776011085,0.049398097929243,0.226995441285605,0.000421368967418,-0.0293111049432229,-0.0663215986808095,0.0974211285214557,-0.051492640731529,-0.101283270433536,-0.0150320750129458,-0.0763392930518262,0.0559501811745322,0.0431959986013723,0.066604872946728,0.0636300668659657
stable,-0.402254222718978,-0.404430033383769,-0.260901411811743,-0.194615088729304,-0.186223239752198,-0.223260487568552,-0.0096069152559536,-0.190919945090072,-0.456483455194815,-0.0715877477861736,-0.214091525204137,-0.36262692684087,-0.342407706820123,-0.243038378760748,-0.143363588889708,-0.064908516194332,-0.136651877340923,-0.177070539334301,-0.262528816326712,-0.181110858857564,-0.196910364431251,-0.201244630244913,0.0077965526942005,-0.339865638876546,-0.0715621352382642,-0.12831228733178,-0.184698369405747,-0.0900885021004054,-0.464390138798163,-0.291408364532611,-0.455774973147786,-0.0968973116755367,-0.508359785837867,-0.232297269713279,-0.265044768629206,-0.180343704782125,-0.216601414294551,-0.455745825273413,-0.436206673457884,-0.114470952483095,-0.228842650992274,-0.257378443619441,-0.253297468971747,-0.263410591404951,-0.278833550470225,-0.168604665458287,-0.211471770954609,-0.224504621012361,-0.290194208566842,-0.264885379295957
