group,CD47,CD7,CD49f,CD16,CD5,CD62L,KLRG1,CD27,CD66b,CD11a,CD83,CD26,CD304,CD73,CD30,CD8,CD34,HLA,CD45RA,CD7,CD279,CD5,TCR,CD62L,KLRG1,CD27,CD141,CD1d,CD57,CX3CR1,CD11a,CD244,CD41,CD137,CD2,CD226,CD127,CD26,CD49d,CD73,CD158f,CD319,CD82
progressive,-0.110491854538579,0.146822558001985,0.129959732888048,-0.0273651028632285,0.077284255936848,0.193871616815888,0.0713258581471246,0.2485317079661,-0.196802965621716,0.120233795025911,0.0955310723467915,0.269579488801712,0.0147931497243041,0.0650650519300755,0.0962910312553491,0.11547015425646,0.407904065600569,-0.0160666139824114,0.121249058576201,-0.0612362192912243,0.23982763951625,-0.0019037905266638,0.124925024862969,0.129433398935913,0.0039277415128315,0.170027325809581,0.119157486957898,0.354159697011266,0.0953764508720163,0.102968289145533,0.181586875498307,-0.0398344120433527,0.302052109413824,0.0331549617660494,0.0557774965028009,0.395570836446013,0.159070177880465,-0.0095734443157992,0.31711459130206,-0.0109955274480097,0.111641951362888,0.0100488109918163,0.120393763828282
progressive,0.198314818217245,0.072166287401149,-0.0602748515761439,-0.451690592859897,-0.005218054492024,0.0542875613139004,-0.144856918675962,0.0624683126492309,-0.502486300485432,-0.0316254062095408,0.411575675690058,0.076868268418806,-0.0061851712945255,0.309338508831519,-0.395835924195522,-0.0911316955091401,-0.316052612246204,-0.307451455692575,-0.0843614505086196,-0.150989115736902,-0.367871899223726,-0.344010502606193,-0.289089720001715,-0.129199654655352,-0.0386618323642968,-0.527020130491711,-0.248102569844477,-0.4018411823095,-0.0261167521654594,-0.0673263659880243,0.0789466008983084,-0.0094108431845423,-0.185370752073414,-0.35920003556536,-0.20883090637885,-0.227240272964276,-0.51516789471211,-0.476950856378778,-0.118895218890018,-0.381503426990032,-0.103320732645682,0.0382828934268412,-0.25510788429338
progressive,-0.222144304883161,0.340286066931051,0.0790475753074315,-0.0064356219315293,0.215768714533761,0.188907203497464,-0.0919582677917374,0.109347829583038,-0.040793621055283,-0.0006145095721125,0.197348030544658,0.129021468430729,0.024163958109701,0.109286316460262,0.0213883346968593,0.0533613431665083,0.254658469239802,-0.05060515715639,0.0197722565553218,0.080070955203419,-0.0149101985564693,0.0061776223663622,0.092379319312664,0.163313756562661,0.050882302946175,-0.0813516658600615,0.0816165032920844,0.0737333697480296,-0.0413859628070647,0.179460687103984,0.0410768685296625,-0.0689463596262525,0.0239158591440138,0.0547013711677241,0.0829117214014248,0.170869157627804,0.215070279765148,0.168495146529897,-0.0174607698713276,-0.0674629746508137,0.0373392127669465,0.128648479467133,0.131919962433624
progressive,0.423356113547027,0.540213817022073,0.544427097310847,-0.0484572954512275,0.378884054522898,0.0994668398649896,0.0275022575550481,0.477748052750534,-0.132130303078916,-0.196886332816532,-0.0030347314692802,0.332197323013292,0.418941508482867,0.4740239414671,-0.0709789317511077,-0.506914499174612,-0.138015678544478,-0.549580026531074,-0.455171139893786,-0.0231030299294438,-0.417436090419871,-0.0642727167683941,-0.10357535873024,0.0727012175013197,-0.410546183738956,0.0645919139109316,-0.0092506368176788,-0.193922170490212,-0.409322791875426,-0.152807220976732,-0.486461137138594,-0.530208003876202,-0.0334642040092252,-0.466039909860027,-0.340496099162213,-0.0974755928902992,-0.119354975839755,0.189224943481705,-0.430969113458433,-0.0007294920613528,-0.249652540398182,-0.424987861820635,-0.281103413389324
stable,-0.0267027681723263,0.197406422592777,0.0552544442728797,0.208077001942087,0.201388806316864,-0.115746015920644,0.0214500031997316,0.27084423547279,0.202164323184922,0.073063974876286,0.189470632642615,0.0308127875989707,0.0284646155043772,0.280491230327431,-0.417756864212956,-0.0834107050683587,-0.266792195539677,-0.249404171625105,-0.298745619183722,-0.447038093515205,-0.239112414202137,-0.334179918309094,-0.409546521868563,-0.130907949570408,-0.120383756182926,-0.57226715606456,-0.463449321828145,-0.189842090194329,-0.167662128992194,-0.282612453972952,-0.109043534665597,-0.131271668337362,-0.0304119737284553,-0.311950794890978,-0.163291380445385,-0.331611051639308,-0.261571833904783,-0.202896358261134,-0.0844522851248024,-0.219498686244965,-0.283191591514656,-0.202711576787052,-0.314065706424082
stable,0.189995849433326,0.405381332173353,0.341427528033572,0.280136364887283,0.406582821754886,0.283439323609605,-0.311492703167661,0.284285573935635,0.24625857728028,-0.358284304854022,0.141418832868631,0.188200134333592,0.0257677486281118,0.156647604808848,-0.0410777944622494,-0.146679801178899,-0.0708728161982371,0.0747512270206556,-0.146966303313069,-0.0865826754334604,-0.0055472643977812,-0.129709836793998,-0.151678069766294,0.238109415003562,-0.147357177308666,-0.19914117736237,0.0879465851871134,-0.0597641190435875,-0.0579273314956062,0.0454533576129467,-0.275525994815558,-0.0949951516612101,-0.0153438261781877,-0.146687434214049,-0.276682915061369,-0.125811740858614,0.0500067684277538,0.0981055393442815,-0.159312777848989,-0.0339344996905879,-0.258824525366242,-0.0891187192892381,-0.0732530213865688
stable,-0.0741018265393283,0.186253848485293,-0.0311825161005318,-0.174088778105929,0.233464418215697,0.416325424684461,-0.343548701478112,0.150651629504521,-0.101645327792814,-0.348340120636133,0.0189477107219472,0.204849325236355,-0.179925495565798,0.121853712663561,-0.20396587466462,0.0169531496164954,0.168036611127041,-0.171591755820425,-0.551057459906398,-0.309812580078303,-0.128813673276346,-0.309407358631383,-0.173706727115719,-0.509009183489065,0.0523046800304567,-0.340139067521813,-0.0601715812040479,-0.171052861217509,-0.0167852565407338,-0.137484502186013,0.0629144083573144,-0.151260647562813,-0.203641737055075,-0.0989393470178986,-0.0737329020914982,-0.19592457127086,-0.169743092366335,-0.342342291063306,-0.0743259726427728,-0.199523566707936,-0.166084792784619,-0.296990678357629,-0.214805079644483
stable,-0.039016189446757,-0.0458981473104612,-0.19328477755506,0.0084294317799061,-0.228381226988516,-0.399541561618145,0.258030873955098,-0.0335939204869141,0.0315121571311629,0.279078517439683,-0.131013508755166,-0.104489973725355,0.0884235513555088,-0.055027939282915,-0.118509383596947,-0.0186394524584339,-0.143864158815487,0.0585665265656413,-0.0982318938944007,0.118485825817573,-0.136460081886132,0.108265126194163,-0.125633008528383,0.0576570920118584,-0.215752990046326,0.0844949496086319,0.14333103399358,-0.173105398204254,-0.0037411702310152,-0.0885028742332883,-0.137421181907477,-0.243435169450236,-0.0041135513852418,-0.183209354717829,0.0977166569161215,-0.0621254277669517,0.0084042886873077,0.13338462871292,-0.201904764607747,-0.033330407291784,-0.134087524363945,-0.113358472205707,0.0603656365085257
stable,0.0870375288017669,0.256250612448758,-0.181195139030599,0.0494175319488179,0.180418692553966,0.335123313859531,-0.59191067883525,0.546389731816224,0.0676987955326429,-0.570270441620256,0.0745620263733724,0.192227566976924,-0.0236589613753541,0.219097350716562,-0.0151744813221005,0.224256267526022,-0.0660305417452796,0.13594106207817,0.0927550032386646,0.142142640900775,0.0894740850087076,0.380704393788494,0.0352932300556161,0.326254150626106,0.0576561293322504,0.393491072841003,0.040717325685025,0.0091462467661296,0.0719630469649049,0.0265504137011783,0.0081069165914226,-0.067022695824425,0.272394333632159,0.188612629538466,0.170134194888403,0.115953099322573,0.033123760917591,-0.0519395195251165,0.22811355629931,-0.0260067279850981,0.100623524664788,0.112134829390267,0.128031636199789
stable,0.0797525556400005,0.27070554529195,0.0698245234172196,0.180525939628665,0.237526401580716,0.388724659196477,-0.373564600125128,0.392312922231419,0.177850472151723,-0.431541720626266,-0.117938921999378,0.0259831411991549,0.177722059223377,0.21352966745245,0.0990512878325159,-0.0495766924741673,0.354751291968974,0.0443393976218758,0.224236001778436,0.287728406652605,-0.0240964882884564,0.275506842739511,0.220762292271798,0.30459626938572,-0.262446090713393,0.213604122175532,-0.0784065196248099,0.104636559645291,-0.0758025635822346,-0.007122056003277,-0.422560149728313,0.0464188135942147,0.19251868310007,0.0931347088002267,-0.0460718800263436,0.231511752676792,0.0415874875421268,0.0460026994855968,-0.0103411658807599,0.216422942754237,-0.030345622037151,-0.0231978262439166,0.14111342772805
stable,0.136315103060821,0.175807011565266,-0.151692278263261,0.206901364712399,0.324784986634207,0.0787723150804253,-0.109678275928175,0.277043272129441,-0.037681715760925,0.0351774430876809,0.21533269637356,0.0503572242758685,0.160436532672716,0.293674589201257,0.100449060560833,-0.138629635296687,-0.01480793202613,-0.145405121050434,0.0566829810418936,0.0465768174434512,0.0126806649528746,0.0998564561539192,0.101733446222402,-0.0282998316885669,-0.139823101154681,0.0487350022087811,-0.0164469770134837,-0.0118093498806747,0.222497091559566,0.0598467796688841,-0.170081094667854,-0.138280128160715,-0.438493441648117,-0.0296445292273171,-0.208260252957442,-0.203329766292394,0.0565786173950858,-0.0447554651265382,-0.0652145375459581,0.15099386597557,0.0365956397372628,0.0275078271509154,0.0491234461481034
stable,0.167450745538691,0.468003519761272,0.354138553251281,0.0825725186281132,0.557786588103607,0.489775561189677,-0.237477776140787,0.445080926387316,0.105951720423725,-0.154989167513808,0.0645102726060126,0.466180277889908,0.14599851038302,0.455638533545542,0.233367429883083,0.0318845030933731,0.11399865871891,0.0202178515097452,-0.0163718455946394,0.489636203437403,0.0330363011108175,0.464337393771946,0.165188807703184,0.42160725125415,-0.348487860259481,0.326971891115878,0.155322140205719,0.181046162971203,0.0243575465733528,0.156878309600161,-0.269231564336148,-0.177397547385538,0.0398392710728509,0.156600355780008,0.0584047121275415,0.256313635055487,0.34010191597758,0.425296484952467,-8.75235909738443e-05,0.421700954119701,0.200561141105207,0.0802037659722388,0.204703379963519
stable,-0.0932875489061546,0.0869796444583687,-0.194269313026277,-0.172226918415978,-0.0201082736351786,0.0933465393612887,-0.553202477820777,-0.0203521668637963,-0.311035999702655,-0.519089237108047,-0.146417004476205,-0.108288345643617,-0.183383272668251,0.121091767221949,-0.329993946056503,-0.168365329866611,-0.220675614366567,-0.222766073589174,-0.278643938609725,-0.467622854380488,-0.227726321847004,-0.257701576687427,-0.366816253704274,-0.388986804110737,0.0589136056611372,-0.325857848780268,-0.184054385967633,-0.395834939121992,-0.132149988743175,-0.401068744072748,0.0344214407068174,-0.127020435217014,-0.245554859695693,-0.304339437060873,-0.0914013321775079,-0.446885918903741,-0.273715785264755,-0.305063542996222,-0.0547026499821969,-0.469476352464854,-0.452389059618351,-0.29031494400116,-0.400014091463332
stable,0.118823022594627,0.428386470737891,0.0413286515347619,-0.1478027471085,0.503228347715176,0.307019405397727,-0.518213808351693,0.493522349114194,-0.174517945581255,-0.446163632694157,-0.126754821441446,0.269412211624451,0.0254832800092209,0.378595437733698,0.0050983041315273,-0.496637355708066,0.0333147884513299,-0.333591152045404,-0.0428739986350674,-0.250202013293106,0.035832328101249,-0.183630512634531,0.0452223221416327,0.108517421337002,-0.203764749642312,0.0449199660025445,0.0753046081309028,-0.0437306759254268,-0.174935497946381,-0.0337925990235735,-0.199501953924419,-0.14425850797084,-0.215004004149407,-0.0604704229351697,-0.487782675129119,-0.170006408059034,0.0140289202160128,-0.150977367763532,-0.343748795109892,-0.10075372996741,0.0188345219745852,-0.0206908033126569,-0.0713716470285449
