group,CD273,CD275,CD252,CD137L,CD30,CD154,HLA,CD45RA,CD194,CD16,CD25,CD279,CD294,Podoplanin,TCR,CD185,CD62L,CD152,KLRG1,CD107a,CD141,CD1d,CD66b,CD58,CX3CR1,CD11a,IgA,CD244,CD15,B7-H4,TCR-Va24-Jz18,CD158f,CD337,CD307d,CLEC12A,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD82,HLA-F,Podocalyxin,CD224
progressive,0.065635457367332,-0.234112629504311,0.069798553084923,0.165109553401277,-0.0264257341415056,0.246720772113427,0.0704552573881275,0.145176256388357,-0.224102601835026,0.183148659391837,-0.225948481055839,0.0174507749758558,-0.0261284559514004,0.0743664104634625,0.176774799469363,-0.176198370291593,0.132121351654695,-0.0190481000539255,0.0606269794250559,0.0448235139420881,-0.0910098568692984,-0.2174312860379,0.127952093651299,0.122997202554693,0.046228696972136,0.057248472976003,0.0402601091931589,-0.0469910207843935,-0.0667418853778911,0.0332911460606754,0.0924156608970424,0.0962223239499139,-0.0716278511600592,-0.0202121362067474,0.255954043234872,0.0151241097077106,0.101459528006264,0.048921059145686,0.0065655549491637,-0.0271295439046271,-0.139503502562435,0.0216227244470503,0.0501581792423714,0.0088536279042784
progressive,0.194184889323116,0.128437434747009,0.0365543688890364,0.206359182271423,0.384143449351353,0.587927716745444,0.0124994715127424,-0.0287328896055777,0.189972479183372,-0.0981261900674976,0.10406118168853,0.279593205168044,0.281693412752118,0.246619405847437,0.287450325133858,0.111264979593308,-0.111597683355976,0.260548286216107,0.0412784886992188,-0.0887213805631732,0.505520706129536,0.152653275085217,-0.115881881404149,0.21455514300481,0.123002343426817,-0.113524101402825,0.12965781611893,0.153769626373843,-0.0224134646948289,0.334798613485977,0.10500343475454,0.14283432728355,0.348425386578967,0.150227119996208,-0.0748144153103242,0.0918086724313116,0.234054712105126,0.0148226702886295,0.333080801489592,0.0595933194462568,0.343222159292569,0.298933092016326,0.151759602311508,-0.0574792893047558
progressive,0.0466832096406498,-0.201155588805601,-0.0676851644497397,0.0220592541799243,0.0839739808885867,-0.0545633866725013,0.471115256333797,0.354803224212183,-0.0417215537084702,0.229360798512348,-0.0059274304649411,0.0863865298369374,0.0445263872819303,0.07697128649159,0.015399731697972,0.129195375806448,0.114979086771801,0.0744770112262813,0.119478973453476,0.0856917608206468,-0.0325259905861912,-0.116830942626359,0.138257247863938,0.174856703435011,0.155520193560808,0.385559501919729,0.0770610329705621,0.432226788388911,0.0750883177499402,0.0311109520465581,0.0438360131017072,0.0006104763359521,0.100597911963992,0.221062131916703,0.113254878014872,0.197866382315999,0.0722703060736208,0.194437685035934,0.0154186481863674,-0.112674505893739,-0.0039002174606742,0.0104307248554385,0.0031808046973567,0.122738785006768
progressive,0.0559275591951477,0.252730340587556,0.201004435183835,0.0466260298169974,0.257538666098455,0.0366994501324247,0.180602631885105,0.170498524158395,0.0671824701488049,0.547762423245246,0.108853702211631,0.206024325960366,0.15076986030671,0.293573935592961,0.222896483292553,0.114039220886211,0.236405551039117,-0.0164530235952111,0.070689114031109,0.385060775027526,0.199292489218961,0.254199675283646,0.631814554957527,0.258797309162206,0.185564524079047,0.0968376245701984,0.343030722012998,-0.0346286526808782,0.551447428994651,0.335962248301889,0.167092763027304,0.152926628478863,0.328336906776007,0.207200132791331,0.493435574826192,0.127919468116162,0.495676107558197,0.0958264094878769,0.266797824925086,0.0086339335353565,0.134760237966579,0.107893873353451,0.214469036652846,0.30685360529684
stable,0.265566429762504,0.149747118468863,0.255076705605062,0.1864653502923,0.313277928222254,0.219216541078394,0.38223284274116,0.253056985143368,0.224897529456579,0.194988701992731,0.109460764887877,0.362448215324759,0.338170467531832,0.294337111568417,0.379077294294841,0.22079464568325,0.053506510240432,0.263988125567049,0.285864048592232,0.325018749674485,0.353714502272186,0.353970129731101,0.109495273568707,0.285772541753657,0.385345875299632,0.267379798317551,0.290133560526322,0.258102409922889,0.176193590609794,0.363499951175455,0.346054100794543,0.367279878804073,0.319636243920665,0.277699127127654,0.167927839139555,0.191342126440263,0.321337746275953,0.341641684843526,0.316248287027819,0.312782893220761,0.302442714665602,0.19744886007525,0.376803851156682,0.312802438213789
stable,0.23702689758569,0.137409605562495,0.110296160326968,0.0613038827544759,0.0344658800029752,0.0215251892096911,0.137669513327999,0.167162120709634,0.3229734108614,0.0561586647707888,0.148962746274326,0.248469799804915,0.183344019798059,0.204676047436028,0.162530809369806,0.148227676435689,-0.0625989844552096,0.162407438681223,0.475480951152819,0.0685253151098084,0.135583834947781,0.0144758951973458,0.0880086898288105,0.108409298500973,0.257184307987221,0.430742999887699,0.10280500816106,0.34566972056667,0.163566823133733,0.0150799227424018,0.0247986242907946,-0.0355433627231006,0.131678699228423,0.185830408539835,0.0638369719687228,0.116196932284085,0.0440455241987348,0.173962581003159,0.0730433588756256,0.132606606919068,0.256822347552911,0.0632573807910334,0.170379249290773,0.140638496051761
stable,-0.147436625720989,0.0546496665220652,0.106000054842771,0.0205415429112528,-0.0879713449347969,-0.100479466047251,0.14126647434733,-0.0631935792521219,-0.0131284223470744,0.114227416603872,-0.017331432618142,0.281443234083087,0.032058001070227,0.112488715982128,-0.0194106160290724,0.0707952643255528,-0.541555693581102,-0.0095266596390945,0.243216762141623,0.104353774588436,0.113260624477859,0.0154861370217538,0.0682577803820821,0.129731801115494,0.0397747374218067,0.269684710374183,0.0097117074494638,0.135002762753578,0.0045216728985316,0.107349360108347,-0.02926908624479,0.0347520633427542,0.0178560786290277,-0.0577451129735198,0.252008550275144,-0.156703023067359,0.0309412456712871,0.0394643820686512,-0.0696713561667609,-0.108689635711434,0.0214605741400413,0.065213115293059,-0.0674598324737993,0.0605277375286029
stable,-0.207042101379212,-0.0939498722369995,-0.0488991106742047,-0.0923515168861135,-0.111423094719666,0.00100035390106,-0.0614387462732874,0.0163365675426488,-0.261244866226076,0.0044090572469029,-0.21840740853618,-0.022086866795309,-0.0439335991273315,-0.0270071012085502,-0.110240020506727,-0.254877098977189,-0.0090438976466228,0.0728268652680411,0.10062331768921,-0.0821359719783583,-0.0176533072768775,0.021065493197507,-0.0147795962832638,-0.0518393822125423,-0.0266194753339373,-0.05250003738016,-0.0833566429389656,0.167943192949976,-0.0495159171707896,-0.0789139127929147,-0.030295434592175,-0.0001454689772928,-0.0805362108790812,0.023310424382372,-0.0084912116790064,-0.129911380183992,-0.169199881137935,-0.095738465287177,-0.190741540132917,0.0022402858503034,-0.224801183367482,-0.0623385227953619,-0.0298031007914158,-0.102693566685113
stable,0.0837277082216253,0.005406608392263,0.0255666551483756,0.0116984875470292,0.110455637073554,-0.0675619000996714,0.0709896913258563,0.294974682006885,0.0560498388591057,0.156017557617509,0.0334053194558351,-0.140853186860371,0.0462221586351686,0.0127316846246482,0.0631613540740738,0.103286884258584,-0.0831039579031107,-0.10607715568771,0.289179393576143,0.0680575921319169,-0.0841136998154581,0.0702140205532655,-0.0012486993852463,0.0083007651113244,-0.0797422364284819,0.207373817942681,0.128870306453724,0.0772215782078932,0.246631574734374,0.151789212620461,-0.115083064121158,-0.0708078388136077,0.046609855724041,0.106732948853075,-0.0835351986145163,-0.0589428500782165,0.0360367513548654,-0.0442480657611553,0.176878394291362,0.241107021796084,-0.0591024625002241,0.0573848358432145,-0.0017617932892533,0.0895981222454024
stable,0.0700396174212837,-0.132867551569004,0.0476395837252664,0.0708590122545896,0.144944421559815,-0.0527365852391672,-0.0399942531077163,0.002485705345946,0.125398583816301,0.080615854732913,0.114163914925226,-0.0701536892980476,0.18283210464871,0.0908385702300511,0.120190793314212,0.174043071364689,-0.159877399968911,0.140358585236399,0.180948070994181,0.253152017273139,-0.0793470719996423,0.256967281206247,-0.0154252517705226,0.107837411050215,0.108316111138344,0.14806946970302,0.181857041534176,0.135488178128413,0.0538709849436778,0.0871050047260853,0.0187619189630444,0.260973796961523,0.390082181803775,0.205707221364614,0.0458305946083654,0.225359626224967,0.246254884837786,0.0101350704308369,0.230746344718348,0.084596062504479,0.0785338932889736,0.0877879954250085,0.204659240938372,0.28522886611598
