group,CD252,CD137L,CD279,TIGIT,Podoplanin,CD5,TCR,KLRG1,CD27,CD58,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD309,CD226,CD81,CD144,CD158f,CD337,CD307d,CD94,Ig-light-chain-2,CD85j,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD258
progressive,-0.2145389659124,-0.147019331349987,-0.157129284623762,0.181146775887079,-0.103324094227372,-0.140326230845109,0.0603111193729441,-0.110771949291328,-0.241310090834055,-0.0369760941221888,-0.0989996445043245,0.0069130231518192,0.0471824443857737,-0.0307742105504091,0.167707241446831,-0.03291591967195,0.15231626434378,-0.188766749468917,0.0843401249173292,0.0910666018990669,-0.159753113337845,0.130245598173993,-0.105445196873579,-0.0709892422165745,0.0025485094712473,-0.0467302046268585,-0.0894743943544953,0.0614984710322382,-0.104935583221716,0.0497013214256864,-0.129468720504056
progressive,0.202124157386437,-0.0160164638544235,-0.0539823187312908,0.0413787139831417,-0.122504713765166,-0.162815026116301,0.0381452055860491,0.0282246076575855,0.193345728487821,0.0062096505552245,0.10871744490414,-0.0282348820687767,-0.0828369380759828,-0.0655937716923392,0.172768875821881,-0.0009188423065259,-0.0663923008596803,0.0625020634729594,-0.112467074489585,0.0571811702508373,-0.116374853540859,0.0724872533868752,-0.126823872412749,-0.0548559022596309,0.0855897921705087,-0.0251633869129106,0.0169512493306774,-0.0888215740392039,-0.142317596761181,-0.144443771116391,0.173658990466215
progressive,0.317523121183906,0.274605450192124,0.245433422091712,0.319975969109524,0.397373213888045,0.292464658881577,0.395572860448618,0.268138480223854,0.156898416853468,0.325305142315535,0.344482666506196,0.284756113892802,0.348126470831928,0.378503605206545,0.290324722365188,0.325999925965429,0.526482005581262,0.342605816558004,0.209972985011422,0.274998220645378,0.2779575067132,0.268319991985982,0.334572774589857,0.320905813104609,0.417214988034362,0.410636973544157,0.324198102875025,0.254130768022705,0.336301872864258,0.375339723110728,0.277097621867268
progressive,-0.0936765400505459,0.0165179035863316,0.126586726077087,0.0750626783082824,-0.123975113443465,0.135658762302728,-0.0982665798831878,0.17079588594633,0.0095020109178349,-0.212468727097868,-0.0507070050227679,0.339076004363161,-0.0408834257021177,-0.141576867281534,0.330774638226181,0.114344137977917,0.192868249428793,0.114738776810849,0.335005647388103,-0.0089485458910277,0.0776552317500133,-0.0710854821270827,-0.115352255428333,0.105707207532643,-0.249950463795282,0.0299796154824492,-0.11809342563632,-0.310750955866205,-0.168734448183619,-0.0825658837636251,-0.0770010051350246
stable,0.145598251320034,0.0203173666435691,0.0973667538597249,0.068994159913387,0.166094871787635,0.475434187987092,0.178524237528082,-0.0240496813267465,0.410089662940709,0.165994202420387,0.0197257665573425,-0.190098686132484,-0.0057102200291028,0.197354148167947,-0.120562645680201,-0.0345797897937165,-0.0404664286361127,0.133267380757035,0.0491122498405674,0.139691972258364,0.184884051642843,0.06975848384166,0.146840630747062,0.0084108346330088,-0.0695255314959101,0.0721167516611931,0.0951573622464698,-0.0013735267115543,0.0288332448588182,0.168147745585166,0.0583669857800959
stable,0.0138735168240134,0.127782621217216,0.231238113464977,0.187779918650919,0.139865739273901,-0.229148378343192,0.279726817017329,0.357681310216745,-0.283125505939695,0.180100962010964,0.254457332835436,0.406812205814077,0.0975262903148572,0.11751293284914,0.167834810522197,0.147992842089562,0.0533951532431374,0.0395657169399831,0.186654491080453,0.0021522903763958,-0.0432317804640963,0.132575399274888,0.129920246566114,0.179329159525468,0.0803242940020562,0.0580555342649323,0.0721830303700966,0.211099978249867,0.118212768739355,0.179865516708597,0.0642661543045226
stable,0.210513534604798,0.162403602430381,0.0761837252347968,0.023153680062693,0.176714424806006,0.180352639258236,0.190331497578395,-0.168233170329395,0.233168674176521,0.0052165516741538,-0.0177855251111927,-0.150475140521773,0.176693477933412,0.110493807578113,0.0262288987170415,0.057304293594865,0.103608900285724,0.195152788232682,-0.0178093524934927,0.199442906042347,0.0336052497674574,0.144787934787121,0.0781182809204091,0.16021741704153,0.064937301051029,0.0354858810270581,0.0904797591352069,0.0830076463704812,0.136097337375968,0.203327601076832,0.130157837746067
stable,0.041661646487791,0.0681537971568351,0.212876171345573,0.257534878014407,0.0544180077846001,0.263319692694272,0.036246461177872,0.302906762142927,0.282687100480063,0.188371186902235,0.106065026212557,0.303472232908401,0.087516201819987,0.0951823198158375,0.387362169660102,0.266036917540827,0.0160587730297276,0.107030696005868,0.446796310534311,0.120675339934717,-0.0089423566520758,0.0363104662439483,0.195807365091029,0.240239340158594,0.0843961141109138,0.19444750539042,0.0344381608493213,0.0541735140272395,0.106721990175945,0.111911590076439,0.154878217592497
stable,0.269652985972495,0.243069139732599,0.245297860836404,0.294798099595257,0.145472501234824,-0.1178237310237,0.0995347831045043,0.553729082372295,-0.412278580438212,0.198339814539567,0.268668752201604,0.461076472465929,0.261369696032163,0.139955776708485,0.394785165970562,0.192990898774484,0.0436502506406305,0.0855209640597523,0.429082759153096,0.133566044593338,0.243475425516498,0.152206595599332,0.244062338668303,0.0961845666726376,0.12279637798928,0.249353657051879,0.0973558360013742,0.353603730991928,0.151299251720996,0.137127085699933,0.17480325611609
stable,-0.0048715691538352,0.0885138752607531,0.101863418384304,0.0880916572116873,0.0011948632085426,-0.0264441903219022,-0.0354319679712415,0.392915397159392,-0.278132130828331,0.0362721222562822,0.0473547894582083,0.553374598269376,0.0157350559616035,-0.0830157713803669,0.336096645250263,0.123414035024903,-0.082815810364466,0.112851399611222,-0.0061260351829366,0.028963135650239,0.0392618649061637,0.172792120205216,-0.0649983215135598,0.0782205217881536,-0.0770057271079483,0.0525865368639993,0.0082684614327383,0.117796599961083,0.132583715673863,0.0508948638189224,0.0307879066750993
