group,CD273,CD47,CD154,CD8,HLA,CD7,CD49f,CD194,CD4,TIGIT,CD20,CD294,Podoplanin,CD324,CD5,TCR,CD62L,CD223,KLRG1,CD27,CD141,CD66b,CD57,CD58,CD11a,CD244,CD54,TCR-A-B,CD137,CD83,CD124,CD226,CD29,CD303,CD49b,CD81,CD38,CD127,CD26,CD144,CD304,CD49d,CD73,CD337,CD85j,HLA-A2,CD82,HLA-F
progressive,0.0417680183246658,0.108665749629972,0.0309389429773648,0.047360616967286,0.274297388563768,-0.11717893436081,-0.0381099439426717,-0.028327782220823,0.388368836184881,0.153352666211541,-0.405322680625206,0.0742231000092729,0.261052076057704,0.028525137737848,-0.0767540864230935,0.084204803173943,-0.105726140272067,0.111374853256376,0.159061482982827,0.0948635556597231,-0.0837593398386702,0.381418868381511,0.158501895675969,0.156823837424602,0.26264687266391,0.176562028533204,-0.0845277679855286,0.378094625098633,0.0751545043422018,0.0537424026439034,-0.0354648408013618,-0.102764724229925,0.0016589354105289,0.193062265124957,-0.0921579948165577,0.304077315269205,-0.0179827752456513,-0.145791789249231,0.0730821266834879,0.351225901607015,0.211344965369822,0.0037471835394821,0.0051296099032009,0.329541119464275,0.387420119966722,0.236417777938771,0.0395448691837893,0.170834002634676
progressive,-0.361272132899424,-0.171085063384307,-0.373076795438611,-0.0647158586572331,-0.0300046555507301,-0.0094129940088455,-0.299081991462904,-0.202493528741658,-0.304005867730747,-0.0983040019342351,-0.547844003843577,-0.421645435270118,-0.388004774422288,0.0457962020380688,-0.0793554691567929,-0.435347162141317,-0.233596531570675,-0.383091732340231,-0.120013383810692,-0.357497572149657,-0.44152155486891,-0.12541683681499,0.0973224258855397,-0.353979372452305,0.0949346759413942,0.200912623836031,-0.127580869056408,-0.416086260257555,-0.310808710701672,-0.363965704072943,-0.476061244803138,-0.366075142507118,-0.189489857417699,-0.398289688512621,-0.323028971189423,-0.0137285144974104,-0.0504321424654276,-0.112922935927199,-0.436337849154032,-0.252618660769356,-0.399428659970981,-0.10586885028653,-0.471694502650128,-0.429940571240876,-0.195243275639755,-0.377934674546211,-0.398808267352805,-0.427697900350228
progressive,-0.115892219656835,-0.41364652381722,-0.306026675273116,0.103707004594554,-0.163403637231286,-0.0563313971327501,-0.318288698402291,-0.0810270423104056,-0.42343437063398,0.0295524412842756,-0.0304716734175245,-0.0899652788525784,-0.132273223202752,-0.122679817665185,-0.225330682486634,-0.0628528368341685,-0.174502514777614,0.235055228857601,0.217342030432256,-0.18703913350787,0.212124122517629,-0.140796705668924,-0.0771966889501342,-0.166400898001863,0.0628324128384841,0.266263840124979,-0.262603789857714,-0.212149800384037,0.0966789064639708,-0.0601243686842366,-0.0078045831971869,-0.180006520246988,-0.169363116569216,0.0462436756955919,-0.0441274582944825,-0.0537065397752176,0.173593436159189,-0.303957384756474,-0.245717296449771,0.036148901860915,-0.109552493366989,-0.181275844573602,0.124222876272465,-0.158859416870845,-0.0920026405458175,0.0102206851853396,-0.0739800122252975,0.0584015424192909
progressive,-0.0966120457997945,0.104711533582637,0.0684177373726242,0.444413239167987,0.386582174815714,0.0644357944125894,0.0108762564737881,-0.0421307597231482,0.0890953124729768,0.0808507315822964,-0.0323313687413194,0.107914910807201,-0.121843839640095,0.160573889130577,0.0552817580743884,-0.0744673604259953,-0.0354463647518872,0.0528362814100419,0.340652141542553,-0.0438833328648103,-0.217059585329106,-0.0420102902987868,0.40255472011004,-0.0344485325716122,0.482492382033258,0.324329557758762,0.187864451867318,0.212907471663994,0.351779792799512,-0.196599410967712,0.069636325535869,0.10719064827655,0.0313775177487713,-0.0169121868650765,0.0739709752964264,0.404697264909472,0.393681262349761,0.0024223334580024,-0.0823317438420782,-0.130243005984797,-0.162598267634051,0.421231981983756,-0.0764142934267139,0.0379628260749817,0.019974370315415,0.0526128871922456,0.0526299720664533,0.0689201119774563
stable,-0.0234868221101247,-0.188210655332057,0.0216489335187248,-0.0874905185366661,-0.173140486360179,0.179781607073179,-0.265783474498703,-0.0406533404963359,-0.0657601711360989,-0.0038139531933364,0.114642395847302,-0.0271385377156165,-0.0421804663218364,0.0302287985536157,0.054946848668465,-0.0568760201308054,0.423955228485073,-0.0699296844742914,-0.0211183968042069,0.166520967797192,-0.0507239886887873,-0.207296369869455,-0.0266465078113672,-0.0289562024440962,-0.156298012727929,-0.0994881790482972,-0.221446401725528,0.167996832950917,0.22618228951333,-0.0686618831483169,-0.0358896168539995,-0.151916658317961,-0.211052292214035,0.0036736682587101,-0.0928845601978154,-0.0286425221230304,0.138444668072753,-0.0477242636228633,-0.0495963496722498,-0.0250971329858505,0.0028072946917395,-0.0876525616541712,0.133963725932921,-0.134594772717315,0.0498619388936631,-0.0302308279246993,-0.0709529142904225,-0.0455589951328379
stable,0.173770795835114,-0.12194565962091,0.0275140992275143,0.134889586617173,-0.0377189290049113,-0.327960904539195,-0.194516619780785,0.11165695052068,-0.144429217907752,0.334077702270389,0.196118978126376,0.0501769325820351,0.121583006054366,0.353275217699099,-0.430643458147516,0.179754865341178,-0.216933564618027,0.0363592331751452,0.441697672707794,-0.300067093009109,0.124667449093313,-0.007935768084409,0.0252271672018125,0.18055384680888,0.408878904877537,0.203026354263974,0.186313957901304,-0.0044661016726271,-0.0610691692147675,0.110555027046053,0.0622301234629716,0.0665084092644656,0.235609522494938,0.142951813252513,0.384381332337703,0.11682558966714,-0.0424224474371242,-0.135495420721224,-0.139244363275436,-0.0294863781566226,0.0876500959459866,0.0889318410430982,-0.0729975512535368,0.0991137317181784,0.0653549805879734,0.143686929635186,0.217002291014757,0.0924794164179045
stable,-0.011841639761515,0.0692538734835456,-0.0750319290371216,0.22030064861169,0.187703191120344,-0.184647900750824,0.358133726703283,0.162536718268441,0.348724039746427,-0.0122580977813277,0.0543016707720849,-0.0463934310875242,0.0893306029544867,-0.119285959300373,-0.242326157564305,-0.0165570432608999,-0.320929080584432,-0.0077799294314673,0.343607420030823,-0.0880320552238494,0.0468647151514082,0.117290372687012,0.0732322652350161,0.116796559561574,0.445081225151734,0.062607519771303,0.270479965552127,-0.141145035816902,0.0248877322303073,-0.100330360393114,0.0547567757429062,0.126775519060751,0.393240589242139,0.17146593392686,0.231303631364095,0.156568946165242,0.0832632132103513,0.0241695189157385,-0.136830786278519,0.126002015496999,0.0879137993404057,0.1615626033306,-0.094679046991699,0.0609638168078651,0.247385091440987,-0.148473657838204,0.120798975906705,0.0321378709280494
stable,-0.101101261240828,-0.131679263774481,0.0919352600378478,-0.215849879928284,-0.19471992376021,0.0183622461124247,-0.0520156673407325,-0.106648343593458,-0.0775039165031002,-0.353032059652241,-0.22502113899846,-0.129132134492156,-0.0815168376198415,0.091932286614228,0.112664924999511,-0.12368497049224,0.223081811054636,-0.0303372703833761,-0.327842020403778,-0.0378987343097841,-0.0239913532541975,-0.0426915056952728,0.0916083861137586,-0.171400405589505,-0.342550152894418,-0.411278685081582,-0.233073517330481,-0.147902500522501,-0.0927076679269508,-0.0966246413339484,-0.0498959772699378,-0.0392216495687126,-0.14373976213412,-0.150235364773275,-0.192351808157481,-0.250664418829451,-0.0232533391413483,0.059201980956406,-0.0010146016333072,-0.11439358802513,-0.143403155210914,-0.351103188976168,0.0446736882292801,-0.0907532083081058,-0.146032819767849,-0.131687380754676,-0.0500000519379813,-0.103253088057601
stable,0.0752442390951669,-0.0790478264434395,-0.0636762371363652,-0.0123923371806315,0.139573211100503,-0.208214983926944,0.164563210776397,0.361223748760385,0.104149367105644,0.106381544937835,0.0793172630143354,-0.0027716099061245,0.0461896023708974,-0.261944677044251,-0.220384954489245,0.0373021982424203,-0.317781204306889,0.0521155302635732,0.549502952216319,-0.593072603954506,0.0612707327170858,0.0193345364162733,0.216552777062691,0.101376375854728,0.535252995808953,0.252627961619538,0.258688127197115,0.0245249780081316,0.074501196156171,-0.105056234558858,-0.0286687095009482,0.0057047632460165,0.289628905122114,-0.128823648758966,0.148383026926782,0.360015719460725,0.171702793275926,-0.115807734012764,-0.25051146551421,-0.0228578715260659,-0.0092769963744742,0.243105462702621,-0.293156382323249,0.0587137498909027,0.0788758889663872,0.0972077530835175,-0.026890147700523,0.0415867458623154
stable,-0.0621591553004045,-0.0261335218648959,-0.153992016993783,0.0267397224131903,-0.0390917440293984,-0.31096446741108,-0.0486649161230778,0.0334915472304405,-0.0719839601843105,0.0322792582143025,-0.0452891402890684,-0.148087338407803,-0.0772026464622588,-0.0013313966390324,-0.255378224057416,-0.15616553040266,-0.367376152876698,0.0488731118208901,0.416708905273058,-0.387506627073409,-0.0935516346368752,-0.263062490034822,0.0717333734574036,-0.0911951638334677,0.598347484245933,0.199968156866151,0.348093120425183,0.0510665603909232,-0.0308611617938882,0.0766059819190143,-0.0234552631944361,-0.132687203312118,0.0924054636998694,-0.0881882052752669,-0.0008385922935138,0.0326746748673321,-0.0032050271834629,-0.0381450387269643,-0.0588994943176128,-0.0467631694307766,-0.0791400675563557,0.134427769902822,-0.292354684543295,0.0382612677300003,-0.024736811187264,-0.0250362472019816,-0.171594918438077,-0.137981645148757
