group,CD7,CD49f,CD294,Podoplanin,CD5,TCR,CD62L,KLRG1,CD107a,CD1d,CD58,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD226,CD29,B7-H4,CD26,CD204,TCR-Va24-Jz18,CD158e1,CD158f,CD337,CD307d,CD257,Ig-light-chain-2,CD85j,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.0224492701763113,-0.102366203856139,0.150972431947549,0.0543076826735118,0.0124830821874921,0.218192120585179,-0.0371470222577533,0.181567682817089,0.0363557779928562,0.339150267417053,0.0506077230996148,0.206537888085188,0.136820249879756,-0.0914805824412912,0.156351290378565,0.190923765396581,0.0556871818168935,0.235904324823622,0.0750367741487087,0.16604562198234,-0.0441442154561856,0.458213094952579,0.186497556599911,0.301823668199392,0.12898602525486,0.0252010535867548,0.144062663309117,0.394118316711721,-0.0686895430127718,0.147533587817305,0.0187241702351032,0.123714802310512,0.17249923660864,0.0537457295499093,0.246558950120459,0.0535788840837722,0.138434164291753
progressive,-0.0477100973594756,0.122548089260127,0.0998232514417847,-0.170921152610467,0.303145514056297,-0.111420301197623,0.058762136509533,0.151501461728685,-0.0878705472178253,-0.0945094300662179,-0.183272563792641,-0.0862362931307477,0.210095582101829,-0.0860871678838421,0.118322548126982,0.182179719006423,0.0582723862783872,-0.141208365624093,-0.0340882773149504,-0.189158722283338,-0.0749413739154422,0.114605376402217,-0.20145495248877,-0.287159281403079,-0.156649450742122,-0.102765996916452,0.0246659071143109,-0.543040541012076,-0.112636634839985,0.0222340054329443,-0.0877613473289654,0.0087695441738665,-0.0405999604106592,0.0488859331961445,0.124691026889575,0.0019911317741841,-0.0318941562503784
progressive,0.0737880761798966,0.139490952046278,0.22873759337814,0.149600113546891,0.285972435376187,0.101714512707286,0.047750825264673,0.401520895099161,0.19596059088711,0.0453776906980905,0.237678756780041,0.202156217743241,0.296627105006791,0.188964276690205,0.150345397432313,0.342623890068311,0.222905973121283,0.123428275964405,0.311768237909618,0.170828537948711,0.0311735190038959,0.277302635982072,0.179754412129183,0.156356683153507,0.194904108945464,-0.0049470468882468,0.288768054764059,-0.0440186576330822,0.145194404535784,0.306665928107509,0.0230098508695834,0.123832764646636,0.0392094291592757,0.165141539741893,0.0497769706611836,0.0584795135806198,0.0606770902907282
progressive,0.305790260206748,0.0889974076243855,0.0398171302944801,-0.0374598463405808,-0.143494256425617,0.018996038595574,0.0219188745302486,-0.0037223817715768,0.0109501093226974,0.28818939004419,-0.0661166280279055,0.0494068254067995,-0.0673245184232452,0.231937597048587,0.0023493735954301,0.0394351533684449,-0.0538792472940248,0.0499837793850219,-0.091135621171345,0.108672395710137,0.281693737867446,0.166013271273542,0.0559871137975392,-0.017039003300358,0.0609683866018709,0.206574122095928,0.128550867726559,0.140586891606765,0.0459674863350758,0.0782359604035965,-0.0392733973123122,0.0634193087568448,-0.0096060144404893,-0.0359817350927349,0.158088745946363,-0.0306925823137578,-0.0098645116855287
stable,0.0445496609458486,-0.100529950972625,-0.0568275627605993,-0.149856328053836,0.0790280634241344,-0.105705331092075,0.427972831632834,-0.121451084056569,-0.162012587703453,-0.0334547711963347,-0.0472580431997442,-0.250447458238175,-0.337898849308547,-0.100494858472333,-0.111556698259451,-0.129103873899867,-0.152340450049464,-0.121356715248364,-0.186736072537713,-0.163326464049564,-0.0735337726174909,-0.0030416866368522,-0.216385916022633,0.0138444896432242,-0.0871746890407456,-0.144125000558996,-0.11699165871454,-0.0482409027110488,-0.228285348169194,-0.115183327877748,-0.188432647164269,0.0034783875933732,-0.113512378640549,-0.137942371983655,-0.0775684406443838,-0.188583382192526,-0.219074322786184
stable,0.364247482968077,0.225463734301962,0.171303821302641,0.090632546226374,0.330218917838944,0.0061676153116936,0.506601079517495,-0.143539281656093,0.128352968020095,0.1670400320421,0.0554330992648319,0.0774868292092255,-0.187934093524847,0.113622423533257,0.0724910811985282,-0.105991784855463,0.0995860924503164,0.050921914712351,-0.103729240349859,0.173146582813361,0.310418387954303,0.0655248071821523,0.307589157831933,0.214281876064335,0.108328560424308,0.0615998880021248,0.146886088820209,-0.021523315762162,0.138648436543451,0.140831708949977,0.124497236595355,0.127070493317032,-0.118216440799869,0.241947587229511,-0.0010754121774382,0.191647101159337,0.122699198022717
stable,-0.0280950631749275,-0.210378102179413,0.196449657849024,0.163592849158396,-0.110361141918321,0.11647724161479,-0.114741003960586,0.013044552325385,0.0688367009952285,0.157574270133758,0.097131740523249,0.0343383900661642,-0.103842816918867,0.13568397595132,0.145235423526678,0.208012029570248,0.15450925397108,0.0560919274764857,-0.157695922705228,0.0662595620397275,0.0805137763272321,0.184436482181096,0.0558901032886518,0.0393414926535872,0.11830239881861,0.147332991057537,0.125427693816198,0.107565985266884,0.169736253637975,0.0099936694722422,0.074910406038755,0.120359908878154,0.126987691124095,0.0366612740360873,0.234339620168154,0.168612337926642,0.156217431224086
stable,-0.144217465318537,-0.107494062061779,0.0502882715155934,0.0698553374265679,-0.0892069664526626,-0.103546940461319,-0.266034838284758,0.22059309395071,0.0982573031726882,0.0692641326755826,-0.0077053826459561,0.0214754901034395,0.178441004083778,-0.0209772146300257,0.114546327197141,0.302253849016096,0.0615521949347418,-0.121731220833427,-0.0522010259583928,-0.0787221317279529,-0.318560922277971,0.102156798849898,-0.0599972721350114,-0.0557869428417261,-0.0394420201035179,-0.071999089053129,0.0456262387024195,0.109966719303706,-0.0502798508702587,-0.0444399587958372,-0.0456219419085706,0.116422100760334,-0.0328427053420928,-0.0629762101745413,-0.0707671688835554,-0.0615868527848791,0.0293822593521389
stable,-0.0733738797488158,-0.185250345217693,0.167378938381909,0.0125044232965605,-0.035376907198143,0.0067285291281659,0.0118915871302679,-0.252961912562024,0.111640198234267,-0.0861275788447496,0.0546921457943229,-0.0445826539281591,-0.41195127870187,0.0462645005857291,-0.0265447330887395,-0.243390365025238,-0.17778558595248,-0.197374711386073,-0.341054470469715,-0.318343637676931,0.040892776261137,-0.129071630831331,0.119756127854079,0.0261540627050385,-0.147251846369095,-0.221668684439077,0.0485186608502492,-0.176164228556017,0.242959242859808,0.0158468877377888,-0.087516131316924,-0.23205617526436,-0.144998790674535,-0.0206570746936048,-0.168117483988546,-0.0450439475092271,-0.0969129073393402
stable,0.106516132500317,0.163897913180457,0.257270683083087,0.449290291197629,0.077077527590299,0.347169601208415,0.0888417908653451,0.575392688443546,0.5057518244113,0.246375036259858,0.439623632904261,0.441234191861212,0.537933233016821,0.270988613125501,0.294946224633271,0.508185546385498,0.156455156493764,0.261562054855319,0.383683398551536,0.335438441642181,0.354548856003731,0.233369633442758,0.302797332242972,0.554248264359881,0.422363582658749,0.332559745178612,0.207229260561519,-0.0787431395572394,0.284858995591189,0.384249477377114,0.165201524065549,0.407781427314025,0.303307049168027,0.379747834651605,0.386121207338176,0.416929224899219,0.41255359677338
