group,CD252,CD279,CD294,Podoplanin,TCR,CD32,CD62L,CD1d,CD58,CD39,CX3CR1,CD11a,IgA,CD79b,CD122,CD226,CD29,B7-H4,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.157089200981883,0.0109669925607934,0.150202532692995,0.0066140888995641,-0.0288214556110641,-0.166474989661808,-0.0033417790557822,0.20503219202529,-0.117371450913216,-0.0518713846367853,-0.0122907721918634,-0.0847325407150065,-0.245718863451739,0.0788860045094993,0.0207712465279802,0.0302546274470503,0.105883355767675,-0.0172969215402205,0.0146494969259568,-0.0337221217725767,-0.132791669525173,-0.126003133212412,0.0392230547220237,-0.0911352935281588,0.0424295198977079,0.154288832218788,-0.169668220175404,0.0226308049197563,0.096111960701268,0.0466778864162095,0.0775656391397599,-0.0023629795854154,0.0667252863842669,-0.0576448164637262,-0.186852380876387
progressive,0.422098393376223,0.265041449683957,0.0491636113477611,0.374041871563033,0.328025348113339,0.195824953643133,0.245834939224955,0.332309244475068,0.325655164495219,-0.0064607106994363,0.257420896738559,-0.0044135271142704,0.179582517221634,-0.0048391266565648,0.200070502227423,0.472853163742684,0.214975599513254,0.286203074531399,0.0515900872190862,0.40379064577542,0.0503710851299418,0.301210668457994,0.126273791989753,0.274966135974294,0.233916620728769,0.282699697666966,0.203583106889839,0.296394818142991,0.282774993159846,0.0936434751660274,0.152755518916928,0.128123960488275,0.187782755116265,0.167782133324631,0.233695049290457
progressive,0.197299122790662,0.203581740840989,0.172668743470335,0.22379890670608,0.109333327336809,0.174834490444984,-0.0960998518881437,0.0610373677998438,0.238532926741967,0.0162197014534858,0.163371568809278,0.503364321441769,0.237205503753083,0.107386839033035,0.202102753457595,0.171698527004819,0.316771931561776,0.193245038847819,0.311628921547446,0.210386895461173,0.206259575054316,0.202368136021753,0.139558293779828,0.206902571682604,0.398019050897331,0.204610542121539,0.202618373961555,0.309585283943773,0.127363710855235,-0.0328391626829594,0.156455744604377,0.101721910682839,0.0965686583530339,0.0661906261517576,0.15699091828982
progressive,-0.189054973175068,-0.229996619416267,-0.0435782397864201,-0.203301846870577,-0.319176785375823,-0.417852426511536,-0.0066190660710156,-0.204625314712681,-0.267427497091572,-0.565616607295464,-0.140022121419709,-0.170295673610781,-0.200552705763127,-0.214479737158188,-0.113294777217993,-0.0780815975653304,-0.117421965154205,-0.203204722627375,-0.0124437395207222,-0.129772029885269,-0.31923874001816,-0.231520946752365,-0.197038264737417,-0.232367897612058,0.024021076591949,-0.0575023133178092,-0.315056023781254,-0.279785664490424,-0.125499100844471,-0.145908815268139,-0.419161690266013,-0.166383882574546,-0.366345476384273,-0.315303092663216,-0.180054438567728
stable,0.0196445926573592,0.105152340213606,0.0861803872030747,0.171789746054544,0.0124468763134481,0.0326993072243548,-0.403772498984307,0.0782865249291051,0.0581295257449898,-0.0214521817578647,0.239458780806701,0.48821407541591,0.125330747916711,0.0087991186894132,0.123407090284437,0.187177241211133,0.382828616091154,0.0862295615001049,0.071586955488179,0.143581621893823,0.0482196946569445,0.115419268993906,0.0929020800467043,0.112604519829252,0.0386318803453675,0.081709814202354,0.145611003417604,0.0792431952187345,0.0422585572779732,0.0613048436703143,0.132391372984394,0.0526848904430261,0.0386631688380791,0.138985546223301,0.212162137690489
stable,-0.0837629176030377,0.0616778661160263,-0.0787200183849084,-0.119918881111164,-0.0006676867952108,-0.100845861494003,-0.0630972397583987,-0.0685109177874383,-0.198431474206586,0.108204015410983,0.0077848917196184,-0.0007114865628306,-0.0332773990133217,0.0043796458510928,-0.0445546632242915,-0.0439204342132517,0.0553750211698756,-0.303244982557109,-0.0511227521454095,-0.205385141128592,-0.220340201097943,-0.10360680755539,-0.238578965527301,-0.170792502905524,-0.15433079740685,-0.0391526332361389,-0.015363929000534,4.53381759195098e-05,-0.101388327674399,-0.0668659296968308,0.0044958259409472,-0.162582324864613,-0.0406732205635338,-0.0689051704835324,-0.047287838248393
stable,0.165884556494795,0.291471214050818,0.105458116089391,0.164934366530974,0.21915167950758,0.076682780580497,-0.22032421164094,0.180358107930143,0.183947806567046,0.217308955101457,0.316509200112817,0.373793559694188,0.0855632579613157,0.167592904015384,0.198923816676747,0.251028074856345,0.338678350345216,0.18829807242679,0.237507819553118,0.206369671068233,0.211103171375198,0.303724996890616,0.166292078087952,0.0961316399521519,0.232416474691304,0.157538803898452,0.135690489816232,0.260517306002794,0.237741059928163,0.206179170173797,0.268480256763664,-0.0121962706583302,0.160373990706351,0.236560391285681,0.177996290092619
stable,0.0836091533204673,-0.0609608697681349,-0.057774105540289,-0.025077808897163,0.0224746792353998,0.124045477848504,0.571909312606708,-0.0265368682738876,0.056088806044329,0.0371096736826776,0.0301598296511663,-0.196120177176456,0.0376772504538057,0.0584824778649185,0.0303757206478661,0.105514931573408,0.0568827591122327,0.100785943935976,-0.0469883824192696,0.0607535576911453,0.10270028410865,0.0823892447420778,0.112969887555393,0.0389086263638076,-0.101987447148319,-0.0512942296930232,0.052583239352223,-0.0972761042151307,0.0135973182151986,0.0789087483810415,0.0947852041909956,0.0676463718217447,0.0914738969860767,0.0826158781195193,-0.0290611090632255
stable,0.122848613830643,0.0240157418413591,-0.11401027464208,-0.0470632959211014,0.0367065745086442,0.13637310348961,-0.38116575117211,-0.0813545236701728,0.0237157504427561,0.135006029907753,-0.0817946865356179,0.370817116456765,0.163540921173708,-0.150543304186396,-0.0135023177859397,0.0092689781590144,0.090661965005041,-0.0454877653049105,-0.185375231042797,0.0516388604579789,-0.158909508913532,0.0191538912660482,-0.0467767711053642,0.081769495034947,-0.0250117332734857,0.0327208318075089,0.0732338628961537,0.0037218471200606,-0.022147491076212,0.0081863867975907,0.167699040189791,-0.0155498627573269,-0.003306517491292,0.183326493236747,0.0463883445649122
stable,0.0022176546148056,-0.0509752964486279,0.0965462493000717,-0.0613290697766504,0.0256548869399615,0.0043058071284767,0.254436371743063,0.0438873468594876,0.0137271346323755,-0.0651887634894973,-0.111902497426871,-0.580362665287763,0.0762528332330463,0.0134561322031125,0.0666704475177188,0.196433775964304,-0.0053960450818084,-0.0509612169436269,-0.0144613419392891,0.0199760770299921,0.109899537703034,-0.068210705389971,0.0294501531939976,0.0674335842286084,-0.117171030409733,0.07154744202344,0.104132744611885,-0.0531294870656512,-0.0301559911272813,0.149108811578889,0.0387898655018815,-0.106806575928624,0.0536341858356607,-0.0119135050975215,-0.0071166202752762
stable,0.115281722833928,0.0625748282044631,0.194021793849397,0.127899957618649,0.0707846257861424,0.153522990973293,-0.0470436621868135,0.10697106449784,0.230826537334561,0.0476913022958135,0.168864490318946,0.455808294240386,0.204465269803314,0.260389712882267,0.0129953079803898,0.262466236176617,0.289885047108279,0.120834868302549,0.103237233671653,0.134528671626976,0.105964423036649,0.165023099888238,0.134459671369492,0.110544177432622,0.182901817873441,-0.0385499089356429,0.222602855512323,0.144577807136857,0.0729630645870331,0.0950580730125703,0.0647048377500741,0.142021283101125,0.0604688098183496,0.135715306505901,0.270415010101317
stable,0.562263489122427,0.533542873834976,0.568530022489207,0.669178797628871,0.651196932415964,0.555241099849491,0.378824277849592,0.579508430640476,0.649763841101524,0.182269592802213,0.622937311135566,0.559796152752938,0.624508994104576,0.585681400188607,0.571719328947436,0.690048888365498,0.603472377639831,0.559918724696431,0.56295970751518,0.587704725102103,0.56665078478142,0.685503667825821,0.610785131251531,0.605398127229879,0.565471959682768,0.555621293123106,0.609802583870413,0.619011322757579,0.575115771443588,0.571079921470893,0.610629625584937,0.577753874498781,0.632871775103224,0.550509981090183,0.576770782647427
stable,0.479891094731869,0.591278741511218,0.482745717738625,0.535058498156679,0.541638117772972,0.400144722378223,0.308197266759203,0.500527816647423,0.55254408987838,0.170420679504774,0.522161367045047,0.513760724249349,0.544271366080966,0.477674202149825,0.457024325221282,0.477600950596853,0.506286797788827,0.498906738457979,0.51345382550404,0.40311059534912,0.452748480501555,0.539106386774287,0.509003673464866,0.476627798215749,0.423669969689069,0.48252334463454,0.505958018187956,0.54101778456617,0.515159663984178,0.476175386216914,0.505639118165205,0.501680774680105,0.5302265018257,0.507657333963213,0.480650737785435
stable,0.116832521904151,0.0707014418049174,0.22812018473733,0.253633760590892,0.200471899283625,0.213887364555586,0.360198853354541,0.113620330506371,0.224707277968901,0.215200959144362,0.183076785503796,-0.201947378531985,0.293384073654552,0.194767310757547,0.19386342642186,0.0428299970928607,-0.0305561318263238,0.077637609018862,0.0297425408709515,0.0816647889256915,0.20150436523139,0.199583245034843,0.213993818106358,0.140855973978762,0.0939636966628804,0.0010465558850445,0.224558082714031,0.144332796112022,0.135349854763813,0.122795887704765,0.210245033732839,0.158175615977958,0.0992048038328978,0.0960771128499924,0.155962364854564
