group,CD252,CD294,Podoplanin,CD146,TCR,CD32,KLRG1,CD1d,CD58,CD178,CX3CR1,CD11a,IgA,CD79b,CD244,CD122,CD226,CD29,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD258
progressive,-0.320874404970869,-0.367867487566218,-0.328082860650741,-0.553757365209908,-0.0013701609423108,-0.246268340464697,-0.185471327756222,-0.170541924664676,-0.2336129431634,-0.0705300809776284,-0.168943999756651,-0.210271120867835,-0.206924943309794,-0.273452218318032,-0.0696495718492482,-0.108796030248063,-0.228593190686974,-0.125213559681664,-0.23091661711294,-0.238561714927227,-0.391468586047022,-0.195427539942275,-0.16590292064856,-0.215226728094256,-0.308753754798557,-0.157518749968721,-0.206693735135036,-0.368930270840793,-0.362411122533787,-0.157866202329679,-0.242862352113994,-0.302485498969768,-0.276158527612002,-0.111730638171408
progressive,-0.0949647746158368,0.204985272134937,-0.137960505609373,-0.245052608896426,-0.0473082519010402,-0.0100889297668471,0.216300456809225,-0.158376672247612,0.0826586503153003,0.108881670987661,0.109039440567561,-0.0700026320442238,0.0145821121109365,0.165445019288774,-0.220148624056007,-0.122561707660799,0.0762742012283701,0.0884539590756181,0.110365095260922,-0.0130917874393601,0.0734994655250784,0.0893592625403026,0.0653059444180987,0.0122154968566111,-0.140491080867511,0.0116423008271562,0.0502298506718854,-0.0436770778662977,-0.0429939991674274,0.181228358659881,0.103771739966595,-0.0044868313011458,-0.0541371508438663,-0.133439521371069
progressive,0.132473019465521,0.0997209529759369,0.229324805637095,0.0482132753096771,0.194890041058204,0.180841220516487,-0.157702705719191,0.232863605009742,0.0861280091777014,0.14335534373688,0.114875255230185,-0.314019154989604,0.140298667971836,0.238102230024387,-0.237482972404403,0.0831937668314532,0.156712680330477,-0.0899902389784209,0.115273768954211,0.0036211005167931,0.0445814260125276,0.0420847124096993,0.0714599967978897,0.0676676925126032,-0.210142641761585,0.113050750374809,0.0719362515685262,0.0368735630953061,0.0692893329551543,0.255609845427588,0.0497375333112731,0.0742525010210479,0.285614325238514,0.0418884615445405
progressive,0.0582988904064085,-0.0726906738346094,0.003431712056273,0.136746103502461,0.0821235584911316,0.0630461749644955,-0.242207792554444,-0.269892798907131,-0.116308934395349,-0.226584664337748,-0.100294410931785,-0.342864361509164,-0.182603003842674,-0.114830152502791,-0.192187201734674,0.0717183802127314,0.0637798803424485,0.100776354472751,-0.0130604846281632,-0.0251791068593697,-0.0091200728357982,0.0342044206824477,-0.0737945325130234,0.117087963347003,-0.103934567844382,-0.0345519871350255,-0.0161770886709458,-0.002420041249788,0.076730020205428,-0.0721761790237331,-0.0258929035858302,0.0047011312181462,-0.0852386201584231,-0.0451310443048549
stable,0.27755380593085,0.259958421045656,0.202295864840573,0.143855084586907,0.235029717267821,0.164423311552115,0.132688963769629,0.327046893785682,0.351030386472704,0.161258050706067,0.167576848277838,0.0835846632468915,0.132752491173044,0.206290556699564,0.251097933345788,0.107606177749546,0.335619513572538,0.239745469995603,0.22953035313477,0.227295117589385,0.191828990355271,0.258102879060276,0.32948160050526,0.185039661613895,0.254171390681424,0.217998729214039,0.0970759311053435,0.156276932317028,0.214424374000199,0.183590217980867,0.170429279273174,0.19904030734351,0.277945782166971,0.134967372569055
stable,-0.03533606288373,0.101690406483411,0.127401783066652,-0.0514107255108459,0.0627059751231094,0.0142111864937306,0.119272419674455,0.127957383958357,0.0674685127694308,0.0611559585738024,-0.0298948894233023,0.0715213397207414,-0.0924397313624133,0.135530750495605,0.132121824742756,0.035907354192492,0.0993554195542629,0.228995723518953,0.0373340338373608,0.0841658815611625,-0.116358412328765,-0.0122063539393127,-0.025209757002528,-0.0546513327690385,-0.0327478543753896,0.145705833126036,-0.0985597741182161,0.134620378849005,0.0724673498531992,0.0925958123830222,0.166322910817864,-0.0866030107008232,0.022266692137064,0.0185753424496682
stable,-0.270851260366805,-0.209378678170618,-0.0853512197718552,-0.189844223634127,-0.0996357441064297,-0.0153934685879916,0.153147019094358,-0.0988580729470441,-0.106507984051858,-0.114445366081141,-0.0867061281315648,0.101322272643676,-0.241587188380248,-0.0396581810489539,-0.0009485293561194,-0.0274229364228567,-0.115839669344342,-0.0375552409108626,-0.0864809215981973,-0.104968522742153,-0.155104429350097,-0.105737114645181,0.0674417309029022,-0.169584655646839,-0.130009932753235,0.009006092620626,0.0539698111657926,-0.237423033214251,-0.28094656897459,-0.14434354078021,-0.154741254760867,-0.196752611392684,-0.173340436889242,-0.0890908114238115
stable,-0.121496643646416,-0.083179816186652,-0.0996830939058749,-0.0617569453552694,-0.0263498300909294,-0.0653697414732603,0.0775652820137252,-0.103473710576479,-0.0875642474969438,-0.0325479126405423,-0.0446653095227428,0.102553536788143,-0.0689192955072102,-0.0392343090095414,0.164194721664543,-0.193834299828884,-0.169990690523412,-0.22333918264679,-0.0398237180354684,-0.103447702723446,-0.158762227657305,-0.11261092295609,-0.161043475595067,-0.0993481639261896,-0.0190928605786144,-0.0653424850853021,-0.0606027390172529,-0.0484894735081716,-0.0472823998940039,-0.217925714768424,-0.149509087779523,-0.196180775804116,-0.152727190698905,-0.147943565546488
stable,-0.108877376481878,-0.024762412591945,-0.0944548582049962,0.009264614741764,0.0254502954720275,0.0215413841022364,-0.598661378976875,-0.0890379783414427,-0.0251396043122169,-0.104233550004883,-0.0451791788361444,-0.584786306567359,-0.166362419736595,0.0282401545538926,-0.412093450741297,-0.0950078629494893,0.143613628371179,-0.13515544688481,-0.004473755269092,-0.0014567530425994,0.0921333541616492,-0.058314415532592,-0.0593510631650458,-0.0564666436101198,-0.0328275835415007,-0.0038691196610916,-0.136145565177432,-0.0472124134673637,-0.0050712490992606,0.109079033514548,-0.153917286924577,0.057107454222929,0.0047250387356478,0.0070588760641614
stable,0.205282107343627,0.102045994363022,0.252927195665258,-0.0763069344692767,0.186698102475917,0.0678418331909323,-0.140064982578345,-0.0042427099099388,0.158525562703836,0.259780471306353,0.151432444073747,-0.0885367564059682,0.0576542284843128,0.270167780544044,0.0237945178928327,0.0311457955999887,0.155575782053779,0.162467250110588,0.0900768182811515,0.1571610969531,0.138710410166408,0.0854642143183202,-0.050807134517889,0.0990122736615455,0.101943734253981,0.0227911177113055,0.079442891837041,0.16930635154713,0.0604640292686498,0.187520150206551,-0.0856491820157324,0.206979970180979,0.0963328242552949,0.112415033420674
