group,HSF1,LHX2,TFAP2A,MITF,STAT1,KLF10,PGR,SPI1,MEF2A,E2F6,E2F1,FOXP3,IRF1,MZF1,NFYB,STAT3,CEBPA,ZNF384,E2F4,E2F7,BATF,CDX2,TCF7L2,BARX2,NFE2,NFATC1,NANOG,PBX1,FOXA1,IRF2,AHR,GTF2I,USF1,RARA
healthy,-0.164489869619584,-0.0645818522752822,0.308652133978639,-0.20001683929984,-0.212976459978855,-0.174282956044489,0.091396991129597,0.0456753258019635,0.156179648016115,0.16157047950238,-0.222784992912317,-0.36456849495365,0.0240193208055642,-0.0824998022009764,0.0775723659714105,-0.0403617268584818,0.216142994232964,-0.182732196224967,0.191305008473899,-0.0525490221096652,-0.0469728325207207,-0.112126205612598,0.172413928509137,-0.161230656314134,0.016157047950238,-0.222414276706957,-0.27626080553538,0.140625013899586,0.268305853628714,0.0365773322621068,-0.218614435602026,-0.320036210784877,-0.0371488530787022,0.0077232542783164
healthy,-0.236562650121732,-0.184657790714045,0.204214693610709,-0.157749211758081,-0.195583470569931,-0.121897806008002,0.241987083756864,0.202554223180095,0.24067764893553,0.244374113342055,-0.0049826042938538,-0.232738032183391,-0.0457456411830605,-0.147633768636423,-0.219360398317083,0.0480769136216307,0.231736077933005,-0.235566242284205,0.036368226779173,-0.130157649615733,0.236860356448134,-0.214641614906545,0.0857396940917894,-0.242214884351391,0.191841860455725,-0.0536552026564654,-0.235515864111563,0.232696632920622,-0.198444896358315,0.240103501020327,-0.2286061429727,-0.21558379347722,0.233012715663966,-0.202044309004749
healthy,-0.0839811099101995,-0.0446216190353665,-0.0146309690175722,-0.0699251080756281,0.103167693552664,-0.0997474883840027,0.0826297451917165,0.0325327832825778,0.100610487268307,0.101613802262094,0.0775276650935627,-0.0780352147708351,0.0236065410911952,-0.147391932981094,-0.0658230543124457,0.0636859741918352,0.0849759292020456,-0.12705568902753,-0.0912682297366975,-0.0502142574069101,0.0439899224877893,-0.0552571416463756,0.122214783250348,-0.0844324783326983,0.0029395128717193,-0.155635778468153,-0.0530869008827037,0.0757852240308746,-0.0576929416094412,-0.0358228123731047,-0.114031777951386,-0.104555781627925,0.074745733790111,-0.0741263697130938
healthy,0.0393769580277814,0.0676384708990003,0.121259819095404,-0.0513107956251359,0.0378423287243609,0.0766625962419262,0.0351989096624481,0.101334890091607,0.0981439630433583,-0.0833543605193694,-0.006449575210112,-0.120100525455573,-0.0285461711114943,0.0915027026472544,-0.0724225658404039,-0.108203417953738,0.0603659119861564,0.032824079424021,-0.0216684607254841,-0.033764140306221,-0.0408082839375536,0.0519386506954209,0.0266109542038152,-0.002380569315852,-0.0813238749264368,-0.0346353322593221,-0.141561231578275,0.0770781054474896,0.0378216680456313,0.0666180629328516,-0.0804182485087863,0.0294093283562005,0.0338043138481954,0.113895434943762
healthy,0.0104831844122939,0.0483818623684595,0.0854731316316307,-0.08057914885909,-0.0333162009764875,-0.0788073850678849,0.0029969005589195,0.0113878640712589,-0.0196851371439824,-0.0030655273140521,-0.0001438178085821,-0.0689615343467352,-0.111801935426838,-0.0541148818167949,-0.0491791262367822,0.0741992476493311,0.0056482803246064,-0.0767497759226928,-0.0171590758007115,0.032286799649499,0.0158044433298339,-0.0374075490911734,0.0736949901877049,-0.0020349324782787,0.0439085914426011,-0.0541960404141691,0.0388791454229726,-0.0408818531640587,0.0256335849279948,0.0859750020756871,-0.0446258902223345,0.0336056268568292,0.0145661779654854,-0.0356274307384739
healthy,-0.0939059573874528,-0.142087381651981,0.147920274344299,-0.038435267433327,0.0699625477131368,0.0713241347809538,0.174359998136887,-0.0007988489820901,0.184547635378287,0.168544183990418,0.119592232665666,0.0759000464987806,-0.0912876739875753,0.104928308557226,0.0871522464314389,-0.0889812163706587,0.159462382592746,-0.0792572616490611,-0.127924712864211,0.0682613822253543,0.0996124688404879,-0.153582808541773,0.058502701127197,-0.17953992109291,0.161690990504833,0.0510906122287016,-0.130837885822416,0.180387586251885,-0.0384436643850361,0.162911394926965,-0.134455406475679,0.142347829476179,0.163246419068037,-0.0471091762276376
healthy,-0.352274520400663,-0.257313302547434,0.31818696832234,-0.151819210626208,-0.284403347573182,-0.250412644079023,0.284409646668087,0.328878894536688,-0.338612570938615,-0.377264604662462,0.3595247786363,-0.241149037634381,-0.327312782065936,0.336188206787059,0.372587526695511,-0.0517006088195225,0.200548221424304,-0.273705909650793,-0.409415972444366,-0.277570404375,0.324292366058996,-0.241487613985524,0.324633304570728,-0.340559778651118,0.331923719536385,0.0498211163772478,0.317868076642775,0.311515439431098,-0.293187435418183,0.344585687682266,-0.365971902271551,-0.325994696457068,0.269065838866408,-0.127471634044717
healthy,-0.177417331805335,-0.0326333418307073,-0.149738612194413,0.207758309131604,-0.264497980878417,-0.0894606198643147,0.0996862203395297,0.172691459334401,0.204176185404922,0.0168544761759492,-0.16833061305844,-0.0397878552522046,-0.169425691643363,-0.111259984228183,-0.0191079045529242,0.31546050471277,0.156231211449024,0.0203927967592339,-0.0295573877610567,0.257985913560075,0.0428102721465923,-0.207714505988207,-0.16501130819214,0.0938117321084091,0.0946050557054867,-0.145368031886587,-0.0895871622785725,0.228929828440116,-0.0349354403670122,-0.0218285664594664,0.253810013889568,-0.194938589164104,-0.0853187893053391,0.2841899273433
healthy,-0.113208219252129,-0.0962266898334311,0.108194924546815,-0.043332570389655,0.0735109445908824,-0.0719799378412161,0.117806122268234,0.0903308025659812,0.0745574447311101,0.135765685061856,0.107011123588189,-0.130765461480874,-0.095863344984744,-0.0237333484756785,-0.123832796397079,-0.115295213296941,0.139072776741125,-0.101799007359459,0.123906966925728,-0.106201264811283,0.128388266870724,-0.0119781190759983,0.107892398235309,-0.0728259312552218,0.078712301447848,-0.0454685109339289,-0.0989015495931442,0.134776568237704,-0.083897043933555,0.083667056960802,-0.1390081232873,-0.0570660442402203,0.137707114312969,0.0983828852191287
healthy,-0.192298591539759,-0.0962811948744615,0.170142386010906,-0.0742969733285967,-0.172773821442349,0.0210143499363396,0.188238910962852,0.17137449965627,0.184441633405231,0.189554414033977,-0.0622163998065435,-0.185026539930838,-0.215497218551772,0.003510083087433,-0.162609326572576,-0.186646677345621,0.195882405046108,-0.21979601320924,0.15344518284504,-0.0421382222780703,0.111773007647235,-0.183397119137254,0.186988767171377,-0.17570865701102,0.146253569298677,-0.0660415275005674,-0.054320644661188,0.154614459284763,0.119851479005406,0.0232178913645538,-0.148475731145642,-0.0724471125343529,0.152706322482555,-0.0773094565800705
