group,AR,BACH1,BCL6,E2F4,EGR1,EGR2,ELK3,ESR1,ESRRA,ETV5,FOSL2,GMEB2,HIF1A,MAFF,MEF2A,NR2C2,OTX2,RARG,SPI1,STAT5B,TBP,TCF12,TCF3,TCF4,TCF7L2,VDR,VEZF1,ZBTB33,ZNF263,ZNF384
healthy,-0.108583607749838,-0.121401572475358,0.0782730696807304,0.0918906643934757,0.002089228870218,0.0745895451548305,-0.0573363831088127,-0.0739865209240991,-0.109341649859081,-0.079534849645344,-0.0465929416299899,-0.0667495744905794,0.0168137730018487,0.0917680550865438,-0.0860944007330034,-0.112982181511122,0.0833815410258469,-0.0395229087067471,-0.0618820131053015,0.077153662631729,0.0875427641501826,0.0748783186409046,0.0169512752650847,0.0707132551945031,0.0252376599528938,-0.108857207280432,-0.0524220821940016,0.0175019399827719,0.129062546664784,-0.0302657655338029
healthy,0.651325866192245,-0.658396733564046,0.765503389524631,0.774601122471739,0.734717212439688,0.781694948362087,0.714734061900083,0.538193922664059,0.293930226179181,0.674252339534207,-0.72840519791928,0.729881848089456,-0.755390289369239,0.734698453650143,0.60163958504518,0.664798418661883,0.705659949247002,-0.708485374202453,0.764643132307505,0.737200321302082,0.758418166715513,-0.736431363648179,-0.725767106330243,-0.724251385953893,0.715215147220543,0.732237107019853,-0.626247986220377,-0.649358356786841,0.732737078394373,0.710632937444
healthy,-0.109416523714535,0.100988844307746,0.0099787245072873,-0.145784165191843,0.0572757636456736,0.0369492736702043,-0.151034795382403,-0.14626276761795,-0.140207649904968,-0.0127639495764569,-0.128313193801904,0.0153379830632857,-0.114153015929235,-0.119643063970321,0.0952616334072568,-0.0396488090767305,0.201912915939464,-0.162723814018403,0.0100515062897141,0.199220845331136,0.0357176597259129,0.118581429701654,0.0559212915643797,0.07112374188539,0.0379605983093517,0.0637594851885018,-0.0512859629169207,-0.0345122503336276,-0.128823210587093,0.0003555110141612
healthy,0.273829536942955,0.194601794054512,0.0388697712386031,-0.203945285594421,0.201303986108715,0.152816459335286,0.15316429022456,0.106193233388064,-0.0291587758646375,-0.027822338170299,-0.276516629753912,0.108091424581334,0.085711052767076,0.0996069298573311,-0.0936499952407924,-0.0928561340571935,-0.260363158260652,0.0630683199160892,0.235196502317203,-0.230189324572754,-0.136158765307671,-0.1186505057262,-0.224102284010465,-0.0201490631105858,0.163702375873733,-0.124733578635759,0.29775630140848,-0.111798865419191,-0.211748170643293,0.154254898768542
healthy,-0.0860546543397951,0.0171611458346251,0.223588257368985,0.108510560891695,0.0338978946637808,0.0946335949609327,-0.0804415958684185,-0.101176246103905,-0.0279077757760065,0.0154998764026386,0.145502472954965,-0.187969922536878,-0.012000233403691,-0.135973535960046,0.0876041114838021,-0.0783551132828752,0.065890899691474,-0.0451056482745664,-0.0291046569462389,0.023143103241525,0.0261885598298117,-0.0371477963479715,-0.0338530065189715,-0.0252973261183259,0.098998354932568,-0.0549618606525495,0.0717239100724159,0.121806837458242,-0.0603268101053439,0.0606169507504292
healthy,-0.152207639790324,-0.0978611658171308,0.198613932924179,0.0489383980471868,0.0097767384153674,0.238885342240236,-0.309643607318363,-0.278734734070739,0.0835438318627319,0.207077728051151,-0.124315410050559,-0.157936136399808,-0.166415561804024,-0.020483478326681,0.187946268705972,-0.337332643453972,0.151418310789563,-0.218448754745284,-0.0903195570474829,-0.0905305657902607,0.065701870390083,-0.146268134438063,0.0128324576163336,0.0158256557083285,-0.204569068553683,0.202365199462449,0.109826143046489,0.0749862550723024,-0.266910429336565,0.283322220441499
healthy,-0.147458274777129,0.0902943576651791,0.0692180238377257,-0.0313171433165089,-0.0691921839545657,-0.0339639424254139,-0.192138745566184,-0.194307308068298,-0.117080510597649,-0.0848166999719376,-0.0961619988258035,0.126005208704426,-0.040718090346756,-0.0435497440044204,0.151338630154422,0.142395777873323,0.0012218951929114,0.135808065301976,0.0483261470223678,0.165248305515524,0.0034304763858682,-0.0018975750094883,0.134323530886382,0.172146494221455,-0.122859633594423,-0.228451069578061,-0.008262799561218,-0.164270497834308,0.131946526660111,0.0343667795782661
healthy,0.0204077780307056,-0.0722848255836113,-0.0549115129583028,-0.0811786041237721,-0.167793958765547,-0.098353944499496,0.0194794711797124,0.0479225934582625,-0.100129040216359,0.0669562111683223,0.133479877925788,0.0445038289801424,0.185312007405258,0.0986018257195641,0.0483884105161086,-0.035027779117674,-0.0732231142287012,0.0523545100371979,-0.0048128883869594,0.0216155751164065,0.0498773614688665,0.123393274991071,-0.157354665772747,0.120556781835258,-0.0366082298496517,0.0103594386400264,0.0978432093682148,0.0259144011073858,-0.0596578560512843,-0.0481255566048955
healthy,-0.0817156075312281,-0.0226785717526536,-0.0253349607329101,0.0564574974464259,0.0250181561994864,0.0232032409380077,-0.0247443417005982,-0.0362405309834787,-0.078984343673072,-0.0502002331962668,-0.118480058269982,-0.0041831143113304,-0.0551757676211998,-0.0256124542521865,0.0799263772824593,-0.0781352393934891,-0.0727394109542139,-0.0176438323514743,-0.0061011784036916,0.127093121908684,0.0394299691399735,-0.0313849053711964,0.0562544018949988,0.0517867085436445,-0.0302183152581179,-0.0639175969734876,-0.0172588978108626,0.012568487466011,-0.013570611741738,0.0533569689493114
healthy,-0.0724936628791217,0.110044522337337,0.236252128800622,0.0323519056470021,0.0708807861192076,-0.0367272628148545,-0.238096642116481,-0.0073179993415255,0.176730113054427,0.0135550280886405,0.24543179972141,-0.251248451015143,-0.050882830122612,-0.0683242048721096,-0.0385631969990121,-0.102983896946861,-0.117645633025017,0.111382866882797,-0.0076011106876807,0.218321743544129,-0.143966409085745,-0.373604027344378,0.194497494808588,0.196839597763144,0.390307596767532,-0.0210446100641995,-0.0049758963869693,0.0126799566550701,-0.0981710040622237,0.102065929854782
