group,BCL6,CEBPA,DUX4,E2F4,EGR1,EGR2,ELK3,FOSL2,FOXG1,FOXK1,GMEB2,HIF1A,LHX2,MAFF,MEF2C,OTX2,PAX6,POU2F1,PPARG,RARG,RBPJ,RELA,SPI1,STAT5B,TBP,TCF12,TCF3,TCF4,TCF7L2,VDR,ZBTB33,ZNF263,ZNF384
healthy,0.0944790150541581,-0.0467880561395179,-0.011733303745518,0.111643678825235,0.0112927485051715,0.0585809193337937,0.0304741229132564,0.0839151079893669,0.104858426338146,-0.019930623039435,-0.0319283892054838,-0.0086866301760373,0.116137693169645,0.10560822901088,0.0563865460930488,0.0498998295715943,0.122154028556259,-0.0620091427362468,0.14090694429421,-0.0761740417750039,-0.0693241511264726,0.086434611182168,-0.0524207178678548,0.0285123547134742,0.0161154017304022,0.0945287864384688,-0.0076130826547068,0.164825649554422,0.0199759620926755,-0.141210466632298,-0.162247417974938,0.102568111597774,-0.0057550125339245
healthy,0.777473738247053,-0.700671296161306,-0.723423267896416,0.771822922401693,0.786986628140351,0.802887348226882,0.730468183284831,-0.788384486664848,-0.726188684507163,-0.721629217807634,0.763015832071183,-0.766678273726322,0.71879613953093,0.742425630244571,0.718586957293386,0.708724355133361,0.742127578574149,-0.722787873040096,0.700824220669837,-0.707515766404176,-0.711925508809105,0.710880791351975,0.793852052164908,0.780762999399976,0.795344063015118,-0.747602077871059,-0.73481374362149,-0.744018828811436,0.758955624143317,0.752788024545246,-0.658915768347449,0.772413946037883,0.704965221300183
healthy,0.0496027253449728,-0.0007583652569241,-0.0219747531051433,-0.0713331334732416,-0.0172116478147859,0.0105440572290103,-0.152408171433775,-0.103431599398695,-0.0281188245385066,-0.0195951697383812,-0.0026385241719012,-0.039248722789821,-0.056189382449154,-0.100071624286856,0.0700659221187743,0.153148002305602,0.101298214447317,-0.0289944970077798,-0.0435663850249913,-0.105476559887834,0.0863800423351923,0.0189480880186493,-0.0144571292828133,0.0864048320752608,0.0443208117250821,0.0948020669236973,-0.0236165134917981,0.0833143005867835,-0.0091374518532855,-0.0574000639290725,-0.0461411200215137,-0.132104447598421,-0.0352109297696297
healthy,-0.0265873861187747,0.0780752236638859,0.110096900083052,-0.0672986995265371,0.290651515867323,0.25683802614202,0.223209471276295,-0.377761917030769,-0.03353469015033,-0.145009642613689,-0.0427972142372642,-0.0300661341173496,0.235830412413172,0.160145697840831,0.26941211711447,-0.227226585199421,0.0858416658334668,0.104990396547104,0.0901165378542088,0.142057424708651,0.0794522897249417,-0.140652084162398,0.0967603843295137,-0.0940854865205727,-0.184996340144988,-0.087016865221134,-0.144358507521432,-0.0586536112907817,0.012089643833626,-0.0041339927543786,0.0126788051996071,-0.313497135520567,0.0245572123269592
healthy,0.0695374827568132,0.0751079471578096,0.0058721860292567,0.20994579762228,0.148211600642175,0.211462538422026,-0.0578337739905181,0.0836952212084878,-0.0351164125268738,0.0966265547668559,0.0003273395023579,-0.0221558013981084,-0.0308780775789517,-0.23177222635342,0.182277273698126,-0.248057061621038,-0.142987994123802,0.155192674650227,-0.0486646082281948,-0.0275985830615391,-0.246109289923778,-0.104888115846865,-0.0796329583158713,-0.0266523482516173,0.0857056143757647,-0.041164263978514,-0.170208815200632,0.0920401420375445,-0.151485808931599,0.0590044701734854,0.0567765283928401,-0.0794735582103752,0.086491635814346
healthy,0.297743295049291,-0.206855333029177,-0.241142270913882,0.0463823522993506,-0.031674818622265,0.217962585024892,-0.336925083985902,0.0439004559913424,-0.125557908594328,0.063809247671939,-0.174291934247254,-0.173817003472265,0.148255003534539,0.165183987610767,-0.152169352341305,0.279205674477131,0.209934722892816,-0.154145677179163,0.223883899364677,-0.279581022992849,-0.111279344649491,0.128989666452315,-0.103289783386366,-0.139599007151671,0.194338609056073,-0.030181084733186,0.134711816273556,0.0378718992184954,-0.0349074119617078,0.16843190129779,0.128009164207176,-0.262422233702915,0.220605344982494
healthy,0.233115239108977,0.147899174409895,-0.105074633381817,-0.151268458054998,-0.145081775631652,-0.064882291306469,-0.28509470102461,-0.100490009047941,0.086591398933392,0.0626689145952474,0.0297670246769642,0.0751785260184455,-0.0118082135166872,-0.234765985118191,0.045400092183176,0.0320654394169494,0.297738038396317,-0.0647896913937123,0.339401763899149,0.10701856822655,0.119228092253394,0.233654520835848,0.0801699001123678,0.0595498364450718,0.10439817642602,-0.0414927207928854,0.0176355074534174,0.216020074699482,-0.181501268253006,-0.254017347782749,-0.175323209030705,0.153641430317861,0.0804877645693378
healthy,-0.0921357290188476,-0.0290641258248264,0.087924112699734,-0.024874031129985,-0.104704357593812,-0.0028458209326086,0.057686230597293,-0.0481968498028122,0.0164491429821984,0.0230993248823082,0.161955189176983,-0.231231642199636,0.0289647952512624,0.106705868651127,0.0933657726214818,0.119069214040726,-0.0389193742319346,-0.0827738224604406,-0.197522156551133,-0.0046006610655726,-0.118853997798004,-0.167903435023907,0.0722696143060476,0.0848564534861658,-0.060699257995401,-0.0348997970217114,-0.209951722323108,0.0626428262181366,-0.0374029274755242,-0.136409021165882,0.195369994123913,-0.229216887065846,-0.0934601366663676
healthy,0.0135012796000415,0.0407188107096068,0.164196384831948,0.0040320109655544,-0.0038799312162233,0.0430218294447981,-0.0320022826169293,-0.0221641324870727,0.128902429565726,0.119751891350626,-0.0650287315314929,-0.0333508043870675,0.133586811149401,-0.116981586576381,0.0220802988641126,-0.0149651488449398,0.160241362545199,0.0160986987055957,0.148343765257288,-0.0467603210724056,0.0248783222735973,0.0676580033474685,0.0161287893511853,0.166071221813006,-0.0386841002309225,0.0206079581536767,0.0691120456923431,0.0097871180214579,-0.0083420893159153,-0.033360156885021,0.0116860139646434,-0.0936122017443417,0.113928267081455
healthy,0.339238870331948,0.118017798397562,0.0890933838492739,-0.0683496117994912,-0.0496939659336758,0.0114374318965455,0.0114889905677546,0.152493363212694,0.333163540241146,0.116703052281731,-0.0683066462401503,0.0731359751100666,-0.0441685950024371,-0.200185134081085,-0.24747302869167,-0.1496834156318,0.156832884706124,0.315496102240171,0.239825159128992,0.0306172575863197,0.350332577753766,-0.273252364296206,-0.0233302987221044,0.272057921746529,0.0082150149459785,-0.411644430933219,0.146778943820356,0.49834892968314,0.271843093949824,0.0354895520155769,-0.037036312151849,-0.161971565603295,-0.0360395111751403
