group,BCL6,CEBPA,DUX4,E2F2,E2F4,EGR1,EGR2,ELK3,ELK4,ETV5,ETV6,FOSL2,FOXK1,GMEB2,HIF1A,MAFF,OTX2,PAX6,RARG,RBPJ,SP2,SPI1,STAT5B,TBP,TCF12,TCF3,TCF4,TCF7L2,VDR,ZNF263,ZNF384
healthy,0.137928813896971,0.0422857981629597,-0.0929476830170135,-0.0038557794687024,0.0850539969942656,-0.0511810442681453,0.0737758212152686,-0.0705431811895546,0.0856407480567051,-0.0999880476271936,-0.0041081833500674,0.0710532666563337,-0.0891653284485027,0.0896993024704513,-0.0910561353675617,0.170843168903439,0.0104376319657059,0.0039444819332467,0.0764718020713599,-0.118462419172767,0.0902388319703464,-0.0852323278363452,0.108542835525564,0.0454664944698748,0.0610484990139519,-0.0974741012651461,0.040756004719118,-0.0563235650205343,-0.121509969191567,0.0168184687523486,0.0129883370734987
healthy,0.797099618730556,-0.718703101059831,-0.714112085289505,0.718535210202497,0.79349188383272,0.757161948942158,0.789761006949922,0.733782683306588,-0.657273368648067,0.700969943715757,-0.701233481793767,-0.74558558591347,-0.736105533489692,0.768543891969413,-0.783473371099132,0.770059305798378,0.743919357457855,0.722387958517378,-0.726841703754736,-0.707132709629671,-0.412810507576464,0.791057301229502,0.770314915626428,0.791555662890473,-0.761234629960267,-0.76606092671259,-0.716756131240234,0.730677121728358,0.735666506648136,0.767034932549069,0.729805751153386
healthy,0.0310176274521479,-0.0122081587562071,-0.0028325525053268,0.0176544156969684,-0.144052539349096,0.078719999347868,0.0159925647959655,-0.0476943926563577,0.0564685346896644,0.0199842761224609,0.0792039440886178,-0.0770052375683742,0.14227038011091,0.0444060164189079,-0.0855464322933034,-0.0848557245442197,0.176159526645077,0.143654584469437,-0.126836671943689,0.0046224585778456,-0.0146542216966867,-0.0432557664572217,0.0857812388419207,0.0375588994258048,0.0465091270034887,0.0154243344976783,0.015432856015444,0.0416210294763824,-0.0150023644315882,-0.0457284010394617,-0.0687003212905856
healthy,-0.0410839703896756,0.0426327531923787,0.0650289242723947,0.116538320297685,-0.0905065003195432,0.216525178722786,0.211992449496008,0.194252026379015,0.217919116226113,-0.0971780405504799,-0.153945910384607,-0.287819318606668,-0.105304697843922,-0.0245407537407009,-0.0184562734307207,0.104291194957911,-0.336374615917348,0.0942978190394054,0.119851745857173,0.0955332833449688,0.0755274025891842,0.1049889057797,-0.096289865063325,-0.174140112047619,-0.0853870409807531,-0.134218058568915,-0.0579025775071889,0.039765229325662,-0.06631600367775,-0.290795184711607,0.0089274334103423
healthy,0.0584551101123044,0.0792185944197956,0.0123102594220752,0.0187903557526064,-0.0807046823232983,0.0116951148010439,-0.011360325512951,-0.049829169970684,0.0945857501655452,0.119399448158815,0.00478363960786,0.169990284223803,0.039162979705417,-0.0975927145905065,-0.0907401754089185,0.0388560213116888,0.0029058727939601,0.120048972119944,-0.122139154142304,0.0146005783171458,0.0438541225173003,0.0325797453545931,0.0989687067501254,0.0044406647626011,-0.0134926631547162,-0.0552271356438588,0.0981362355863346,-0.130515844068217,-0.0981910788193473,0.0679839172093439,-0.0995249153595609
healthy,0.114108201299768,-0.267919909408688,0.0023359524037124,-0.124527778468959,-0.126441107904895,-0.075111627454898,0.203811847223909,-0.0773246349952572,0.0314662009644816,0.213255549540234,0.0007607213419984,-0.0365223084698854,-0.0915170826586021,-0.0149992733291009,-0.152997198389205,0.148194664664467,0.123121596594356,-0.0474644013083279,-0.134363367537222,-0.161534182338298,0.0791380717297181,-0.110173965672463,-0.0914709783348446,0.18311868991076,-0.0252267491493023,0.0077608944991761,-0.198371537020527,-0.0870603313620455,0.12982209164711,-0.0878210527040439,-0.0113800839141385
healthy,0.0307680585922522,0.101974193667731,0.0225317124067378,-0.0442077399962747,0.0173765978086216,-0.0646538114875962,-0.0112244393143474,-0.135542483136221,0.0294247510082937,-0.0862846570163823,0.136101313887612,0.0194508771532059,0.043331181595452,0.072417067148115,0.0060504328019406,-0.0584657187227833,-0.0026243907509181,0.0793036322965223,-0.0079755585015318,0.0683245236453743,-0.0082997596041119,0.114256051737193,0.0732553132752016,0.0111886371550975,-0.0517559184787167,0.0068293609603808,0.123179772958047,-0.0449025132637843,-0.174261923864165,0.0506247816244825,-0.0751007758676796
healthy,-0.105351419073986,0.128783775958605,-0.0133459483117609,-0.0669971650977548,0.0784526476373142,0.130897935634457,0.0191569440795157,-0.152266590114725,0.0253985085640708,-0.0148260282757621,0.108587412086189,-0.0215503006576676,0.14688616306377,0.243190593357799,-0.0995690157600814,0.107273841118138,0.0436236750298857,-0.187714505252554,-0.13417429446386,-0.0310026295186754,-0.040301904656133,0.103486181937535,-0.0296789670963243,-0.0423000126075346,0.0128531489601105,-0.0697891341207571,-0.0449490193612868,-0.0766126391366127,-0.117449390870646,-0.0171907924000641,0.0625165593885511
healthy,0.087249516688833,0.0350006167210514,0.0494082790750813,-0.0497843446118564,-0.0098158545467732,0.0614110261230506,0.0490466985219107,0.0359367682905353,-0.0562413830778232,-0.0226122154851884,0.14078975634519,-0.180050590356805,0.0155436114907915,0.0450427906360683,-0.13268224580372,0.0051882763105214,0.0146976340445921,0.0631520803495454,-0.0164188309226713,-0.0286769353107113,0.0018204836201572,-0.120569127260961,0.10703546025569,0.0483017079332359,0.0382028181669223,0.012730532468325,0.0726334881856749,-0.0017641077919499,-0.0335467459957864,0.124926251131977,0.126937759723708
healthy,0.18481175032055,0.246220117362922,0.179255837370946,0.423948941392128,0.103414174731231,0.0598899808946532,0.0977461082593519,-0.192455444223268,-0.152321737636992,0.221511833686418,-0.146507008866753,0.246927547272654,0.0561716602715481,-0.0432653780159444,-0.124067677217806,-0.128752243571277,-0.16380453287911,0.110039859739456,0.0715884559872994,0.275241998049988,-0.328670210622818,0.141442845976353,0.209312981340547,-0.0429806806132472,-0.303599584797427,0.218889166703996,0.33934204962695,0.181809486801199,-0.147352473880823,-0.0662741044702861,0.0239577177966655
