group,BCL6,CEBPA,DUX4,E2F2,E2F4,EGR1,EGR2,ELK1,ELK3,FOSL2,FOXG1,FOXK1,FOXO3,GATA1,GMEB2,GTF2B,HIF1A,HOXA4,JUNB,LHX2,MAFF,MEF2A,MEF2C,NR2C2,OTX2,PAX6,POU2F1,PPARG,RARG,RELA,SPI1,STAT5B,TBP,TCF12,TCF3,TCF4,TCF7L2,TEAD4,TFAP4,VDR,ZNF263,ZNF384,ZNF76
healthy,0.0506844894762352,-0.0803662662882654,-0.161223295618739,7.29578358088877e-05,0.178931621526272,0.0132983652027864,-0.0011129474659859,0.0383480003807532,0.0237712193403662,-0.0078337260235863,0.0800871782470178,-0.0337632327014082,-0.0251077096152706,0.110176254337091,-0.0362929240616884,0.0305494886725839,-0.0441598215812892,-0.0083492947299691,0.130473318813352,0.0822823336108356,0.0792173262899471,-0.0856830442535595,0.0386303958438908,-0.0545328693994824,-0.044487159071285,0.0897810372523876,-0.0163659990057641,0.0835194066748112,-0.131812435570345,0.0265464381374219,-0.0180680566766283,0.035502742061321,0.0404440303649853,0.0182768133641561,-0.0483210447044849,0.0660552463244517,-0.0533742016897229,-0.0322166238593742,0.0337086602402232,-0.0881916264800123,0.0909699581447292,0.0257850501629203,-0.008407855552845
healthy,0.729688334389552,-0.706640308140849,-0.690328035802625,0.660879356691866,0.761054642889079,0.77428505110224,0.750850491954223,0.540332780091345,0.713259213394071,-0.760063299085814,-0.69319864001426,-0.696649005154659,-0.657363805266346,-0.234676210171072,0.721254074339504,-0.398498181326907,-0.742158867741938,-0.552082704034857,0.315699842640259,0.707040339339676,0.715991351178451,0.665875264319677,0.673381753202872,0.691947268247716,0.720546066758638,0.750057575715135,-0.69244066055038,0.667426108795702,-0.65010799542931,0.68048096227479,0.797183673971333,0.767900816475453,0.765268468776272,-0.730466061840005,-0.713709088408553,-0.741058180028583,0.757299016394626,-0.116948037527146,0.655724927288569,0.693539504093783,0.766432011948836,0.688161955739725,0.659999662011131
healthy,0.0396803086539754,0.0438403907966729,0.0080119920023312,0.0453469747466642,-0.093977844388422,-0.099927827540501,0.0277599545683075,0.0404767317524046,-0.12859686597598,-0.0535794147132113,-0.0100040650761686,0.0554364085812672,-0.0874808026368611,-0.0523514367017832,-0.016157032554915,0.0859125679850129,-0.075887465317565,0.0225014502369249,-0.108349443376119,-0.0679280266803214,-0.062857236146029,0.138267497414306,0.0672056006693648,0.0404935455801838,0.143287277881713,0.0345905111839327,0.0401139754487244,-0.0471424803653054,-0.041562726329253,0.0503252486150605,-0.0190689925833379,0.0547699474366867,0.0913777930492361,0.0733659597342364,0.0952631681119859,0.0926068270015392,0.0194126607250466,0.0728228812195911,-0.050317125992945,0.158618645898582,-0.128536027536335,-0.0220754999331857,-0.0655902548092464
healthy,-0.0366380666756138,0.151882919012543,0.020659752286214,0.222583170117253,-0.12831713499095,0.211265488749853,0.209693868042545,-0.194088677145722,0.117798394922784,-0.337012027978871,-0.0913506241440822,-0.136550749464722,-0.259519837905986,-0.083825057541051,0.0456455542797858,0.277038565690472,0.0505462960209575,0.0750315872966526,-0.18358835450772,0.267531420027227,0.0889271972916989,-0.309209552892567,0.21287189793636,-0.12073461077982,-0.37155613516392,0.153149969995106,0.206443191618638,0.191432644971641,0.119618821469064,-0.0807466181955283,0.209115253778233,-0.18854144949945,-0.197914898262246,-0.165664272727869,-0.183299132641444,-0.0569265713186192,0.122275024174907,-0.0048132589478938,-0.167812802381882,-0.133182747189402,-0.325633466772873,0.0173466612378639,-0.204161135595938
healthy,0.205255578419427,-0.0682472854258823,0.0752277877792039,-0.0931150063733983,-0.0404650730222284,0.112324560207642,-0.00725032332936,0.221601630588281,0.0239766743542049,0.0133363797699873,0.0403975115494881,0.0220135674104293,-0.0495697250751029,-0.0324380052138161,-0.0741553025138165,0.058894483058037,0.0246599375502203,-0.0011413214828963,-0.0507590619442864,-0.0982564769404297,-0.0953640810602824,0.0488184754914243,0.0287335969160161,-0.0406142181601646,0.220780270042324,0.0388270259944676,0.104201461626656,0.0515460043814883,-0.0590512766645854,-0.0045759088046579,-0.0370334601049272,0.122562035444955,0.0479236046638071,0.02788291724038,-0.0865152277909908,0.0134302859679471,-0.0831150585779837,-0.0040043982333639,-0.0229526293900275,-0.172989238834461,0.110161318335183,0.0296522629793154,-0.0688391919134752
healthy,0.123116074657183,-0.121697932243195,-0.156520296258356,-0.251978495165267,-0.0032379552226904,-0.0171816560677446,0.312196264952315,-0.0730220382879144,-0.205458505573449,-0.0973681826205486,0.25050297126632,-0.127567238419008,-0.0018526022286785,-0.228837362016773,0.0769731633950961,0.211032706969473,-0.206852055922455,-0.192523079392676,0.0055660040410298,0.223222173845779,0.0562420526148833,0.101097979142888,0.112844788849509,-0.210393313279929,0.2241730670251,0.0560781055150003,-0.200917170906689,0.100286440998467,-0.0140338717499898,0.171611626802592,-0.265192631415842,-0.0035822441324448,0.252806428019677,-0.227148706887978,0.121624156048247,-0.245691123884752,0.0182391148619903,0.204220704969332,-0.266823905059678,0.0868509761630504,-0.122255352382797,0.108524782767591,0.118246845790656
healthy,-0.0353749629720133,0.0120038308113294,-0.156954623939934,-0.171435598818454,-0.0326837186589886,0.0730222601113552,0.0906813778895803,-0.0691287605717212,-0.0699159062487145,-0.0812087440674664,-0.0244845660492777,0.0416961988297987,0.0203037695985666,-0.193147418883216,0.0725632325625936,0.169537412220769,-0.0505460979460796,0.0807635112748467,0.0789766680660211,-0.125239775755686,-0.0074305876246638,0.0001962233679772,0.194310823572119,0.189470694082954,0.0205425033375116,0.210874384339608,-0.069024173798115,0.23010272601038,-0.0479350884391862,0.102299237054573,0.045179374755621,0.108426783275101,0.22028832006671,0.0689471765367925,0.0908128503613815,0.121591485044614,-0.0435023265446593,0.0035632699691357,-0.108835980786371,-0.271044013848455,-0.0122681833831093,0.175926636519539,0.0118191499944096
healthy,0.0088759887956918,0.122545122606977,0.115722534204318,-0.0564388776957796,0.0698330446058534,-0.0246843828232113,-0.182477221344894,-0.0522623519388122,-0.0286953117742888,-0.0720293811892335,0.132540197185629,-0.0174730777077798,0.137100210282552,-0.0523198750398055,-0.0010458745635143,0.0155660997536386,0.120624199658655,0.134295523328061,0.0490689482715484,0.211060973165742,-0.129217802322198,0.114380328514475,0.067326431901964,0.0341478044987436,-0.0350280822563682,-0.175924817204477,0.0735877342888699,0.196354233678457,-0.1517267660533,0.20879491161146,-0.0424973697641332,0.105980212645182,-0.0912508125423548,0.0999420301651591,-0.0749037931146255,0.0953733014468739,-0.0820401438863384,0.0737027804908565,0.289916429006179,-0.0877436465060367,0.0726447040574345,-0.179526111951511,-0.1355174534431
healthy,-0.0344004622244237,0.0443321709138068,0.13272568763741,-0.0009870603911685,-0.0483202760715504,0.0819933732100213,-0.0232344370255449,0.162272902893185,-0.0393143047642891,-0.170670517943438,0.0350855631724689,0.0653442853695087,-0.0716665202915257,-0.172029881015865,0.0198317738331726,0.0496410849390017,-0.0136975088463594,0.125242825658049,0.0472615630541529,0.186106312227734,-0.13824046656842,0.0420827876566977,0.0968274309215599,-0.0612721611424306,0.120377357733861,0.150985031857825,0.106821262801602,0.197585717643663,-0.0357723372275225,0.0538095946785198,-0.0922551931865385,0.0923947885060648,-0.0321909425603841,0.0006409454717802,0.0357174156713774,0.0577176089312096,0.0694247751316288,0.0120325491416601,-0.144077864176918,-0.0170016042128025,0.0200113054895514,0.11029230514997,-0.0222689815379195
healthy,-0.0555250731839572,0.25832370953091,0.0595848957426329,0.179192168107066,-0.0679320309171516,-0.0061772300138471,0.171562501574383,0.0222590271320497,0.0598648835053002,0.156163174627682,0.245339277037214,0.0619997901956383,-0.0323910842935723,0.0044798042026766,-0.0136669026651972,-0.0024673921585055,0.0637147152419755,0.139573899689645,0.0455155106686015,-0.0365384030280815,-0.219335413579489,0.0520252261506161,-0.193174057005264,0.0473704295962723,-0.0810564572921808,0.20631598261546,0.154360753405511,0.0733392945836636,0.0204041082043789,-0.181502067149072,0.0682470171501522,0.220542860805992,-0.0674945500379839,-0.414906865802592,0.125049534501279,0.146258607523326,0.117087382500428,-0.0262488527500586,0.0294512127855657,0.0225040164243835,0.0287862418492309,0.0601798697383009,-0.230604921026848
