group,AR,ARNTL,ATF1,BACH1,BACH2,EGR1,EGR2,ELK3,ETV6,FOSL2,FOXD2,FOXK1,FOXO3,GRHL2,KLF4,LHX2,MAFF,MITF,PAX6,REST,SETDB1,SPI1,STAT5B,TBP,TCF12,TCF7L2,TFAP4,ZBTB33,ZNF263,ZNF384
healthy,-0.0509003527027592,-0.0315831311809095,-0.0999958513161344,0.0262885657497198,-0.0058225696676585,0.152285153791362,-0.0490630032520796,0.103916988502179,0.355510326410863,-0.0682705756218485,-0.0677891359673477,0.134676298735832,-0.0045778520993763,-0.0025519750916834,-0.0044578552624136,0.0437263209280377,-0.0517554890121581,0.0754444258582388,0.0415924286132453,0.034965190292278,0.0096562053780356,0.0808035281661913,-0.031190645308726,-0.0534997092989015,-0.0173718567640706,0.175152901995989,-0.0799608272324837,-0.035290870058558,-0.0308251178787345,0.039135307299645
healthy,0.588842009098365,-0.287974907527935,-0.537916714693431,-0.541770026560451,0.581239282309807,0.655698869741359,0.667898535766182,0.674347649068599,-0.508166170340033,-0.677250097307225,-0.0093561746769483,-0.605018451742938,-0.678319305614432,0.490840752692126,-0.388330460100836,0.668450489873233,0.59874555009336,-0.291189173337507,0.703514733117524,0.669049056930453,0.34145473861412,0.700309465457658,0.692029748301482,0.680653045444722,-0.651272134942496,0.693191168633002,0.650081134777998,-0.62099549032064,0.682029128677263,0.654749374845597
healthy,0.0597086259554887,-0.158860042727977,0.0709002392158965,0.133853997616038,-0.0399490480794386,0.146074726474171,-0.12122352409625,-0.0662170011060835,0.273353869188801,-0.0091876373894009,0.0637087299176108,0.206607595696558,-0.033111141632813,-0.297797590687729,0.13151822666634,0.100148386656427,0.0447019352357907,-0.0139003801332299,0.146183010744793,-0.0249729938850872,-0.0198237938442026,0.173986336631602,0.191534047928936,0.12781362180091,-0.0163873717646885,-0.160642092438777,-0.0890103495856642,-0.0818166519641395,-0.219820540495041,0.144752752859525
healthy,0.191979133246573,-0.0054106406306037,-0.165803947816315,0.181652920021416,0.185766838328835,0.315805032705396,-0.0144419111889138,-0.103072841531901,-0.0204611942873683,-0.255309660143265,0.13243603861261,-0.0604754727685254,-0.291032054683129,-0.0716776004862242,-0.0736554458263292,0.381778996412883,-0.0691766979694682,0.104428454301204,0.109997160772077,0.19066461436,0.179715036055463,0.240765499608343,-0.153882353576943,-0.0516875297678037,-0.0940501456814044,0.210664230507874,-0.235565181999591,-0.115960465589331,-0.265475057150175,-0.0139020281705146
healthy,-0.0442205257573133,-0.0048838179203202,0.158807333855041,-0.0245163497027843,0.0015093326813249,0.159952841713421,0.152966924816087,0.0461649272863181,0.326851175343849,-0.0844065584285074,-0.0329455584719978,0.211308976869478,-0.10032599573082,-0.044009195167088,0.02429061020868,0.0021941558629073,-0.0891586949772667,0.149205800656339,-0.0006848231815823,0.0624962190911718,-0.185993333248739,0.073890860328149,0.250703720569317,0.162261068065371,-0.0741946480515979,-0.131807049222449,-0.137070701858913,0.0250002487247206,0.0735162288272951,0.0196237263412047
healthy,0.129393522342843,-0.141328972292578,-0.0725759642592984,-0.0467183312029992,0.109676700862196,-0.225042683037128,0.0383875978522067,-0.171491193855339,0.390957478145459,0.21188810137752,-0.241335400023998,-0.131846836771351,-0.102625303256331,-0.0678649985162124,-0.0796875659002188,0.134954870081086,0.116419552788402,0.127993778527805,0.152858045005689,0.131929617319552,-0.141592364945946,0.0639667872463746,-0.289641612651584,0.0453486894054886,-0.0534085045985318,-0.3229871225679,0.0816968755701932,-0.0864605198439526,-0.317485978864712,0.13750601606656
healthy,-0.0476315767137852,-0.107558251259585,0.0522061330096031,0.0801163438389474,-0.186913957618294,-0.0060203234731118,0.116529325807657,-0.0929249980319181,0.299463868099288,-0.175876891858813,-0.0976548366010261,0.194802064371963,-0.0922963698780992,0.101470953417144,0.0346232923543199,-0.132900033813402,-0.037545469422288,0.091119534531316,0.0861664049663945,0.1374511878682,-0.0196878786997763,0.160430507726299,-0.119245537295815,0.160462055498725,0.0546821159683921,-0.196051175148196,-0.178495486264263,0.0382047402894873,-0.0310096501759808,0.0642085088876387
healthy,0.035764736435262,-0.0409565745612049,0.0365906370728886,0.251209824531744,-0.20864193402066,0.0209892120868205,-0.0966449493194475,-0.0949283715235962,0.0897753993100121,-0.0490617367010503,0.0623182516414648,-0.120118340971208,0.010803104222759,-0.180185608521886,0.0918854944684973,0.089602122117412,-0.218376225653549,-0.0440852805060963,-0.0915680895175663,-0.0161066818467338,-0.149896107490184,-0.006671981621611,-0.0233535550886535,0.0426569582269067,-0.0203997457493772,-0.0076727788648526,0.364890998768509,-0.100837609615164,0.0916636348854486,-0.196540060559908
healthy,0.131750863614981,-0.0765331721532832,-0.0546434978264476,0.146509177586195,-0.0178368507607625,0.122179577950568,-0.0315261068452941,-0.177186851038314,0.400332388622909,-0.161309045044172,0.0915796433181805,0.249928383503239,-0.167681838877508,-0.164544981404786,0.119820108675155,0.102382091859099,-0.298545565373207,0.0915771911985471,0.251177970413747,0.170944152092558,-0.0613232705284912,0.0699280234163009,0.141259520818485,0.0092275912747074,-0.0512833649200739,0.139445482477757,-0.21061030201837,0.0996828383306932,0.0565036625256862,0.144261246617353
healthy,-0.0894126471827179,-0.0251467738880607,-0.0308790099982292,-0.170994650393509,-0.373414238033835,0.437680111328492,0.44893133071735,-0.027159880617227,0.117007563576163,0.317055779730437,-0.175225586570062,0.0004520960027365,0.0963049786961348,0.250307643477359,0.373073033503468,0.071107024128519,-0.27887499278235,0.394065642234308,0.112188049584727,0.350681486198122,0.0364918245227692,0.0622783569052684,0.453349929385605,-0.355219506452005,-0.328383770138627,-0.0610841410489833,-0.0016974925385766,0.248030103237158,-0.04375948101959,0.234441632815285
healthy,0.366667769533922,0.604996077987008,-0.439220446261618,0.176616044329212,0.482099790183938,0.0492641632101637,-0.215591002356087,-0.357458012215845,0.416689842947319,0.178774940059634,-0.335708286080635,-0.154613681459591,0.271997895057328,0.23045063573463,0.05512074205333,0.295010804864593,-0.34792671723579,-0.173239898878445,0.119152670738615,0.115432020650015,0.369630509419289,0.390323754665143,0.268621749606561,-0.250799376342651,0.454952824722672,0.0322686010770536,0.256862657968518,0.540022503291645,0.233528210499275,-0.393217593622943
healthy,-0.245331066967719,0.320462688611914,0.0236448421596349,0.0998860406866085,0.0528616899697422,-0.0838876305235095,-0.0047579139158255,0.0931803369167758,0.077863351687122,0.185462157770867,0.193699560063665,0.0956467333572988,-0.376846079122648,-0.328531242248637,0.326227664155044,0.22543104678746,0.125930945886166,0.184684247891093,0.420909548049057,0.102593649492953,0.421174881651461,-0.122137881433625,0.264519510668805,0.192089467521808,-0.203155084803861,-0.0459147738340882,0.302462215812498,0.0455710462127928,0.0385638269856835,-0.215396612369293
