group,VDR,RUNX1,ATF1,DUX4,KLF5,ZNF76,TFAP2A,HOXA6,E2F3,KMT2A,ZNF281,ESR2,BCL11A,IRF1,FOS,NFYB,CEBPD,PPARG,PBX3,E2F4,ZBTB33,TFAP4,ELF2,OTX2,BATF,SPDEF,MEIS1,PAX5,GATA3,HSF2,ATF3,NFATC1,NANOG,PBX1,GMEB2,TAL1,NR5A2,ZKSCAN1,MYC,TP53,ETV1,SETDB1,CEBPB,ELK4,ASCL2
healthy,0.179153953139337,0.499630994367386,-0.455288259103128,0.405596487591957,-0.262412865156494,0.421178462746006,-0.193960705648906,0.180549353899402,-0.438388405453463,0.247451068118029,0.0281405819946255,-0.411410657425558,0.165277467803145,-0.435209992611095,0.507538265341083,0.419395450663702,-0.280165463715087,-0.125508546141319,-0.275746694641551,-0.421488551803798,-0.265746322527758,0.389161767528981,0.406604277029781,0.366757833103507,-0.3068331226852,-0.219310486123404,-0.44939656700508,0.345904343966994,0.322492620103697,-0.217449951776651,-0.298770807182608,0.137446974866311,-0.305205155131792,0.46257535196124,0.230086080881676,0.465753764803609,-0.245280444713485,-0.444435142080407,0.101089032840197,-0.0805456327614762,0.232024137492876,-0.444900275667096,-0.175510406710281,-0.517461115190427,0.124655801232391
healthy,0.127091486821014,-0.290125136204531,0.161308425580517,0.0589451466025063,0.532231543225557,0.0066133579115007,0.447983114179048,0.150382008161516,0.0063258206110006,-0.312553045643534,-0.474724083125551,-0.0678588029180073,0.244406705425026,0.589163928724563,-0.179998350113019,-0.0773475338345083,0.415491399222545,0.138305441540515,-0.0313415657545034,0.164471335886018,0.212777602370023,0.425842742040546,0.141468351846015,-0.484787888643052,0.383862296167541,0.448270651479548,0.196675513542021,0.175972827906019,-0.148944321659016,0.433031174553047,-0.0874113393520094,0.411178339715044,-0.0885614885540095,0.0586576093020063,0.0241531332420026,-0.501465052072054,0.379261699359541,-0.0477311918830051,-0.474724083125551,-0.208464542862522,-0.408590504010544,-0.0810855187410087,0.411465877015544,-0.106101263884511,-0.512391469491055
healthy,-0.260178319517209,-0.152893341218831,0.124577945119989,-0.0227796871729434,-0.0557979864300699,-0.0841133825289114,0.0538384434474512,0.102924995162052,-0.102337132267266,0.0622644782727119,-0.179347171484184,-0.0219958699798959,0.135551385822655,0.0310097676999423,-0.215990625259156,-0.205605047451276,-0.203645504468657,0.0495274488856898,0.196297218283837,0.114682253057764,0.114094390162979,0.0302259505068948,-0.0726500560805915,0.180620874422887,-0.0838194510815186,-0.0677511986240445,-0.222849025698321,0.0706905130979727,-0.0967524347668026,-0.0902859429241606,0.126341533804346,-0.12154065349693,-0.145349100735748,-0.0701026502031871,0.407731906108404,0.211875584995656,0.136629134463095,-0.0433548884904406,0.209426156267383,-0.16954945657109,0.160241627403651,-0.20080416714386,0.158086130122771,0.0432569113413097,0.0019105544080533
healthy,0.0260416547534927,-0.129388064168929,0.0955544182293513,-0.0420357419249292,-0.081405802654619,0.132668902563069,-0.0145587203739999,0.0627460342879431,0.0949392610304499,0.0805855930560838,0.0424458467241968,-0.123236492179914,-0.0848916934483937,-0.0307578599450702,-0.0949392610304499,-0.126722382973689,-0.119955653785774,-0.0900180034392387,-0.0725885494703656,-0.074228968667436,0.132463850163436,-0.158095400117661,0.0203001875637463,0.0789451738590134,-0.0164041919707041,-0.0881725318425345,0.0317831219432392,-0.174294539688731,0.0231709211586195,-0.17696022088397,-0.113188924597858,0.0910432654374077,-0.0393700607296898,0.0098425151824224,-0.003075785994507,-0.0717683398718304,-0.0410104799267602,-0.066026872682084,0.0184547159670421,-0.12139102058321,-0.0457266851183377,0.0978099946253231,-0.101911042617999,0.0881725318425345,0.0898129510396049
healthy,-0.131199852269706,0.294464841550338,-0.0991347152587798,-0.370352332476196,0.0406158402138397,0.336951148089815,0.290456699423972,0.120778682741155,0.302481125803069,-0.311031829005983,0.197467802092286,0.0665351592976716,-0.282707624646332,-0.0924544783815035,0.107952627936784,-0.319582532208897,0.300610659477432,0.439559586524778,-0.109823094262422,0.0138948927047346,-0.313169504806711,0.164601036656087,-0.0366076980874739,-0.042486306539477,0.421923761168769,-0.0710777203742195,-0.154714286077718,-0.292861584699791,0.402951888437304,0.294732051025429,-0.0074818653025494,0.123985196442247,0.143491488123894,0.178495929360822,-0.0074818653025494,0.141621021798257,0.42219097064386,-0.174220577759365,0.0141621021798257,0.127993338568613,0.204148038969563,-0.143224278648803,0.35351813554546,-0.135475203871163,0.190520355739919
healthy,-0.0765861197489071,-0.173564993277109,0.0762300557940305,-0.220921499275694,-0.0822831430269323,0.131840771655663,-0.0817976012702825,0.0419508077745493,-0.356840821687216,0.132455791214086,0.024989215742247,-0.178938322050701,-0.10455332493194,-0.045705664025975,-0.0343763563708112,-0.123554192342172,-0.234872732416767,-0.151650875326978,0.10406778317529,-0.071795441083295,0.166087650224701,-0.0064091511877783,-0.174633185141739,0.0487483923676476,-0.174892140745285,0.0733168052541313,0.127697481998917,0.23383691000258,0.0901489194846603,0.145015137986096,-0.140451045473587,-0.250960349287099,0.0760358390913706,-0.152039308732298,0.041724221621446,0.083448443242892,0.259797209258127,-0.0910876335475168,0.116853716100404,0.0700474907593555,0.0730578496505847,-0.166508453080464,-0.0528593125739498,-0.0545425239970027,-0.0883038608093908
healthy,-0.0666088196088393,-0.0959994074185046,-0.0273229082652667,-0.0074584154994376,0.0821902618898427,0.10412243420007,-0.0747318463904051,0.140343749076052,0.0338213296905193,-0.0292428964136368,0.0858825467905545,-0.08004873664743,-0.005058430313975,-0.0704857187545866,-0.0530950568722344,-0.0667195881558607,-0.0500304604046437,-0.0848856298673623,0.0950024904953124,-0.0670518937969247,0.116639280013483,0.22349400504008,-0.0837779443971488,0.01229530871937,-0.0022522937894341,0.0376982288362666,0.0301290447898076,-0.022375246498313,0.0284675165844873,0.028061365245409,-0.063987297329334,-0.148171393065561,-0.132036108049451,0.176934292442105,0.0283936708864731,-0.0940794192701345,0.0108183947590853,-0.129820737109024,-0.0149537538478824,0.0036922849007117,0.0942271106661629,-0.0792733568182805,-0.0890948346541737,0.0095999407418504,-0.199678767430489
healthy,-0.0599577535811111,-0.0530893536403641,-0.0869809664627387,0.0668449196419148,-0.0558792501554581,0.0791429836523963,-0.0994917131671959,0.0608147397303665,-0.0388458685173396,0.0882820841200023,0.0876565467847794,-0.076590791324687,-0.118583112638198,-0.0652185225703354,-0.0955570833286441,-0.139150780220325,0.109475289037353,-0.0430307132899806,0.0922104585852018,0.005830007964277,0.0267166995873684,0.0390335297179065,-0.0555101831276766,-0.142635023177517,-0.0067370371003502,-0.106153685787319,0.105215379784485,0.0793306448529631,0.0957572552759154,0.122561530090215,-0.0760528292163953,-0.134984701567741,-0.0448260054420702,0.0017077169251584,-0.0275674303632714,-0.0291125075812719,0.119552695507793,-0.0790991960389307,-0.143454477086659,-0.0129924104525788,0.104658651556137,0.0614152555721804,-0.0611087422779212,-0.0080256440109093,-0.120509767630684
mild,-0.109739297433803,-0.047652710551697,-0.153124601070422,-0.0359382601965827,0.172913654706026,0.123587451246455,-0.0008785837766335,-0.405863867482012,0.063007007981436,-0.0843022052341259,-0.0911216888337102,-0.136808045218656,0.0434271409593164,0.157768543889771,-0.0255207668450704,0.0996146653411681,0.0744704344003693,-0.0356453989377048,-0.07710618573027,0.236799246464095,0.0122164982274763,0.164169654262387,0.109655622788409,-0.0788633532835371,-0.104551469419395,0.0948033732310319,0.0273616090437312,-0.418624250904548,0.0680693240277532,-0.0657682712794272,-0.212868297881505,-0.0453516578033709,-0.0084093018620641,-0.0948452105537287,-0.0286585660473331,-0.134004944597968,-0.0684040226093279,-0.21320299646308,-0.0388668727853613,-0.169106458340614,0.129863049650981,-0.118692484490926,0.0574426440627567,-0.245919782812006,-0.0511252083355344
mild,0.0171357244259068,-0.112554104815759,-0.183245478606221,0.212751216865419,-0.0557952729217408,0.0900927639079403,0.222972754611876,-0.156929901809293,0.107501930744899,-0.0416543939502097,0.138544154932864,-0.0710559636718645,0.0994679322868559,-0.0329693421325199,0.107384741140162,-0.0685819609052062,0.0892984788091711,-0.10569200240508,0.168805115089253,-0.25493947457054,0.208857917774731,0.253246735835458,-0.0675402755297711,-0.0746237360827296,0.110887408215063,-0.141382747580924,0.158518472006831,0.13032786153412,0.10263205161474,-0.214222597458221,-0.0908349647379378,-0.0157294491690695,-0.130184629794997,0.149833420189141,0.156109574576138,-0.1958238295146,-0.0852228847777814,-0.179221968843603,0.0427351425272236,0.112749420823653,-0.057852601538225,-0.0726966181381747,-0.0204951597616849,-0.165458700820667,0.168713967618902
