group,CD52,CD3,CD56,HLA,CD45RA,CD7,CD4,CD16,CD146,CD324,CD5,CD62L,CD27,HLA-DR,CD35,CD57,CD278,CD24,CD244,CD169,TCR-A-B,CD2,CD29,CD28,TSLPR,CD71,TCR-Vd2,CD305,CD158b,CD307e,CD94,HLA-A2,CD328
progressive,-0.152815969998537,-0.146518697070663,-0.026104315827446,-0.091345839039489,-0.212473333363968,-0.296164542345981,-0.17248038977123,-0.0923312561342668,-0.35726654545826,0.101789979907246,-0.170317590543739,-0.0521535854148762,-0.12172157928235,-0.0283760065135025,-0.190256092191072,-0.0974691769213202,-0.0821230496897772,-0.0045362602845885,-0.0842631114753151,-0.0564671456307934,-0.0601163932153723,-0.0994942003349423,-0.152139394500516,-0.276906832491111,0.0642188684640729,-0.0647051998034871,-0.283399475234314,-0.39300055128686,-0.108724408436579,-0.0305610861369614,-0.155248980651507,-0.222022038867673,-0.303220181869009
progressive,-0.180937611958231,-0.0473740017348469,-0.228850770458365,-0.113094173589387,-0.265490207798411,-0.143291580303471,0.0457027912579157,-0.0631687798163209,0.148398176105474,-0.096071444442511,-0.094264684516439,-0.0784029203956584,-0.056920538918447,0.0423157211325915,0.18929742719992,-0.220293238351359,0.0391397811057445,0.2265697397461,-0.222170412556223,-0.115918567318779,0.0426891813561362,-0.156819811089137,-0.0867180922475583,0.121903765468105,0.147173768037102,0.558136456205618,-0.0433625075703342,-0.0177115579764681,-0.271117848461374,-0.0859916982064566,-0.26975578103313,0.199427109281317,-0.238188993829323
progressive,0.132303685331514,0.39875998741031,-0.193111564057386,0.0155256985656758,-0.428754661363169,-0.287439769265301,0.185071663385822,-0.312997632536653,0.0492499197603756,-0.0602582320386139,0.485752679789681,0.045802495876054,0.126164162862334,0.0209495510403036,0.0053483475266383,-0.0071834932307745,0.0862083678658056,0.0405523234956134,-0.207199412517751,0.0576354002621918,0.115665286341779,0.228424608331434,0.0574539298399658,0.17065615799985,-0.0742394337783029,-0.0541804627048574,0.110745694544826,-0.0897381567366959,0.0498208543340103,0.0435868409102319,-0.123690765279386,-0.0424258043418205,-0.108784501366169
progressive,-0.104462683367541,-0.121864628495518,-0.116817969649358,0.165996723649137,-0.0113876887591215,0.138803919628959,0.138769675648177,-0.112820656659995,-0.0581349395654012,-0.121607590233045,-0.0430752440226215,0.0448166589701761,0.0817685299329824,0.169124054645176,-0.0592730018214514,0.0315443059810834,0.0881958441984948,-0.143807379090855,-0.0250938566416313,-0.0614966955820122,-0.0943422942963074,0.121612825611124,0.155766511108903,0.110440430245301,-0.106766904669988,0.262320874437924,-0.0562582154885863,0.094724472793601,0.0957082649010557,-0.0773287250489878,-0.084495682509914,-0.115779472902682,0.0381274563888267
progressive,0.298815710721239,0.14176269335445,-0.0501673968603162,0.0923189710595568,-0.23716678033042,-0.307484053026709,0.206930786416402,0.109270174292745,-0.191468520953248,0.181462438967034,0.210824177679343,0.0754442587206781,0.266516731709658,0.358318383939999,0.154320234910023,0.0172555136786573,0.333545054641082,0.0992469197083762,-0.114300880296961,0.0524244511008371,0.260723179173757,0.0322952081081911,0.154203991737253,0.246063790445008,0.401371677475105,0.0251442198238758,0.11122173227768,0.120523456069151,-0.380276014656133,0.365007161189701,0.0423775307329971,0.135660020378488,-0.326478821438333
stable,0.407164762916762,0.379918125981992,-0.207542690804929,0.0223237875975507,-0.0699097047853009,-0.0002049358459373,0.443948396372998,-0.0756604067787129,0.140043003233627,-0.0073784741022715,0.511909702945578,0.257015463173726,0.23253639592847,0.0266866747038322,0.0408051082660007,0.0172410241995108,-0.0126814348269812,0.0624005655838618,0.0017656579343064,0.0238687840881158,0.362461478386748,0.242889474199321,0.067657415905184,0.282674768876924,-0.0006259464463244,-0.265254967898164,0.145987595074276,0.102044475308318,-0.0765269610619936,0.0986461385135076,0.015214909142404,0.118774617645229,-0.134606272503515
stable,0.014563480796363,-0.234479501205079,0.20102866750668,0.0295332450987411,0.208123623717104,0.171663098808381,-0.146134159352381,0.214420029781619,0.0681337746966695,-0.201107374426295,-0.218176563398144,-0.235708090977725,-0.236260134398008,-0.306995622065655,-0.0770093924375621,0.124115839594159,-0.440803025112177,-0.0751039863408912,0.180594754158458,-0.072011059886138,-0.11710829507077,-0.176820643680498,-0.368782828660862,-0.256211427645486,-0.0385837901526352,-0.441551427963457,-0.007110092095177,-0.0708964850016888,0.330689106034727,0.067040732759563,0.0145009567637995,-0.152268508627412,0.234589140715349
stable,-0.0317215202173784,0.203434182225136,-0.568828865936192,0.0160170853973966,-0.243074695985445,-0.346929446980369,0.0928434908889487,-0.160431390246052,-0.0054215190892334,-0.1749765598729,0.277430149425476,-0.0324599386189095,0.132068379570818,-0.0443125420342899,-0.358004884154717,0.149938118896433,0.193133320679113,-0.0941601863789989,-0.171945051251227,0.12782295741707,-0.0077594599107258,-0.067445516849533,-0.121333578758373,0.15544308488268,-0.0167582469752979,0.0603340563747162,0.0388286967378308,-0.0292958179572444,-0.127588151273861,0.0618636759511266,-0.473740728722943,-0.0672431926674462,-0.372065345517853
stable,0.429607663213129,0.540359086677608,-0.47669874317058,0.36338241350345,-0.325995866801617,-0.30344529322215,0.485380415301209,-0.373346647055478,0.0217978234723817,0.0925024723599789,0.66771785540284,0.208920212149743,0.375294747189057,0.208767380961029,0.110979240364027,-0.0902768578814826,0.465640593492472,-0.0754867330014228,-0.330219730345511,0.0408590495829935,0.475306944918058,0.526134676176075,0.280948532386672,0.450002221095686,0.123917101295217,0.317992095016487,0.257948064072934,-0.227091741713647,-0.0322473474199684,0.131610738583836,-0.243614974607235,0.021395822331166,-0.551948970566808
stable,0.146254173313977,0.24402007712846,-0.4490390896122,0.163512779231969,-0.0530072180053606,-0.554125350014065,0.27890889930062,0.118942319084099,0.0797049114028467,-0.0126995676902844,0.348254866193852,-0.284181116633235,0.0798925969115278,0.0231640726249197,0.14135016900522,0.345358282866899,0.141471488338483,0.111554421502548,-0.0188480734760821,0.0083030191512834,0.195864483134976,0.230184940308842,0.118414150016812,0.207026263999536,0.0355485328189936,0.0179936886326205,0.166895615507709,0.0029886396712686,0.107187982537426,0.170155268051203,-0.457420734417689,0.091763670896557,-0.204515811083385
