group,CD137L,CD52,CD3,CD56,CD45RA,CD7,CD4,CD16,CD5,CD62L,CD27,HLA-DR,CD141,CD57,CD272,CD278,CD96,CD11a,CD244,integrin,CD62P,TCR-A-B,CD83,CD309,CD2,CD29,CD49b,CD28,CD38,CD127,CD71,CD36,CD49d,CD158b,CD307e,CD319,CD94,CD328,CD360,NLRP2,CD224
progressive,-0.137128728625703,-0.264553048704186,-0.47574601865488,0.252367553896,0.271667021196975,0.0880341762695383,-0.282402884408382,0.11336239147557,-0.459542491305581,-0.284791900163512,-0.178978055302249,-0.0580118405867068,-0.199695011176066,0.154996510402743,-0.156906910583694,-0.0592779568266871,-0.123882290115636,0.292110100560747,0.0368210883153568,0.0165924320524499,0.0544819171269759,-0.118404238460586,-0.0336127544363046,0.0704945215771733,-0.334069779278803,-0.0416007942095271,-0.0525928582469191,-0.203304226256906,0.162894739567574,-0.255029186274616,-0.226385594830919,-0.231079760053858,-0.0560597760961216,-0.0046369530451367,0.147868135140367,-0.0227815853727727,0.205918203731094,0.308079831650865,-0.0888107552745551,-0.042611490817619,-0.241105158653426
progressive,0.0418234689600054,-0.143708978319475,0.0194692255248966,-0.396793504454656,-0.433099669302641,-0.475434184514737,0.0925951610808178,-0.13455745526234,0.0729195783399909,-0.101974391748647,0.0528859413322736,0.0685591145141335,0.0850298795880995,-0.418182120968559,0.219545952933169,-0.104378088765036,0.0882671939905427,-0.546494194161231,-0.299816442267245,0.05163558707452,-0.014589931339712,0.0965828025438135,-0.0718244698169721,0.0886135561230436,-0.173191602929668,-0.0822375673753536,-0.0826938160459296,0.171057895741995,-0.0573817059467797,-0.0182326793902616,0.625228421175899,0.367299898343861,-0.0265130748775232,-0.202688904467831,-0.120446456903799,-0.026273652418908,-0.487323238804808,-0.348549122326569,-0.128881334316631,0.0795372196670936,0.14175001882829
progressive,0.12608066894202,-0.0504562800049075,0.107445036165705,-0.0818838385887955,-0.332763208118411,-0.23225985741459,0.0704502106098826,-0.0703239290146019,0.335868513882918,0.0901580094901125,0.0344089802037336,0.0662587648594118,-0.020964724045483,0.0437770440176527,0.0835898169189632,0.233835728961934,0.104792094943346,-0.036295749904712,-0.0909109424101792,0.106644133279894,0.074085827698935,0.1008064551218,0.217587770319471,-0.0416280183038748,0.10587911118169,0.0140020083940866,0.0044351443180893,0.105990199374678,-0.105991865462255,-0.0129694925246755,0.159509543351281,0.0138681526429438,0.202223424175201,0.146407245408959,0.0596861049875315,-0.106373255197142,0.0488862082235828,0.0446849732177769,-0.0667354417523223,0.0171435490267836,0.0410728742500835
progressive,-0.0842101367061023,-0.100192166172137,-0.147511177107595,0.0715598723339696,0.153247238334764,0.0240346448916226,0.0316180587516368,0.0252895703392954,-0.159309617056393,-0.0538130426063237,-0.0992863311578526,-0.0066653103329601,-0.0271039650120078,-0.162471176184689,-0.183559692959846,-0.0640499329069733,-0.0826430833363259,0.0222428993790891,0.100181472307701,0.103426599045879,-0.139247168348351,0.0317664706007191,0.0305821032468995,-0.0007841641043868,-0.0340928232529884,-0.004258273019446,-0.0288597883908597,0.0802847438885125,0.288628694516038,0.0211184137334561,0.147289948482305,-0.0597741378263863,0.229684935070579,0.159347162536266,-0.0231946961797547,0.045235566452714,-0.132234864567971,0.114273289435725,0.0427787464994933,-0.0006288779998812,-0.003592353890977
progressive,-0.398391082493653,0.0165956441964867,-0.0706672036359039,-0.203205956159744,-0.0966866970171975,0.0394210324393216,0.0248098411420193,-0.0744071987292196,-0.211882306631954,0.119852709889595,-0.171058185082788,-0.265712974475513,-0.413970711275171,0.0893043040656731,-0.296623045095142,-0.226630359449758,-0.143197473772673,-0.0031993601374361,-0.112380377701185,-0.109461059772898,-0.0722296392006946,-0.299023777042152,-0.367240712792872,-0.383165601933907,-0.131373523574931,-0.290822507284777,-0.251601536692477,0.092289495074501,0.0369501342538186,-0.0152374920462872,0.145809690190385,-0.099075598824001,-0.273190162547616,-0.0173611243821914,-0.389229013153271,-0.105251729595295,-0.0934463077690524,-0.101606789950328,-0.36225068100762,-0.0359834008590353,-0.321742181101384
stable,0.195985508645067,0.506145911079816,0.569287704166433,-0.228231551411765,-0.263803766402371,-0.126028275009534,0.573500906039805,-0.153310410671002,0.558347256487281,0.414933428729971,0.493895671299207,0.250747909268149,0.0644413015745492,0.0199014215895389,0.142629647302163,0.438907165166541,0.221938080326907,-0.162441834518577,-0.224879845151561,0.231859217233741,0.157854696038784,0.420957917792897,0.0531892495206378,0.0816939728149303,0.384306999570115,0.220133315758395,0.267991525504364,0.389588628723963,-0.0672534130659081,0.261043848515563,0.209562854404266,0.160782006958225,0.179005661183673,-0.0514042924889871,0.141791923278649,0.113747360530111,-0.0330982546920466,-0.256804176501528,0.181931122507886,0.155915300907016,0.227611718139395
stable,0.0455876973118191,0.221153315547555,0.463020205567141,-0.405874172287752,-0.233505095338478,-0.303301254395106,0.412473294508355,-0.302371538651787,0.565020298538706,0.353179200342185,0.391573852060337,0.38080164309146,0.102535511947573,-0.230163462063467,0.0045728317214744,0.431638063847222,0.0822822028761627,-0.450918382756183,-0.372245931340571,-0.0383188648062059,0.222711890198947,0.179102367229438,0.0191533252237762,-0.0638034135351487,0.441206818767551,0.511012897630168,0.209153104505264,0.336288986517073,-0.138254244914696,0.0152683206790381,0.507257870690241,0.168814044715006,0.393038471534447,-0.417984679418295,0.002510111257354,-0.0733279662345623,-0.145938215257633,-0.510682016273372,0.0046557927556587,-0.0586870241850192,0.117943912775938
stable,-0.174832507912791,-0.423039156092391,-0.573712846208062,0.273689531770038,0.393733901544497,0.385148800104421,-0.575757080498368,0.499908417536141,-0.606357958243232,-0.0185690647387072,-0.553610831555038,-0.13084008572112,-0.131978675464573,0.188785941783987,-0.0748713355152919,-0.411461793849604,-0.355792426976325,0.0468246068457975,0.422881730974083,-0.325372180487929,-0.171275396979384,-0.402915955446845,-0.0581712280722357,-0.27618243858833,-0.559312271567386,-0.193134630158363,-0.371401621006014,-0.515694725338555,0.365240189904159,-0.279587498248268,-0.124025146425839,-0.226221664389827,-0.152305711758138,-0.0143643376691493,-0.0373578472976291,-0.0720539682894664,0.320687380849087,0.591275159890772,-0.149907896008072,-0.232349899117281,-0.366408713242136
stable,0.0197036347887959,-0.075898727825846,-0.196073203224615,0.301136679539546,0.168592079174662,0.222208490406996,-0.345161670226362,0.115416866848271,-0.336129747931332,-0.022214310181734,-0.17791684614493,-0.312209754878427,-0.0132176031823067,0.241120763802302,-0.0198959816751011,-0.330180541856595,-0.0029306486468915,0.0411508806868378,0.183948920819637,-0.146104190204263,0.0937127299169045,-0.128144750086786,-0.132505728611741,0.0196391531763006,-0.0690748735773022,-0.158898203186081,0.0119132802196367,-0.0836968481080021,-0.27142080304876,-0.152862678609788,-0.346490977953132,-0.0349871121441151,-0.370110723547099,0.248593274165273,0.0261784479928474,-0.0400876663615157,0.186747773851711,0.173672759961977,0.0522623990206558,-0.0059744344814048,-0.0155696630446247
stable,-0.122893556100426,-0.244768365385766,-0.476745386983704,0.442334338058185,0.276887679788974,0.558007950883044,-0.421746950448678,0.0791885703053098,-0.517764373094013,0.0597307032100424,-0.236836436659643,0.0147329743689885,-0.0403460052017384,-0.0682789497234385,-0.178791025651064,-0.177983599196421,-0.133036313338054,0.221703634973306,0.218328173383813,-0.0340092764116681,-0.121448804470429,-0.289299137300806,-0.149615836316442,-0.0198470391194979,-0.283623850213754,-0.088235894085504,-0.179383295144542,-0.232631479431627,0.306298067914008,-0.0721649784772686,0.0065215933689938,-0.0402395254095716,-0.109223617193471,0.141702272994309,-0.0922567030897227,0.0051791479545204,0.448714080242695,0.377209890226334,-0.0718281641697851,-0.0594205448585777,-0.180149086903774
