group,CD275,CD3,CD8,CD56,CD19,HLA,CD45RA,CD7,CD194,CD4,CD16,CD279,CD20,CD5,CD62L,CD27,CD95,HLA-DR,CD1c,CD141,CD66b,CD35,CD57,CD278,CD11a,CD244,CD2,CD29,CD28,CD38,CD127,CD71,CD26,CD36,CD207,CD49d,CD158b,CD94,CD23,CD328,CD88
progressive,0.445675117050062,-0.0949335099738174,0.0721862608632174,0.087357276789715,0.103689891742304,-0.016696836454232,0.406092038618253,-0.0707220640278469,-0.160836233108814,-0.190829466293469,0.199580902403028,0.1137613651982,-0.0170316077919252,-0.134564615532431,-0.105462457206871,0.0359683479113757,0.0232857099811999,0.0266678826506221,0.0670161294738866,0.0331267786925782,0.0856390945526999,0.0746654045018607,0.362163230991675,0.14271685044712,0.276709326503169,0.127049382374626,-0.0762207972942126,0.0375424030798308,-0.0678102989972369,-0.160560957374307,-0.105917370079267,-0.138331683585825,-0.007507537363068,-0.173877675305993,-0.0484114372254146,0.050356765671098,0.115857819679377,0.217504119260781,0.0369879291273769,0.031244527975999,0.0904106287734235
progressive,0.12593634958247,0.0451537431567645,-0.165490541271977,-0.267657381316516,0.184745270184977,-0.111347755777086,-0.24250820097565,-0.381246094378495,0.094013712393249,-0.0471305939166033,-0.099981965848978,0.0727964476082847,-0.0636080113669343,-0.14412766127322,0.0136296592974851,0.0217367662336163,0.0264858659410465,0.0639645333967939,0.058425686094364,0.0633465518134824,0.101083372792624,0.179946146332323,-0.0844392753007965,0.0543990709976187,-0.325446228433848,-0.131767314670388,-0.32217521276081,0.0805615942708185,0.164893743253292,-0.033688639260079,-0.0847025652560573,0.734880051789702,0.263387938370551,0.516751855853152,0.0288445200922197,0.203198166128864,0.0025147004936757,-0.201590705050796,0.0924850804096089,-0.176692754072238,0.35101835754184
progressive,0.0693330746099602,-0.259393304833842,-0.152009451036773,0.347958498455321,0.105500324523126,0.0574413290813494,0.338964324824181,0.470882587449441,-0.019277765718435,-0.130216709485391,0.359298888796248,0.0451481662834268,0.205603939214906,-0.346073590023606,0.0264832457377948,-0.0600084181256664,-0.183327612464101,0.0133534461648794,0.184874267797444,0.121502476799549,0.0526591162885624,0.106604158943384,0.0641129779009626,-0.0280834650256596,0.20411680874168,0.273052509762738,-0.0271341566518039,0.0623881352522971,-0.118732821809988,0.291877255913828,0.0663486222899622,-0.0571334302060138,0.0130283269892419,0.0968948754563041,0.113165028347831,-0.0589040328432509,0.0678670218468057,0.156610988264462,0.0438158073821229,0.236123595188001,-0.0348569782097741
progressive,-0.0179375378023973,-0.192251016058552,0.0262687394348003,0.249742600123345,-0.0713232078130745,-0.130967641841827,0.348087148815182,0.112464769226689,0.0922165536250009,-0.336944644725968,0.402061443090338,-0.0883659436568588,0.148458174174412,-0.311778941703466,-0.07596597149327,0.0036303987091927,0.068261366919071,-0.0918542592626853,0.17801769128389,0.050765540766943,0.378561627685201,0.23193516191968,0.0664445922932859,-0.276728960085878,0.059872590689979,0.124186726524807,-0.208246556368138,-0.0774259913375982,-0.198068808138406,-0.0642099244506671,-0.0495331694832989,-0.330918230557284,-0.152830790647628,0.0459919434471394,0.0247219562114809,-0.263987297513045,-0.0337606921144439,0.20642483344369,0.0977209625494109,0.273510607385355,0.163099072858274
progressive,0.0740244602321253,0.22788114104874,0.10995349393575,-0.0653856091711935,0.380624687747904,0.28105583823076,-0.0744108403514706,-0.177548634384913,0.234398687821714,0.22129607008283,0.0028949820697626,0.113918124627883,0.390267540240463,0.060601930922275,0.22918268381815,-0.035134991379378,-0.240456936671428,0.0041585539102684,0.249891973618451,-0.12993913148513,0.20610173774802,0.365235920502051,-0.038380256464283,0.0108604798686737,-0.0452524880977752,0.0613631555198588,-0.285143820959131,-0.044933817444508,0.236190091511961,0.328856194858985,0.425821652728308,0.138075582628047,0.411530031632964,-0.178967526105703,-0.0763860697668065,0.127986081451619,-0.0413650449697684,0.0172592125167115,-0.0992375072283146,-0.330083428601519,0.180420235448186
stable,-0.0160251665507938,0.257799961136973,-0.0824327686310177,-0.454970412911538,-0.0816193610355643,-0.410398362169346,-0.577138728092364,-0.527610758044572,-0.0134737173708892,0.300434205852763,-0.420130743402696,-0.0769724532131231,-0.0419740806826226,0.442545764833278,0.0780388530253962,0.16477104786012,-0.004048231602797,-0.15766119013757,-0.0597039886306587,-0.082734928936707,-0.02723558576169,-0.0595076166188316,-0.258682406336198,-0.0623047240500282,-0.719731235163712,-0.484056771348057,0.0161407256022112,-0.274431787880038,0.140719350810707,-0.610076139817543,0.0484260103505527,0.0330827230253654,0.182961683932806,-0.020403623440133,-0.0645855438373486,-0.288805760378328,-0.356277439330053,-0.331168132063687,-0.121992329419353,-0.54944815926794,-0.0996660812194441
stable,-0.163116696554663,-0.495678595520382,-0.122785108616577,0.491832659061135,0.0120924402733726,-0.013780276237588,0.165042516229625,0.421595947627177,-0.253618816357092,-0.486337846296245,0.283403738465005,-0.0991929011636259,-0.0796760824144693,-0.626773890076679,-0.312531621377828,-0.435938653886505,-0.381378486673991,-0.445287089758813,0.118821408623541,-0.157793678522707,-0.0467563737199181,-0.0813511881796583,0.0800468360101215,-0.519732882291927,0.447176266373301,0.419974370526054,-0.37772589373483,-0.490360222869183,-0.444640669631952,0.0586803743970408,-0.113460157957381,-0.57318363281219,-0.347178242550825,-0.21926119142099,-0.0480120061122283,-0.415827318719343,0.22703737960281,0.160905010259855,-0.119182237838861,0.464208549196911,-0.158151063699966
stable,0.104719270687672,0.333827160562446,0.121360353345985,-0.323463661862745,0.0804290516822164,0.0151871018989765,-0.290683643666877,-0.26977382914803,0.381891477239163,0.410903626386716,-0.361850762529944,-0.037724379850021,0.22313323164652,0.451124006549955,-0.0872570410980522,0.355109152197615,0.0929964699538004,-0.0332724344524858,0.0065666627872055,0.011686375372804,-0.109062439447527,-0.230356028564158,-0.137004930655608,0.123625288166958,-0.0190483774787666,-0.286932055546028,0.367444709011889,0.0192568953876805,0.362040186347668,-0.50335723648501,0.107511481285159,-0.106642611149007,0.127455971967112,0.0734593380422334,0.0732058587519703,0.0175157185105898,-0.046901614538011,-0.373565283679822,0.229877657849835,-0.394212661526809,0.0793244139956209
stable,0.159188522288398,0.157161841055382,-0.0506240988678843,-0.370982635916262,-0.174470389266322,0.204415916863531,-0.191240608268115,-0.220187322113568,-0.0527773943357697,0.194201646100756,-0.0621058094492893,0.148403634273905,-0.126016253098364,0.384495740690874,0.0035597309492975,0.134420641857442,0.103391792548018,0.0923466501273184,-0.02692714634272,0.154750959740466,0.045082868766677,0.0347807113129087,-0.0331653949198295,0.198357587515206,-0.0700117010320628,-0.237419380750113,0.359505341571023,0.168787848911385,0.255729418337419,0.0042288968192063,0.293383037196379,0.109530638813765,0.0626844515271184,0.135385193472093,0.142105093861002,0.130035212437764,-0.29187955109149,-0.215607854208098,-0.0307611142709218,-0.206018070110265,0.0314322673574453
stable,0.151175867451769,0.292660197174023,0.171842256071114,-0.513486252306393,0.0626920733208764,0.0594948177682307,-0.0366329167353964,-0.561717565486745,0.0782813146207848,0.285697208870988,-0.0174749620658838,0.185378556217564,0.222038070508783,0.392351048084576,-0.204873230104264,0.0952793574312399,0.144368251850736,0.0108773137816912,0.0864641370696289,0.113008328261291,0.0591331243874471,0.0947876693178717,0.291462790084417,0.0510654353255275,-0.152008017973757,-0.178488957312139,0.263048983442931,0.0775511381984004,0.125353475508,-0.384315069192194,0.0114109373170792,-0.119596133048835,0.167902962694834,0.0213716464427163,0.12491183107739,-0.0534354466028111,0.0608743071300323,-0.439402983861786,0.0036600930375291,-0.325802324656569,0.124328011712814
