group,CD52,CD3,CD8,CD56,CD45RA,CD7,CD4,CD14,CD16,CD335,CD326,CD31,CD5,CD196,CD69,CD27,CD95,CD314,CD57,CD278,CD11a,CD244,CD370,TCR-A-B,CD2,CD29,CD28,CD38,CD71,CD26,CD207,CD49d,CD337,CD94,CD328
progressive,-0.10761902725084,0.133508784316289,-0.176031551781219,-0.151109112429483,-0.124337941591059,-0.0833199831425646,0.133042424008955,-0.0318497437871215,-0.193349285561681,-0.137448967639804,-0.0448405312692387,-0.234896114670097,0.205395061352457,-0.0131382243567696,-0.177891073725619,0.110582947428649,-0.132820786957662,-0.147317533561488,-0.124160160887745,-0.068653634921657,-0.281803340872696,-0.144353723490216,-0.0324394247191245,-0.0489424451659934,-0.0848330829595858,-0.252456607672625,0.0280011417045955,0.0809936434351459,-0.0587256216805704,0.0864219925998631,0.0222210111623599,-0.12797602044145,0.0136204339654094,-0.0821421967761254,-0.167813499482105
progressive,0.143401644848085,-0.0707897348935186,0.0621674259612147,0.423119283019027,0.536945245930584,0.472510740551142,-0.190024960645777,-0.0220646969714422,0.140506636616388,-0.143567476979417,0.138739847579413,0.0125014743224174,-0.12783240692881,-0.0981293681240397,-0.169492348233311,-0.0940249584885876,-0.0234172743579461,0.109814562684518,0.52521784335732,0.0081528816182266,0.593351790544502,0.359536011339377,0.0634975662673096,-0.0719603535621666,0.196802074279184,0.137226305005871,-0.159929233185212,0.0544755245509356,-0.593130895894378,-0.40216935463203,0.0200022136741047,0.0464345980031131,0.10845772359286,0.522402728568051,0.367024687614474
progressive,0.0692760027277246,0.298533023275168,0.309840865102811,-0.234885969171104,-0.195637605587647,-0.12028305370177,0.154877739358707,0.0062434212173618,-0.150387002432722,-0.105668906287966,0.0071655840746786,0.0150765401402741,0.338764866548266,0.0398441437176356,-0.125420134091367,0.0430367932243187,0.120209261411153,-0.0511188282078763,0.0090079440869156,0.180263018176275,-0.0316131773880226,-0.0294047754089303,-0.176057306512345,0.171595145559374,0.215417283749387,-0.0457629543944772,0.151665671569032,-0.124919172708706,0.0397064851031958,0.0501665290186486,-0.0909422513118997,0.216340857074005,0.025486753980939,-0.0776506642028776,0.024917112025598
progressive,-0.0951685920811018,-0.0015571414872217,0.204794983439765,-0.139537073752891,-0.10334341216316,-0.0884736826199689,-0.0019938448573035,-0.214740342862315,-0.118091925114447,-0.270300235539435,0.0187849064473214,-0.0043265772947303,0.0215902712031858,-0.16770811495005,-0.22236634169281,-0.0707180810669963,-0.0525358517922922,-0.080545600213558,0.0220913780431243,0.066220490381852,-0.0621552391615166,-0.199701861085327,-0.130564367056239,-0.215340515934566,-0.119121720664587,-0.188660955708785,-0.0348836295609375,-0.104757239480541,-0.171120747349813,-0.0715940535700022,-0.0204910032695717,-0.21349251553252,-0.0845363446101023,-0.0580626031039947,-0.0692151796540431
progressive,0.171760211674413,0.080221277787145,-0.11076360005316,-0.362766606449549,-0.315274464979607,-0.22639375739176,0.256004138001717,-0.0978562062199389,-0.115183329158643,-0.261948244770972,-0.118384566091629,-0.372566113851837,0.0293390300496728,-0.398781634445962,0.0480502964174822,-0.0539415471515281,-0.263365334016477,0.0002813123867032,0.0692404789384097,0.212608760080404,0.0232261240746569,-0.12802318110226,-0.0914180237894811,-0.203721965504034,-0.0254978655674758,-0.0316600166778302,0.120072900274115,-0.163426059890406,0.0989363110247042,-0.0006538153021858,-0.255980547456364,0.111743873377582,-0.208237318309448,0.0419460504200793,-0.401343739442971
stable,-0.47874124418691,-0.507192756406705,-0.041458156921949,0.352232991347163,0.329514274493453,0.271508979315337,-0.588285475089329,-0.135815998661205,0.254993191411717,0.0644467004087232,-0.0870800835296571,0.0735120057654335,-0.693893959047846,-0.127261463937222,0.0654672142304557,-0.395026027235857,-0.121311741333113,-0.0082922244968886,0.105599960771492,-0.11594564924793,0.48809532716809,0.304626595333584,-0.17791499132628,-0.421097988905975,-0.29341829598191,-0.0051290853987893,-0.376981877074232,0.410682759138228,-0.0409583579915515,-0.320230278597069,-0.0834566926327516,0.0570314946832692,0.0305779645613664,0.179820564248525,0.443666209632518
stable,-0.187890403595288,-0.459177711645068,-0.201756328276217,0.41182206658784,0.278407452710572,0.353638044680322,-0.410697524556325,0.0108732087068998,0.393359442759605,0.208701706156364,-0.188832325745887,-0.154266212682857,-0.564236354682348,0.0718321217825617,0.0949239561262665,-0.380620114267245,-0.279048498336723,-0.0835632310704551,0.232754991079831,-0.493714840037959,0.462894000448095,0.520239742942808,-0.044690272985663,-0.170533274715169,-0.372456547702357,-0.473435496100957,-0.303040598078835,0.117607389847909,-0.495599079836829,-0.269198318702927,0.0520224617551363,-0.392959539054401,0.122371354257952,0.162593901038428,0.630536137821058
stable,0.0519334623027877,0.130644984716889,-0.15055009599351,-0.363651960293763,-0.507115532606718,-0.33391351888435,0.341313352788432,0.122925043568044,-0.13249010750436,-0.384792181413284,-0.104966926690755,-0.211480151027203,0.327816348543102,0.0419692024600899,-0.189791184709754,0.145358331157015,0.393775402272458,0.120149084912211,0.0322444972994208,0.205859690036579,0.0773880151917449,-0.234393511882279,0.0678387567174693,0.128967023382188,0.157394167310478,-0.0835129406097093,0.107561385447687,-0.0736064260405679,0.116082690810481,0.132508903163842,0.0978140485938824,-0.167101398855494,-0.0067083556209162,-0.379823259516114,-0.237005768546362
stable,0.271229553716274,0.373348032544788,0.0327701515488629,-0.381706351788847,-0.419298613447948,-0.615336525447184,0.354373678318219,0.106709351921832,-0.364590305277535,-0.235411796508871,0.0194424499111721,-0.154058551280677,0.419659908733421,0.0755326526076836,-0.0663198689503174,0.176478420348033,0.292095357266193,-0.0655945994952664,0.0463614255488859,0.27005083701837,-0.131759623574491,-0.439620873636194,0.0382825749294348,0.116103398285967,0.151903157382944,0.211171187383326,0.254216584293942,-0.0026884904650276,0.273189028157702,0.143619800742664,-0.157646076916009,0.184089269215619,-0.194402165986612,-0.392342358702507,-0.329924565243381
stable,0.251597257154312,0.395589541996578,0.0947917738252344,-0.290095759394066,-0.158638725784237,-0.359989065027506,0.26949749607993,-0.0206337134589123,-0.0839547507810863,-0.226501242285657,0.0034637672448337,-0.0372671104338238,0.365496157135067,0.140557313788628,0.0061598772101929,0.0723942539356775,0.217941490194664,0.128775327906292,0.0694996763350958,0.253468678728344,0.0544668871052226,-0.004188083324289,0.0579979139375042,0.202409123399946,0.145207855042945,0.173351644186826,0.157632970331058,0.0198653389921354,0.0432173344789126,0.0957200271670768,0.0261719739977177,0.185440746964728,-0.0285373133550269,-0.454838092883846,-0.305378088604155
