group,CD47,CD52,CD3,CD56,CD117,CD10,CD7,CD4,CD16,CD5,TCR,CD27,HLA-DR,CD66b,CD35,CD278,CD244,CD122,CD254,CD2,CD226,CD29,CD28,CD71,CD36,CD49d,CD94,CD23,CD328,DR3
progressive,-0.107798770874749,-0.276914131926919,-0.488047156071866,0.264075157530712,-0.179762146392663,-0.196750936413221,0.0110349246020313,-0.321434177375394,0.0326736975470927,-0.57133263353351,-0.163196718790655,-0.310217049066481,-0.141091490864998,-0.165860575053041,-0.125361863633482,-0.156471712840408,0.0161588782578118,-0.207875982317027,-0.149451015857297,-0.443845384177426,-0.19992467128724,-0.0841659133383851,-0.333590834763977,-0.213449979642127,-0.177542863387071,-0.100869810155479,0.175437981730485,-0.0798828857422603,0.286227423427464,-0.121205231609731
progressive,0.219800256532416,-0.0378975808712578,0.0959253530560648,-0.245171502537464,0.0597298591141391,0.1755927580838,-0.365499618256931,0.0266093999808869,-0.138311712870098,-0.105845489974826,0.162923815735272,0.111080302830139,0.0598574972192411,0.0830624431717833,0.178678596797941,0.0388354495718618,-0.182310720444051,0.0320199156618789,0.184420639754637,-0.261306295558013,0.08269225996322,0.0694252335569474,0.154000289775172,0.749004299216758,0.472339684105076,0.212639563333463,-0.257263104497645,0.156537265446298,-0.190791360117911,0.0676586298743401
progressive,-0.101618619256568,0.0032631123103122,-0.206118451947851,0.0436794069885904,-0.147651501153321,-0.0386112143352416,0.197276813761943,-0.141925115647755,0.0764638733219879,-0.238001204546193,0.0588004171237876,-0.0758912408732355,-0.115926473602082,0.0133992203432883,-0.106822889839269,-0.179079902703878,0.119273176667038,-0.0244986747199224,0.0113882811906318,-0.0020106053940363,-0.113675345596105,-0.210124668168287,-0.125320448802231,-0.0488020193930683,-0.163339644429711,-0.172116077199866,0.0307770066796006,0.0319529596045645,-0.0144209091953743,-0.0874131834976616
progressive,-0.40550803375694,-0.198898756468347,-0.229536748245036,-0.126584447845291,-0.404380578746328,-0.36696964936298,-0.221500684713671,0.0251521671129415,-0.333609790499198,-0.141701539275026,-0.364712820022941,-0.165064758701665,-0.0820434141557892,-0.247381259002494,-0.301887762484535,0.0497037120193837,-0.268827432105158,-0.214454237366555,-0.355889167267656,-0.0913391512115837,-0.398259119922094,-0.292210887244941,0.0119593980007732,0.247830145232579,-0.283372731641504,-0.0383903298199011,-0.382672150952199,-0.253525232117494,-0.323786818787036,-0.240908072230047
progressive,0.159520762661082,-0.093299519546978,0.0989999752568258,0.0595223152505525,-0.0987152180169073,0.437685066723468,-0.249707602357828,0.0492983112847896,0.451740393609351,-0.181966115335402,0.0303922962593861,0.0017312894302881,-0.205879452542695,0.461294454878649,0.490173632275962,0.108761289751127,-0.0796698818763638,0.057372468313663,-0.0570594736924737,-0.220177514832663,-0.126326613828713,-0.0689868067688129,-0.0615782422417443,0.0555784352964497,-0.0795144310617285,-0.136579342700093,-0.119304306521768,-0.0669659047212039,0.0170679689607282,0.145097293950596
stable,-0.0889934495405743,-0.262182680418287,-0.10669290374352,-0.283451766820228,-0.234922678131255,-0.259869775897075,-0.25256612788616,-0.119451923036838,-0.055877379523525,0.0161709024651123,-0.430250527910076,-0.0785931227656844,-0.281659932971976,-0.0211792071210973,-0.117767454241161,-0.222109713789983,-0.311012730142573,-0.404073946365378,-0.400419830304686,-0.109143240271156,-0.409260803941188,-0.3075914231403,-0.131782957270496,0.125393840919186,-0.0959727310001629,-0.0692443172845263,-0.476656295690667,-0.425829471465367,-0.376292979477476,-0.310141616330239
stable,-0.0613058874343299,-0.20418926099355,-0.451243713718915,0.372945013903055,0.0537728897347516,-0.224911362338717,0.270869866313989,-0.369629243225265,0.251198850600077,-0.561382626614508,-0.206031524968848,-0.378994745552188,-0.45221369966686,-0.0385989303054431,-0.122586964793594,-0.620852588756203,0.402206078512499,0.0121025928893833,-0.0623050459556415,-0.317805222287344,-0.182893131843622,-0.588203599016944,-0.39934157385737,-0.619729420402949,-0.16775010513753,-0.533731639999332,0.0521969020181111,-0.169221728418136,0.420766630877809,-0.191178295575766
stable,-0.088640386972723,-0.405562242678063,-0.412379987848819,0.284991989352733,0.153008794343592,0.166895879746932,0.20541906593644,-0.307478026206976,0.403380365783987,-0.43898653818834,0.0004146784408756,-0.451710230631277,-0.0513897393528649,0.0979709378812203,0.282979533680828,0.0023665734289025,0.331798405428639,0.049390260802983,-0.0319161592471658,-0.595845925319057,-0.1445431438,-0.249550880154295,-0.38999122864766,-0.0741744583739364,-0.141169834306434,-0.0891432123924198,0.107932146302627,-0.0502416168032355,0.247198793798414,-0.0763139964409493
stable,0.023562395971174,0.339285650728855,0.504759329799373,-0.529056849600921,-0.0101790763735329,0.0454658985643404,-0.472408481371797,0.411817752473954,-0.285430334898702,0.618415005747806,0.147458886700854,0.339428670052583,0.369272099774964,0.15891533625383,0.142290225304088,0.370656585281177,-0.483459769371841,-0.0955387580803146,0.0508333260842546,0.374049951653379,-0.003809076457139,0.313453029553256,0.43785117675607,0.373763129964156,0.162195449290833,0.297033283230162,-0.36964521437527,-0.0099982385402913,-0.502278774971728,0.0501282358405842
stable,-0.0448890015040604,-0.219275581698562,-0.327000188318013,0.525778867237184,0.0342473315469208,-0.0879315439354733,0.537230509967487,-0.259285987040754,0.0164801259713186,-0.38296064353771,-0.112265970737928,-0.048031745443234,0.0192003950644459,-0.0347647238055466,-0.0592696239533305,-0.056987909050685,0.193719419573181,0.0989181135194296,-0.0074429671132074,-0.182032810396909,-0.105125000759435,-0.0271423109346435,-0.118730091420377,0.203813494452529,0.0168571950312468,0.0601633685442388,0.516550754226655,-0.0556309353967053,0.215286864058316,-0.0796767807180664
