group,CD40,CD52,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD194,CD4,CD5,CD195,CD27,HLA-DR,CD1d,CD57,CD278,CD11a,IgA,CD244,TCR-A-B,CD267,CD2,CD29,CD38,CD15,CD71,CD1a,CD209,CLEC12A,CD94,Mac-2,CD328,TCR-Vb13
progressive,-0.0126639626898458,0.0392173380272827,0.291518589846924,0.0168679431234756,-0.24541344870796,-0.154846435316273,-0.026683203975379,-0.0060678702604339,0.199653020600478,0.21773029073894,0.440217499942827,0.0718018369425353,0.0918134963084866,0.114193712674285,0.0324333685031629,-0.294581770377967,0.158168153604622,-0.266681127887767,0.107931937531257,-0.0325810282208388,0.0726629037209403,0.100395612209253,0.032023632416707,-0.115757837532107,0.109724991912183,0.12859183569991,0.0706650514831116,0.189290590398876,0.0693772002929367,0.123783463614388,-0.136825888119207,0.0782709854887986,-0.150713206417326,-0.0112659419313031
progressive,0.152319261525232,0.168943961462814,-0.0277385153561992,0.0638851799635816,0.387148979320358,0.544819881712581,0.422800923147053,0.0085165026928318,-0.0729205713698819,-0.207861700554738,-0.134431538256803,-0.0540255609527799,-0.0521788128446068,-0.0171693038655702,0.147554030115064,0.557238110759322,0.0306886698390262,0.587469839096852,-0.0171651372503973,0.309671873115134,-0.0725568107045703,-0.0451196729352114,0.188098478217602,0.183384646709268,0.065811938487899,-0.113485049077066,-0.540455096963853,-0.0204327916498545,-0.0463491627268753,-0.0787395195117504,0.516216072277628,0.0641763504522186,0.353522358613826,-0.0824368473159212
progressive,-0.0916029590772393,-0.210441669767527,-0.385604096526105,-0.0265237181507418,0.183274896376292,0.306165955101222,0.351373133001385,-0.304458674259985,0.0158863909336154,-0.230727155301539,-0.349616524427645,-0.130176236900691,-0.268460534514685,-0.186948999591223,0.0518259703177562,0.0714198058145101,-0.210686203876862,0.0243504271591097,-0.003595182256381,0.357384009563127,-0.141173977104586,-0.0488650716416921,0.0997789223946268,-0.245057281790016,0.373068575881182,-0.191609567225913,-0.133389666650735,-0.106499503684284,-0.0233801503468801,-0.241702133460874,0.108043183584509,-0.110157097887089,0.0741898046355439,-0.123014891998115
progressive,0.0440089195662192,0.0652722333245613,0.280017423823683,0.0700200128127436,-0.288604666471534,-0.282792448529744,-0.274025170324649,0.168451619921695,0.0849506889691739,0.184917070388957,0.295020088549486,-0.0285344816698064,-0.0040630588038053,0.161411143282425,-0.0172931070923054,-0.107735014254259,0.0487136091459848,-0.0226469199965186,0.0756331717836252,-0.0951564179540894,0.18025758538847,0.0297494135412247,0.179287290927799,0.120936859019838,-0.118719775927142,0.0921667636396382,0.151658622443978,-0.0333220415081085,-0.0697495414545279,0.0699399497585708,-0.13238333440489,-0.0047151497320351,0.0276898896521937,-0.0459242139311991
progressive,-0.442700889278921,-0.111777467433047,-0.35814600033842,-0.534485922463967,0.198627316525086,-0.218872140600695,-0.184170135927456,-0.0535327369342616,-0.183555778445595,0.151654974545582,0.0671751562339503,0.12664994441911,-0.229786238306289,-0.0866158504743234,-0.160089903989171,0.0711438900313539,-0.0312356164522661,0.216787412389546,-0.0044655261400022,-0.112194522611271,-0.0343619938770695,0.113313166572062,-0.0569786455371481,0.0988605579142363,-0.160952279715786,0.0483141600162388,-0.031606049951716,-0.124555544934302,-0.420069730267169,0.0352738589529627,-0.0498051561196533,-0.214031818785865,0.0093350082944054,-0.18367997189797
stable,0.0553516950596088,-0.443355040943536,-0.55942055256225,-0.0154405699583713,0.450503702029527,0.427984102761524,0.35649834367526,-0.169508725110859,-0.0811257049527406,-0.567363553432569,-0.681983751417205,-0.0452318900161036,-0.408340949456668,-0.0081123034265014,-0.0181627011414773,0.139400642661168,-0.128336279557652,0.542185666933559,0.026439073992685,0.398233824533339,-0.360527908651678,-0.0524451621166804,-0.281917030006853,0.0719169144439382,0.453798198755502,0.0725664518752942,0.004882342001973,-0.0474933932149528,0.0013378264728014,0.0091131987758834,0.261959858484476,-0.0757314424248544,0.543300347706273,-0.0798431550690926
stable,0.0184232570020669,-0.0295698155302044,0.0526041599304159,0.226297717690291,-0.351366023279115,-0.206576394486087,-0.111861886244686,0.0541892069253148,-0.0985385010109278,-0.0501512496255673,0.142352626824774,-0.0375147485539968,0.304071866360759,0.197756744227558,-0.228459453111728,-0.323747831073009,0.319799050909451,-0.130238087619862,-0.224216081787469,-0.218690944067757,-0.0343730894231396,0.0022760625904634,0.137730412930462,0.333484859750987,0.0462534597619003,-0.044818649260584,0.429760158053428,-0.105618470543858,-0.220033958092111,-0.0444798419630434,-0.229348702335828,-0.25217310811415,-0.281573006186228,-0.181685050844804
stable,-0.183366848359339,-0.0082532096848754,-0.0100152212787759,0.202979055239202,0.0376695108646824,0.225334115447437,-0.0505422666886424,-0.140457386914637,-0.153071307945464,-0.111967104553938,0.0257005053363727,0.0901318639622945,0.137293840411211,-0.122586024142556,-0.0194133386427549,0.255518941058942,0.0226514885337817,0.130631097057562,-0.0425983452528851,0.139538024394442,-0.159452901443813,-0.104506464913545,0.202312594054336,0.112697056375152,0.0779263336660333,-0.0360020672807377,0.0316688590425926,-0.110763746088412,-0.0133432960166642,-0.061087838404441,-0.22536684954393,-0.242270492813287,-0.264962869863172,-0.166634622650523
stable,-0.0813154820253409,0.233284420569049,0.490932032522667,0.106073836250305,-0.467902096493001,-0.459431104273835,-0.518386459391195,-0.096157073130345,0.0669400241566062,0.487811968253311,0.590720307069448,0.0148711314382106,0.243624037002153,0.43720598807651,0.0411363469370334,-0.0005150732131187,0.50819948130103,-0.280859261002704,0.0612841228242144,-0.434339513804155,0.46861891118475,-0.0932418263416084,0.45047528831215,0.212644189969506,-0.0338865329070041,0.0564786136994377,0.414438877820853,0.186892989454224,0.117683431910294,0.0243117879762858,-0.235027710136209,0.0469916819093211,-0.483694181696996,0.147159169939429
stable,-0.113800176831136,-0.273593431423441,-0.395968654389763,-0.065285509022412,0.410485288180685,0.174116406772637,0.429624214582899,-0.108111409976013,-0.0771245347384193,-0.328173866795565,-0.412550237343733,0.0094714005297422,-0.211901838236486,-0.0139964241810831,-0.0529672614317951,-0.116182518411717,-0.0778332520699234,0.251605763345715,-0.0621523802318736,0.210275964381889,-0.259806680402148,-0.0916408773213148,-0.310384484166338,-0.126333271988866,0.410576455791454,-0.110724563411292,0.0053053374746931,-0.196968622387051,-0.0287881222115004,-0.109656645096929,0.273059851340553,-0.189158679845824,0.392238457642686,-0.12713850860262
