group,CD47,CD3,CD56,CD19,CD45RA,CD7,CD4,CD16,CD20,CD5,KLRG1,HLA-DR,CD314,CD57,CD278,CD58,CD11a,CD244,CD169,CD137,CD2,CD38,CD71,TCR-Va7-2,CD158e1,CD337,CD257,CD94,GARP,CD328,CD82,HLA-F
progressive,-0.13116002650654,0.291551556141686,-0.0523636370390226,0.0104170236259121,-0.198785876286673,0.020770409484571,0.0512849252494041,-0.182061052266533,0.231152943509618,0.386209662219604,-0.1652441814349,0.166825997622849,-0.0157285071368757,-0.167354131308678,0.0671033990386273,0.130144301807936,-0.172162159335133,-0.0603492649182704,0.0522204036242382,-0.0706538172537345,0.170992724602813,-0.0462707803542564,0.148229426507634,0.127619926858526,0.010393966674906,0.151240895455073,0.023662184386614,-0.0960818945526141,0.157509422738711,-0.0631594313691749,0.0843347271586725,0.161697713438933
progressive,0.188142376182167,0.033851982634079,-0.381875486068746,0.0744153867987102,-0.537471331854692,-0.366185586989586,0.235635237692547,-0.138012302759065,0.0518453014581949,0.115040859527453,-0.326999644669633,-0.0292186288060179,-0.110499178893019,-0.531293677752872,-0.0209759937676913,0.180103547733158,-0.586238244570322,-0.327414523047444,-0.137523375877093,0.0142559106252314,-0.207473082918928,-0.0843845903343029,0.491624351367923,0.0436576666655007,-0.0706232954797301,-0.0775496378795555,-0.12257680543446,-0.518297809675195,0.127435401971023,-0.381891761680343,0.0025933775906437,-0.0361110310937323
progressive,0.143765681534632,0.21307015741244,-0.0734378222763581,-0.0737747628582988,-0.236008355555457,-0.0821703471129068,0.0381430916986561,-0.116865231966728,-0.16607762343146,0.277347939472348,0.170700464963674,0.0242090061965868,0.0452343591453743,0.0562278306517298,0.0770941370851664,0.0429656156364249,-0.0251454819192716,0.0203107476105581,0.105956732309375,-0.0496218799995437,0.251782493417309,-0.0348904869385375,-0.07475099535899,-0.118811221645838,-2.13249709242352e-05,0.114125189759001,0.0980464125233629,0.0702335137301464,0.0662925274829376,0.0292898407990286,0.112007415139034,0.0855578727492356
progressive,-0.027446660539594,-0.29707827837933,0.216910758125154,0.0315594457940153,0.339430209232815,0.0774180454330313,-0.196969580468407,0.40746605803641,0.316396749272127,-0.300245349904146,-0.0383145663479188,-0.0458185451699758,0.0205724836662226,0.145009441873441,-0.177432460435417,0.177835563456559,0.0782153987890333,0.337937978499304,0.162918354045738,0.126304159319732,-0.184624009461322,0.281631047950865,-0.196920625434295,0.0374773043619712,0.129383635930879,0.151924199389011,0.195152033957782,0.098039128275814,0.13262417088871,0.137657256716359,0.159467365931524,0.122404690633935
progressive,0.189134130307135,0.402094741434129,0.058402360232003,0.46780831554962,0.10408038561263,-0.197105162196608,0.225602441472766,0.257006652895421,0.403184575286201,0.362425198526177,0.43705051778468,0.322008622186163,0.204139021951007,0.0384738668459032,0.4126982350096,0.410811869918283,0.0854598313634396,-0.0356841772634413,0.408978655240224,0.440051849330721,-0.0028191743256422,0.0467826276061059,0.340066365847012,-0.297669173401292,-0.042059576604072,0.205027970190868,0.337700832524052,-0.0315905229100524,0.439012759271237,-0.022428666793159,0.413571509779843,0.431935781745955
stable,-0.0404231667725193,0.233391799680142,-0.49339561210196,-0.154672843218083,-0.439468285084374,-0.446720393859577,0.280939332642694,-0.282785035241799,-0.183415918100693,0.436221852469481,-0.243961236112429,-0.21880265413327,-0.265795417016144,-0.314279832843317,-0.146850386529919,-0.191072087503676,-0.665490730760481,-0.459564375632579,-0.0992055736808083,-0.195872290842794,0.0375309314335349,-0.522274422808423,0.0355284215468353,-0.0028563188002045,-0.169455292756769,-0.318898360505385,-0.148141854150775,-0.485067566504329,-0.145324932715227,-0.586043553249017,-0.147348837050745,-0.166584195975498
stable,0.0208319152714948,0.336529324762579,-0.2551943924023,-0.0084823367488312,-0.0745731162513718,-0.21231589850892,0.393470655819059,-0.307723306133751,-0.0315872586479169,0.441268633364588,-0.0082374623608485,0.205173304306812,0.173193180608184,-0.0194473095442689,0.439354255765859,0.109301432002882,-0.25634523618008,-0.27033601367063,0.010469241226046,0.0513728640657601,0.239634516577195,-0.0607502008090598,0.494902455515191,0.114179480879665,0.225289679418717,-0.0295258471433815,0.291495412008805,-0.180627111076925,0.138493978869808,-0.285006705337292,0.082932642863203,0.0161852174185807
stable,0.0291424851778014,0.321934085293899,-0.450598261031048,-0.0522972837323613,-0.428296895760986,-0.274346131918603,0.351879330815061,-0.232825437805697,0.0645350673986415,0.443214919668,-0.0774080091764158,0.0077657029400652,0.0804945996264767,-0.227352258708587,0.208990972566658,-0.0213592239196041,0.025809277344767,-0.282017056404986,-0.0235669015085964,0.130693433142844,0.247510513231266,-0.22797112519053,-0.0246350741967883,0.106917688956227,-0.0453261199536756,-0.0998107482740607,0.0727943023644936,-0.479887097346868,0.0009623918010434,-0.392076828244909,-0.0128117359657951,0.0413019989742275
stable,-0.0449322658036037,-0.466434958228249,0.310301772151264,-0.101453909584394,0.354136261094439,0.379522355839293,-0.2707294695105,0.389537777177846,0.0006797744925603,-0.451468315818695,0.0452479640553964,-0.435828363452128,0.0127108690299568,0.0600229566170286,-0.470921658764067,-0.03474012428687,0.196070925561279,0.377939643579599,0.0737013114317649,0.0816339815892765,-0.378227198299056,-0.0694350198570714,-0.333794376566151,-0.150666261935188,-0.0201265590000207,-0.0362931177094112,-0.280303593927543,0.149561122419683,-0.0686761434697422,0.483709792947485,-0.0719864039568557,-0.0344963638428983
stable,0.003532532776569,0.385648026784557,-0.558455142338838,0.0116946056831776,-0.232694007365749,-0.640243170339774,0.420233942292096,-0.0175183485683358,0.152471733615581,0.484625664301581,0.160203902550561,-0.0106423528052482,-0.0845851050916876,0.116867385287445,0.219884905440687,0.123023193920657,-0.19578660670417,-0.220028664117127,0.0412549626103653,0.0857661304765801,0.348592742967099,-0.316849228558306,0.0120498281267262,0.0242585585717251,0.0952195219893308,-0.196416327620945,-0.043498605589344,-0.59558242638209,0.103452469019898,-0.382179679786721,0.0960410048618251,0.0124418028137935
