group,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD14,CD16,CD326,CD5,CD27,HLA-DR,CD57,CD278,CD178,CD11a,CD244,CD206,CD169,TCR-A-B,CD267,CD2,CD29,CD81,CD28,CD38,CD71,CD49d,TCR-Vd2,CD158f,CD94,CD328
progressive,-0.0700299709261036,-0.344624935973511,0.312286529128176,0.176957120664163,0.248385496010955,-0.171834285866648,-0.273751211169743,0.134566403264057,0.0169689258302714,-0.0346754579697675,-0.362325597819438,-0.208053816857545,0.0158214110691018,0.280730802306148,0.0663445260839107,-0.0733010444523481,0.325078488495125,0.205825357257036,-0.0281816479704195,0.085095094546445,-0.18715211504139,0.260121451021425,-0.272172137268967,0.0358399811250878,0.10542500556487,-0.118123914861573,0.17877283496823,-0.147899008582491,-0.0848314053773756,0.125324195624104,0.051001544229115,0.334731167447439,0.365370618156358
progressive,0.170042563946363,-0.12990700324594,0.266899282886845,0.555857088704534,0.353202520505159,0.175852325518166,-0.126052925541792,0.0601894964144268,0.136030492976517,0.0838777180872275,-0.0636920790659004,-0.0662007742343914,0.0146399752260856,0.588520263353002,0.0596916938387521,0.109911739685428,0.535560604993621,0.270503551314956,-0.0155179777618133,0.19378196423281,-0.0150502983527908,0.0141621411599855,0.183808636958496,0.330080349932564,0.0323591433753006,-0.0342606000696477,0.195755150772873,-0.183904748908733,0.231632698888358,0.0259864067282929,0.154639072637915,0.53125968414558,0.318002894486601
progressive,0.168398042189576,0.245892523135891,-0.178138249320884,-0.282893546555502,-0.489677822858041,0.218166952756195,0.169123954330494,-0.0369848888033358,-0.320331058993465,0.0084690557695172,0.258586456923276,0.0597370042939802,0.0444602639783106,-0.118904410722837,0.0081068405256529,-0.0444311629218554,-0.191544442807874,-0.408958956628735,0.0324982858267378,0.0412017441504979,-0.0302960001820526,0.0750215006246344,-0.117915695042849,0.108839897519116,0.0295327186129756,0.012010244420127,-0.36971782299364,0.0430982073749748,-0.119151285099882,0.0511159708966917,-0.0669907310021519,-0.124858495256616,-0.305055150249856
progressive,-0.177069690855546,-0.177787700097383,-0.215144554419957,-0.134554317168357,0.0111046402574535,-0.210707447016688,-0.0224345386842496,-0.222857046257333,-0.193141507683809,-0.424008594092052,-0.264007663267889,-0.172539772192954,-0.171529302902623,-0.0275433119577176,-0.0667162265369978,-0.122218970361878,-0.065439096974563,-0.211967419143342,-0.148723492774344,-0.147862722736442,-0.208642058753825,-0.371750545589949,-0.163423029267724,-0.218266091939219,-0.170560435351717,-0.133710775703223,-0.132283772721503,0.0410570660818108,-0.266359803126176,-0.121262420146629,-0.251859093827775,-0.153931892387042,-0.215814247299055
progressive,-0.111651980520408,-0.317689438070406,0.0794509266100346,-0.0791187873630923,0.390945770144335,0.0586914022937664,-0.112608398136834,-0.136274768687858,-0.262057472676709,0.113472208443969,-0.0364573520945115,-0.158294168890859,-0.041275199258635,0.141414083167586,-0.316268441132414,0.0538864735907509,0.021687970162428,0.147166255363377,0.0601327964770245,-0.361234284727222,0.0616841207775192,0.0670781544211302,0.208994790007615,0.0356637152849488,-0.323267928812939,-0.126458099899586,-0.106842252605109,-0.0550762205196746,-0.105133672417218,0.177610170640076,-0.0377278539970108,0.138320260312502,0.233868145091855
stable,0.391129272950558,0.308752871996423,-0.0025523296104482,0.15277433834266,0.196199517218186,0.271942407431232,0.456789448177552,0.201853046065971,0.10680170715401,0.0996394986575004,0.456621985618188,0.223696023791195,0.11553118447321,0.062349731528978,-0.0327477612306125,0.350489523613369,-0.0380368206134878,0.150883842243031,0.220185871410249,0.0243725769134041,0.41097979641822,0.242811744481103,0.229485014183473,0.158225073781922,0.214680313843026,0.32350764583145,-0.0678616499146486,-0.197762461103664,0.0733523786083515,0.14410475541682,0.379098424804383,0.0997915801370801,0.0273015280959441
stable,-0.146817380684952,-0.222369747743342,0.346546999681278,0.255190991118079,0.24487491444846,-0.179856237413687,-0.293181028907928,-0.0054684842423429,0.22357635698114,-0.0657469757437876,-0.455194875601567,-0.335606819598226,-0.371052362333202,0.212837451910074,-0.516397783522917,0.0721421830818625,0.34140864938884,0.422120093081716,-0.0049229447019946,-0.0428430279487491,-0.144115505225415,-0.0074910475121365,-0.258448557444815,-0.525785095503889,0.0093238073539658,-0.245370660015438,-0.13751003766543,-0.637020789711392,-0.479724079136513,-0.0011126752389112,-0.0364149299706703,0.190895542779789,0.406451891074208
stable,0.142397944358871,0.0559779332188726,-0.313452684529031,-0.14289869958113,-0.216116979910096,0.132820620612504,0.0768009486790522,-0.173665783562784,-0.385968836686684,0.0359248660917958,0.17286428894847,0.280701881459292,-0.280237799705201,-0.2826319868051,-0.249375662678237,0.0198895012872404,-0.305912801357366,-0.322607756628318,-0.0676484810928917,0.0860398029566758,0.0989291141401511,-0.0477406903124668,0.0938695300220531,-0.130966010087999,-0.209062728195494,0.191053595015237,-0.631754490908563,-0.154499271678833,0.0218806066781394,0.283482571595227,-0.0469759352810228,-0.124147079870804,-0.213910078804025
stable,-0.380998582927398,-0.220655880314591,0.0079688553189698,0.0698672587797869,0.0948508835469596,-0.166817916169875,-0.124587679738362,-0.183474347224735,0.194581638511149,0.0705887472889109,-0.206818110553654,-0.29085566883487,0.104974273215376,0.0595151379562073,0.0086769017788813,-0.07548418420018,0.113255528231524,0.0269337321001552,0.0372042921100142,0.0345846492729886,-0.0251524035215184,0.0353628313696376,-0.215442036844905,0.0151129825243809,-0.0818691116641593,-0.0397085680668443,0.484704504094378,0.179060677632287,0.0670247103323558,-0.118768452213679,-0.0476336736499432,-0.0095951988430447,0.129031788755277
stable,-0.329461551263284,-0.406398960530608,0.378779289159626,0.370446781825408,0.459763870811091,-0.236862102822577,-0.4832965462414,-0.0124743924764775,0.0559097064812615,-0.0926545646733489,-0.480603259523113,-0.214940318933552,-0.0005077760130656,0.0024922511118819,-0.233525557762971,-0.113882150473742,0.191740217668683,0.175795981908194,-0.0535626008881393,0.0348050397771736,-0.226895195277166,-0.0133244363710424,-0.192986012869327,-0.176750296017227,-0.0572668639922218,-0.257826541302501,0.114023513415691,-0.152158343853297,-0.172479048436032,-0.0944296001627812,-0.083151147339723,0.477127872481395,0.409454583950264
