group,CD137L,CD3,CD56,CD117,CD45RA,CD7,CD4,CD16,CD335,CD5,CD27,CD95,HLA-DR,CD57,CD278,CD11a,CD79b,CD66,CD244,CD83,CD357,CD2,CD29,IgD,CD28,CD38,CD71,CD26,CD204,CD49d,TCR-Va7-2,CD158e1,CD257,CD94,Mac-2,CD23,CD328,TCR-Vb13
progressive,-0.0768795461506488,-0.173913688018063,-0.140091987324081,-0.202981058630306,0.0425089942490014,-0.275900616420506,-0.184318053880182,0.308551901379615,-0.182364590521293,-0.080726234189926,-0.0438838452282463,-0.0806879779805778,-0.184272770160398,-0.0433647705604623,-0.240764628623947,-0.13512495311008,-0.220317115345721,0.0239911861775818,0.0025541974207717,-0.166555642874249,0.0220937373926171,-0.17588742726741,-0.135739015481468,0.0365769935011976,-0.0353549536360624,0.023163311798583,-0.165736644929369,-0.0215219145414242,-0.0668711660913514,-0.130063625484557,-0.0789163417933885,-0.205143591433698,0.0450885337995541,-0.0601278135465673,-0.1485998084873,-0.0866502046161871,-0.0893818636431148,-0.0614135689114617
progressive,-0.0451970714099739,-0.0346053272680611,0.384870824059707,-0.0610468549789244,0.521786401734655,0.40388231122125,-0.223964569956471,0.138109104524286,-0.112474253694059,-0.142235925965564,-0.0574426244373786,-0.0143743912773808,-0.0231712546149965,0.529635188229665,0.0125866640905582,0.567380297197608,-0.0346826767829711,-0.0387947637162498,0.316158953854369,0.0980604896872828,-0.0108218799753629,0.168769485863529,0.16788715168037,0.0385754725907309,-0.149038824484808,0.0448228506290247,-0.550119432506947,-0.37215554054828,-0.0130822672125092,0.0983854923176743,-0.0369399407816992,0.0554933828351813,0.0932853708245875,0.495698984980302,0.0450473332211869,-0.0490162693727651,0.351877145279003,-0.0897040011893664
progressive,-0.0691383670279943,-0.238110924150723,0.226433856852667,-0.0573281541628435,0.44031535221922,0.423019979112031,-0.107824591588653,0.150288733317967,0.065837518505167,-0.346122860613307,-0.187455699711131,-0.112139896504503,-0.0767105652507753,-0.0065344820647194,-0.197187931896327,0.129082390673909,-0.115380555233608,-0.193112962145312,0.214324195917766,-0.205991440909463,-0.0363287755787041,0.0261363674278576,-0.0014669056540613,-0.158818890837315,-0.231327258812305,0.241030372183786,-0.124417378082948,-0.0593642442363869,-0.10892943537914,-0.128604551377252,0.100306117908123,-0.11599413291796,-0.175236553821442,0.0744456021174654,-0.116224515203835,-0.0835436598992137,0.0147140782209267,-0.197416266159198
progressive,-0.178977893018342,0.401105554079788,-0.247454214453133,-0.113776290097411,-0.295319999557841,-0.216859004978697,0.420592559753908,-0.333090011317577,-0.28255915359016,0.350065160532677,0.280796401403606,0.145891155232327,0.0845674906917135,-0.126942240163975,0.362072267236946,-0.155071819137622,-0.0263503679694563,-0.35682182507685,-0.26409877264003,0.0159793903478612,0.0030359738756815,0.329837566062926,0.0802593963955997,0.0223833369602731,0.250850493526856,-0.0749472924101399,0.206125188569699,0.158797987304926,-0.16121386622832,0.130002585963579,-0.0254133291148739,-0.230653747035598,-0.147480999597599,-0.230621330535659,-0.187348707028017,-0.0166680372223191,-0.242696946943661,-0.118282541093495
progressive,-0.35618706747747,-0.185777324616719,-0.286675544895162,0.100305889776421,0.003854829096764,0.236279813183184,-0.246105911224849,-0.120726911845422,-0.13066693705956,-0.176899922168355,0.0358818221140121,-0.219985602873726,-0.121622184883151,-0.0265229414590574,-0.206912485336604,-0.0754003047774623,-0.201156152479076,-0.0908583015450028,0.0163552479124106,-0.0445101939926283,-0.272391830076472,-0.0016288562770377,-0.165568336245151,-0.185211552889748,-0.127517108617957,-0.0062314209461948,0.142495072663669,0.0854318661522813,-0.0938824182902443,-0.0450123208253359,-0.0113860668062837,-0.106212334579038,-0.0254214484705874,-0.0643830266918043,-0.0585216616752663,0.0023916394543287,0.193293208049835,-0.114395282145622
stable,0.041744302378732,0.281081365728424,-0.111736802682097,-0.0528079682304372,-0.255011768687331,-0.100971150106334,0.144964890386366,-0.13578696928738,-0.0130324684347815,0.123572468486335,0.234957084860104,0.23946630041671,0.114338515767324,0.0115433514286698,0.350064468172635,0.0103621615122081,0.0416152862057248,0.064345053382299,-0.133880778535733,0.0049090041949,-0.0112817636815023,0.197337725748751,0.115665764720758,0.0963557785080844,0.0952864677240375,0.0245335060832914,0.17198103220906,0.0876445195477423,0.0326255856997008,0.0823999610201714,-0.0669443586646886,0.0626208043510293,0.176702369219137,0.058055911145592,-0.0099059340098684,0.13037332626874,-0.111652739133235,0.0431382894382709
stable,0.171583131775943,0.355093369623062,-0.395250871829168,-0.0029642925697355,-0.21209383737611,-0.348373849173861,0.41153851743661,-0.15761393408458,-0.259126855730998,0.546777130588399,0.362648780224768,0.382521802736163,0.400898695720577,-0.10306640381601,0.520023978744409,-0.41307035924961,0.152407606574783,0.115391409498759,-0.386988846117751,0.0141065403859923,0.103288596620886,0.346110427276865,0.404304994151272,-0.0461398751361833,0.360372142542281,-0.0585971406915309,0.546152200422492,0.355167164375953,0.0936378617067962,0.369530053833779,0.0823781639611498,0.15282267096129,0.21625787360304,-0.152186747675487,0.0806399899682427,0.157188099512411,-0.386667905916217,0.105246826089958
stable,0.156551511863204,0.275540523737102,-0.0899303420579118,0.052803571614207,-0.177741135885301,-0.0120600459837044,0.141100167631941,-0.353073312820325,0.228718489200615,0.183237918178569,0.368275667700968,-0.173227112958761,0.086975872928731,-0.0606042123100862,-0.000772758670662,-0.0782560223594646,0.250509749486812,0.137787226426174,-0.0439792524766674,-0.0086249106568036,0.376063309509685,0.134435860308062,0.097702651278083,0.253589345700761,0.392341201501002,-0.33055293163746,-0.171023617895532,0.228128998608474,0.132656895204298,0.246672347306945,-0.0466173479449966,0.044606914270688,-0.0241687942532357,-0.022441021629507,0.0681773450653665,0.345771101559933,-0.175592592164565,0.206768402262643
stable,-0.0365270720609316,-0.377477755981901,0.379018150861474,-0.100976680273274,0.384040694471896,0.510020935041315,-0.165061818503188,0.2899063319501,0.264420121547093,-0.456659107443526,-0.149662231464875,-0.284558098805207,-0.316676488787403,-0.0030021755590935,-0.384732151810842,0.212406469099023,-0.010246137589748,-0.007462430107175,0.331183367982291,-0.070192766060947,0.0093214579039693,-0.368387702242184,-0.108902550615554,0.244019271769186,-0.308658051762612,0.0318996493986064,-0.199094735022981,-0.129236314910496,-0.0060392017388036,-0.228011135751766,0.0648804112845954,-0.0046216091251183,-0.149170826350717,0.274955846951964,0.0854640796531983,0.0490410517883062,0.423674927892971,-0.0563382791991986
stable,0.0697350993172579,0.465346505262212,-0.132100274068239,0.22591413191107,-0.302080713131568,-0.382618784738797,0.45322537027028,-0.219599414939399,-0.171755743495667,0.433919667026795,0.299696943576869,0.144354306334244,0.0035949900130809,0.0614162709548865,0.139148562481572,-0.359662473371027,0.0154393915507475,0.0027170258958801,-0.229796834126833,-0.0019526152772101,-0.0037843111265985,0.372514609601657,0.0646897314706429,0.0660426369603899,0.191445444575725,-0.348340594666672,0.0701042375383005,0.212877514264336,0.0892131501573272,0.128171439595082,0.0115064971750234,0.0152567936444203,-0.0801842078995283,-0.291258820727306,0.128247979572731,0.0065211028669652,-0.342916117824375,0.0908098544917946
