group,CD70,CD52,CD3,CD56,CD19,CD45RA,CD7,CD194,CD4,CD14,CD16,CD45RO,CD5,CD196,KLRG1,CD27,HLA-DR,CD57,CD272,CD278,CD11a,CD244,TCR-A-B,CD2,CD29,CD28,CD38,CD71,CD26,CD49d,CD133,CD307e,CD257,CD94,Ig-light-chain-2,CD328
progressive,0.230394581446632,0.288044187990139,0.170214398798675,-0.022607300418803,0.302724585412347,-0.0767357250900974,0.138907126698591,0.241523074140962,0.135921667399413,0.208627473289775,-0.0087690690401348,0.355627119014215,0.0980595327491673,0.135217753314497,0.0691276300338618,0.178961167621293,0.0704997663244809,0.0121545072264954,0.13208053776716,0.0486723011598524,0.0948568950997834,0.0943159336928733,0.0694848228660057,0.190307143149209,0.131324144049839,0.175220172798621,0.0421756092075456,-0.0625155645980644,0.389792446652759,0.223527685906109,-0.0117341940071561,0.0420220792588658,0.0410466463849427,0.158524603758815,0.203060325666158,0.0908255731592876
progressive,-0.0719589819071234,-0.229282237323361,0.0081992852613021,-0.292428363305166,-0.0948493637729526,-0.495921898222684,-0.316021963326435,-0.0136857012854916,0.180314052282478,-0.007405564195926,-0.140980890225843,-0.0065721339318616,0.153712505742129,0.0943888417497495,-0.33954649464189,0.0421303187745385,-0.0486689464970196,-0.570308641734966,0.134978323787865,-0.114475946351686,-0.478336462964089,-0.257726059728301,0.0171424514591612,-0.0744309884525675,-0.203446014735193,0.0511035492074001,-0.0614311391245339,0.29671896372989,0.251804137613571,-0.154554462291548,-0.0164726357084768,-0.0250463593838775,-0.0480865912167731,-0.405118259176861,-0.141885527998241,-0.300188271850117
progressive,0.117997694208357,-0.212789509659395,-0.166801669026253,0.1463734860585,-0.0294776724126219,-0.0992561875336925,0.0764490141259382,0.103809634407554,-0.10767723004749,0.071910453153456,0.157169821788541,0.0553402098345721,-0.0167588225799944,0.0468519726832908,0.131433882707067,-0.0370271402960567,0.0545798666058838,0.0739346300778801,0.102945688132,0.0809479728877004,0.0568126630268524,0.156472940502315,0.0268915739688077,0.0594067775374695,-0.0726392171171495,0.0013492366114771,0.161674957307312,-0.015782025532057,0.108740534200213,0.133448167266426,0.159599412638817,0.0601606499620005,0.128452923907056,0.169260019606234,0.017650238139725,0.174991839636738
progressive,0.0536211911770976,0.0288092184381208,0.147248659909217,-0.133149420036466,0.0076886798842864,-0.0483361738664294,-0.006833205944155,0.0691969356703653,0.355972171769995,0.0912185974333818,-0.233650266888112,0.0563942359294218,0.327002079468469,-0.117131449715286,0.0217067211291991,0.154193293001855,0.079571239626556,-0.052416567235902,0.0790135256804658,0.264173962653899,0.0156615803652041,0.0768495944962304,0.100050865326205,0.256908321248793,0.171679578036478,0.132168995613212,0.254066298578867,0.18894550172397,0.127058626899516,0.299088284382643,-0.0511623145179979,-0.0417580156980888,0.0009518319778994,-0.171005923632698,-0.065460694830863,-0.193874222954292
progressive,0.378277130712346,-0.0319364192665849,-0.242706428524804,0.0213450250594123,-0.222749025456523,0.110083807976443,0.245395926934777,0.150927129377165,-0.112383438437359,0.126019235070389,-0.0319063981305759,-0.12637949649481,-0.0998488957100341,-0.0345353263729231,-0.168269856476166,-0.146344877136713,-0.175590283763426,0.219422734517755,-0.10756218197686,-0.0219713454403715,0.170335164240232,0.157388285308633,-0.105008764682091,0.116337927171505,0.123806680004744,0.0836616887513026,0.0861439146883516,0.0615380506475148,-0.0908803270038298,-0.0184770855415889,0.138367988585367,-0.230753509706283,-0.207255420169927,0.0841078409966174,0.0155817051761536,0.0619253025470462
stable,0.170718164156411,-0.16483180269832,-0.379800382870398,0.493878729023736,0.145223996425921,0.438732576510416,0.441785363070574,0.0607230632686171,-0.358964220949314,0.0542513115445495,0.253907381429426,0.0937859918308777,-0.509708501507249,-0.0082369407232857,0.241963741120337,-0.285764998546738,0.152731600472918,0.291469876431351,0.145319454222229,0.0051978192382094,0.604322096730744,0.481367056103067,-0.115188229542754,-0.106520540835445,0.225363106554662,-0.164854834167812,0.398883774302151,-0.160807268679871,-0.0874839680848316,0.0898159262577163,0.018974965789482,0.172638886350569,0.122881764453127,0.534056466360773,0.12537979305626,0.632627895245094
stable,0.14054187947316,0.194071422896454,0.307975544607206,-0.242453832226604,-0.0050747740973551,-0.195845770377717,-0.242570354540426,0.184024236443778,0.350345864930158,0.0942852356712398,-0.0484505693912061,0.0861042503536079,0.505984337981179,0.0989166673771204,0.0265924267461607,0.344349699554157,0.477907584078458,-0.126886415200466,0.102872894996512,0.596775799783885,-0.275667428919896,-0.331250726803438,0.267325636528927,0.375332066782332,0.586144132853981,0.382750549514505,0.162531558371812,0.578780714486502,0.348994266825304,0.492559479399577,0.0092514800727834,0.0261423300960928,0.0320132460869831,-0.0092440721954875,0.103340453515811,-0.324628497284912
stable,-0.115032849773654,-0.279558429121802,-0.384911292474644,0.49135609423025,-0.0984775435035333,0.383186958749399,0.311402495139338,-0.373172530400351,-0.492406838569222,0.0690658366158392,0.23868769096929,0.0985604265003003,-0.525922061410153,-0.390050466604421,0.0655261113370815,-0.306878560094396,-0.071084202479216,-0.0157482478703582,-0.073313523515081,-0.412194304672836,-0.0197650806447737,0.218689490236512,-0.37493390310899,-0.215320970439357,0.0667737030385398,-0.360853169343249,0.235074973285739,-0.0227588373300247,-0.269436108645969,0.0198024705836627,0.0242502376084504,-0.379618757600864,-0.0875357861295713,0.439493258413756,-0.0202832586852685,0.417467741812572
stable,0.0939878028818553,0.367103539586079,0.489875449446071,-0.411048707267517,-0.0099924896938739,-0.404798837888703,-0.492792995799109,-0.0721199647584869,0.312000381487062,0.0076531265343188,-0.445757212387378,0.071096757372645,0.507436751179205,-0.0884365123077619,-0.0640652340019523,0.335984411743058,0.162489799965603,-0.0876857736192444,-0.0599744007483454,0.275871405055314,-0.261878732307952,-0.422165919239144,0.22710644808007,0.361848880348347,0.0993562453463607,0.408281378170052,-0.220130085224464,0.157277605121263,0.175299715232816,0.0339612649663919,-0.0548090881095659,0.094197137518769,0.0706065383822657,-0.419167348682017,-0.107594530413013,-0.534053674044447
stable,-0.0659586094573369,-0.25467110746567,-0.413213977330926,0.54318560809809,-0.0603655546505986,0.163152670746149,0.573769701278917,-0.134428138513485,-0.409049309064105,-0.0064554740826546,0.0395756453632611,-0.0587645548256722,-0.520879243532762,0.0130829824771652,-0.175116477519601,-0.100484433169117,-0.0041979511145164,-0.14767980720644,-0.14898741327498,-0.171754697347495,0.0869990705250081,0.116620345832862,-0.272695791803116,-0.234726931434451,-0.126452079538047,-0.236643419062225,0.168591598974606,-0.0205977604324401,-0.207354638078695,-0.195674414188038,-0.0469722470460516,-0.131341678535845,0.0256215524098884,0.606675340981011,0.0177916952706353,0.371360081246597
