group,CD52,CD3,CD56,CD33,CD10,CD45RA,CD7,CD4,CD16,CD5,CD32,CD161,CD223,KLRG1,CD57,CD278,CD11a,CD66,CD244,CD169,XCR1,CD54,CD124,CD2,IgG-Fc,CD28,CD71,TCR-Va24-Jz18,CD158f,CD94,Ig-light-chain-2,CD328,NLRP2,DR3
progressive,0.198350117183925,0.479803227645972,-0.13582933926049,0.16535946056902,0.0422272599161189,-0.189900468138404,0.11666768571456,0.318710631569408,-0.240077267899897,0.584466663699331,0.0263909045959084,-0.0334850020258245,0.0043698252557904,0.0316755791580326,-0.15576280292063,0.220887726920131,-0.158809494147777,-0.191212361572955,0.0216829652654845,-0.0627971950367907,-0.0023695866787748,0.0821671762112272,0.0198738507419984,0.479062413494614,0.0536528694131969,0.323903978207839,0.340739786595201,-0.0755334170624535,0.0299918982805935,-0.152778538643203,-0.0316482891645305,-0.109001212456398,0.122798130759496,-0.0718759684960879
progressive,-0.149899989392389,0.0333802472930533,-0.425828983108788,-0.0158138647234639,0.115716439040261,-0.533163482942326,-0.434681781383063,0.158254809586459,-0.157876925463955,0.136824810679993,0.0715020194948288,0.0008505143679959,0.0259258632145403,-0.333437051268109,-0.555337616380927,-0.0478082720395219,-0.596596539583336,0.0246734241585779,-0.306491872249026,-0.0751777413484258,0.0485319926714077,-0.14760225452767,-0.135693983777441,-0.185804177150797,0.0063898980748954,0.155809648933686,0.538631202198395,-0.0468519907475221,-0.103881642702908,-0.538784868304687,-0.0478970645499407,-0.381674455165825,0.0273681475249393,-0.0972521829882257
progressive,0.0306140499763365,0.0802964322666198,-0.297252682551449,-0.188010834283653,-0.0884933605973718,-0.268090662728968,-0.120018184122176,-0.0164482825379408,-0.319991993040266,0.130364674285367,-0.117216835738522,-0.1749626416472,-0.0534185229428738,-0.0474472142396959,0.0011799519345776,-0.0669793329760783,-0.215683355398714,0.135514207548794,-0.0493950882930941,0.0001671004500779,-0.118513102239635,-0.112490579650701,-0.160503095888473,0.127596805095972,-0.0053681270123732,0.0078530553978588,-0.0117182032558411,-0.214549372412076,-0.0969812913799646,-0.090993574965203,-0.10308009345217,-0.135780106611389,-0.107316195438706,-0.161433268576062
progressive,0.0318378763529121,-0.198671634063095,0.230400924290858,0.141769782416234,0.230189618242235,0.295805192729887,0.234551835827726,-0.354671838167405,0.440695187341044,-0.218417565638562,0.273512973374994,0.22452148054819,0.244448729338291,0.250038668711508,0.409103684387125,-0.265229798498146,0.266324405518886,0.333920007790059,0.474190845323054,0.100252470551369,0.153899547734432,-0.158954882913411,0.175474217775548,-0.185308483836342,0.068958279485094,-0.123280845440366,-0.208917187631473,0.317482647635831,0.25215590641301,0.320822885952478,0.283613536067484,0.32865313827535,0.285046797369164,0.302124837139376
progressive,0.0809704303802119,-0.143871178684379,-0.100795951669447,-0.004205776065335,-0.424984176543227,-0.204527120847163,0.152109749388914,0.0207927036514074,-0.29534976647898,-0.136434505859408,-0.189921774951247,-0.0891599253541001,-0.179258476160542,-0.221259721304779,-0.0027459045275259,-0.241747396269843,-0.169812191910074,-0.450642204161414,0.0326485441281833,-0.515941142223501,0.0098610913679098,0.107945835361151,-0.0416272667871752,0.1315301443708,0.0063651559055648,-0.122751569385288,-0.242871066048462,-0.0822630657522898,-0.129810964529372,0.176876108273942,-0.146178566148618,-0.210268751185866,-0.184762110585801,-0.219489338932587
stable,0.435038974013492,0.55317920608704,-0.166074001258662,0.0973284194189135,0.0238907376130412,-0.082135200807012,0.074903886457334,0.468999350410133,-0.209159365355018,0.468856479307635,0.0594203682448226,0.141175188229812,0.140828264076363,0.113051750114445,0.0105307657573272,0.0970434035503365,-0.120380790202907,0.0188251875098215,-0.0692999684925605,0.136544041348644,0.0667765005249671,0.148222985164829,0.111623238364767,0.330436542448667,-0.0194408977697898,0.207272283188994,-0.322027248330974,0.0820467855883725,0.11228699101784,0.0295222662815736,-0.0823611828111434,-0.156537256741592,0.0144025460064809,0.0521791289318673
stable,-0.215511661800587,-0.439954632582585,0.391962095183274,-0.147157409467988,-0.147693646696463,0.287297694861666,0.383173913527906,-0.389882950769271,0.260638631097061,-0.510051855004936,-0.0032556314251398,0.01262829307408,-0.0397549410732941,0.0971448900296362,0.0923607807218732,-0.411113017754252,0.391181574586007,-0.0946851664434001,0.373419211213112,-0.0717548663715572,-0.122094358514593,0.0013675278187543,0.049639333946197,-0.37971729435298,-0.0059001136861483,-0.284108206507539,-0.459432931251377,0.0809341311307923,-0.0617709542919008,0.161885754223452,0.0902508923785654,0.382616165107458,-0.0067109364724426,-0.0528702344504121
stable,0.146961672551966,0.239511740695272,0.222399316167657,0.246062390949482,0.0075978339416102,-0.0251178516528234,0.141462586938314,0.303235503732162,0.0642219392093098,0.235951740624999,0.043929252383403,-0.0561537110850334,-0.0135678354399964,-0.0034895089756647,-0.0076408761373035,0.475383425138432,0.0293529763322465,0.133868839315543,-0.0135542090133433,-0.0038476573891585,-0.0511697467771378,0.421911298098013,-0.0958932132522708,0.0714542368896071,0.0651262119631724,0.215347341679993,0.231820423273261,0.127104866717563,0.13290168646591,0.179241183061398,-0.0012761782892815,-0.0627361178922277,0.0522056298068374,0.0365816541401462
stable,-0.281497017669399,-0.444530425742146,0.546750738392045,0.0591126803024769,-0.0643707886795114,0.535087443569433,0.537660771519562,-0.44601472511405,0.363022686036686,-0.645286479205738,-0.0488546404187166,0.2237300370549,0.001775415270457,0.0727384814141005,0.0141342860595263,-0.370047977667233,0.237715040776034,0.0194151719931719,0.45447605158745,-0.0151720545214588,-0.088452500275562,-0.0827378515549496,-0.0549881167767893,-0.419958782088595,-0.0942253644849809,-0.317126778226618,-0.312492824605371,0.0070634456252596,-0.0071260610383153,0.412335259559644,0.0554428879871392,0.547851617746093,-0.0007178957562333,-0.0677678516701575
stable,-0.186010463638491,-0.35762374633001,0.50089699069173,-0.0707735606408023,-0.121048649338633,0.317722709482549,0.478718008244245,-0.334380079248423,0.128122529295686,-0.441872610895479,-0.0815354546868373,0.0412103057600142,-0.102785338378593,-0.109409988645279,-0.059644793171473,-0.111966487466339,0.290801559757879,-0.0883373166317945,0.246663427106931,-0.0381461500394572,-0.035340179152171,0.0538013678569628,0.0435844493957111,-0.185074706108676,0.0140246989929337,-0.176090018638152,-0.0016267026620537,-0.0789575297072933,-0.107328959528501,0.471732787544539,-0.033150275503325,0.432961668514511,-0.0362711196105001,-0.07311396357344
