group,CD275,CD70,CD52,CD3,CD56,CD45RA,CD7,CD194,CD4,CD16,CD279,CD5,CD27,HLA-DR,CD57,CD278,CD11a,CD244,TCR-A-B,CD2,IgG-Fc,CD28,CD38,CD71,B7-H4,CD26,CD49d,CD133,CD158e1,CD158f,CD94,Ig-light-chain-2,CD328
progressive,-0.159401336954092,0.117925430239431,-0.0045245444755858,0.236438975505283,-0.237071340762023,-0.162213582566385,-0.210298390723072,0.145201565002986,0.128225094268504,-0.0299145040300326,-0.0462174170157427,0.303055327012808,0.255426174466222,-0.0361763621888095,-0.0754013372721516,0.0018867391809927,-0.262721907396167,0.0195583164163796,-0.0204295328000907,0.339792144207023,0.117459942544013,-0.0404471171752021,-0.0582677703726888,-0.0182124387694278,-0.0393807936064519,0.132567061778942,-0.0163766201202825,0.034958518443016,-0.20289662293032,-0.0330141781439172,-0.176572555097262,-0.0434172180229828,-0.309962831542799
progressive,-0.0722468848580766,-0.100570771073526,-0.170119779569772,0.085043619953382,-0.341357363786379,-0.533191490394401,-0.355621818773669,0.0621171243735793,0.208158516982165,-0.139940083649397,-0.155616702018203,0.150126515366058,0.055966411110906,0.0047899019161983,-0.588843944846815,-0.0433432174045608,-0.562655684577263,-0.293983667129624,0.0390277237071564,-0.140820520084503,0.0177472566439085,0.106216309474073,-0.101353460595593,0.360884583806093,0.0281978267237452,0.283563777560067,-0.157647058264748,0.0104618501436495,-0.0647029943788759,-0.119305527909278,-0.520772922621381,-0.127529547572512,-0.344833105735758
progressive,0.136368815520985,0.0091632136727059,0.0543801706701199,0.0276674798108382,-0.0081031159749602,0.034706116641165,-0.110422101817869,-0.0709678815314652,0.100519560963024,0.2491189572165,0.0344533396487081,-0.0118575359183523,0.118588176777878,0.189247265752956,0.124972627523415,0.177369611579247,0.109951573020428,0.0642727372446246,0.125571676505591,-0.196387159152918,0.0839336820691389,0.191013246706424,0.0296766973577879,0.246729719232684,0.216029813818687,0.101007263910365,0.0686972684084493,0.186451307361632,0.252400071040934,0.158599939979171,-0.0587987713743423,0.164063880950676,0.17332002447564
progressive,-0.47155198879536,-0.244001522893129,-0.159973930130372,-0.33997497026378,0.109069012681893,0.0107357531448511,0.0979748335144315,-0.239384142948081,-0.234635222482879,-0.247217592071213,-0.439011514754501,-0.35962680078177,-0.0490230664205238,-0.297065232823259,0.021610004188234,-0.235229544490469,-0.106118667828473,-0.0387498755129045,-0.363914917695008,-0.226123336310144,-0.175336017208329,-0.400452411666247,-0.138776420412263,-0.384081957889265,-0.309400836676104,-0.416555176370165,-0.476498370978488,-0.0139138066452061,-0.185791094702052,-0.405286692932905,-0.248011370975491,-0.293635600718226,-0.266046826808434
progressive,0.215946145962877,-0.178960634355753,0.0835742838174678,0.428384917891682,0.162986395052426,0.116908751295304,-0.247736550735862,0.0392862752498613,0.0711515392337186,0.0788728625602365,0.179107013435855,0.317727266406785,0.256875825862563,0.1381012306022,0.102253740189801,0.307004170120519,0.111054712462929,0.0227982243627542,0.0235075734285367,-0.157905086395142,0.423393703768166,0.119294217392959,0.106278606489373,0.133019953875178,0.245969318316902,0.206948110172818,0.123516326516516,-0.0792046590154684,0.15608070804696,0.0355376024567101,-0.152158450348223,0.12046567321959,0.0135865962304713
stable,0.0759409248974081,-0.0377135287275587,0.391800098058894,0.476838255307143,-0.399458962337517,-0.337204745397201,-0.30152658085434,0.105255135887011,0.549079337255047,-0.238761002662715,0.131274000160036,0.668968287900918,0.360453075544453,-0.0017160998068567,-0.175598027755627,0.0483252122364793,-0.540124097404286,-0.348933623189788,0.350772278282836,0.257834409455528,0.0344170459314184,0.342325952392662,-0.447016250682259,0.0456172550808816,0.0622509455017732,0.260399322881188,-0.059719746620303,0.0599309015747925,0.0149544774032183,0.11972520295772,-0.283274354727111,0.0286871144849473,-0.501296954028176
stable,0.0251746019472343,0.14651988896723,0.0967809940800496,0.29893816366104,-0.297458057193842,-0.444457797154896,-0.314539764392815,0.0572030968297548,0.337605313168698,-0.134149561332488,0.0057010827829208,0.481614337802354,0.147055775435792,0.250007383216134,-0.187248658469266,0.301940863301489,-0.452927702427405,-0.431159597947787,0.155123264019921,0.268989078720371,0.120090798688153,0.1771332254126,-0.0657864520049511,0.186870266618409,0.104789910968679,0.349222870082414,0.273423334640428,-0.0306293234772137,-0.0492124993367524,0.0980322883507733,-0.203471357902877,-0.0363292731914441,-0.536912502479328
stable,0.212368997156802,0.0104464718683259,0.409179538662396,0.495184406635841,-0.479211366919958,-0.497127473986984,-0.450467411112595,0.506493737771713,0.500327289273153,-0.435112997039089,0.0834966274013797,0.586005348721134,0.600812789634558,0.104508748638775,-0.198984500670409,0.228994152739525,-0.101254230619781,-0.427149388764841,0.434249774488405,0.353150667434732,0.182106930551074,0.536427420990055,-0.516148962953749,0.099642480776149,0.0278620087436239,0.241424071948041,0.0417954089425846,-0.026527651227331,0.144285589547669,0.0625813920421778,-0.452583190035656,-0.100770228167394,-0.476800871602667
stable,-0.168928102150591,-0.128745690243749,-0.328342473054304,-0.538084498109936,0.358992387145073,0.392898192222236,0.384391643111526,0.0033355953887491,-0.484897742944632,0.375455611072455,-0.2929073562906,-0.600461201087353,-0.351731192417568,-0.424251736577947,-0.0028570845131446,-0.523666843728718,0.179920194961003,0.414895928928208,-0.361468226642649,-0.502134145649964,-0.0177076389311778,-0.364894120126982,0.0009627539713617,-0.404211024651788,-0.145729013190647,-0.292269290819163,-0.328533096613684,0.0937560402270293,-0.0110065023649916,-0.107249081570584,0.177164588529191,0.0234040123390878,0.401474528831846
stable,0.134520350954468,0.0995392543372086,0.350802211928933,0.416652394707917,-0.299195930607848,-0.230828844407883,-0.316439670236792,0.162596061204114,0.407402070497155,-0.148768260817032,0.205245846252343,0.500151617145894,0.196136907517119,0.0132598281650177,-0.010657953710647,0.0965469613928106,-0.155675798839266,-0.0504829944351098,0.275770007825153,0.325825946142877,-0.0385376666259755,0.20358783988935,-0.269514574837189,-0.0424198720586551,0.0483882102603911,0.231717588541961,0.0725023854589361,-0.011461577274231,0.0800613215810327,0.0753798851369639,-0.40424001954787,-0.0620942985440849,-0.364538859553416
