group,CD3,CD56,CD90,CD45RA,CD123,CD7,CD49f,CD4,CD16,CD25,CD279,CD146,CD324,CD5,CD32,KLRG1,CD27,CD107a,HLA-DR,CD64,CD66b,CD35,CD57,CD58,CD11a,CD244,TCR-A-B,CD267,CD309,CD184,CD2,CD81,IgG-Fc,CD38,CD133,CD257,CD94,Ig-light-chain-2,CD328,NLRP2
progressive,0.221940870015929,-0.0753067824567752,-0.104264645883529,-0.0771008471934593,-0.190892011265004,0.0787203790561104,0.421401545610251,0.191073469970626,-0.185659205204274,-0.129851107568616,-0.0908119638610175,-0.012886557693587,-0.129986205616112,0.225657866109872,-0.120544904131919,-0.121033452591994,0.0152544009553712,0.04105797868655,-0.0793415487964026,0.0844958972745793,0.026932233647765,-0.0508299011388657,-0.267918483731466,-0.149101888496559,-0.0680419669259952,0.0672035668575566,0.044288168783513,-0.0912021784390081,0.18607088223275,-0.170084955263327,0.273367649427534,0.0891088426913359,-0.144751116565194,0.0344552808752805,-0.111084819898495,-0.0982149667647244,-0.0987902309765331,-0.168336612115652,0.0762306080187708,-0.0381054111712802
progressive,0.096323901801181,0.126926675372643,0.0729426739763039,0.316758227300364,0.0241873734065351,-0.0031578604417851,0.0021209768166037,-0.131735610961439,0.0410972269446478,-0.0128493560788808,0.11774697976177,-0.0533620780608846,0.139917894881733,-0.237762289788269,0.041078236617464,0.273008322699688,0.0224405903825556,-0.0906515061172197,0.0970290135911929,-0.120805559928756,-0.0210980947303925,-0.0640883576152329,0.438247348524296,0.0210495425313575,0.188004179572545,0.104840180790341,-0.0279295230612851,-0.051339655039327,0.0602754712082421,-0.128692089461814,-0.043717154224247,0.0520746073431421,-0.003912275987067,-0.0488999617248346,0.0202519898878796,0.0035580996961628,0.16767032186593,0.115031037758845,0.0984669203999447,0.0994740513652732
progressive,0.0274534627433791,0.031329660834163,-0.0226175509216877,0.188669332677273,-0.040138926492973,0.128834664462751,0.259487397243036,0.0834013151296891,-0.0002212930446767,-0.144425065011841,-0.100563396207396,-0.0094165087430859,0.0551382801107817,-0.084633986952106,0.0057445236366381,-0.0738874199366256,0.0436032220904462,-0.124347242312746,-0.0575282159198872,-0.0650935767223418,-0.129927051904328,0.0170677980792975,-0.0776730246392474,-0.106105613134422,0.0386434116021713,-0.0652009448792972,-0.0344619923920589,0.0512432726516221,0.0095744980813537,-0.121269035196833,-0.0690097474706452,-0.0378560777384196,-0.104899921525573,-0.0625413579891477,-0.0657908221287848,-0.0241800349879992,-0.0903575188296959,0.0082095003852783,-0.0416736011245393,-0.0151025966181908
progressive,0.128865547675423,-0.0938740759833463,-0.0005902716527123,0.0443849246822455,-0.0907250038873058,-0.002196970994794,0.187673450471074,-0.0467005525272783,0.178844858832256,-0.024974278477113,-0.0325238130764245,0.251724246981215,0.0816068147890439,0.0284401361928461,0.255994701420302,0.235785830134877,0.234246685035346,0.164576055565573,-0.0934782457352036,0.188019090382735,0.267026253347393,0.183639400432793,0.122604420808717,0.147867744198185,-0.0201683827407727,0.013360989857851,0.0568249264992405,0.149296384592895,0.0351261027184909,0.128828864240711,-0.0529335939980609,-0.0146280081330724,0.131551307502041,-0.1937162033629,0.0618433646303774,0.0770036250934575,0.121802474834387,0.130955432000893,0.133907640971651,0.172669982023791
progressive,0.0899071322715067,0.171913095347334,0.150886693491265,-0.104712324808821,-0.153804997194126,-0.170988728205558,0.126433636625466,0.307616320481099,0.282507133254607,0.183887925206979,0.174404255439266,0.107067879937812,0.157781146909753,0.0707343172563697,0.246325028466467,0.172255683043449,0.0373075898801318,0.282036925288897,0.227727377563807,0.413049285741313,0.409606723438018,0.429084019299931,-0.345921563547188,0.206977683298664,0.0886591915008758,0.0297058385378822,0.0997676302369428,0.16057631578565,0.0233693996348579,0.200309385115788,0.0940977741581049,-0.0233299170217043,0.134523294959399,0.16683925025792,-0.130450835300257,0.13808468601069,0.113356042207973,0.236589408830806,-0.0254787190081628,0.227689135109745
stable,0.440763814039124,-0.409203445274857,0.0017211804975112,-0.463361591153358,0.0372509904474432,-0.40670526546175,0.0432369503014053,0.467070996776819,-0.401196920032162,0.102852816299181,-0.0080995252951718,0.0266875710270584,-0.132511229960703,0.601074809452797,-0.0728910793992767,-0.154121394636891,0.31184031525687,-0.121648902645965,-0.107653881236129,-0.07658619559443,-0.0486820884557924,-0.0769403889598059,-0.235805743723946,-0.067051509077421,-0.638622623137436,-0.465952746716404,0.23764516290332,-0.0111267896437539,-0.149744975092498,-0.041855625428099,0.187512948632009,-0.0610453991635646,-0.0420866099848753,-0.495324503461506,-0.0325694973080211,-0.0517740038503596,-0.405365459943922,-0.137635250431771,-0.595761761200929,-0.101539089136316
stable,0.353588699678914,-0.197369872130602,0.0011948399652094,0.0094314946583145,0.0288963410451625,-0.262058100240436,0.13884000347435,0.36865339725922,-0.252996875248167,0.101246388772242,0.031787157644754,0.0097108499412196,0.0258560302354077,0.344496214338964,0.0420827013299852,0.022273433109638,0.17114610720547,-0.0039731972917614,0.0728418864067207,0.0657816199604287,-0.0824289022536874,-0.0943668171910469,0.0565155295077188,-0.0001355256441449,-0.331038434643376,-0.201634433704245,0.102555984414218,-0.080906120824268,-0.0574984238858667,0.0138695701485197,0.134099429868281,0.0104826498563317,0.0823268825090704,-0.248662531248536,-0.121532456878453,0.162344184679964,-0.0841156050359638,-0.104930418213507,-0.323073112604296,0.035675585807129
stable,-0.133140660798533,0.0747935518105405,-0.0472927622652504,0.144016467931859,-0.0562941683479602,0.202766493074766,-0.120574634481575,-0.0634765244805861,0.277604768356948,0.0944212346664516,-0.080670292911029,0.118464238009519,-0.121118434840231,-0.112080298420859,-0.0448161470750286,0.127307189013781,-0.278628155267514,-0.105257330145392,0.0682421153207385,0.0736776837833908,-0.0476319703693438,-0.0984046726313862,0.197544798745591,0.0207931526623097,0.210877961544824,0.285637372845461,-0.183275243314062,-0.0843464321870738,-0.343765287164574,-0.0191218532882937,-0.0914978370899774,0.0691859950357897,-0.0328022723270255,0.449510387916478,-0.191328048581733,0.0664518447847643,0.137699384229654,-0.0225325229201272,0.128118118805317,-0.0650307354261019
stable,-0.409004042688675,0.392099193516629,0.0333683241132901,0.24857669172226,-0.0866792735160545,0.208626815580132,-0.0715884380470812,-0.169779395053651,0.190729808385664,-0.167584120281323,-0.176141023178858,-0.0716776044212209,-0.0075931709937923,-0.369600320476351,-0.192809742871593,0.0085302553863729,-0.330271770883582,0.0119705049878251,-0.0849547237744445,-0.0159945742797734,-0.102456686583849,0.0593372794553549,-0.0095240180744986,-0.0611830413446286,0.0235564490230954,0.245954972551551,-0.260922457259001,0.0309632047129435,-0.125270562920511,-0.197418851151389,-0.283374600602577,-0.346594087404519,-0.174595252247193,0.0206486658007805,-0.0405262881646077,0.0910395642326692,0.22997602475559,0.0383029366596889,0.23521230939057,-0.0950561434545454
stable,-0.337334773294908,0.270693660272752,-0.0613893294067314,0.151513451705391,-0.154929382170789,0.437419621718244,-0.0945897038025994,-0.429613870795871,-0.0279214018826478,-0.0920650451459286,-0.23092220175984,0.0070460718660308,-0.0609107649589506,-0.401719998689049,-0.235341329796065,-0.118915755867776,-0.164150987297198,-0.225109642970999,-0.101972101384873,-0.0505178186898095,-0.189478355755154,-0.178965640040394,-0.11653810363169,-0.221077267497377,0.1143953142257,0.1016819366465,-0.248967214609974,-0.137392236783854,-0.238599728703493,-0.124846503058188,-0.357070678256982,-0.191420751636671,-0.0598666241640622,0.276286536544797,0.0119079285225259,0.0231674924962332,0.323246858444137,-0.0857419625121698,0.174772877735067,-0.1271000177952
