group,CD112,CD70,CD40,CD52,CD3,CD8,CD56,HLA,CD90,CD45RA,CD7,CD194,CD4,CD16,CD279,CD20,CD5,CD196,CD69,CD62L,CD161,KLRG1,CD27,CD57,CD96,CD11a,CD244,TCR-A-B,CD106,CD41,CD309,CD2,CD29,CD38,CD127,CD71,CD26,CD193,CD49d,CD158b,CD94,CD328
progressive,-0.106091842738804,-0.120761764627613,0.0348624672571443,-0.250203383146853,-0.346277960182302,-0.169557814857249,0.201539879299726,-0.118632033266949,-0.203153542171648,0.100249126366726,0.0275701231490002,-0.285946010219987,-0.0670127051256091,-0.0059481537128339,-0.123299165733959,-0.0771570679455298,-0.343228095844498,0.137026471957638,-0.179934073227406,-0.137996886516292,-0.208689191080046,0.076694510345918,-0.15649572689752,0.115548602501483,-0.174807395603716,0.148993641268084,0.11622060144696,-0.0113121254778543,-0.13077468737594,-0.233966956354566,0.115592885391061,-0.254605005723554,-0.0699592592543077,-0.0628818183181021,-0.157689656568536,-0.102927649487335,-0.290753364233882,-0.233231461418274,-0.198534738378858,-0.0389980245173851,0.150228036014259,0.156735145318383
progressive,0.0053303825429184,0.0660138138985404,0.126282566878607,0.148448947281202,-0.0449572530568769,0.0801287707741114,0.384450859145511,0.235552264174971,-0.0200988398084459,0.501677808103132,0.420283200011098,-0.0596916249730832,-0.197109236364287,0.163054694301359,0.116779532582853,-0.0146897580301648,-0.119790572741912,-0.111505004430434,-0.14821423509883,0.044865399749182,-0.0541470972845638,0.316158053023941,-0.0723162791341544,0.482483567257062,-0.0860869928646334,0.572119910969312,0.329880460921734,-0.0859133528972528,0.146096533220458,0.0468425489107431,-0.0247955327803612,0.193903409611282,0.140444593861622,0.082652413962653,-0.0279353307139754,-0.58174527458048,-0.398412610042346,-0.0101072172783622,0.0818624764795623,0.263922989331618,0.503685859907351,0.368227768663705
progressive,-0.0935174465241049,0.0217191434012504,-0.0279028901766926,-0.154837359996501,-0.324178888628641,-0.243520618562392,0.269898379629771,0.0714873166564891,-0.080022782729712,0.509384206083818,0.408770295865406,-0.0835483246420721,-0.126613188087035,0.309632477965739,-0.0977404611579532,0.151321589686148,-0.427303358231909,0.0664470556372052,0.151616020388738,-9.50572288902162e-05,0.0755150466753161,-0.140633615208414,-0.117035217636578,0.0135743355125085,-0.0532052179955344,0.148964760091241,0.256338754785085,-0.157479029692672,0.0642972898097623,0.122064472415839,0.0714350985376914,-0.135023121880223,-0.0023643067600753,0.30789093053247,-0.0024698997715052,-0.0988233497966308,-0.0832807306402949,-0.0887749508978937,-0.195555785982288,-0.137557067828424,0.127957673144736,0.0481315885566421
progressive,0.0671406015855061,0.114285025685563,0.179363109508709,-0.071159769054038,-0.250145729987183,0.0769883826854374,0.148584504590581,-0.0177782094503435,0.0231000277640365,0.0705757887834271,0.0866074823511569,-0.0497798720462223,-0.125459488412361,0.109550946258331,-0.106038314727632,0.0148788723963834,-0.0689266809889898,-0.171039848703888,0.151863476131725,0.141509686492318,-0.0546809115533461,0.0090993854554421,-0.126512912160529,0.302789609387245,-0.0194871618333044,0.115865495181612,0.17583592612456,-0.128574605432783,0.110600703018243,-0.094168774926233,-0.0293477587152433,-0.185811613406825,-0.136975129244885,0.0959142997310273,-0.0331670981250934,-0.106482722559207,-0.196190049585055,0.0405309980238194,-0.0773607276402319,0.0265025563403271,0.0740632927763298,-0.0925841484716986
progressive,0.23333542661433,0.390117087770377,-0.157412094063396,0.233123311954806,-0.0636828459805139,-0.35464236439893,0.0222014612500677,0.118340934647821,0.0929206906456772,-0.210404155371738,-0.103141435655694,0.167916637698648,0.382913545605129,0.161071874732541,0.162059515698222,0.370042604474059,0.233718240472202,-0.210559277848707,0.103202263763108,0.137641144490403,0.160481425772782,0.154643891234523,0.0508184368066945,0.246257710582213,0.139261944846222,0.284896867623043,0.0683946730882626,0.138130253365043,0.105388307045566,0.354063085811073,0.385214969370061,0.0277845291871635,0.311456953952234,0.155566327943195,0.346056694364265,0.198073507960118,0.155888248478306,0.0636057402852526,0.265761555754064,0.0283361789823937,0.270846356422966,0.0001848516493941
stable,-0.0357151108807445,0.0298987231246002,0.0710981392006951,-0.424325271069771,-0.502143745238776,-0.0298254152702679,0.389480233506218,0.139078442056353,-0.0909224230466039,0.320331594781889,0.29309272252561,-0.108904695194993,-0.560030850457382,0.263666403197118,-0.142487587572786,-0.0507848748289267,-0.666471829544501,-0.100177635363329,0.0968365753049943,-0.203204108269769,-0.0219470893901673,0.0103080985641525,-0.367641983696743,0.137204106220564,-0.107240978864132,0.513370888124168,0.324669470248593,-0.372713573544254,0.0424195152521485,0.0523745689702665,0.0640445512665091,-0.245369136285234,0.0711779992079026,0.439440950197617,-0.140000410122296,0.0448268494529075,-0.261952193781358,0.0266506248122194,0.0789917068561729,0.184534029666726,0.256182232772548,0.479597270224318
stable,-0.108030812593006,-0.195481898352712,0.0963174123865417,-0.0268375594442162,-0.0965179304073849,0.0991963547998592,-0.0903247077895384,0.0371571397650368,-0.0823578264976621,-0.0396904104810147,0.0397618241770387,-0.0430945020587483,-0.204306102737809,0.13455872526081,0.0170759762402019,-0.0285882133558064,-0.147890115557192,-0.175103972592453,0.0282411571194115,-0.0553015507501964,-0.15184923124306,0.014630689557809,0.0541730174238398,-0.0341204563823212,-0.0528710094944811,0.0299628928256367,-0.0052004012664815,-0.138903608820059,-0.103995240216829,0.0659677657045842,-0.155010293904798,-0.0513715507900804,0.0759863246077893,0.0967475544170233,-0.104317734617054,0.255886784147374,-0.158581774652673,0.0231554447135377,0.117699953463434,-0.165294244436262,0.0397004429538443,0.0921529139018932
stable,-0.130892833086371,-0.082314629651894,-0.173866887721398,-0.20446143954018,-0.236951030709221,-0.0109361019285493,0.286058864341022,0.100874917500296,-0.429196692023348,0.341063060046189,0.0964883335539047,-0.469538569908869,-0.343055529318014,0.120590370783697,-0.0241994910741616,-0.224916148230386,-0.303009843862429,-0.373763137879929,0.11478813127472,-0.0493205855355688,-0.115874796249971,0.0420098551967324,-0.29070843324184,0.169024223184666,-0.356232467081647,-0.0156798725985332,0.237574275554042,-0.381493446538676,-0.137016648507675,0.0189287619476659,-0.173378275688425,-0.0525046499272649,0.120353604355111,0.419735024616511,-0.238460547843206,0.236801285269333,-0.210166591365409,-0.279419471722739,0.131620635111184,-0.0514735780132773,0.119985725238263,0.0680916401513203
stable,0.195490050732009,-0.0020302647179965,-0.0606802058991621,-0.124384511511245,-0.0512100380966975,-0.043872650130668,-0.0541251925223655,0.111338266557795,-0.0767611759288764,0.0361772408455349,0.0929893443408386,0.0831302203268788,0.10603511262551,0.095373906600417,0.0845370057753907,-0.154773403888855,0.0816298523637482,-0.0552200199680295,0.142563208244443,0.172672833426933,-0.0520221299735522,-0.0275481948144789,0.0659025479939988,-0.15755073951981,0.0154597442401224,0.0846995292247198,-0.0086041652662278,0.157433808478654,0.0885296122614963,-0.132681922497384,-0.0194907371311368,0.143298558362661,0.189095356448316,0.398776305265417,0.152887385486023,0.329520563216766,0.0402906749711147,0.0088627494979504,0.303740950258393,-0.0486651696498375,0.0838471651498015,-0.0051252936221604
stable,0.0462210894362558,0.011839438190695,-0.0451863256864459,-0.164195366661723,-0.25022313862545,-0.0071175196674976,0.219733191724224,0.0688312915095259,0.109447991529102,0.331153333160596,0.0776906966893522,-0.0516711448078116,-0.210006578205108,0.183212358487964,-0.0184629347335932,0.0632156012094916,-0.295578829245769,0.156720849362157,0.0017515601884145,-0.152553259864004,-0.0469260589106952,0.0896965216008075,-0.186620409685468,0.346795932699507,0.02360545717921,0.295528042089443,0.18291579700886,-0.0928072097594937,0.0259055066840013,-0.0048201648812601,0.0978122126304693,-0.065674629020929,0.0256599715935492,0.131006339413387,0.0152152849573944,0.0477039405167171,-0.116601187414243,-0.0920246156040904,-0.145339568432217,0.35564240035238,0.227213262897694,0.13988124276685
