group,CD70,CD52,CD3,CD56,CD33,HLA,CD45RA,CD7,CD4,CD16,CD335,CD294,CD5,TCR,CD32,CD223,KLRG1,CD27,CD95,CD57,CD278,CD39,CD24,CD11a,CD66,CD244,XCR1,CD106,CD124,CD2,IgG-Fc,IgD,CD28,CD38,CD127,CD71,CD26,CD207,TCR-Va24-Jz18,CD158f,CD94,Ig-light-chain-2,CD328,CD82,NLRP2,DR3
progressive,-0.153401714420414,-0.239426698857377,-0.412292965443637,0.234577163217376,-0.0260844929075293,-0.166667582697503,-0.033741441969539,-0.203739314043734,-0.321710714876173,-0.0191931969919115,-0.161428623850371,-0.172628265364606,-0.420073082519887,-0.30246252282997,-0.260452002514798,-0.040195419227864,-0.0339399194390079,-0.26294119249184,-0.0516372639479853,0.207822223827125,-0.0136759581716974,-0.175017829902662,-0.018835089920798,0.0690511799924815,-0.185140058239188,-0.086616391015791,-0.206101127952819,-0.041808131137407,-0.126804659997462,-0.190408301870319,-0.0686436315252936,-0.222437671257793,-0.261575067371232,-0.257186055220591,-0.324453175416744,-0.189359060771654,-0.387256116462533,-0.134429887268342,-0.128811411307089,-0.219145009938343,-0.0511335746792957,-0.204276776055258,-0.0083785487293576,-0.176323944458467,-0.201942610660906,-0.156627546876188
progressive,-0.152843351542519,-0.178858141704054,-0.0344955473741967,-0.184776070308895,-0.014601332570054,-0.257938646747294,-0.413229517492836,-0.090457712526567,0.130616959958331,-0.158670099617743,-0.0385065035458758,-0.170808761222436,0.108147858795826,-0.0210002580050918,-0.0549502361079615,0.0514554981981071,-0.25716830071433,-0.0052043334956782,-0.102413345786334,-0.39853132672733,-0.0524098563601095,-0.11466907757654,-0.0695175817890823,-0.310988868812137,-0.0343559774987401,-0.143180976199576,-0.0482545806114372,-0.083458499360228,-0.0478918609425585,-0.15022198505905,-0.128521778366711,-0.0446043807606048,0.0711503656981962,-0.0969319131862014,0.132286217119448,0.118001934690462,0.194945505285434,-0.0578288269381973,-0.0126013567803573,-0.0896711842281235,-0.320479456020998,-0.200075262160458,-0.209131578787778,0.0031119021554785,-0.10966989499909,-0.0749688204312007
progressive,-0.15991547421729,0.24974929736856,0.401647678129875,-0.396703686429574,0.062033109359097,-0.0653559050748921,-0.343181054129014,-0.395372247102742,0.10316143436595,-0.311465084434028,-0.141051553737309,0.0363012814587073,0.306929243519762,0.0545518559396414,0.0695038518432642,0.0983891637278626,0.127819272307994,0.175488316500669,0.189667718002427,-0.0212098052332009,0.142104893164471,0.0258181789158845,0.0676936364271108,-0.174858793567722,0.194166067779367,-0.258696131387243,-0.0001727519265496,-0.0972826823378378,-0.0170248483869512,0.011661661554872,0.0354128390221655,0.0976911003474463,0.20541919776797,-0.350470212108592,0.0940592392431918,0.0623146803624669,-0.006343905656034,0.137181783388156,-0.104087556907976,0.0512168555020151,-0.142536650493891,-0.0118799391034882,-0.124257060476282,0.103853177872085,0.0671536511182502,-0.0220283604347414
progressive,0.0040826917863002,-0.0077318405265941,-0.242856041889063,0.224714167222662,-0.0143313090677489,-0.0801020956954427,0.238467660466005,0.158899262129669,-0.377305898938825,0.217660934000074,0.0754199035252892,0.0081464916357182,-0.437756834012807,0.0590654561817516,0.0194735213349919,0.0594117572980957,0.0296668073110928,-0.254829749145502,-0.373505514350941,0.225473877232243,-0.362217427547569,-0.126457576078598,0.130698096786777,0.217523612153009,0.0485284463372127,0.20979567779454,-0.0666048043569334,-0.0188101004699238,-0.0079537340762117,-0.329650767279305,-0.0139399562584495,0.111763237643209,-0.246234729530676,0.0149042911042892,-0.121209904836916,-0.33968522053336,-0.255986446702452,-0.182977839153727,-0.0176505839746997,-0.0138303772514368,0.0788565529241928,0.0949045948231196,0.0372957234418187,-0.0387792942635338,0.0488533165547657,0.114456812264809
progressive,0.387806080109318,-0.0446419691712675,-0.0904342536039889,0.0944056200930179,-0.177033829726894,0.122129335074752,-0.0328608382019233,0.11238074013366,0.0315586321262473,0.111179630551524,-0.0979759513215707,0.167511643757994,-0.116778958951812,0.11062672543097,0.16295300619397,-0.303390290945102,0.0358415412251841,0.0071627856821727,0.0331765584245309,0.0415006025182897,-0.004350451590045,0.0931418791214675,0.120314362276403,0.319351515256971,0.156046715629814,0.212494319468062,-0.0168692883778081,0.382524016292216,-0.0069896530053092,0.146753685729268,-0.0130786536766083,-0.375209885476447,0.0614225056655133,0.259840859354395,0.385641048701903,0.117384333824911,0.257073950007065,0.362710415725969,0.214187387607957,0.115065327398896,0.276085760222682,0.107717005348192,0.28273059774838,0.0665148235694604,0.136341908229175,0.125569772693248
stable,0.0632454515636841,-0.401699380895607,-0.579646597928796,0.435503482238537,-0.0712702344254358,0.16146106160241,0.42841004434719,0.360363090989661,-0.558664170351436,0.310856216863464,0.141531749808869,-0.0108226115187259,-0.671462549973663,-0.0198643321498648,-0.0395564716040184,-0.0557965269779596,0.0502249561388442,-0.446237126330674,-0.170187985382089,0.168017602583794,-0.202020144111654,-0.05876704717753,0.0229817823455141,0.531161366591613,-0.0438063535154131,0.439831771956074,-0.0022226660157936,0.0163849483466822,-0.0716526274930325,-0.30702017981168,0.0084162725324117,0.0574376680742823,-0.318034471189977,0.380245853435833,-0.154795295346941,-0.187472008969595,-0.244847603091177,-0.0567240322117629,-0.084850777611259,-0.0538418875495074,0.313580985318788,0.0415085409850842,0.589028684440078,-0.0829971363537793,0.0095440522095273,0.0444001521386304
stable,-0.105821017472591,-0.0965482667004919,-0.120620733357588,0.0140023867606581,-0.141661283082421,-0.112621599401053,0.0961855695584989,0.112952469319275,-0.214534709292704,-0.0772153374924592,0.20707276015816,-0.148844311913788,-0.173202326341066,-0.0871278977172076,0.0239138062664628,-0.166706639978256,0.0581956628862751,-0.0101945111380162,-0.271939581835926,-0.0831755047963132,-0.224051508116462,-0.352734240507162,-0.0527627259853849,0.135259575512155,-0.105993752358959,0.179252990807862,-0.166970151982577,-0.162454150102612,0.0480348118122773,-0.0393353449718661,-0.18285201631491,-0.118786331560943,-0.215093562143666,-0.156538119562557,-0.157905283210266,-0.353159373000892,-0.208818407217735,-0.0372147718114072,-0.0737667027421533,-0.157064518687823,0.0695988982146884,-0.0679551274386968,0.102711629502031,-0.0481947340807294,-0.02986797462916,-0.103478061474005
stable,-0.20482546627539,0.132468426778817,0.179973201210081,-0.192414513865233,-0.0039973003867402,-0.121281338706645,-0.123912605738023,0.0184963188732904,0.22880585088504,-0.321181381207517,-0.0414997379179407,-0.0293160547063433,0.293167782589773,-0.130073462483135,-0.0686344630726504,0.0649874944218751,-0.119521671276314,0.121839642839151,-0.0480827041972982,-0.351456173233422,-0.167471293157544,-0.0564278531148023,0.0263003841712609,-0.153892096478748,-0.076991881440704,-0.175948977380758,-0.0802053041413357,0.0258402250116773,0.0438254434479023,0.229814649468708,-0.14816963149993,0.0688460650545038,0.15073511879083,-0.355072407326444,0.140699629089003,-0.292078757083848,0.0709981016163706,-0.0581010663951011,-0.0557262909363606,0.0091350961101853,-0.135363604713687,-0.0693363616795278,-0.29396397923942,-0.0070572444527742,0.0287343247072466,-0.0447189276339547
stable,-0.128074235225568,-0.259465607496377,-0.29389396350241,0.422596578519098,0.038537873961834,-0.19653081481346,0.379240727276391,0.496432058902242,-0.276731342607735,0.340187779116385,0.288334016876754,-0.12279946799549,-0.388605822554969,-0.157547514669717,-0.0702205057513305,0.0387683246394078,-0.0214199651383975,-0.147634001318732,-0.377440523919193,0.0730726871080866,-0.217131071383583,-0.019303822238988,0.0268700451893804,0.22122708656908,0.0042053473532146,0.274058062682855,-0.110280686534347,-0.143554100438642,-0.186824563512504,-0.230197072420351,-0.210292365619365,0.222830968644615,-0.225592458147572,0.11210066554043,-0.152952858708046,-0.108321741982598,-0.179441385911747,-0.179283773747618,0.0694284727072214,-0.0544388275711679,0.314297723966115,0.0429772503629826,0.435492644513327,-9.99459950221479e-05,-0.0294782933595607,-0.0184497153981397
stable,-0.0644201892399562,-0.256200715902293,-0.401064462501585,0.480089265437547,-0.0650327416566978,-0.0587723890704812,0.310809943819553,0.442851718470385,-0.379347313007843,0.142725414276981,0.159448783179505,-0.0945928326400183,-0.513698548514563,-0.122660253041907,-0.0566855401512061,-0.0950805320697659,-0.158821176599268,-0.19199462463252,-0.0752477067004691,0.0306312659784877,-0.205736591375403,0.0676840890715738,-0.0564460433617555,0.269716756566014,-0.0491027455739697,0.234043080174419,0.0042698418179729,-0.0814253832122316,0.0317400503763845,-0.228154708139339,0.0397463100327837,-0.124995722567846,-0.216858997314843,0.291397090006131,-0.142193104012539,-0.0343081305786496,-0.217806411447535,0.006455050970788,-0.111811147854896,-0.110385477936158,0.451369983359161,0.0151198930370377,0.272550164357559,-0.1470252954477,-0.0446424797395176,-0.108897932028854
