group,CD40,CD52,CD3,CD8,CD56,CD19,CD45RA,CD7,CD16,CD5,CD161,KLRG1,CD27,HLA-DR,CD1d,CD66b,CD57,CD278,CD39,CD11a,CD244,TCR-A-B,CD2,CD29,CD38,CD71,CD26,CD158b,CD94,CD328
progressive,0.026090496887999,-0.185998272438936,-0.149042973355312,0.0261753356883707,0.190933753318912,0.0427243744859043,-0.0979867558655155,-0.222330239977623,0.0614520630701005,-0.289431498267102,-0.053681934472033,-0.0121711152008747,-0.148445128132998,-0.174426344178276,0.0423340809936022,-0.020091464634952,0.0950271965480517,-0.161208286848288,-0.381339641507159,0.0789081320468278,-0.0749654633595583,-0.0461282315393773,0.0311683814109625,0.0199743225589385,-0.208593126682006,-0.0923345494394793,-0.096717187417461,0.0326048284531194,-0.109031128079477,-0.0677857081389076
progressive,-0.0417459897777672,-0.138439967660729,-0.0576145566168438,0.065718299173021,-0.265986013597333,-0.107821490884194,-0.326329206328295,-0.361701620509317,-0.140315284289789,0.180768865821726,-0.04022678038058,-0.249637181894052,0.0501805139992027,-0.0134809204080518,-0.154331595458617,0.0197148714872452,-0.388706685871888,-0.209644764590155,-0.0452412495718197,-0.391512799131622,-0.160190652573547,-0.0016163533248345,-0.033071232375492,-0.0967138601541763,-0.0253076119066142,0.22893021209823,0.174359908268697,-0.169870235142232,-0.327362026688466,-0.257827788106703
progressive,0.0864979387007251,0.210786029687338,0.473628238588245,0.163891869101796,-0.326934897764222,0.0387312158344579,-0.459773769683092,-0.46167142892511,-0.381111631688145,0.538030291480597,-0.0014386229820487,0.163567513439576,0.157674128660956,0.0409416795006127,-0.150338213722656,0.0174606148001901,-0.0060584402708459,0.17628420538722,0.131708227667686,-0.108266956990878,-0.393502118148275,0.182085151645457,0.0376845755393441,0.18853826982471,-0.482075063824356,0.124187319401722,0.0703479603889681,-0.0673371356597542,-0.215644056586004,-0.203264609431735
progressive,0.0414352158417078,-0.0742883781567949,0.0225447006628198,-0.245094688549166,-0.174234250257124,-0.215932099215907,-0.0898140397403875,-0.104588886837668,-0.139451855986407,0.136410637369457,-0.0660233573868552,-0.176049708583714,-0.0358910574250821,0.0717845727806122,0.06610097623844,-0.180208447777846,-0.264171971436428,0.272702815621435,0.0704538185309601,-0.227568353698798,-0.049545752004057,-0.0106907704291082,0.0995937485549524,0.0366532653348484,0.0338799650258032,0.320269675996099,0.142646629166519,0.109846508544387,-0.156291064474595,-0.0086513861455174
progressive,-0.132661764808145,0.0345402727038409,0.0132109783953368,-0.0187060867111054,-0.0985560416323481,0.119813193516591,0.0200956664388685,-0.238404853213116,-0.023375440329254,-0.19620275942508,0.2382105914661,-0.121490465601227,-0.263529408771122,-0.102784556349323,-0.117242856797314,0.282551354884791,-0.0668066090162845,-0.0907335191333862,-0.186390654049119,-0.0613108149414453,-0.161879783314882,-0.416499618925129,-0.351081176019987,-0.112041965636134,-0.0012838605969547,-0.0752987355311539,0.0956749725531925,-0.0988396730076701,-0.0921210468079478,-0.433199840355232
stable,0.0912585621853793,-0.261743886139478,-0.416857491128155,0.0326406624824583,0.43933087976917,0.0924586828515324,0.547970712046271,0.444683970765738,0.431604037966398,-0.464660765822699,0.101727971752572,0.140628267680049,-0.332343308123625,0.0668015584933102,0.124023222050589,0.0852899295189078,0.196263801257466,-0.18038530402223,0.0102436110350854,0.55000922098718,0.512830776929994,-0.137595954018792,-0.19285392720565,0.144476757817226,0.401124935303366,-0.214886799762521,-0.14175707998375,0.332138448399922,0.333747557562957,0.559677759868676
stable,0.0147791388324457,0.191675124969932,0.346182678016864,0.178828273341536,-0.402601701552001,-0.0368886941962218,-0.191774341882697,-0.39023336725144,-0.30469476781053,0.475505364467658,0.0050644491182458,-0.0424180156253569,0.380842854694132,0.288664330449603,-0.0124850074274039,-0.0197939658455535,-0.20001734434717,0.349274855217437,-0.0842946410824228,-0.404853763274353,-0.34099590884571,0.170888520688644,0.296000422071277,0.394729201657634,-0.214452866271414,0.423139374577982,0.185675223076632,-0.350527353635128,-0.136834076265105,-0.483035234996653
stable,0.12236754240963,-0.0360686918881291,-0.0509865810555865,-0.0172261474822248,-0.202409447966041,-0.000695116359226,0.0693495421031228,-0.0814013275478703,0.0856637673565827,-0.0199418524640736,0.109972413681402,0.0021639746736959,0.0277813477120744,-0.11785454946464,0.154251723262729,-0.109445731078328,-0.0711727504621039,-0.32984720883041,-0.0552050106844262,-0.0042285486794419,-0.0319994415621618,0.0637715612456768,-0.0234534078838596,-0.110410449434206,-0.289737804405748,-0.129174280786643,-0.085353567512326,0.391842715228486,-0.128380181997009,0.0934745841918113
stable,-0.100258172255591,-0.195717638754214,-0.426219987772382,-0.0565218109619167,0.25777519866551,-0.147080480046576,0.316793021699783,0.366439971992279,0.203214347224922,-0.335368173938868,0.0131415085703736,-0.134311568681113,-0.187678481418856,-0.39848183973288,-0.181037745849931,-0.199118913793643,-0.0160748787990934,-0.43693177218132,0.0708581079161025,0.158540698331198,0.294235503936375,-0.472194214520567,-0.291497024635838,-0.190258632329334,-0.0604140151454121,-0.407005882025425,-0.411815932787704,-0.138658515973521,0.0455240346761409,0.114801533501622
stable,-0.0981505806465519,-0.216762909933672,-0.270156623062018,-0.0328640774100635,0.0768636347842304,0.0108214100862075,0.303048567335681,0.239267248963242,0.268387354650515,-0.195330047906867,0.202089350967527,0.0536807224391556,-0.216673449198425,0.0003624090894696,-0.0075345150281049,-0.0439103339997473,-0.0569363147001272,-0.0648666306455069,0.0436573106119101,0.28604509271486,0.253380372389397,-0.0320723533752363,-0.201696663241548,0.0344559652279321,0.353268190525718,-0.0969120982947473,-0.0702272959366212,0.100135892030553,0.0455660179816262,0.330123791612512
