group,CD47,CD40,CD3,CD56,CD19,HLA,CD45RA,CD7,CD4,CD5,CD27,CD57,CD278,CD178,CD11a,CD244,TCR-A-B,FCERIA,CD137,CD124,CD2,IgG-Fc,CD28,CD38,CD71,CD158,CD337,CD94,CD150,CD328,NLRP2,DR3
progressive,-0.0510759455732569,-0.0061940949872887,-0.270076369839443,0.234990510908391,-0.105812010801677,0.0952261544420814,0.492981855620833,0.149206389660487,-0.40736530093661,-0.340946238005509,-0.0468609021282824,0.128397850836063,0.0276489675305622,-0.0239287391971641,0.378941240165736,0.136268510859003,-0.043553525455452,-0.0085580110473784,-0.0473188870244282,0.0541335493895194,-0.146461734733744,0.0099977336971313,-0.146205665215589,0.0944123093459875,-0.0951924179114217,0.153902186907997,-0.0971991197753594,0.297578464578104,-0.0034452139983866,0.25667599377471,0.0331999133596522,0.10799351605022
progressive,-0.156428261033749,0.173002292922286,-0.0406456079500313,0.34909043096562,0.0637663029898804,0.261950564962554,0.545810739949496,0.298563195045264,-0.178584807485807,-0.129862848594981,-0.0123276617073027,0.57879393696998,0.0651955944615535,0.0719907306156591,0.545389359363681,0.303722608887745,-0.0016421542699258,0.0457216110310248,-0.0434939677340932,0.12215760280584,0.11090566213889,0.0301025357271871,-0.0613553157815967,0.0986940739690784,-0.353173796254261,0.0326612316957751,0.162299604392539,0.484304606970832,0.114482039407571,0.335643822296602,0.0657567526713624,0.138069937137324
progressive,0.0393383206061555,0.0055730394727151,-0.0857407801121983,0.276533882160329,0.0392131791773533,-0.0215136457822006,0.170794067145918,0.281464071441272,-0.0552476648116768,-0.240701232861809,-0.013819290919996,-0.0096170970932941,0.0746211076246173,0.166376341266194,0.176550160062217,0.117114379331941,0.0071323294686785,0.190740975223692,0.120659382902274,0.250042945910841,-0.126060299852772,-0.0056659320671137,-0.0019713804099422,0.155574868717172,-0.0225671133519095,0.201387935768401,0.135432296471051,0.0831190948743799,0.0436600260800383,0.219203232120931,0.146424423150154,0.1738426888415
progressive,0.15357194116798,0.23310826541738,-0.0026265536532463,0.317842667886976,0.0889215564563924,0.203475810867019,0.190915996122828,0.192998593226686,0.131983172655616,0.133757665103547,0.109223420171252,0.137758833413238,0.10962342325807,0.143961472864811,0.203412817996121,0.250265190010678,0.177976068480802,0.0714307466814072,0.264354405880074,0.0905377964839516,0.0792954018997278,0.0822928147923846,0.128691440166179,0.344768191008861,0.172416528511951,0.0531320755057903,0.229380642173392,0.127233201804984,0.136791624658069,0.143420756990134,0.150139506869695,0.232487368855851
progressive,-0.032885917483429,-0.506655740074489,-0.16963423380945,0.0764204600892538,-0.138362217573225,-0.0573849507292502,0.0070145250777182,0.0259932432646777,0.0078414523816744,-0.317246298701052,-0.214917517316756,-0.105717324309749,0.0161185796321814,-0.0453601328327207,0.0626643903842068,-0.206237198107632,-0.223352960200952,-0.094522140939547,-0.173322382581312,-0.0839069011881792,-0.0374636943718687,0.0668816381719048,-0.0241080220005615,-0.0138093298355373,-0.142528553648787,0.0243900614826913,-0.108037766953376,-0.0489113754714664,-0.104926038425198,-0.0804412760946953,-0.141341317267909,-0.099949664803608
stable,-0.0066585051251307,-0.0925028337952247,0.541724277324675,-0.480614561372134,-0.0451060483745008,-0.218377561234422,-0.480702266674137,-0.407757042865951,0.522570387651833,0.636222939718481,0.40435136481279,-0.221126671085305,0.151275953956803,-0.0923480444029565,-0.585629781782579,-0.484289106029488,0.27021696359555,-0.0552423389029053,-0.0754683591741916,0.0015324364013812,0.263970920575507,-0.0459516242935188,0.288224774721293,-0.442021370608392,0.125258434034902,-0.158611315195917,-0.224794780184372,-0.371305339104586,-0.0186075631580162,-0.606609501230421,-0.0547278170369957,-0.0778719318608897
stable,0.207030974458118,0.172841957647755,0.0983284022066272,0.144507365745693,0.0012114944814824,0.0976412938140302,-0.0388448963021186,-0.0322934774094548,0.170147816114805,0.134695472142958,-0.100147277934573,0.14863716841742,0.0730694814288265,0.152497479977651,-0.1267151368141,-0.215207120845805,0.0348889260421571,0.195241489391418,0.121728657828043,0.0090092611601267,-0.0345031802753439,0.233110290888189,0.0968383886360096,0.123287478236421,0.162838946070673,0.0848964744664589,0.144395267959999,0.139889587415435,0.109763038977365,-0.144800145443521,0.0756791250398959,0.202816489348049
stable,0.185498183630366,0.0057184229082751,0.507882276471432,-0.210471172501605,0.0227016825083714,0.0641242058635186,-0.279122725296474,-0.125411733135695,0.456595432127824,0.517400865971143,0.26895899544474,-0.107688095370902,0.284978908515094,0.13977832870864,-0.0164921361866746,-0.286212787379046,0.396644391972609,-0.0483178600956625,0.219291611365608,0.133897714156599,0.382744923348108,-0.0371478032136507,0.317599232148456,-0.357256360625984,-0.159084693617785,-0.140091613992276,-0.0190788828313915,-0.316637633428913,0.169528826993678,-0.338673026670237,0.227303167986652,0.0594862751961176
stable,-0.037847695967871,0.0537834191383103,0.236626916171475,-0.0387486347380659,0.198025515168041,0.199802037345371,-0.216848054216354,-0.16399068206908,0.378695271562318,0.26543996641172,0.139788608023371,0.0012090920495745,0.365014235011663,0.219882988382276,-0.0683231828306518,-0.0869571685693817,0.409448122823783,0.0914819588320034,0.0017961298814879,0.131151616586299,0.363998827672029,0.155421822520419,0.133330139591968,0.111687884775209,0.293189965087268,0.129071981211958,0.189312424161011,0.115149594228852,0.194521075832811,0.0475302534126317,0.191240925035921,0.138757965057075
stable,0.0506553768802859,0.109563382091865,0.289471645042242,-0.126034557006125,0.0486596825331823,-0.0194618343075469,-0.0049445613674222,-0.213273978296143,0.161322319237221,0.294626897810512,0.0961583371192482,0.101776515558575,-0.0433814276026218,0.0379485650382402,-0.173073711030855,-0.110412450620361,0.184292165213116,0.0555075634374202,0.0178408819481651,0.0676514849597891,0.248606106503341,0.0145496563981604,-0.0089414212624408,-0.423299335076091,-0.236595937627782,-0.0130914325024424,-0.0830310703657095,-0.0747290453614442,0.0346152464418758,-0.339716121798416,-0.0391820435252441,0.0389161491337985
