group,CD137L,CD3,CD8,CD56,CD45RA,CD7,CD194,CD4,TIGIT,CD324,CD5,TCR,KLRG1,CD35,CD57,CD278,CX3CR1,CD11a,IgA,CD244,CD122,CD254,CD2,CD38,CD71,CD133,CD158f,CD94,Ig-light-chain-2,CD85j,CD328,TCR-Vb13,CD82,Podocalyxin,CD258
progressive,0.192812082763914,0.364654314776897,0.198388151890445,-0.348365206567782,-0.174812606031759,-0.071778574981437,0.459755149150794,0.341960696235695,0.16757028860372,0.109857084753742,0.515966823444255,0.185831042174198,0.0109027183195194,0.205031343407014,-0.212699260243681,0.162220117454577,0.21410955355651,-0.342821915507941,0.289348185295645,0.0427192982725458,0.210613305954461,0.0733512669163837,0.326423099587657,-0.0421988772254246,0.127455015915645,0.169904142305492,0.195990962694967,-0.176426158533807,0.207457382241795,0.169478485648629,-0.345527048213781,0.0185531119254542,0.209240316506744,0.139199985946841,0.239632982381837
progressive,0.0060729369387763,-0.000839259333528,-0.0235794607426131,-0.390893151809059,-0.526075326692916,-0.326962150310216,-0.0270871824125891,0.14991696630692,-0.10100624870546,-0.119669432715391,0.12133515032741,-0.0521585148392139,-0.359736542609836,0.0980203201359244,-0.537341530337043,-0.103349158340956,0.102585462587893,-0.529116110370028,-0.0734463679375737,-0.338432575525021,-0.135276090220936,-0.0217428054381495,-0.120633255396293,-0.0922766411354511,0.411676831578918,0.0230308573833696,-0.152035761698307,-0.458834290914349,-0.111851414459699,-0.0790632809242333,-0.340683979967223,0.0343855678461391,-0.0690339604047262,-0.036132689016421,-0.0078109235387547
progressive,0.161735334597475,0.238497386625056,0.17693673289915,0.0108013606305305,-0.254482468780318,-0.184951749415196,0.14271065364573,0.135691874375641,0.0453054167455794,0.0578328996192481,0.334490453389435,0.07065719867198,0.279036490832215,0.30216089353218,-0.0466761611035652,0.225894766982027,0.173027456546481,-0.011861316959623,0.200401569804584,-0.072379886261238,0.0951438291204552,0.0590976776648573,0.0440116712131781,-0.0615864763183166,0.143834330778365,0.18838372924814,0.126841209921563,0.134285192622637,0.0872571917493695,0.137890230481527,0.050797171542818,0.192962075230394,0.193821219772871,0.0866366166966295,0.140584636314429
progressive,-0.192854790060367,-0.188179236144761,-0.0847366533260758,-0.12461300149609,-0.0292345970424398,0.0261336097453849,0.0101020649604772,0.085504158445816,-0.180055397726179,-0.0597672225016114,-0.122803898170591,-0.0939740216682351,-0.179762323342187,-0.0594081693330337,-0.005818759883334,-0.13891157008156,-0.185593550232172,-0.094980213904188,-0.202253392688123,-0.0400857013236771,-0.128431415570621,-0.181926122566652,-0.114266315785212,-0.0609165128724025,-0.190344324307498,-0.45080761690368,-0.173488317595253,-0.130728372461254,-0.155088727083109,-0.116353976440752,-0.185873224703402,-0.037068792810644,-0.0458468165506932,-0.101433368510174,-0.0391244805550342
progressive,0.268012475753828,0.29752704710296,-0.185293362854887,0.140784933802358,-0.0357677585044011,-0.500400730526639,-0.093960460070012,0.360963906356426,0.268611990583792,0.122077665699032,0.255650367853597,0.0429684188494769,0.295723612988135,0.423969972551557,0.0131678603479085,0.417079984812523,0.176804345839365,0.119852952840879,0.243694540316124,-0.238390128662712,0.0030391902133724,0.137321683829301,-0.171123881566487,0.0213872387248797,0.027220040901213,-0.199320131031398,0.173122417523487,-0.0703312910055995,0.182638524505468,0.168676252160371,-0.288707467745458,0.0490882181066926,0.295981700981094,0.0671423170484645,0.177903945153988
stable,-0.128292123380337,0.433589513264004,0.0244464398844923,-0.537071331848289,-0.460096965199568,-0.442033637111989,-0.0115632014276505,0.438184125833691,-0.0737522152682857,-0.0677623779575701,0.588575233873113,-0.124896676725278,-0.166172875170158,-0.0504648585081517,-0.258777336242886,-0.0186210739601578,-0.116012533197945,-0.637904237396286,-0.101507443958605,-0.474124332871019,-0.27263139441503,-0.144161774129408,0.167527584084268,-0.504796702414489,0.0222623678002679,-0.0201753641893507,-0.0757541809981954,-0.447793551548222,-0.111983900105413,-0.151753761314572,-0.622445338800471,-0.0889242282280873,-0.0527233186210395,-0.0916305267661785,-0.12356698191074
stable,-0.010885436313769,-0.233895357253307,0.0404475980908246,0.285778008327872,0.0660840304625276,0.153817578869608,-0.0944133578308361,-0.256783568092736,-0.0297218309285251,-0.0440248498634066,-0.38422855814756,0.0031078445097814,0.161873356976213,0.0592262655590621,0.0861183120704539,-0.297255858132288,0.149946282193218,0.31292618079212,0.145587269556591,0.302255696946021,0.111284699280543,0.0697769240529491,-0.206229472405124,0.118629450790568,-0.521996641142234,0.0958101189414618,0.0361385782710971,0.206952120605057,0.211892558705104,0.0442904869208183,0.307595462714838,-0.0175173202459951,-0.0523722466592168,-0.0779892564379477,-0.0320985837820962
stable,0.0658979149247004,0.17621749323054,-0.206937137881643,-0.477262114121807,-0.402564271515261,-0.287234609066313,0.407253496634931,0.274070178125834,0.057345814402925,-0.0422016417894468,0.30128627503072,-0.0859819797984898,-0.162234219356018,-0.235563896762367,-0.157482478703582,0.0622553704052124,0.0567478909009789,-0.0431853474361836,-0.0628491026817318,-0.356541230372808,-0.119320547635718,-0.0907937514067561,0.0195644703151025,-0.27091420691923,-0.0944092102329788,0.0538481797886427,-0.035678733453929,-0.421915122465954,-0.0192304115966112,0.0387407537107912,-0.200824115188801,0.102733534125476,-0.0092551405167752,-0.045524985525155,-0.144048041962229
stable,0.0254820988153199,0.192102456407823,-0.0505155841031305,-0.167010239580745,-0.0335119294045617,-0.0695466726619499,0.0649998215277922,0.387727793451227,0.184938555482385,0.0255701772266256,0.411856797429676,-0.0556395104757216,-0.152665015754146,0.0295017445588197,-0.125186972628848,0.371700432204695,0.0224981946716835,-0.119699979362708,-0.0980190353645686,-0.124528209014613,0.0540153853186229,0.0642732698821879,0.296104741718807,0.094769890613455,0.209583730289401,-0.173919536643719,-0.0403008859294571,-0.0652994908117812,-0.0533039989403878,-0.0445455894826473,-0.318818961818419,0.124264188237746,-0.008213634121037,-0.0188855865931693,-0.047941304183471
stable,0.0116958636519987,0.226149784577935,0.0563185220349571,-0.591388335483663,-0.0479533731523789,-0.566259810320685,0.0380305746658499,0.208242096317654,-0.0434055345718979,0.0138536245323476,0.337950365472392,0.0740240993976954,0.110120459126642,0.0149830140524008,0.157747392031325,0.0810129929462138,-0.0025859938792359,-0.107028857776809,-0.0853444963443466,-0.130345692696308,-0.122022422395488,-0.0291239968932328,0.178575512089747,-0.283191697607668,-0.1530623022008,0.0064190286974403,-0.0087131808948848,-0.626190332445172,-0.106633766625741,0.0050075455277118,-0.243699557754977,-0.0032111315632097,0.0136732595656197,-0.0367571170466298,-0.0301462497173105
