group,CD52,CD3,CD56,CD34,CD45RA,CD7,CD4,CD16,CD5,CD195,CD32,CD27,CD57,CD278,CD11a,CD244,CD62P,TCR-A-B,CD2,CD29,CD28,CD38,CD127,CD71,CD158b,CD94,Mac-2,CD23,CD328,CD224
progressive,-0.0278701777370566,-0.160494051314502,0.188432530074987,-0.40754819591746,0.0412564867805068,0.133457271931482,-0.0772422688098665,-0.0256191232358685,-0.0547065551286515,-0.0941858362185236,-0.159975373125111,-0.113596192216449,0.0266471298765455,-0.0480410673871217,0.0329752377968196,0.0713189193022359,-0.1598911172317,-0.259186311462767,0.0801200061806175,-0.0377069324499537,-0.078738528754459,-0.0260229511959169,-0.0361118256244589,0.0907317759219965,-0.148448503893416,0.0342018971371938,-0.246133689666852,0.013596744345269,0.0653238516580805,-0.0897046049226313
progressive,-0.0901113970291787,0.0796787242706206,-0.368985496781356,-0.0714689188192427,-0.522283723248523,-0.526309322295987,0.199802941812157,-0.0492120663950362,0.119060209317415,0.134620815716845,0.139298370940987,0.113074471252134,-0.474767393702441,0.0145690141070023,-0.568986170450531,-0.301458635863896,-0.0336753334237274,0.127365606591661,-0.216848700896699,-0.0622985934426362,0.157533754316115,-0.0404482019141164,0.017510702093093,0.626532112201012,-0.187895496274444,-0.453684374380882,0.0398789200881991,0.0299698698744309,-0.352114001860571,0.160019593755945
progressive,-0.169557236217886,-0.299884872089766,0.35519140957384,0.119028341290825,0.184696800988989,0.191698045137928,-0.0314540930827372,0.250858545591433,-0.201857815959677,0.0125173325991032,0.0741918940890438,-0.0385572849413597,-0.0443117449899183,-0.0195630642900649,0.13697968460763,0.0183369900470404,0.190614867513502,-0.124868170490761,-0.133079386396526,0.0773580762774523,-0.0932438017949595,0.145512058875864,0.0650636854147957,0.0686495104776356,0.0024545745321701,0.128717636319627,0.0413701920954144,0.0578657449969496,0.154960126321562,0.0153709822418375
progressive,0.155793779762444,0.314324276643308,-0.22033146885854,0.117460267046579,-0.352647964632415,-0.121844773641265,0.236648331541703,-0.133667611742764,0.331892300511197,0.0860416689697447,0.10607091728699,0.423052785606212,-0.111592823419938,0.294550811807059,-0.193521794732384,-0.280511127386701,0.173431947634235,0.0903431542469003,0.321190282225522,0.139970482046356,0.189502147159129,-0.286982671157817,0.139904595987586,0.185454797133592,0.0288547299708279,-0.0032963028013153,0.025467815113158,0.0156200509488935,-0.0502571224487988,0.162762626008466
progressive,0.247020987529558,0.0875350862753365,-0.229393139681709,-0.270050365287813,-0.189139401419916,-0.0129966216323388,0.121928157115053,-0.0653526803408129,0.0671751562339503,-0.168226946374879,0.0365542397098636,0.0173468411544562,-0.389356780618962,0.0490130013669827,-0.271176534725961,-0.224574900312456,-0.415421915385577,-0.101721425917679,0.0187944955042819,-0.226855722615659,0.0487455483603085,-0.0464068635289484,0.15876804212577,0.11135775650361,-0.105739195636452,0.0461067534375008,-0.0148473919186719,-0.177167681136246,-0.359351606422262,-0.0624009114768991
stable,-0.417575066600342,-0.54838832589753,0.466922072300278,-0.0639905605444156,0.467113910880859,0.391229280833369,-0.567399268983294,0.339413737101305,-0.667556554952336,-0.0125335509314379,-0.0394592157898065,-0.412159337950322,0.177818597693662,-0.144082376096847,0.580961099545529,0.436953686241334,0.104048046500042,-0.335249248302747,-0.258764769178633,0.0740671681628017,-0.331240954245434,0.45404125525103,-0.156934629743473,-0.0779017736279605,0.246086837994133,0.303879836307706,-0.0602263062710215,-0.0060835638424254,0.568404072962799,-0.0557748796326255
stable,-0.186224051124334,-0.451778554922621,0.428747601316942,0.0144823418724451,0.234370975917304,0.311782155830944,-0.343278337299192,0.274322354141573,-0.516752019307506,-0.103992182800047,0.0180992267319461,-0.403363184654865,0.20680996307426,-0.49224043955746,0.409588464254437,0.388709086846586,-0.115827943682192,-0.138839129242682,-0.464331089570782,-0.483524342224981,-0.332498491300369,0.0449468129879025,-0.0891340484615113,-0.637264830078845,0.406619878355037,0.198192059791234,0.0356228178263553,0.0745603428105952,0.44650607028724,-0.0487719248748746
stable,-0.361023784582715,-0.501500824601433,0.239982699433284,-0.24445941890956,0.316559980986267,0.357165351266406,-0.570530550909623,0.299325372130207,-0.58335556299388,0.0380698424316619,-0.211768080241854,-0.365477783156505,-0.011831293471551,-0.563011038563715,0.0205853076014263,0.286244754853134,-0.197885083101556,-0.332544853555448,-0.317423548989929,-0.176745952536328,-0.537806927238433,0.130045219184379,-0.3933248454738,-0.30333617828443,0.12721878259094,0.157509664424796,-0.161054770768409,-0.204720750569786,0.518553224452944,-0.427175087204214
stable,0.190321599304397,0.309869890947611,-0.311288334619651,0.129624678341676,-0.220966953115881,-0.160694881514594,0.27710608069362,-0.0735112596993259,0.327944640783748,0.0864558394687888,0.226303610087811,0.12932891317154,-0.0418781122290636,0.25821329769058,-0.298124869647835,-0.0522746349480053,0.0013074839703147,0.45989266544194,0.259965666319896,0.137420216821501,0.130604377854159,0.0436632994861824,-0.0013959385072777,0.225910843761553,-0.0388560905867293,-0.112356450706869,0.0384760142505272,0.151976610538328,-0.20607451078511,0.165485335267821
stable,-0.314177569394611,-0.402830211480139,0.508425591229187,-0.138824891824955,0.326680926020788,0.54340115829888,-0.429414422920605,0.0920684369061368,-0.485868643363144,-0.0242120883386538,-0.0522424182420905,-0.177368917670202,0.0198520004152343,-0.094448111390401,0.236556805219154,0.216503782737177,-0.192723789245352,-0.230825613868751,-0.186174763884416,-0.0928680679136802,-0.201918786858349,0.246970515110218,-0.0998293591671614,0.0082120527995776,0.213714890416865,0.595533069293487,-0.163970940499791,0.0448805395967401,0.354968819303079,-0.110258421841568
