group,CD3,CD56,HLA,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD335,CD5,CD196,CD161,CD27,CD66b,CD35,CD57,CD278,CD11a,CD66,CD244,CD206,CD370,CD62P,TCR-A-B,CD309,CD2,CD28,CD38,CD127,CD15,CD71,CD204,CD49d,TCR-Vd2,CLEC12A,CD94,CD328,CD224
progressive,-0.0070665607558147,0.285113615576799,0.0910703136854588,0.0372727357630598,0.0472001200073854,-0.0190951177121754,0.0780334997764313,0.227338591578807,-0.172515247439395,0.0668607224415705,0.0706739057193267,-0.103839620255865,0.123549593897472,-0.0120444275978891,-0.0414230688603073,0.151885697518658,0.0560571466640322,-0.0634822572650073,0.153886439227092,0.134145422780844,0.123290109712278,0.12804242477149,0.139762101780291,0.0171735390575217,0.379748377854619,0.0649549061691532,0.324583575740909,-0.065049655797136,0.088676423675937,0.0617370318384534,-0.0188226005186458,0.0640497848597241,-0.0765238051408642,0.0855694345955519,0.192997336845523,0.0400976915911247,0.0401186323254957,0.300705403675652,0.196808952253036,0.185714991294585
progressive,-0.0613518460470949,0.357343822321642,0.188129605105421,-0.106432879573463,0.501269807652638,0.274733858435305,0.0281829153196969,-0.0504679491010795,-0.202328579776444,0.166808951909117,-0.0764591817858059,-0.173582779338209,-0.0659695200206301,0.0177209805647829,-0.11684306957075,-0.0573898798212157,-0.14331509317106,0.561467901868896,-0.0083100051670483,0.499920869596203,-0.0119319433788728,0.309391240307968,-0.095958400647509,0.0122750302357488,0.106915348695779,-0.0285760643912189,0.0770755796518208,0.107738644827985,-0.148872884099215,0.0799069182577431,-0.0879483172227402,0.0026498222300919,-0.318393324159007,0.0646391319800339,0.142282243969749,-0.0020434578732702,-0.0364596442139448,0.487970356596622,0.328535869072616,-0.0537033223183964
progressive,-0.309772768544604,0.36839078656446,0.0017621329866993,-0.0016838936617848,0.284354223991103,0.438098786680047,-0.066165510611086,-0.0879466791891253,-0.197813879123051,0.328764199360433,0.226267769781287,-0.343781370588901,-0.0508776951713475,0.0487129250705555,-0.161037300053589,-0.0221922708399886,-0.0671390713698647,0.065011666595558,-0.113336705739933,0.214781793302757,-0.105414891171026,0.318952151639039,-0.106068844412487,-0.0718520707790334,0.145289676125147,-0.125893645496301,-0.0026974210895542,0.0599154396644361,-0.155323786500541,0.326202501137193,-0.109061536004032,-0.103662604634037,-0.157041342356993,0.0300004403214789,0.006175477753963,-0.0483213624818896,-0.0375276822739603,0.177494205587149,0.188019068387564,-0.114821004600739
progressive,-0.241725836266572,0.177040629266963,-0.0055349955382306,0.207587330614698,0.234177459432054,0.0170380953790814,-0.0947679361490767,0.0775080796010804,-0.299094616782663,0.461210136873249,0.132434728451261,-0.189255383385716,-0.0439797732239467,0.0289919391367186,-0.100374323317595,0.494706700626738,0.307298558933028,0.20748304078021,-0.227256682901356,0.0605418773693572,0.404081518119206,0.200597875126091,0.20836307971105,0.248642743617946,0.062333138464737,0.0742687685174124,-0.0055711800820532,-0.339871524082393,-0.144120185379256,-0.0658450289143062,-0.0371012767894783,0.211508809920178,-0.202642953137244,0.162640006720487,-0.0893524651657007,-0.0516507879205804,0.300153889265217,0.231802278688032,0.166312501985736,0.16529183916854
progressive,-0.154874836499946,0.0820861148889744,-0.412159334972586,-0.370122526520772,-0.0335875682775428,0.304989440817658,0.0330525265549105,-0.025594176122012,-0.190476591254855,-0.315306664151387,0.103246604808507,0.0682974142139925,0.0523984262209868,-0.217925017983586,-0.0755317447527691,-0.425990992375538,-0.520702941652618,0.0459626973755194,-0.254798751039978,-0.136987987423109,-0.341287859768424,0.107331314425195,0.0953916337081237,0.0154403253362254,0.229023853825289,0.0964182662128241,-0.065579757956942,0.30334315743911,-0.113313932865688,-0.137560965912733,-0.23866550042065,-0.396355053466552,-0.0023101879731656,-0.107223441133335,-0.150555196159148,0.0668103987757167,-0.497749889859604,0.0765569355205562,0.322103999069337,-0.18402876214323
stable,0.03758019729579,0.169649553984261,0.139975605586713,-0.12617190514924,0.287707803650659,0.421115640342493,-0.0805032382735845,-0.128568966728895,-0.011001486362763,0.0405023743898693,-0.0282873204958485,-0.0676428633829453,-0.103645711592819,0.0528448830051273,-0.0649231963841489,-0.106678596328793,-0.111457103493465,-0.0387780240240727,-0.329152182418531,0.213981402782588,-0.134982835664681,0.269888016539521,-0.0729007269181374,0.0137611817647105,-0.0457206009033695,-0.0151425793755292,0.0532460943491025,0.0465520607462036,-0.110852841194473,0.0837524272418139,-0.0061422564373051,-0.116823175141255,-0.651997651875805,-0.0743899873435813,-0.0432964448547348,-0.0560407270116741,-0.0725499395102359,0.0828645700516509,0.223595725595095,-0.169177538151044
stable,0.101843875369375,0.0398472543383318,0.061425818416914,-0.0157456393434269,6.78879997653841e-06,-0.0284277445033538,0.0160243656826289,0.116791997169145,0.267911399542222,-0.0456692216834705,-0.0572483053486217,0.095173740116666,-0.0606577190286064,0.0209682812012892,-0.167379884787417,-0.007264190937472,-0.0484135535613625,0.126128100231298,0.0429327600180348,-0.163873664207531,0.0220360130797268,-0.173136918464996,0.0890868091729496,0.0151571624393748,-0.161188330328301,0.0156776617711536,0.0874111087349734,-0.0002713329072495,0.0675137835410745,0.0091067466028511,0.127171582364647,0.109405441699943,0.199860820619921,0.0594934280138923,-0.0006302360809913,0.245180421857451,0.0409656167435008,-0.0196663698444628,-0.110046489840753,0.079953271209941
stable,-0.403372792088361,0.202954917884866,0.102008164200062,-0.238530309884181,0.548329248510047,0.385419633369576,-0.367978702623144,-0.372963789499975,-0.499496529168769,0.368246671891854,-0.103133573595757,-0.436795833878878,-0.461928656716953,0.0257094163803986,-0.468571599547758,-0.130957973857039,-0.133970406372692,0.121329070032867,-0.320807542297561,0.16000000012683,-0.256690562608714,0.432919517837739,-0.138766115062342,-0.296861299220244,-0.0478142797507777,-0.360990873599305,-0.367867973798101,-0.170027225285373,-0.440712144431059,0.394855556625405,-0.426290640922631,-0.0644310653222799,-0.23050789882835,-0.161403092692282,-0.104476486819235,-0.306481172612544,-0.128020327401395,0.139166221877906,0.321689964268264,-0.367565180524523
stable,-0.151816557921351,0.173093233473659,-0.173076425972119,-0.211326732708885,0.0751196671047748,0.162590026844359,0.0540447410300814,-0.200214593350508,-0.232053831009,0.0038926410398725,0.0616477085005274,-0.216992980862503,-0.0798313635536778,0.0314757179102954,-0.0735214763282559,-0.293504058152992,-0.260928502656351,0.0428695677097147,-0.363753374616241,0.0845819209917856,0.070115800074273,0.0221985538999492,-0.0573396583836113,0.0437732397948941,-0.068978580974293,-0.235379757820769,0.0786196895243972,-0.185236960351122,-0.233179605061062,-0.253485900004755,-0.293168087373135,-0.125928772609098,-0.352016999505929,-0.0864236414132935,-0.356998690593876,-0.0284300547612624,-0.116176885609324,-0.0457967415920506,0.250206315052776,-0.120694922668072
stable,-0.417753801086027,0.45219078719131,-0.150064832916599,-0.134823469245804,0.295631656437329,0.578982433040984,-0.0520914647851721,-0.103400986741253,-0.409293145547489,0.124027335664029,0.363878602858124,-0.432145644718704,-0.0076561207361453,0.025599160519465,-0.231700357668973,-0.0084260657617891,-0.121148888168329,-0.259378147803709,-0.174873587248853,0.145998472093917,-0.109046470453725,0.137070028822066,-0.0967580170565808,-0.0187636319066399,-0.224757633288385,-0.232445919181656,-0.0953153132074453,-0.378096250441743,-0.241558497231186,0.322362818962026,-0.0221020930942708,-0.0489496304139744,-0.0625495129997586,-0.143557081585604,-0.158737454990691,-0.0360331318394341,-0.111332326371153,0.416096102192995,0.529371975836948,-0.222354183120536
