group,CD275,CD30,CD52,CD3,CD56,HLA,CD117,CD45RA,CD123,CD7,CD49f,CD4,CD14,CD279,Podoplanin,CD324,CD5,CD62L,CD27,HLA-DR,CD57,CD278,CX3CR1,CD11a,CD244,CD2,CD226,CD29,CD49b,CD28,CD38,CD71,CD49d,CD336,CD94,CD150,CD328,Podocalyxin,CD224
progressive,-0.0855782646308025,-0.190797920196326,0.0582971041900261,-0.170327426095002,0.224969177967706,0.133657349240065,-0.0775431444536921,0.254127294839274,-0.0617583728161573,0.234740233065889,0.127108690933786,-0.0066764053759362,-0.0562872606002097,0.0707736431968493,-0.0992390183843444,-0.113712292928357,-0.306576769883354,0.10992250700539,-0.0410515398792655,-0.128134578225437,0.214338018339164,0.0804707024611587,-0.0660169788680133,0.340844588549621,0.176461324521852,0.110120464175133,0.127038229583212,0.239511345426156,0.085439229369798,-0.176940591687692,-0.124663059390526,0.049718034512317,0.108462161457504,-0.032770750471215,0.20777561012993,-0.0437684201244511,0.285117757634526,-0.0473036090882147,-0.153989242957358
progressive,-0.0321282684317315,0.0250946737193984,0.16129044061187,-0.0442818680576681,0.374027391734698,0.20450719051679,-0.0480248307744079,0.542013837797954,0.0384093138961813,0.458725248429831,-0.0278978948468438,-0.209040485795091,-0.0502967312239117,0.0854854396343268,-0.154286791849866,0.0757132857690094,-0.1451801055641,0.110230200936899,-0.0785870879541058,-0.0427093909597487,0.539148247834053,0.0467701887873555,-0.21846133731882,0.5716946283283,0.29788605163682,0.15378963081999,0.0562791592909497,0.136230632812048,0.0413855691217157,-0.153755946363357,0.0174509273340927,-0.558305880359583,0.048453460482665,-0.048833438676263,0.471280423014692,0.0149745518548247,0.320190998144889,-0.0209941543819478,-0.118164592755594
progressive,-0.082754980498708,0.0388541793683197,0.0227987411822097,0.0061857091260214,0.112419494641511,0.0265611878412883,0.125111534698458,-0.0808286597002963,0.143094317490068,-0.0974337380140103,0.279133750048758,0.0680172259895342,0.152128218107098,0.058119383685046,0.136684793984185,0.118328943632652,0.0646687859961843,-0.0368241142806376,0.0497159336040731,0.130182352694447,-0.0434356175177813,0.105859294764576,0.144220079583078,-0.0173006916017873,-0.109367531333972,-0.220508413102896,0.176535513495397,0.124102469339711,0.168651025902595,0.073108691579586,0.009174249865057,0.177261857160404,-0.058314197486417,0.130330707824491,0.0911017120177567,0.135184861190937,0.0691999174775531,0.125341016263615,0.138662431899598
progressive,0.142235819272144,0.0418357148496141,0.165552027935462,0.372972000430445,-0.14313091433564,0.137509619581621,0.013927249678136,-0.289917271081508,0.13997977789245,-0.0648528414349247,0.0776118247544226,0.466003786793751,0.117037536889681,0.15312330029721,-0.0479107310009417,0.0274079957332345,0.397490458564504,0.164005425807786,0.14767943320609,0.206307744912493,-0.214158182479043,0.455792419860463,-0.0217600606394167,-0.132407214736974,-0.136812875599227,0.349156923472604,-0.0685210790781298,0.050901944949294,-0.0989339564353234,0.308003063908726,0.0863643615573358,0.45341330769524,0.0253704148908273,-0.0075657118720708,-0.0266728105187422,0.105020666672969,-0.188159808559357,0.0160637323506327,-0.0004437693703897
progressive,0.068674793358207,0.131321461219977,0.107542284131486,-0.143080496685655,-0.0911116347443432,0.135233474256431,0.0799390533261717,0.138078714367697,0.106707904858055,0.0030181727961355,0.130078681610026,0.206609415417153,0.198919251125216,0.128614243367222,0.0310786941722277,0.160121036073846,-0.162182310372946,0.0649841580927385,-0.179748579085803,0.0061136949277827,0.181791361106433,-0.0577139045470728,0.0688051767618162,0.261578454313653,0.0147135279515058,0.142712869195847,0.168497092817132,0.164767596523727,0.0459400491153587,0.0271604588946895,0.0374511530233619,0.252379665822071,0.0071138353192489,-0.063635244647266,0.0696532505138715,0.0447033151334224,-0.0376481192599455,0.160537619009867,0.155062413111978
stable,-0.0634132545798071,0.0750123764477032,-0.396863156642536,-0.541200899818423,0.47854817620934,0.218733726629606,0.04413126716002,0.475685823606073,-0.0534124124747877,0.405016680956454,-0.14449447456988,-0.546404724117247,-0.0523729559729595,-0.0611283945307917,-0.0186125724990586,0.0627952483078883,-0.659806824777273,-0.239568220532783,-0.401209878507361,0.0176489511700437,0.190362782943227,-0.129689277766497,0.0050867642180157,0.594565308514878,0.453053627976844,-0.253062780279871,0.0962767687890013,0.0988298892243146,0.0218334897182229,-0.311855088153158,0.473132220845733,-0.0697632284260739,0.0865364877719626,-0.0363531625321499,0.319898254432399,-0.036653466689252,0.587366174192246,-0.035778907769384,-0.0299257376359951
stable,-0.0901078439035302,-0.0744039703830971,0.143087634281856,0.336524956164649,-0.381922044587521,0.0313132278419764,0.0014397294980453,-0.204087990712869,-0.114636368277781,-0.255273258117492,0.106639537716976,0.210661360888534,-0.211206430510439,-0.0260569846127016,-0.0732550225071076,-0.0411427493405116,0.388346572733156,0.0456584678073962,0.446488913306321,0.171332785550943,-0.232450797738441,0.221458491708499,-0.133114521913311,-0.356162175676692,-0.260530397337317,0.414435102006643,-0.128785955503598,0.226775143361735,0.0566818327765447,0.156550860730758,-0.303071058112788,0.298622372650444,0.196482522985807,-0.135508462405634,-0.305807356352725,-0.0647710606242666,-0.38629175923218,-0.0002865474044368,-0.0546878705716
stable,-0.156560814401637,-0.118529953517371,-0.160195682250746,-0.144041969024862,0.385045611374706,0.109669550339325,0.059026648433506,0.339633913369185,0.0592902165233419,0.150734643427767,-0.126174397219854,-0.253946426082751,0.0501991115231806,0.153779741860583,-0.027183031906448,-0.0187316545303126,-0.301390977810217,0.0322284240542394,-0.0964776423508177,-0.0154193235696554,0.108685430782508,0.114448778952846,-0.147830170798993,0.109352976395662,0.156904354692788,-0.107748325698644,-0.0087126044324381,0.243774608265148,0.0363338127594151,-0.165508668264743,0.375391972824003,0.296058398509764,0.179016580709926,-0.0646376284820005,0.194467595605753,-0.0952576095882669,0.139012462448441,0.116429392528669,-0.195275482358252
stable,-0.0682780692975674,-0.0188955801478568,-0.0152259213507837,0.145219028178021,-0.0903759092661506,-0.0815279127896108,0.0096986336746152,-0.0151603877403258,-0.149205119105906,0.0487948913119609,0.122264481254669,-0.143431305558697,-0.0641545909319157,-0.121089808810649,-0.110224433612805,-0.0106593553649159,0.100619639423474,0.277229246054372,0.0297266369272253,-0.175759832436685,-0.132338752102082,0.046827627666521,-0.0881145243190466,-0.0779970600314859,-0.0411488910467084,0.201186010295928,-0.0486293695486449,-0.0355993632359989,-0.183869231256493,-0.0317054220238922,-0.258944715022376,-0.0618894032090992,0.0001027115289857,0.0208129079469459,0.148961647745503,-0.118881873544456,-0.0667741218041785,-0.0092859242844015,-0.0656965295984029
stable,-0.155156147922198,-0.164135592242632,-0.344926748475623,-0.448907880682068,0.443030583642688,-0.141666192816027,-0.0230307961900489,0.239438602221903,-0.0213670322137124,0.545787065781788,-0.0816806197435688,-0.385937748438791,-0.0419843476420802,-0.14211233747824,-0.0717212874560694,-0.0507342490828318,-0.525670034521327,0.0849736065856283,-0.217257103372685,-0.0119782436699472,-0.0669143653469888,-0.160712649843025,-0.0061647880666404,0.272092009816506,0.213589173846191,-0.412475479572731,-0.111776519634496,-0.0887353502753886,-0.158571054263449,-0.202248317841393,0.399033965141998,-0.0074207749869929,-0.0418291327721763,0.0402743329889473,0.46265272240678,-0.0479352986042588,0.424801045048919,-0.0416560177500375,-0.152070991189914
